internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,abstract_source,abstract_match_type,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_evidence_tags,ta_software_context,ta_stochastic_method,ta_forecast_target,ta_process_data_source,ta_confidence,ta_evidence_status,ta_manual_review_required,ta_screened_at,ta_batch_id,ft_priority_score,ft_priority_rank,ft_priority_band,ft_oa_url,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_evidence_tags,ft_software_context,ft_stochastic_method,ft_forecast_target,ft_process_data_source,ft_confidence,ft_evidence_status,ft_manual_review_required,ft_screened_at,ft_screened_by,ft_batch_id
,scopus,scopus_principal,Principal,,A stochastic approach to security software quality management,Bubevski V.,2013,,25th European Modeling and Simulation Symposium Emss 2013,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84886894170,,,,maybe,"Título sugere abordagem estocástica em qualidade de software de segurança (potencialmente IC2), mas sem resumo não é possível confirmar se trata processos de SW ou apenas qualidade de artefatos. Risco de ser EC2 (software como ferramenta/implementação) ou fora do escopo de process mining.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,51,864,E,,exclude,"Título sugere modelagem estocástica aplicada a qualidade de software de segurança (potencialmente IC2), mas resumo ausente impede confirmação definitiva. Sem texto completo, impossível diferenciar entre: (a) modelagem de processos de desenvolvimento de SW; (b) análise de artefatos/código de segurança (EC2); ou (c) domínio fora de SW. Contexto 'Modeling and Simulation Symposium' é ambíguo. A candidatura justifica revisão do texto completo. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|stochastic_modeling,unclear,unclear,none,none,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,,Software Performance Analysis Using a Language Measure,Hong Y.,2003,"This paper presents the software performance analysis using a finite state automation model. A signed real measure of formal languages has been used for quantitative evaluation of the software. This paper extends an earlier model based on a discrete time Markov chain to a semi-Markov process. As an example, a software rejuvenation policy is analyzed using the proposed approach.",Proceedings of the American Control Conference,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-0142246277,,,,maybe,"Título sugere análise de desempenho de software, mas sem abstract não é possível confirmar se aborda process mining, modelagem estocástica ou forecasting em processos de desenvolvimento de SW, ou se trata apenas de análise de performance de sistemas (EC2). Venue de controle (ACC 2003) é incomum para SE.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,59,694,C,,exclude,"O paper aplica modelagem semi-Markov para análise de desempenho de software e política de rejuvenação, mas não aborda processos de desenvolvimento de SW (IC2 requer modelagem estocástica de *processos de desenvolvimento*). Trata-se de análise de desempenho de sistemas/confiabilidade (EC2 — software como ferramenta/objeto de análise, não o processo de desenvolvimento sendo estudado). Não há evidence de process mining, forecasting de métricas de processo de SW, ou mineração de repositórios.",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),,"Proceedings - 2024 6th International Conference on Process Mining, ICPM 2024",,2024,,Proceedings 2024 6th International Conference on Process Mining Icpm 2024,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85206237227,,,,maybe,"Trata-se de proceedings de conferência de process mining sem abstract disponível. Embora a conferência ICPM seja altamente relevante ao escopo, não é possível avaliar se os artigos individuais abordam processos de software ou outros domínios sem acesso aos resumos.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,56,787,E,,exclude,"Trata-se de uma página de capa de proceedings de conferência sem abstract disponível e sem conteúdo específico do artigo. Impossível avaliar se aborda processos de software ou cumpre critérios de inclusão. Sem acesso ao texto completo ou resumo substantivo, não há base para inclusão confiável.",,EC4,full_text_required|insufficient_abstract,unclear,unclear,none,none,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-031-95397-2_12,Probabilistic Learning of Temporal Uncertainties in Business Processes,Kunkler M.,2025,,Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105009210602,,,,maybe,"Título sugere relevância potencial para IC2 (modelagem estocástica de processos), porém sem resumo não é possível confirmar se o foco é em processos de software ou em BPM genérico. Abstrato não disponível impossibilita avaliação segura de domínio e aplicabilidade.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,58,718,E,,exclude,"O título sugere forte relevância para IC2 (modelagem estocástica de processos de negócio com incertezas temporais), porém o resumo está ausente e não é possível confirmar: (1) se o foco é em processos de software (IE) ou BPM genérico; (2) o método estocástico específico e sua aplicação; (3) se há avaliação em artefatos de SW. A natureza genérica de 'Business Processes' levanta dúvida sobre EC1 (domínio fora de SW). Texto completo é necessário para decisão segura. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|stochastic_modeling,unclear,unclear,unclear,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-031-70396-6_19,CoSMo: A Framework to Instantiate Conditioned Process Simulation Models,Oyamada R.S.,2024,"Process simulation is gaining attention for its ability to assess potential performance improvements and risks associated with business process changes. The existing literature presents various techniques, generally grounded in process models discovered from event log data or built upon deep learning algorithms. These techniques have specific strengths and limitations. Traditional data-driven approaches offer increased interpretability, while deep learning-based excel at generalizing changes across large event logs. However, the practical application of deep learning faces challenges related to managing stochasticity and integrating information for what-if analysis. This paper introduces a novel recurrent neural architecture tailored to discover COnditioned process Simulation MOdels (CoSMo) based on user-based constraints or any other nature of a-priori knowledge. This architecture facilitates the simulation of event logs that adhere to specific constraints by incorporating declarative-based rules into the learning phase as an attempt to fill the gap of incorporating information into deep learning models to perform what-if analysis. Experimental validation illustrates CoSMo's efficacy in simulating event logs while adhering to predefined declarative conditions, emphasizing both control-flow and data-flow perspectives.",Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85203877509,,,,include,"O paper atende IC1 (process mining em software: descoberta de modelos de processo a partir de event logs) e IC3 (forecasting/simulação de métricas de processo: simula event logs para análise de desempenho e what-if). Não há evidência de exclusão por domínio fora de SW, uso de software como ferramenta, ou falta de aplicação prática. A orientação é claramente em processos de negócio/desenvolvimento com análise de event logs.",IC1|IC3,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,126,36,A,,exclude,"Embora o paper aborde process mining e simulação de event logs, ele não demonstra aplicação específica a processos de desenvolvimento de software (SW). O resumo menciona genericamente 'business process changes' e 'what-if analysis' sem evidência de avaliação em artefatos de SW (commits, issues, PR, CI/CD) ou processos de desenvolvimento. A metodologia é agnóstica ao domínio e não há indicação no resumo de validação em contexto de engenharia de software, o que desqualifica IC1 e IC3 conforme esco",,EC1,,,,,,,,,2026-04-12T21:13:39.514577+00:00,llm,msgbatch_0118tBZ4cKzvEAFGN35fnYSf
,scopus,scopus_principal,Principal,10.1007/s41870-023-01476-4,The use of knapsack 0/1 in prioritizing software requirements and Markov chain to predict software success,Armah I.A.,2024,,International Journal of Information Technology Singapore,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85170830949,,,,maybe,"Título sugere potencial relevância a IC2 (Markov chain para modelagem de processo de SW) e possível IC3 (predição de sucesso), porém sem abstract disponível não é possível confirmar se o estudo efetivamente aplica-se a processos de desenvolvimento de SW ou se usa Markov apenas como ferramenta genérica sem ligação ao escopo PATHCAST.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,61,655,E,,exclude,"Título sugere potencial relevância a IC2 (Markov chain para modelagem de processo de SW) e IC3 (predição de sucesso em SW), porém o abstract está ausente. Sem acesso ao texto completo, não é possível confirmar: (1) se a aplicação de Markov chain é efetivamente ligada a processos de desenvolvimento de software ou se é uso genérico; (2) se 'software success' refere-se a predição de métricas de processo (IC3) ou a contexto distinto; (3) o papel do knapsack 0/1 e sua relação com o escopo PATHCAST. A. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,forecasting|full_text_required|insufficient_abstract|markov,unclear,markov_chain,unclear,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1109/ASE.2017.8115693,Mining constraints for event-based monitoring in systems of systems,Krismayer T.,2017,"The full behavior of software-intensive systems of systems (SoS) emerges during operation only. Runtime monitoring approaches have thus been proposed to detect deviations from the expected behavior. They commonly rely on temporal logic or domain-specific languages to formally define requirements, which are then checked by analyzing the stream of monitored events and event data. Some approaches also allow developers to generate constraints from declarative specifications of the expected behavior. However, independent of the approach, deep domain knowledge is required to specify the desired behavior. This knowledge is often not accessible in SoS environments with multiple development teams independently working on different, heterogeneous systems. In this New Ideas Paper we thus describe an approach that automatically mines constraints for runtime monitoring from event logs recorded in SoS. Our approach builds on ideas from specification mining, process mining, and machine learning to mine different types of constraints on event occurrence, event timing, and event data. The approach further presents the mined constraints to users in an existing constraint language and it ranks the constraints using different criteria. We demonstrate the feasibility of our approach by applying it to event logs from a real-world industrial SoS.",Ase 2017 Proceedings of the 32nd IEEE ACM International Conference on Automated Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85041442741,,,,maybe,"O título sugere mining de constraints em sistemas de eventos (potencialmente relevante a IC1/IC4), mas sem abstract não é possível confirmar se o escopo trata processos de SW (desenvolvimento, CI/CD, repositórios) ou se é aplicado a sistemas embarcados/IoT genéricos. A conferência ASE é de engenharia de software, o que aumenta probabilidade de relevância.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,62,500,C,,exclude,"O paper trata de mining de constraints para runtime monitoring em Systems of Systems usando event logs, specification mining e machine learning. Embora mencione 'process mining' na introdução, o foco é em monitoramento de comportamento de sistemas em operação (detecção de desvios), não em modelagem, forecasting ou descoberta de processos de desenvolvimento de software. O domínio é monitoramento de sistemas embarcados/IoT heterogêneos, não processos de SW (CI/CD, repositórios, commits, issues). N",,EC1|EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1016/j.is.2024.102447,A framework for measuring the quality of business process simulation models,Chapela-Campa D.,2025,"Business Process Simulation (BPS) is an approach to analyze the performance of business processes under different scenarios. For example, BPS allows us to estimate the impact of adding one or more resources on the cycle time of a process. The starting point of BPS is a process model annotated with simulation parameters (a BPS model). BPS models may be manually designed, based on information collected from stakeholders and from empirical observations, or automatically discovered from historical execution data. Regardless of its provenance, a key question when using a BPS model is how to assess its quality. In particular, in a setting where we are able to produce multiple alternative BPS models of the same process, this question becomes: How to determine which model is better, to what extent, and in what respect? In this context, this article studies the question of how to measure the quality of a BPS model with respect to its ability to accurately replicate the observed behavior of a process. Rather than pursuing a one-size-fits-all approach, the article recognizes that a process covers multiple perspectives. Accordingly, the article outlines a framework that can be instantiated in different ways to yield quality measures that tackle different process perspectives. The article defines a number of concrete quality measures and evaluates these measures with respect to their ability to discern the impact of controlled perturbations on a BPS model, and their ability to uncover the relative strengths and weaknesses of two approaches for automated discovery of BPS models. The evaluation shows that the proposed measures not only capture how close a BPS model is to the observed behavior, but they also help us to identify the sources of discrepancies.",Information Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85202341028,,,,maybe,"Título sugere framework para qualidade de modelos de simulação de processo de negócios, potencialmente relevante para IC2 (modelagem estocástica), mas sem resumo não é possível confirmar se aplicação é em processos de software (escopo PATHCAST) ou em domínios genéricos de BPM. Necessária análise de texto completo.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,71,165,C,https://doi.org/10.1016/j.is.2024.102447,exclude,"O artigo trata de simulação de processos de negócio (BPS) e qualidade de modelos de simulação em contexto genérico de BPM. Embora mencione 'descoberta automática de modelos' e 'dados históricos de execução', não há evidência de aplicação específica a processos de software (commits, issues, CI/CD, event logs de SW). O domínio é negócios/BPM genérico, e as métricas propostas não endereçam ciclos de desenvolvimento de SW, forecasting de métricas de processo de software ou análise de repositórios de",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,,"Proceedings of the International Workshop on Petri Nets and Software Engineering, PNSE 2019 - co-located with the 40th International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2019, 19th International Conference on Application of Concurrency to System Design, ACSD 2019 and the 1st IEEE International Conference on Process Mining, Process Mining 2019",,2019,,Ceur Workshop Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85070986554,,,,maybe,"Trata-se de proceedings de workshop que combina Petri Nets, Software Engineering e Process Mining (PNSE 2019), sugerindo potencial alta relevância para PATHCAST. Contudo, sem resumo disponível, não é possível confirmar se os artigos inclusos tratam especificamente da intersecção entre process mining, modelagem estocástica e forecasting em processos de SW, ou se abordam apenas aspectos teóricos/ferramentais desconectados do escopo.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,54,813,E,,exclude,"Trata-se de proceedings de workshop que combina explicitamente Petri Nets, Software Engineering e Process Mining (PNSE 2019, co-localizado com Petri Nets 2019 e IEEE Process Mining 2019). O título forte sugere relevância potencial para a SLR PATHCAST, especialmente considerando a interseção entre redes de Petri (modelagem estocástica), process mining e engenharia de software. Contudo, sem acesso ao resumo ou conteúdo, é impossível confirmar se os artigos inclusos abordam especificamente (1) apli. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|process_mining|stochastic_petri_net,unclear,stochastic_petri_net,none,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1007/s10270-025-01346-6,"Interactive creation, visualization, and exploration of process model collections",Salas-Urbano M.,2026,,Software and Systems Modeling,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105027435868,,,,maybe,"Título sugere foco em visualização e exploração de coleções de modelos de processo, potencialmente relevante para process mining e modelagem. Porém, sem resumo disponível, é impossível determinar se aplica-se especificamente a processos de software ou se trata de BPM genérico desconectado do escopo PATHCAST.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,61,587,E,,exclude,"Resumo ausente e conteúdo do texto completo não fornecido. O título sugere foco em visualização e exploração de modelos de processo, potencialmente relevante para process mining, mas sem acesso ao texto completo é impossível determinar se aborda processos de software, se aplica modelagem estocástica, forecasting ou se trata de BPM genérico desconectado do escopo PATHCAST. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|process_mining,unclear,none,none,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,10.1109/TSE.2012.67,Event logs for the analysis of software failures: A rule-based approach,Cinque M.,2013,"Event logs have been widely used over the last three decades to analyze the failure behavior of a variety of systems. Nevertheless, the implementation of the logging mechanism lacks a systematic approach and collected logs are often inaccurate at reporting software failures: This is a threat to the validity of log-based failure analysis. This paper analyzes the limitations of current logging mechanisms and proposes a rule-based approach to make logs effective to analyze software failures. The approach leverages artifacts produced at system design time and puts forth a set of rules to formalize the placement of the logging instructions within the source code. The validity of the approach, with respect to traditional logging mechanisms, is shown by means of around 12,500 software fault injection experiments into real-world systems.",IEEE Transactions on Software Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84878475844,,,,maybe,"Título sugere análise de event logs em falhas de software, alinhado potencialmente com IC1 (process mining em SW). Porém, sem resumo disponível, é impossível confirmar se o foco é realmente em modelagem/predição de processos de desenvolvimento ou se trata de análise de falhas de sistemas/execução de software (EC2).",IC1,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,69,197,C,,exclude,"O paper trata de mecanismos de logging para análise de falhas em tempo de execução de sistemas de software, não de process mining em artefatos de desenvolvimento (commits, issues, PR, CI/CD) nem de modelagem estocástica/forecasting de processos de desenvolvimento. Embora use event logs, o contexto é de falha de execução/runtime, não de descoberta ou análise de processos de desenvolvimento de SW (EC2 — software como ferramenta/alvo de análise técnica, não como processo sendo estudado).",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/s10489-023-04523-6,Continuous build outcome prediction: an experimental evaluation and acceptance modelling,Kawalerowicz M.,2023,,Applied Intelligence,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85153101678,,,,maybe,"O título sugere predição de outcomes de builds contínuos (CI/CD), potencialmente relevante para IC3 (forecasting em processos de SW). Porém, sem abstract disponível, não é possível confirmar se o foco é em process mining/modelagem estocástica de processos de SW ou meramente em classificação/predição de falhas de build sem análise de event logs ou modelos estocásticos de processo.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,61,558,E,,exclude,"O título sugere predição de outcomes de builds em CI/CD (potencialmente IC3), mas o abstract está ausente. Sem acesso ao texto completo, não é possível confirmar: (1) se utiliza process mining ou modelagem estocástica de processos de SW, (2) se analisa event logs de processo, ou (3) se é meramente classificação de falhas de build sem análise de processo. A relevância marginal justifica 'pending' em vez de exclusão imediata, mas requer acesso ao texto completo para decisão fundamentada. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,build_prediction|ci_cd|forecasting|full_text_required|insufficient_abstract,ci_cd,unclear,build_outcome,unclear,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_principal,Principal,,Cross-company collaboration analyzed through process mining: A method for analyzing the working environment and measuring impacts of change,Çela O.,2016,,Inforsid 2016 Actes Du 8e Forum Jeunes Chercheurs Du Congres Inforsid,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84979670095,,,,maybe,"Título sugere process mining em contexto colaborativo, potencialmente relevante para IC1 (PM em processos de SW), mas sem abstract disponível não é possível confirmar se o domínio é software ou outro (ex: BPM genérico, processos organizacionais). Necessária avaliação do texto completo.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,52,852,E,,exclude,"O resumo está ausente e não pode ser verificado. O título sugere process mining em contexto de colaboração entre empresas, potencialmente relevante para IC1 (process mining em processos), mas sem acesso ao texto completo ou resumo, não é possível confirmar: (1) se o domínio é processos de software (vs. BPM genérico, processos organizacionais ou outro domínio); (2) se algum IC é efetivamente atendido; (3) se há EC que exclua o paper. A avaliação do texto completo é necessária. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,full_text_required|insufficient_abstract|process_mining,unclear,none,none,none,low,missing_abstract,True,2026-04-19T09:29:37.070007+00:00,llm,msgbatch_01C8rhNjCTBHbzidE5uwZsF3
,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),10.1109/COMPSACW.2011.57,Model-based scheduling analysis for software projects,Padberg F.,2011,"We show how to compute optimal policies for the scheduling of software development projects under uncertainty. Our approach is based on a stochastic scheduling model that explicitly captures the strong feedback between the tasks in software development (""ripple effects""). We apply reinforcement learning to the optimization problem. For a selected sample project, we compute the optimal policy, simulate the project, and analyze the task assignments that are made by the optimal policy. From the analysis of the simulated schedules, we derive tentative, generic scheduling guidelines. The guidelines prioritize certain tasks based on the characteristics of the software architecture, and assign tasks according to the past performance of the developers.",Proceedings International Computer Software and Applications Conference,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-80054988383,,,,maybe,"O título sugere análise de agendamento em projetos de software usando modelo baseado em modelos, o que pode indicar modelagem estocástica ou análise de processo de SW (IC2). Porém, sem resumo disponível, não é possível confirmar se aborda process mining, forecasting de métricas ou mineria de repositórios, nem descartar que seja puramente teórico (EC3).",,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,61,600,C,,exclude,"O paper aborda modelagem estocástica (scheduling model) e otimização (reinforcement learning) aplicada a projetos de software, o que poderia sugerir IC2. Porém, o foco é em otimização de alocação de tarefas e políticas de agendamento sob incerteza, não em descoberta/conformance de processos reais (IC1), forecasting de métricas de processo a partir de event logs (IC3), ou mineração de repositórios (IC4). Não há evidência de aplicação a artefatos reais de SW (commits, issues, logs de eventos) nem ",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.26599/TST.2024.9010101,Software Reliability Assessment: An Architectural and Component Impact Analysis,Alyahyan S.,2025,"In the software landscape, understanding component impacts on system reliability is pivotal, especially given the unique complexities of modern software systems. This paper presents a model tailored for software reliability assessment. Our approach introduces the ‘component influence’ to measure a single component's effect on overall system reliability. Additionally, we adapt a state transition model to cater to the diverse architectures of software systems. Using a discrete-time Markov chain, we predict software reliability. We tested our model on an actual software system, finding it notably accurate and superior to existing methods. Our work offers a promising direction for those venturing into software reliability enhancement.",Tsinghua Science and Technology,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105024445471,,,,maybe,"O título sugere foco em confiabilidade de software e análise de componentes, o que poderia envolver modelagem ou análise de processos de desenvolvimento. Porém, sem resumo disponível, não é possível determinar se o trabalho aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios conforme escopo PATHCAST. A análise de impacto arquitetural pode ser tanto de artefatos de software (excluído EC2) quanto de processos de SW (relevante).",,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,71,181,C,https://doi.org/10.26599/tst.2024.9010101,exclude,"O paper aborda modelagem estocástica (discrete-time Markov chain) para predição de confiabilidade de software, mas não satisfaz nenhum critério de inclusão de PATHCAST. Não há menção a process mining, forecasting de métricas de processo de desenvolvimento (lead time, cycle time, throughput), mineração de repositórios ou aplicação a artefatos de SW (commits, issues, PR, CI/CD). O trabalho trata de confiabilidade arquitetural/componentes, não de processos de desenvolvimento de software.",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1016/j.knosys.2019.104866,Holistic discovery of decision models from process execution data,De Smedt J.,2019,"Abstract The analysis of business processes is a multifaceted problem that is comprised of analysing both activities’ workflow, as well as the decisions that are made throughout that workflow. In process mining, the automated discovery of process models from event data, a strong emphasis can be found towards discovering this workflow, as well as how data influences that workflow, i.e., decision point analysis. Nonetheless, the data that is pertaining to the activities in the workflow does not necessarily correlate with the control flow. Decisions that influence variables that are used by activities can also impact other variables used later in the workflow without interfering with the order in which activities are executed. Discovering this has not been addressed in literature, as current decision mining techniques still rely on control flow. To address this, Process Mining Integrating Decisions (P-MInD) is proposed. It relies on uncovering the influence of activities on their variables and connects them by making use of sequence dependencies present in the data. Furthermore, it allows to find autocorrelations, as well to incorporate case variables. This allows to establish a holistic image of the decision layer, captured with Decision Model and Notation (DMN), that is consistent with the discovered control flow. Furthermore, decision model conformance checking, i.e., the matching of event logs with holistic models, is proposed to offer a way to verify whether the models are corresponding with the behaviour that is present in the current system. P-MInD is implemented and used on real-life data to verify its effectiveness.",Knowledge Based Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85069935661,,,,maybe,"O artigo apresenta process mining (descoberta e conformance checking de modelos de processo) com ênfase em decisões e variáveis. Embora trate PM explicitamente, o resumo não especifica claramente se a avaliação foi realizada em processos de SW ou em domínios genéricos de business processes, deixando ambíguo se atende IC1 (PM aplicado a SW) ou se cai em EC1 (domínio fora de SW).",IC1,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,74,137,C,https://www.pure.ed.ac.uk/ws/files/104697045/KBS_Revision.pdf,exclude,"O artigo apresenta process mining aplicado a descoberta e conformance checking de modelos de decisão em processos de negócio genéricos. Embora seja uma contribuição válida em PM, o resumo não fornece evidência de aplicação a processos de desenvolvimento de software (IC1 exigiria commits, issues, PR, CI/CD, etc.). O domínio permanece 'business processes' genéricos, caracterizando EC1 — processo estudado não é de SW, mas sim de negócios tradicionais.",,EC1,,,,,,,,,2026-04-12T21:05:01.080619+00:00,llm,msgbatch_01WPWtcmfCmD381ExAd5yLEj
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/PAAP.2012.43,SSRGM: Software strong reliability growth model based on failure loss,Huang Y.,2012,"Failures that exist in software cause tremendous damage and bring large amount of loss. Thus the research of software trustworthiness has been attracted much attention from all over the world. By considering the impact of failure loss, the traditional definition of software reliability is redefined in this paper and improved to software strong reliability. Based on this new definition and traditional J-M model, a new model called SSRGM is proposed along with its mathematical relationship and implementation based on Markov Chain. Besides, through experiment and analysis, the conclusion that this model is correct and effective is drawn.",Proceedings International Symposium on Parallel Architectures Algorithms and Programming Paap,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84877702552,,,,maybe,"Título sugere modelagem de confiabilidade de software (potencialmente IC2 - modelagem estocástica), mas sem resumo disponível não é possível confirmar se o estudo aborda processos de desenvolvimento de SW ou se aplica-se apenas a confiabilidade de produto. Requer avaliação do texto completo.",,,,,,,,,,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9,61,644,C,,exclude,"O paper propõe um modelo de crescimento de confiabilidade de software (SSRGM) baseado em Markov Chain, focando em confiabilidade de produto e mitigação de perdas por falhas. Não aborda process mining, não aplica-se a processos de desenvolvimento de SW (IC1, IC4 não se aplicam), e não realiza forecasting de métricas de processo de desenvolvimento (IC3 não se aplica). Embora use modelagem estocástica (Markov), não a aplica a processos de desenvolvimento de SW conforme IC2 exige, mas sim a confiabi",,EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
