nome_do_artigo,nome_do_arquivo,doi_cod,abstract,resultados,avaliacao_codex_chatgpt,relevancia_para_slr,metodo,tipo_de_evidencia,ameacas_limitacoes,decisao_slr,motivo_da_decisao,contexto,fonte_dos_dados,tecnica_principal,rq_atendida,ic_ec_acionados,fase_do_sdlc,nivel_de_integracao,prioridade_de_leitura
Discovering changes of the change control board process during a software development project using process mining,Discovering_Changes_of_the_Change_Contro.pdf,10.1007/978-3-642-04133-4_11,"During a software process improvement program, the current state of software development processes is being assessed and improvement actions are being determined. However, these improvement actions are based on process models obtained during interviews and document studies, e.g. Such improvements are scarcely based on the practical way of working in an organization; they do not take into account shortcuts made due to e.g. Becoming conscious about the presence of such deviations and understanding their causes and impacts, consequences for particular software process improvement activities in a particular organization could be proposed. This paper reports on the application of process mining techniques to discover shortcomings in the Change Control Board process in an organization during the different lifecycle phases and to determine improvement activities.","During a software process improvement program, the current state of software development processes is being assessed and improvement actions are being determined. However, these improvement actions are based on process models obtained during interviews and document studies, e.g. Such improvements are scarcely based on the practical way of working in an organization; they do not take into account shortcuts made due to e.g.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,Mineração de processos.,"RQ1, RQ2",IC4a,Não definido,L1,Alta
EasyChair Preprint № 10778 Discovery and Simulation of Business Processes with Probabilistic Resource Availability Calendars Orlenys López-Pintado and Marlon Dumas EasyChair preprints are intended for rapid,EasyChair-Preprint-10778-3.pdf,10.4121/uuid:3926db30-f712-4394-aebc-75976070e91f,"In the field of business process simulation, the availability of resources is captured by assigning a calendar to each resource, e.g., Monday-Friday 9:00-18:00. Resources are assumed to be always available to perform activities during their calendar. This assumption often does not hold due to interruptions, breaks, or because resources time-share across multiple processes. A simulation model that captures availability via crisp time slots (a resource is either on or off during a slot) does not capture these behaviors, leading to inaccuracies in the simulation output. This paper presents a simulation approach wherein resource availability is modeled probabilistically.","EasyChair Preprint № 10778 Discovery and Simulation of Business Processes with Probabilistic Resource Availability Calendars Orlenys López-Pintado and Marlon Dumas EasyChair preprints are intended for rapid dissemination of research results and are integrated with the rest of EasyChair. An empirical evaluation shows that simulation models with probabilistic calendars discovered from event logs, replicate the temporal distribution of activity instances and cycle times of a process more closely than simulation models with crisp calendars. For example, given five granules, β = 0.0 results in [1.0, 0.0, 0.0, 0.0, 1.0], and β = 1.0 in [1.0, 0.5, 0.0, 0.5, 1.0]. Using the extended versions of S IMOD and P ROSIMOS, we conducted an empirical evaluation aimed at answering the following question: Does the use of probabilistic calendars improve the accuracy of business process simulation models discovered from event logs, compared to crisp calendars?",Relevância alta para a revisão. Traz validação empírica.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, simulação, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Avaliação experimental.,Dependência de modelagem e premissas do autor.,excluir,A extração automática não mostrou aderência suficiente ao recorte de processo de software e técnicas-alvo da SLR.,Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,Simulação.,RQ2,"IC4a, IC4b, EC1",Não definido,L2,Baixa
Enhanced What-If Scenarios Generation by Bridging Generative Models and Process Simulation,Enhanced_What-If_Scenarios_Generation_by_Bridging_Generative_Models_and_Process_Simulation.pdf,10.1109/ICPM66919.2025.11220730,"Generative Artificial Intelligence (GenAI) techniques have recently emerged as promising tools for challenges in Process Mining such as missing data, small datasets, and the generation of complex what-if scenarios. A major limitation of current approaches is their inability to produce sets of process traces in a mutually dependent manner. Traces are generated independently, failing to reflect crucial process-level phenomena such as concurrency, resource contention, and workload distribution. This limitation significantly reduces the realism and utility of generated logs, yet has received limited attention in the literature. In contrast, Business Process Simulation (BPS) excels at preserving process constraints and interdependencies.","Results show that while generative methods fail to capture the full intricacies of process behaviour, their integration with BPS produces traces that are both diverse and compliant with process constraints. While these techniques have shown promising results in generating traces that follow different distributions from the training data, they exhibit two critical flaws: (i) they cannot generalize beyond the behaviours observed in the training data, and (ii) they generate single, independent traces that fail to reflect inter-trace dependencies present in real-world processes. Due to their explicit representation of process dynamics and resource constraints, BPS models are naturally suited to generate traces simultaneously and capture inter-trace dependencies such as resource contention, queuing effects, and process congestion.",Relevância alta para a revisão. Traz validação empírica.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, simulação, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Simulação computacional.,Escopo empírico possivelmente restrito; dependência de modelagem e premissas do autor.,excluir,A extração automática não mostrou aderência suficiente ao recorte de processo de software e técnicas-alvo da SLR.,Contexto de processo de software não identificado com clareza na extração automática.,Fonte dos dados não identificada com clareza na extração automática.,Mineração de processos.,"RQ2, RQ3","IC4a, IC4b, EC1",Não definido,L2,Baixa
Evaluating Coding Behavior in Software Development Processes: A Process Mining Approach,2019_ICSSP_Evaluating_Coding_Behavior_in_Software_Development_Processes.pdf,10.1109/ICSSP.2019.00020,"Process mining is a family of techniques that aim at analyzing business process execution data recorded in event logs. Conformance checking is a branch of this discipline embracing approaches for verifying whether the behavior of a process, as recorded in a log, is in line with some expected behavior provided in the form of a process model. In the literature, process mining techniques have already been used to study software development processes starting from logs derived from version management systems or from document management systems. In this paper, we use conformance checking to test coding behaviors starting from event logs generated from IDE usage. Understanding how developers carry out coding activities and what hurdles they usually face should provide useful tips for improving and supporting software development processes.",Understanding how developers carry out coding activities and what hurdles they usually face should provide useful tips for improving and supporting software development processes.,Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.","Desenvolvimento/codificação, qualidade e testes.",Logs de ide.,Mineração de processos.,"RQ1, RQ2",IC4a,"Desenvolvimento, Qualidade/Testes",L1,Alta
Event-Log Abstraction using Batch Session Identification and,3341105.3373861.pdf,10.1145/3341105.3373861,"efficiently than their competitors. In a highly competitive world, organizations aim to continuously improve their business performance, which ultimately boils down to improving their process. The first step towards improvement is to understand how processes are actually being executed. The understanding of the actual process enactment is the goal of Process Mining [16]. This research field focuses on providing insights by reasoning on the actual process executions, which are recorded in so-called event logs [16].","In a highly competitive world, organizations aim to continuously improve their business performance, which ultimately boils down to improving their process. The first step towards improvement is to understand how processes are actually being executed.",Relevância alta para a revisão. Inclui componente analítico avançado.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia.",Tipo de evidência indefinido a partir da extração automática.,Limitações não ficaram explícitas no texto extraído; convém validar na leitura completa.,excluir,A extração automática não mostrou aderência suficiente ao recorte de processo de software e técnicas-alvo da SLR.,Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Mineração de processos.,RQ2,"IC4a, EC1",Não definido,L1,Média
Exploring Collaboration Patterns in GitHub Using Discrete Time Markov Chain,Exploring_Collaboration_Patterns_in_GitHub_Using_Discrete_Time_Markov_Chain.pdf,10.1109/APSEC60848.2023.00090,"Collaboration among team members plays a crucial role in the success of software projects. GitHub has emerged as a prominent platform for collaborative software development. This study focuses on analyzing GitHub repositories to gain insights into project status and participant characteristics based on development activities such as commits and pull requests. Utilizing a discrete time Markov chain, this research models GitHub repositories and employs probabilistic temporal logic and model checking to shed light on the activity levels of both projects and participants. We expect that understanding these observed trends and patterns can assist project managers in strengthening teamwork and fostering productive collaboration.","Branch indicates the location of the branch where actions were performed, with “master” representing the default branch and other branches denoted as “branch”. We model each of the 30 repositories using the proposed method, resulting in 30 DTMC models. The subsequent sections will present the results of the model checking. I NTRODUCTION The failure of software projects can result in signiﬁcant time and cost losses [1].",Relevância alta para a revisão. Propõe método reutilizável.,Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Cadeia de markov, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Desenvolvimento/codificação.,Repositório/vcs.,Cadeia de Markov.,"RQ1, RQ2","IC4b, IC4d",Desenvolvimento,L1,Alta
Foundations for Event-Based Process Analysis in Heterogeneous Software Engineering Environments,Foundations_for_Event-Based_Process_Analysis_in_He.pdf,10.1109/SEAA.2010.52,"For monitoring, controlling, and improving software development projects, project and quality managers need tool support to analyze engineering processes within development environments. Unfortunately, technical and semantic gaps between the engineering tools and related data models make it hard to observe and analyze the implemented tool-based engineering processes. In this paper we build on a service-oriented platform for technically and semantically integrating heterogeneous engineering tools and propose an approach to monitor, analyze, and improve tool-based engineering processes. We empirically evaluate the approach using the “continuous integration and test” process and discuss strengths and limitations. Major result was that the approach enabled comparing expected and real-life engineering processes with respect to process structure, performance of individual process steps, and risk of bottlenecks.","For monitoring, controlling, and improving software development projects, project and quality managers need tool support to analyze engineering processes within development environments. In this paper we build on a service-oriented platform for technically and semantically integrating heterogeneous engineering tools and propose an approach to monitor, analyze, and improve tool-based engineering processes. Major result was that the approach enabled comparing expected and real-life engineering processes with respect to process structure, performance of individual process steps, and risk of bottlenecks.",Relevância média para a revisão. Propõe método reutilizável.,"Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.",Proposta de framework/modelo.,Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,talvez,"Relaciona-se a software, mas a técnica principal extraída não evidencia com clareza mineração de processos ou modelagem estocástica.","Qualidade e testes, entrega e devops.",Pipeline ci/cd.,Técnica principal não identificada automaticamente.,RQ3,IC4c,"Qualidade/Testes, Entrega/DevOps",L0,Média
Intervention of knowledge flows in software process mining projects,Intervention_of_knowledge_flows_in_software_process_mining_projects.pdf,10.1109/ENC56672.2022.9882931,"Knowledge flows permit to analyze the type and sources of knowledge, and the way in which knowledge flows or is managed within an organization. This paper presents how a knowledge flow approach implemented in a process mining project, which analyzes process instances, supports the categorization of the different types and assets of knowledge stored in the repositories of software development organizations. In addition, it provides information for the roles involved in improvement cycles to make strategic decisions based on the types of mining (process discovery, conformance checking and process improvement). We present the implementation of the intervention methodology for the identification of processes, flows and types of knowledge with the objective of strengthening and validating the compliance of software processes. These results were validated with an experience report on the analysis of knowledge flows in a Mexican software development company implementing a Process Mining project.","In addition, it provides information for the roles involved in improvement cycles to make strategic decisions based on the types of mining (process discovery, conformance checking and process improvement). These results were validated with an experience report on the analysis of knowledge flows in a Mexican software development company implementing a Process Mining project.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Limitações não ficaram explícitas no texto extraído; convém validar na leitura completa.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,Logs de ide.,Mineração de processos.,"RQ1, RQ2",IC4a,Não definido,L1,Alta
Kanban and Process Mining in the Task Management,3275245.3275286.pdf,10.1145/3275245.3275286,"In a world continuously changing with markets that are in permanent evolution and in contend, the companys must inovate, be more flexible, offer quality and respond swiftly. These factors do not apply for product manufacture processes only, but for software development processes aswell. This paper describes an account of experiences with the use of Kanban to improve the activities management in an ERP's development. To do this, a mapping of the current process was carried out, so to propose a set of improvements in the management of activities. As a result, a set of tools were implemented to enable a clear view and control over the activities, as well as to integrate the Issue Tracking System with the Kanban board.","This paper describes an account of experiences with the use of Kanban to improve the activities management in an ERP's development. To do this, a mapping of the current process was carried out, so to propose a set of improvements in the management of activities. As a result, a set of tools were implemented to enable a clear view and control over the activities, as well as to integrate the Issue Tracking System with the Kanban board.",Relevância alta para a revisão. Tem valor mais conceitual do que operacional.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,Mineração de processos.,Tipo de evidência indefinido a partir da extração automática.,Limitações não ficaram explícitas no texto extraído; convém validar na leitura completa.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Qualidade e testes.,Issue tracker.,Mineração de processos.,RQ2,IC4a,Qualidade/Testes,L1,Alta
MINDS: An NLP-Driven Process Mining Framework for Superior Microservices Decomposition,MINDS_An_NLP-Driven_Process_Mining_Framework_for_Superior_Microservices_Decomposition.pdf,10.1109/ACCESS.2025.3639460,"The decomposition of monolithic applications into microservice architectures is one of the most challenging tasks in modern software engineering, requiring architects to balance functional cohesion, minimize coupling, and preserve business logic integrity. Existing approaches rely on static analysis or single-dimensional criteria, failing to leverage business domain semantics and behavioral insights from system execution. This paper introduces the Microservices Identification through Natural language and Dynamic Sequence analysis (MINDS) framework, a novel approach that integrates inductive mining with natural language processing to achieve superior automated microservice decomposition. MINDS functions via a five-phase pipeline: input data are loaded by extracting user traces using our algorithm to build an event log. Natural Language Processing (NLP) preprocessing employs semantic classification to discern business domain concepts and categorize activities based on functional relationships; inductive mining derives behavioral models from event logs within each domain cluster; post-processing examines process trees to pinpoint optimal decomposition points according to structural complexity and quality metrics; and documentation generation creates detailed microservice specifications encompassing Business Process Model and Notation (BPMN) models and Application Programming Interface (API) definitions. We evaluated MINDS for four applications using event logs with 6,000 activities each. MINDS effectively outperformed the prominent approaches for all the quality parameters. The cohesion scores, coupling metrics, and process mining quality metrics exceeded the thresholds for fitness and precision scores. MINDS enhances automated microservices decomposition through methodological innovation and superior empirical performance. The combination of process mining and natural language processing facilitates the discovery of service boundaries that align with the execution patterns and business domain concepts.",MINDS effectively outperformed the prominent approaches for all the quality parameters.,Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Escopo empírico possivelmente restrito; dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.","Qualidade e testes, entrega e devops, contexto aplicado específico.",Logs de ide.,Mineração de processos.,"RQ2, RQ3",IC4a,"Design/Arquitetura, Qualidade/Testes, Entrega/DevOps",L1,Alta
Mapping Process Mining Techniques to Agile Software Development Perspectives,118505.pdf,10.5220/0011850500003464,"Agile Software Development (ASD) processes have surfaced as an effective alternative for more efficient software project management. They concentrate on a set of informal best practices instead of a standardised process, making it difficult to determine the degree of real implementation in an organization. Process Mining (PM) can play a key role in such analysis by discovering the software development process model followed in a certain set of software projects, and by analysing event logs that report the projects’ executed tasks. These discovered processes can then be compared to standardised ASD methods such as Scrum and eXtreme Programming (XP), and improved accordingly. Motivated by this, we present in this paper a literature review revealing the state of the art of Process Mining and its usage in ASD processes, but under a correlation between the three main research areas of PM (discovery, conformance, and enhancement), and the main ASD process perspectives including organisational/team, control-flow, quality, time, cost & risk, and data.","Agile Software Development (ASD) processes have surfaced as an effective alternative for more efficient software project management. These discovered processes can then be compared to standardised ASD methods such as Scrum and eXtreme Programming (XP), and improved accordingly.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Qualidade e testes.,Fonte dos dados não identificada com clareza na extração automática.,Mineração de processos.,RQ2,"IC4a, IC4c",Qualidade/Testes,L1,Alta
Mathematical model of the software development process according to the 'outsource' scheme,Mathematical_model_of_the_software_development_process_according_to_the_outsource_scheme.pdf,10.1109/DESSERT61349.2023.10416494,"The software development process is complex and multifaceted, influenced by a multitude of factors such as project complexity, collaboration among different teams, interaction with clients, and development methodologies. Efficiently managing this process becomes a crucial task for ensuring quality and meeting deadlines. In the context of the ""outsourcing"" scheme, where certain stages of software product development can be delegated to external specialists or teams, challenges arise in assessing the probabilistic-temporal characteristics of the development process. Questions arise about the expected time for each stage's completion, the likelihood of meeting set deadlines, and the factors exerting the greatest impact on process effectiveness. The objective of this research is to develop a mathematical model that enables the analysis of probabilistic-temporal characteristics of software development processes within the ""outsourcing"" scheme.","Questions arise about the expected time for each stage's completion, the likelihood of meeting set deadlines, and the factors exerting the greatest impact on process effectiveness.",Relevância média para a revisão. Propõe método reutilizável.,"Média: relação indireta com a SLR, mais útil como contexto, método adjacente ou estudo complementar.","Apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor.,talvez,"Relaciona-se a software, mas a técnica principal extraída não evidencia com clareza mineração de processos ou modelagem estocástica.",Qualidade e testes.,Fonte dos dados não identificada com clareza na extração automática.,IA/NLP/aprendizado de máquina.,RQ1,EC3?,Qualidade/Testes,L0,Média
Mining Pull Requests to Detect Process Anomalies in Open Source Software Development,3597503.3639196.pdf,10.1145/3597503.3639196,"Trustworthy Open Source Software (OSS) development processes are the basis that secures the long-term trustworthiness of soft-ware projects and products. With the aim to investigate the trust-worthiness of the Pull Request (PR) process, the common model of collaborative development in OSS community, we exploit process mining to identify and analyze the normal and anomalous patterns of PR processes, and propose our approach to identifying anomalies from both control-flow and semantic aspects, and then to analyze and synthesize the root causes of the identified anomalies. We analyze 17531 PRs of 18 OSS projects on GitHub, extracting 26 root causes of control-flow anomalies and 19 root causes of semantic anomalies. We find that most PRs can hardly contain both semantic anomalies and control-flow anomalies, and the internal custom rules in projects may be the key causes for the identified anomalous PRs. We further discover and analyze the patterns of normal PR processes. We find that PRs in the non-fork model (42%) are far more likely than the fork model (5%) to bypass the review process, indicating a higher potential risk. Besides, we analyzed nine poisoned projects whose PR practices were indeed worse. Given the complex and diverse PR processes in OSS community, the proposed approach can help identify and understand not only anomalous PRs but also normal PRs, which offers early risk indications of suspicious incidents (such as poisoning) to OSS supply chain.","We find that most PRs can hardly contain both semantic anomalies and control-flow anomalies, and the internal custom rules in projects may be the key causes for the identified anomalous PRs. We find that PRs in the non-fork model (42%) are far more likely than the fork model (5%) to bypass the review process, indicating a higher potential risk.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.","Desenvolvimento/codificação, qualidade e testes, contexto aplicado específico.","Repositório/vcs, logs de ide.",Mineração de processos.,"RQ1, RQ2","IC4a, IC4c, IC4d","Desenvolvimento, Qualidade/Testes",L1,Alta
Mining Software Repositories for the Characterization of Continuous Integration and Delivery,3422392.3422503.pdf,10.1145/3422392.3422503,"Continuous Integration (CI) and Delivery (CD) are software development practices increasingly adopted in industry, which aiming at ensuring quality and stability, and making the whole process more efficient and less error-prone. Software engineers that incorporate these practices may have difficulties trying to get an overview of the impact of adopting them and tracking progress. Therefore, performing analysis regarding the level of the application of CI/CD practices in a software repository can help to understand how such practices are adopted, which can result in a better characterization of their benefits and limitations. To support this analysis, we developed Garimpeiro, a web application that supports the characterization of open source repositories hosted on GitHub regarding the level of adoption of CI/CD practices. This paper describes how the tool extracts data from GitHub repositories by showing the execution workflow, high-level architecture, and involved assumptions to define metrics.","Therefore, performing analysis regarding the level of the application of CI/CD practices in a software repository can help to understand how such practices are adopted, which can result in a better characterization of their benefits and limitations. This paper describes how the tool extracts data from GitHub repositories by showing the execution workflow, high-level architecture, and involved assumptions to define metrics.",Relevância média-alta para a revisão. Inclui componente analítico avançado.,Média-alta: analisa processos ou artefatos de desenvolvimento com aderência prática ao tema.,Apoio de ia/nlp/ontologia.,Tipo de evidência indefinido a partir da extração automática.,Forte dependência da qualidade e cobertura dos logs/dados.,talvez,"Relaciona-se a software, mas a técnica principal extraída não evidencia com clareza mineração de processos ou modelagem estocástica.","Desenvolvimento/codificação, qualidade e testes, entrega e devops, contexto aplicado específico.","Repositório/vcs, pipeline ci/cd.",IA/NLP/aprendizado de máquina.,"RQ1, RQ3",IC4d,"Design/Arquitetura, Desenvolvimento, Qualidade/Testes, Entrega/DevOps",L0,Média
Multi-Dimensional Process Analysis of Software Development Projects,123721.pdf,10.5220/0012372100003645,"Software processes are complex as they involve multiple actors and data which interplay with one another over time. Process science is the discipline that studies processes. Works in this area are already using multi-dimensional analyses approaches to provide new insights in business processes that go beyond the discovery of control flow via process mining. In this paper, we investigate the applicability of multi-dimensional process analysis. More specifically, we extract data from GitHub open-source repositories that was generated during software development, and evaluate diverse software development metrics.",We tested our approach on the GitHub repository of Microsoft Visual Studio Code3 (vscode). 3 https://github.com/microsoft/vscode 183 MODELSWARD 2024 - 12th International Conference on Model-Based Software and Systems Engineering Table 1: Top 10 Users with the Longest Average Cycle Times.,Relevância alta para a revisão. Propõe método reutilizável.,Alta: trata diretamente de mineração de processos aplicada ao desenvolvimento de software.,"Mineração de processos, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.","Desenvolvimento/codificação, qualidade e testes.","Repositório/vcs, logs de ide.",Mineração de processos.,"RQ1, RQ2","IC4a, IC4d","Desenvolvimento, Qualidade/Testes",L1,Alta
PRIMAD: Building Digital Twins for Software Development Lifecycle within an Evolutionary Architecture,PRIMAD_Building_Digital_Twins_for_Software_Development_Lifecycle_within_an_Evolutionary_Architecture.pdf,10.1109/SWC65939.2025.00261,"Current Digital Twin (DT) adoption in the Software Development Lifecycle (SDLC) faces significant hurdles, including a lack of standardized methods, limited research, and isolated use cases. Optimizing value streams is crucial for modern software organizations, which are increasingly characterized by diverse and evolving roles. Implementing a digital twin in this context can significantly enhance the ability to identify opportunities for improvement and explore potential change scenarios. To overcome these adoption barriers, we propose PRIMAD, a progressive methodology for building an SDLC DT that delivers incremental benefits by leveraging existing empirical data from issue-tracking systems, such as JIRA. This approach resolves the ""cold start"" problem, enabling simulations to emerge directly from real-world behavior. Our methodology integrates a Python-based simulation core with an Akka actor system for modeling issues and resources, enriched by supervised machine learning for context-aware predictions. Preliminary results validating PRIMAD components independently (using pm4py, Akka, and LightGBM) show promising outcomes. This paper details our methodology, presents preliminary component-wise results, and outlines future work.","Implementing a digital twin in this context can significantly enhance the ability to identify opportunities for improvement and explore potential change scenarios. Preliminary results validating PRIMAD components independently (using pm4py, Akka, and LightGBM) show promising outcomes. This paper details our methodology, presents preliminary component-wise results, and outlines future work.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Simulação, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Simulação computacional.,Dependência de modelagem e premissas do autor; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Entrega e devops.,"Issue tracker, repositório/vcs, logs de ide.",Simulação.,"RQ2, RQ3","IC4b, IC4c, IC4d","Design/Arquitetura, Entrega/DevOps",L1,Alta
"Please do not remove this page A stochastic petri net model of continuous integration and continuous delivery: a thesis in Computer Engineering. Bhadra, Sushovan",Bhadra S. COE MS Thesis 2023.pdf,10.62791/20270,"A Stochastic Petri Net Model of Continuous Integration and Continuous Delivery by Sushovan Bhadra Modern software development organizations rely on continuous integration and continuous delivery (CI/CD), since it allows developers to continuously integrate their code in a single shared repository and automates the delivery process of the product to the user. While modern software practices improve the performance of the software life cycle, they also increase the complexity of this process. Past studies make improvements to the performance of the CI/CD pipeline. However, modern software development involves several interrelated factors that can affect performance and production efforts. Risk assessment is a critical factor in preserving the performance of the CI/CD pipeline.","While modern software practices improve the performance of the software life cycle, they also increase the complexity of this process. Past studies make improvements to the performance of the CI/CD pipeline.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Rede de petri, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Escopo empírico possivelmente restrito; dependência de modelagem e premissas do autor.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.","Desenvolvimento/codificação, entrega e devops.","Repositório/vcs, pipeline ci/cd.",Rede de Petri estocástica.,"RQ1, RQ2, RQ3","IC4b, IC4c, IC4d","Desenvolvimento, Entrega/DevOps",L1,Alta
Probabilistic Model Checking GitHub Repositories for Software Project Analysis,applsci-14-01260-with-cover.pdf,10.3390/app14031260,"GitHub serves as a platform for collaborative software development, where contributors engage, evolve projects, and shape the community. This study presents a novel approach to analyzing GitHub activity that departs from traditional methods. Using Discrete-Time Markov Chains and probabilistic Computation Tree Logic for model checking, we aim to uncover temporal dynamics, probabilities, and key factors influencing project behavior. By explicitly modeling state transitions, our approach provides transparency and explainability for sequential properties. The application of our method to five repositories demonstrates its feasibility and scalability and provides insights into the long-term probabilities of various activities.","Introduction When software projects fail, the consequences can be substantial, resulting in significant time and cost losses [1]. To minimize these risks and ensure successful project completion, effective software project management is important [2]. However, understanding and improving collaboration patterns in software projects remain critical. These results are expected to be utilized for identifying areas of improvement in project management or gaining insights into the project’s progress.",Relevância alta para a revisão. Propõe método reutilizável.,Alta: aborda modelagem ou simulação de processos de software com potencial analítico forte para a SLR.,"Cadeia de markov, apoio de ia/nlp/ontologia, proposta de framework/modelo.",Proposta metodológica com evidência limitada.,Dependência de modelagem e premissas do autor; forte dependência da qualidade e cobertura dos logs/dados.,incluir,"Alinha-se ao escopo da SLR por combinar contexto de desenvolvimento de software com técnica de processo, mineração ou modelagem estocástica.",Contexto de processo de software não identificado com clareza na extração automática.,"Repositório/vcs, logs de ide.",Cadeia de Markov.,RQ2,"IC4b, IC4c, IC4d",Desenvolvimento,L1,Alta
