internal_id,title,doi,year,source_db,ta_decision,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,raw
de5d6423,Automatic Generation of Logical Specifications for Behavioural Models,10.1145/3691621.3694927,2024,wos,maybe,exclude,"O abstract menciona 'workflow mining processes' e 'behavioural models', mas não fornece evidência clara de aplicação a processos de desenvolvimento de software (EC1 - domínio fora de SW é uma leitura plausível). O foco é em geração automática de especificações lógicas e análise com theorem provers para 'complex system designs' genéricos, sem confirmação de que os processos minerados são de SW. Não",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O abstract menciona 'workflow mining processes' e 'behavioural models', mas não fornece evidência clara de aplicação a processos de desenvolvimento de software (EC1 - domínio fora de SW é uma leitura plausível). O foco é em geração automática de especificações lógicas e análise com theorem provers para 'complex system designs' genéricos, sem confirmação de que os processos minerados são de SW. Não há menção a artefatos de software (commits, issu"
249e6ccc,"Agents of RUP Processes Model for IT Organizations Readiness to Agile
Transformation Assessment",10.1007/978-3-319-54430-4_74,2017,wos,maybe,exclude,"O artigo propõe um modelo MABS para avaliação de maturidade organizacional em RUP, mas não atende aos critérios de inclusão da SLR PATHCAST. Não há evidência de process mining (descoberta, conformance, event log analysis), forecasting de métricas de processo (lead time, cycle time, throughput, defect rate), ou mineração de repositórios. A simulação multi-agentes e FSM são ferramentas teóricas sem ",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo propõe um modelo MABS para avaliação de maturidade organizacional em RUP, mas não atende aos critérios de inclusão da SLR PATHCAST. Não há evidência de process mining (descoberta, conformance, event log analysis), forecasting de métricas de processo (lead time, cycle time, throughput, defect rate), ou mineração de repositórios. A simulação multi-agentes e FSM são ferramentas teóricas sem avaliação em artefatos reais de software (commits"
1dc62ea0,"LPMSAEF: Lightweight process mining-based software architecture
evaluation framework for security and performance analysis",10.1016/j.heliyon.2024.e26969,2024,wos,include,exclude,"O artigo aplica process mining e Petri nets para análise de arquitetura de software (segurança e desempenho), não para modelagem ou predição de processos de desenvolvimento de software. O foco é em artefatos de código estático e componentes arquiteturais, não em event logs de processos de desenvolvimento (commits, issues, PR, CI/CD) nem em forecasting de métricas de processo (lead time, cycle time",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica process mining e Petri nets para análise de arquitetura de software (segurança e desempenho), não para modelagem ou predição de processos de desenvolvimento de software. O foco é em artefatos de código estático e componentes arquiteturais, não em event logs de processos de desenvolvimento (commits, issues, PR, CI/CD) nem em forecasting de métricas de processo (lead time, cycle time, etc.). Não atende nenhum critério de inclusão d"
feb69012,Advances in Requirements Engineering: Bridging the Gap between Stakeholders’ Needs and Formal Designs,10.1007/978-3-540-89778-1_5,2008,springer,maybe,exclude,"Resumo ausente e título refere-se unicamente a engenharia de requisitos (requirements engineering), sem qualquer indicação de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. O escopo PATHCAST requer interseção explícita com pelo menos um desses temas; engenharia de requisitos como disciplina isolada não atende aos critérios de inclusão.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Resumo ausente e título refere-se unicamente a engenharia de requisitos (requirements engineering), sem qualquer indicação de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. O escopo PATHCAST requer interseção explícita com pelo menos um desses temas; engenharia de requisitos como disciplina isolada não atende aos critérios de inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evi"
d2b35713,Lightweight Adaptive Filtering for Efficient Learning and Updating of Probabilistic Models,10.1109/ICSE.2015.41,2015,ieee,maybe,exclude,"O artigo trata de aprendizado adaptativo de modelos de Markov para sistemas de software adaptativos em tempo de execução, não abordando processos de desenvolvimento de software, event logs de repositórios, ou forecasting de métricas de processo (lead time, cycle time, throughput). O contexto é engenharia de software em tempo de execução (adaptive systems), não desenvolvimento de SW nem process min",,EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de aprendizado adaptativo de modelos de Markov para sistemas de software adaptativos em tempo de execução, não abordando processos de desenvolvimento de software, event logs de repositórios, ou forecasting de métricas de processo (lead time, cycle time, throughput). O contexto é engenharia de software em tempo de execução (adaptive systems), não desenvolvimento de SW nem process mining em artefatos de desenvolvimento."",
  ""matched"
6b24568e,A Quality Aggregation Model for Service-Oriented Software Product Lines Based on Variability and Composition Patterns,10.1007/978-3-642-25535-9_29,2011,springer,maybe,exclude,"O paper aborda modelagem de qualidade em linhas de produto de software orientado a serviços (SPL/SOA), focando em padrões de composição e variabilidade. Sem abstract disponível e com base no título, não há evidência de que aplique process mining, modelagem estocástica para processos de SW, forecasting de métricas de processo ou mineração de repositórios. O escopo parece ser arquitetura e qualidade",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda modelagem de qualidade em linhas de produto de software orientado a serviços (SPL/SOA), focando em padrões de composição e variabilidade. Sem abstract disponível e com base no título, não há evidência de que aplique process mining, modelagem estocástica para processos de SW, forecasting de métricas de processo ou mineração de repositórios. O escopo parece ser arquitetura e qualidade de produtos de software, não análise ou predição"
10e72e7e,The Process of Business Process Management,10.1007/978-3-642-01982-1_12,2010,springer,maybe,exclude,O resumo está ausente e o título genérico 'The Process of Business Process Management' não fornece evidência suficiente de aplicação a processos de software ou técnicas de process mining/modelagem estocástica. BPM genérico sem contexto de SW é fora do escopo da SLR PATHCAST (EC1 – domínio fora de SW).,,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo está ausente e o título genérico 'The Process of Business Process Management' não fornece evidência suficiente de aplicação a processos de software ou técnicas de process mining/modelagem estocástica. BPM genérico sem contexto de SW é fora do escopo da SLR PATHCAST (EC1 – domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_"
8564a1db,Validation and Verification of Interoperability Requirements,10.1007/978-3-662-47157-9_4,2015,springer,maybe,exclude,"Ausência de abstract impede avaliação confiável, mas o título 'Validation and Verification of Interoperability Requirements' sugere foco em engenharia de requisitos e verificação formal, sem indicação clara de process mining, modelagem estocástica, forecasting ou análise de processos de desenvolvimento de software. A temática de interoperabilidade não alinha-se aos critérios de inclusão PATHCAST.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Ausência de abstract impede avaliação confiável, mas o título 'Validation and Verification of Interoperability Requirements' sugere foco em engenharia de requisitos e verificação formal, sem indicação clara de process mining, modelagem estocástica, forecasting ou análise de processos de desenvolvimento de software. A temática de interoperabilidade não alinha-se aos critérios de inclusão PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC3"""
b19a547a,Business Process Extraction Using Static Analysis,10.1109/ASE51524.2021.9678588,2021,ieee,maybe,exclude,"O resumo descreve process mining de processos de negócio genéricos em sistemas de software usando análise estática de código, mas não atende aos critérios de inclusão específicos da SLR PATHCAST. Não há evidência de: (1) aplicação a artefatos de desenvolvimento de SW (commits, issues, PR, CI/CD); (2) modelagem estocástica; (3) forecasting de métricas de processo de desenvolvimento; ou (4) mineraçã",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve process mining de processos de negócio genéricos em sistemas de software usando análise estática de código, mas não atende aos critérios de inclusão específicos da SLR PATHCAST. Não há evidência de: (1) aplicação a artefatos de desenvolvimento de SW (commits, issues, PR, CI/CD); (2) modelagem estocástica; (3) forecasting de métricas de processo de desenvolvimento; ou (4) mineração de repositórios para descobrir processos de SW."
ac05d867,Software Process Dynamics,10.1002/9780470192719,2007,snowball,include,include,"Livro seminal sobre System Dynamics aplicado a processos de software, cobrindo modelagem dinâmica de fluxos de processos de SW, simulação Monte Carlo, e análise de comportamentos de processos de desenvolvimento. Atende IC2 (modelagem estocástica em processos de SW) com foco em dinâmica de sistemas, simulação e análise de processos de software sem exclusões decisivas.",IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""Livro seminal sobre System Dynamics aplicado a processos de software, cobrindo modelagem dinâmica de fluxos de processos de SW, simulação Monte Carlo, e análise de comportamentos de processos de desenvolvimento. Atende IC2 (modelagem estocástica em processos de SW) com foco em dinâmica de sistemas, simulação e análise de processos de software sem exclusões decisivas."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""softwa"
4fd2327e,"Comparing pre-commit reviews and post-commit reviews using process
simulation",10.1002/smr.1865,2017,wos,include,include,"O paper aplica simulação de eventos discretos (discrete event simulation) para modelar e comparar processos de desenvolvimento de software (pre-commit vs post-commit reviews), atendendo claramente IC2 (modelagem estocástica em processos de SW). A validação com dados empíricos de indústria e o foco em otimização de processos de desenvolvimento confirmam relevância dentro do escopo PATHCAST.",IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica simulação de eventos discretos (discrete event simulation) para modelar e comparar processos de desenvolvimento de software (pre-commit vs post-commit reviews), atendendo claramente IC2 (modelagem estocástica em processos de SW). A validação com dados empíricos de indústria e o foco em otimização de processos de desenvolvimento confirmam relevância dentro do escopo PATHCAST."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""eviden"
03fb6812,"Analyzing Side-Tracking of Developers Using Object-Centric Process
Mining",10.1007/978-3-031-96841-9_2,2026,wos,include,include,"O paper aplica object-centric process mining (OCPM) diretamente a repositórios de software para analisar o processo de desenvolvimento, focando em side-tracking de desenvolvedores e fatores que afetam o progresso das tarefas. Atende claramente IC1 (Process Mining em Software) e IC4 (Mineração de Repositórios para Processo), sem nenhum critério de exclusão evidente.",IC1|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica object-centric process mining (OCPM) diretamente a repositórios de software para analisar o processo de desenvolvimento, focando em side-tracking de desenvolvedores e fatores que afetam o progresso das tarefas. Atende claramente IC1 (Process Mining em Software) e IC4 (Mineração de Repositórios para Processo), sem nenhum critério de exclusão evidente."",
  ""matched_ic"": [
    ""IC1"",
    ""IC4""
  ],
  ""matched_ec"": [],
  ""evidence_tag"
9662854d,Mining Software Repositories for Predictive Modelling of Defects in SDN Controller,,2019,ieee,include,include,"O artigo atende IC2 e IC4 de forma robusta: (1) constrói modelos estocásticos de taxas de manifestação e remoção de defeitos em controlador SDN (IC2), (2) minera repositórios Git e Jira para caracterizar padrões de bugs e correlacionar código com métricas de defeitos (IC4). Nenhum critério de exclusão se aplica — o contexto é claramente desenvolvimento de software (OpenDaylight), não apenas ferram",IC2|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo atende IC2 e IC4 de forma robusta: (1) constrói modelos estocásticos de taxas de manifestação e remoção de defeitos em controlador SDN (IC2), (2) minera repositórios Git e Jira para caracterizar padrões de bugs e correlacionar código com métricas de defeitos (IC4). Nenhum critério de exclusão se aplica — o contexto é claramente desenvolvimento de software (OpenDaylight), não apenas ferramenta."",
  ""matched_ic"": [
    ""IC2"",
    ""IC4""
  "
73df5473,"Using a Systematic Literature Review to Strengthen the Evidence
Supporting a Simulation Model of Distributed Software Projects",10.1109/SEAA.2019.00063,2019,wos,maybe,include,"O paper apresenta um modelo de simulação estocástica (in silico) para projetos de desenvolvimento de software distribuído, atendendo claramente IC2 (modelagem estocástica em processos de SW). Embora seja uma SLR usada como mecanismo de validação do modelo, o foco principal é a construção e validação de um modelo dinâmico estocástico para DSD, não uma revisão secundária fora do escopo. Não há indic",IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper apresenta um modelo de simulação estocástica (in silico) para projetos de desenvolvimento de software distribuído, atendendo claramente IC2 (modelagem estocástica em processos de SW). Embora seja uma SLR usada como mecanismo de validação do modelo, o foco principal é a construção e validação de um modelo dinâmico estocástico para DSD, não uma revisão secundária fora do escopo. Não há indicadores de EC decisivos."",
  ""matched_ic"": [
    """
ec94ba4d,Spiral lifecycle increment modeling for new hybrid processes,,2006,wos,include,include,"O resumo descreve claramente um modelo de dinâmica de sistemas (system dynamics model) para simular e prever custos e cronogramas em um processo híbrido de desenvolvimento de software, incluindo realocação dinâmica de recursos e feedback de mudanças. Atende IC2 (modelagem estocástica/simulação de processos de SW) e IC3 (forecasting de cost e schedule em processos de desenvolvimento de software). N",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O resumo descreve claramente um modelo de dinâmica de sistemas (system dynamics model) para simular e prever custos e cronogramas em um processo híbrido de desenvolvimento de software, incluindo realocação dinâmica de recursos e feedback de mudanças. Atende IC2 (modelagem estocástica/simulação de processos de SW) e IC3 (forecasting de cost e schedule em processos de desenvolvimento de software). Nenhum critério de exclusão se aplica."",
  ""matche"
b61ea92e,Assessing Software Quality Using the Markov Decision Processes,10.1002/hfm.20355,2011,snowball,include,include,"O resumo confirma aplicação de Markov Decision Processes (MDP) para modelagem estocástica de dinâmicas do processo de desenvolvimento de software (IC2) e previsão precoce de qualidade desde fases de design (IC3). A proposta incorpora fatores do processo de desenvolvimento (arquitetura, estratégia de QA, atribuição de equipe) como entradas para gerar previsões de qualidade. Sem exclusões definitiva",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O resumo confirma aplicação de Markov Decision Processes (MDP) para modelagem estocástica de dinâmicas do processo de desenvolvimento de software (IC2) e previsão precoce de qualidade desde fases de design (IC3). A proposta incorpora fatores do processo de desenvolvimento (arquitetura, estratégia de QA, atribuição de equipe) como entradas para gerar previsões de qualidade. Sem exclusões definitivas identificadas."",
  ""matched_ic"": [
    ""IC2"",
 "
835c31bf,Rate-Based Queueing Simulation Model of Open Source Software Debugging Activities,10.1109/TSE.2014.2354032,2014,ieee,include,include,"O paper propõe explicitamente um modelo de simulação baseada em filas (rate-based queueing simulation) para caracterizar e prever atividades de debugging em projetos OSS, usando dados reais de repositórios (Apache, GNOME). Atende IC2 (modelagem estocástica de processos de SW via queueing), IC3 (forecasting de confiabilidade e tempo ótimo de atualização de versão) e IC4 (mineração de repositórios O",IC2|IC3|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper propõe explicitamente um modelo de simulação baseada em filas (rate-based queueing simulation) para caracterizar e prever atividades de debugging em projetos OSS, usando dados reais de repositórios (Apache, GNOME). Atende IC2 (modelagem estocástica de processos de SW via queueing), IC3 (forecasting de confiabilidade e tempo ótimo de atualização de versão) e IC4 (mineração de repositórios OSS para descobrir padrões de debugging). Nenhum c"
4cb686b6,Investigating the Significance of the Bellwether Effect to Improve Software Effort Prediction: Further Empirical Study,10.1109/TR.2018.2839718,2018,ieee,include,include,"O paper atende claramente IC3 (forecasting de effort em software usando Bellwethers como modelos preditivos) e IC2 (uso de Markov chain ergódico para análise de estacionaridade em processos de desenvolvimento de software). Aplica modelagem estocástica e forecasting de métrica de processo (effort estimation) em contexto de SW, sem critérios de exclusão.",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper atende claramente IC3 (forecasting de effort em software usando Bellwethers como modelos preditivos) e IC2 (uso de Markov chain ergódico para análise de estacionaridade em processos de desenvolvimento de software). Aplica modelagem estocástica e forecasting de métrica de processo (effort estimation) em contexto de SW, sem critérios de exclusão."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""forecasting"", ""stoc"
0b759736,"A method for modeling and evaluating software maintenance process
performances",10.1109/CSMR.2002.995786,2002,wos,include,include,O paper atende IC2 ao modelar explicitamente o processo de manutenção de software usando queuing networks (redes de filas — modelo estocástico) e simulação de processo para avaliar performances. Aplica-se a artefatos de processo de desenvolvimento de software (manutenção em telecomunicações) sem critérios de exclusão decisivos.,IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper atende IC2 ao modelar explicitamente o processo de manutenção de software usando queuing networks (redes de filas — modelo estocástico) e simulação de processo para avaliar performances. Aplica-se a artefatos de processo de desenvolvimento de software (manutenção em telecomunicações) sem critérios de exclusão decisivos."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""stochastic_modeling"",
    ""software_process"",
"
3f8fd941,"Using software process simulation to assist software development
organizations in making good enough quality decisions",,1998,wos,include,include,"O paper apresenta um modelo de system dynamics (simulação estocástica) aplicado explicitamente ao processo de desenvolvimento de software, abordando previsão de trade-offs entre tempo, custo e qualidade através de simulação. Atende claramente IC2 (modelagem estocástica em processos de SW via system dynamics) e IC3 (forecasting de métricas de processo como tempo de desenvolvimento e taxa de defeito",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper apresenta um modelo de system dynamics (simulação estocástica) aplicado explicitamente ao processo de desenvolvimento de software, abordando previsão de trade-offs entre tempo, custo e qualidade através de simulação. Atende claramente IC2 (modelagem estocástica em processos de SW via system dynamics) e IC3 (forecasting de métricas de processo como tempo de desenvolvimento e taxa de defeitos). Nenhum critério de exclusão se aplica."",
  ""m"
23ec55bd,SHARING LIMITED RESOURCES IN SOFTWARE PROCESS SIMULATIONS,,2012,wos,maybe,include,"O paper atende claramente IC2: usa Petri Nets estocásticas (extensões do BPM Method) para modelar processos de software com compartilhamento de recursos limitados. Aplica-se a um processo real de desenvolvimento de software (local software development company), com simulação para estimar duração e custo. Nenhum EC decisivo se aplica.",IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper atende claramente IC2: usa Petri Nets estocásticas (extensões do BPM Method) para modelar processos de software com compartilhamento de recursos limitados. Aplica-se a um processo real de desenvolvimento de software (local software development company), com simulação para estimar duração e custo. Nenhum EC decisivo se aplica."",
  ""matched_ic"": [
    ""IC2""
  ],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""stochastic_petri_net"",
    ""soft"
3cc91643,"Probabilistic Approach to Predicting Risk in Software Projects Using
Software Repository Data",10.1142/S0218194015500151,2015,wos,include,include,"O artigo atende claramente IC2 (modelagem estocástica em processos de SW: aplica Markov chain para modelar transições de estados de risco em ciclo de vida de defeitos) e IC4 (mineração de repositórios de software para prever características de processo de desenvolvimento). Não há exclusões decisivas; o domínio é software, o software é o objeto de estudo (não apenas ferramenta), e há aplicação conc",IC2|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo atende claramente IC2 (modelagem estocástica em processos de SW: aplica Markov chain para modelar transições de estados de risco em ciclo de vida de defeitos) e IC4 (mineração de repositórios de software para prever características de processo de desenvolvimento). Não há exclusões decisivas; o domínio é software, o software é o objeto de estudo (não apenas ferramenta), e há aplicação concreta em projetos reais."",
  ""matched_ic"": [
    """
839b7aab,"Experiences in discovering, modeling, and reenacting open source
software development processes",,2005,wos,include,include,"O paper aborda diretamente descoberta e modelagem de processos em projetos de desenvolvimento de software de código aberto (OSSD), examinando information spaces da Internet para descobrir, modelar e reenactar processos. Atende claramente IC1 (process mining/process discovery aplicado a artefatos e projetos de SW) e IC4 (mineração de repositórios Web-based para descobrir processos de desenvolviment",IC1|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aborda diretamente descoberta e modelagem de processos em projetos de desenvolvimento de software de código aberto (OSSD), examinando information spaces da Internet para descobrir, modelar e reenactar processos. Atende claramente IC1 (process mining/process discovery aplicado a artefatos e projetos de SW) e IC4 (mineração de repositórios Web-based para descobrir processos de desenvolvimento de SW), sem evidência de aplicação de EC."",
  """
6e4114dc,"Using empirical knowledge from, replicated experiments for software
process simulation:: A practical example",10.1109/ISESE.2003.1237961,2003,wos,include,include,"O artigo claramente atende IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo). Desenvolve modelo de simulação baseado em dados empíricos para prever eficiência de detecção de defeitos em processo de inspeção de requisitos, usando parâmetros calibrados de experimentos controlados em engenharia de software. Nenhum critério de exclusão se aplica.",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo claramente atende IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo). Desenvolve modelo de simulação baseado em dados empíricos para prever eficiência de detecção de defeitos em processo de inspeção de requisitos, usando parâmetros calibrados de experimentos controlados em engenharia de software. Nenhum critério de exclusão se aplica."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""eviden"
1c2611b3,Linking software process modeling with Markov decision theory,10.1109/cmpsac.2004.1342699,2004,snowball,include,include,"O artigo atende claramente IC2 ao formalizar um modelo dinâmico de processo de software como Markov Decision Process (MDP), capturando feedback entre atividades, rework, scheduling e custo-benefício. Nenhum critério de exclusão se aplica decisivamente. A modelagem estocástica (MDP) em contexto explícito de processos de desenvolvimento de software está bem documentada no resumo.",IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo atende claramente IC2 ao formalizar um modelo dinâmico de processo de software como Markov Decision Process (MDP), capturando feedback entre atividades, rework, scheduling e custo-benefício. Nenhum critério de exclusão se aplica decisivamente. A modelagem estocástica (MDP) em contexto explícito de processos de desenvolvimento de software está bem documentada no resumo."",
  ""matched_ic"": [
    ""IC2""
  ],
  ""matched_ec"": [],
  ""evidence_t"
ad4f84a7,Simulation-based risk reduction for planning inspections,,2002,wos,include,include,"O paper desenvolve um modelo de simulação discreta de evento (discrete-event simulation) para um processo de inspeção de código em software, baseado em dados empíricos e técnicas de data mining. Atende claramente IC2 (modelagem estocástica em processos de SW via simulação) e IC4 (mineração de dados para descobrir/melhorar modelos de processo de desenvolvimento). Não há evidência de EC decisivo.",IC2|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper desenvolve um modelo de simulação discreta de evento (discrete-event simulation) para um processo de inspeção de código em software, baseado em dados empíricos e técnicas de data mining. Atende claramente IC2 (modelagem estocástica em processos de SW via simulação) e IC4 (mineração de dados para descobrir/melhorar modelos de processo de desenvolvimento). Não há evidência de EC decisivo."",
  ""matched_ic"": [
    ""IC2"",
    ""IC4""
  ],
  ""ma"
03654165,Studying Task Processes for Improving Programmer Productivity,10.1109/TSE.2019.2904230,2021,wos,include,include,"O artigo atende claramente IC2 ao modelar task processes de programadores como Markov chains para análise de diferenças de produtividade, e IC1 ao estudar processos de desenvolvimento de software através de análise sistemática de eventos (screen capture). Não há evidência de EC decisivo.",IC1|IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo atende claramente IC2 ao modelar task processes de programadores como Markov chains para análise de diferenças de produtividade, e IC1 ao estudar processos de desenvolvimento de software através de análise sistemática de eventos (screen capture). Não há evidência de EC decisivo."",
  ""matched_ic"": [
    ""IC1"",
    ""IC2""
  ],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""software_process"",
    ""markov"",
    ""event_lo"
f2c6bd74,GHALogs: Large-Scale Dataset of GitHub Actions Runs,10.1109/MSR66628.2025.00104,2025,ieee,include,include,"O paper apresenta GHALogs, um dataset de 513k CI/CD workflow runs com logs completos, claramente atendendo IC1 (process mining em artefatos de SW – CI/CD logs) e IC4 (mineração de repositórios para descoberta/análise de processo). O resumo explicita análise de pipelines, performance evaluation (execution times) e root cause analysis em CI/CD, oferecendo base sólida para mineração de processos de d",IC1|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper apresenta GHALogs, um dataset de 513k CI/CD workflow runs com logs completos, claramente atendendo IC1 (process mining em artefatos de SW – CI/CD logs) e IC4 (mineração de repositórios para descoberta/análise de processo). O resumo explicita análise de pipelines, performance evaluation (execution times) e root cause analysis em CI/CD, oferecendo base sólida para mineração de processos de desenvolvimento de software."",
  ""matched_ic"": [
 "
c7ed395a,"A procedure to detect problems of processes in software development
projects using Bayesian networks",10.1016/j.eswa.2014.08.015,2015,wos,include,include,O artigo apresenta um procedimento baseado em Bayesian networks (modelagem estocástica explícita) aplicado especificamente a projetos de desenvolvimento de software Scrum para detectar problemas de processo. Atende claramente IC2 (modelagem estocástica em processos de SW) e demonstra aplicação prática em contexto de SW. Nenhum critério de exclusão se aplica.,IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo apresenta um procedimento baseado em Bayesian networks (modelagem estocástica explícita) aplicado especificamente a projetos de desenvolvimento de software Scrum para detectar problemas de processo. Atende claramente IC2 (modelagem estocástica em processos de SW) e demonstra aplicação prática em contexto de SW. Nenhum critério de exclusão se aplica."",
  ""matched_ic"": [
    ""IC2""
  ],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""stochas"
98edc5c2,"Prioritizing code review requests to improve review efficiency: a
simulation study",10.1007/s10664-024-10575-0,2024,wos,include,include,"O paper aplica discrete-event simulation (método estocástico) para modelar processos de code review em projetos de software GitHub, atendendo IC2. Adicionalmente, usa dados históricos de repositórios GitHub para avaliação empírica, atendendo IC4. Nenhum critério de exclusão se aplica — o foco é claramente no processo de desenvolvimento de software, não em software como ferramenta.",IC2|IC4,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica discrete-event simulation (método estocástico) para modelar processos de code review em projetos de software GitHub, atendendo IC2. Adicionalmente, usa dados históricos de repositórios GitHub para avaliação empírica, atendendo IC4. Nenhum critério de exclusão se aplica — o foco é claramente no processo de desenvolvimento de software, não em software como ferramenta."",
  ""matched_ic"": [
    ""IC2"",
    ""IC4""
  ],
  ""matched_ec"": [],"
537bbfd0,Process-Driven Incremental Effort Estimation,10.1109/ICSSP.2019.00030,2019,ieee,include,include,"O artigo propõe um método de estimação incremental de esforço que integra modelos bayesianos (modelagem estocástica) para prever esforço em processos de desenvolvimento de software, atendendo claramente IC2 (Bayesian model para processos de SW) e IC3 (forecasting de effort/esforço em processo de SW). Nenhum critério de exclusão se aplica.",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo propõe um método de estimação incremental de esforço que integra modelos bayesianos (modelagem estocástica) para prever esforço em processos de desenvolvimento de software, atendendo claramente IC2 (Bayesian model para processos de SW) e IC3 (forecasting de effort/esforço em processo de SW). Nenhum critério de exclusão se aplica."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""bayesian_m"
6394fe12,"Predicting the Unpredictable: Using Monte Carlo Simulation to Predict
Project Completion Date",10.1007/978-3-319-55907-0_11,2017,wos,include,include,"O paper claramente atende IC3 (forecasting de project completion date/lead time usando Monte Carlo simulation em contexto de desenvolvimento de software) e IC2 (modelagem estocástica via Monte Carlo para processos de SW). Nenhum critério de exclusão se aplica — trata-se de aplicação prática de método estocástico em SW, não uso de SW como ferramenta ou algoritmo teórico isolado.",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper claramente atende IC3 (forecasting de project completion date/lead time usando Monte Carlo simulation em contexto de desenvolvimento de software) e IC2 (modelagem estocástica via Monte Carlo para processos de SW). Nenhum critério de exclusão se aplica — trata-se de aplicação prática de método estocástico em SW, não uso de SW como ferramenta ou algoritmo teórico isolado."",
  ""matched_ic"": [
    ""IC2"",
    ""IC3""
  ],
  ""matched_ec"": [],
  "
747fc068,"A project management approach to using simulation for cost estimation on
large, complex software development projects",10.1080/10429247.2007.11431746,2007,wos,include,include,"O artigo aborda simulação de processos de desenvolvimento de software para estimação de custo e cronograma em projetos complexos, atendendo claramente IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo — custo e scheduling). Utiliza dados reais de projeto NASA e Software Engineering Laboratory, sem violações de exclusão evidentes.",IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo aborda simulação de processos de desenvolvimento de software para estimação de custo e cronograma em projetos complexos, atendendo claramente IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo — custo e scheduling). Utiliza dados reais de projeto NASA e Software Engineering Laboratory, sem violações de exclusão evidentes."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""si"
