internal_id,title,doi,year,source_db,ft_matched_ic,abstract,research_question,study_type,research_contribution,pm_technique,stochastic_technique,software_artifact,software_process,dataset_source,dataset_public,tool_used,main_finding,limitations,replication_package,origin,origin
4082a5b1,Application of process mining in project management context: An exploratory case study in software development projects,,2018,scopus,IC1,,Como técnicas de process mining podem ser aplicadas para melhorar o gerenciamento de projetos em contextos de desenvolvimento de software?,case_study,discovery | enhancement,other,none,vcs | jira | other,development | project_management,industrial,não_mencionado,não_mencionado,"O estudo demonstra a aplicabilidade de process mining em contextos de gerenciamento de projetos de software, permitindo descobrir padrões de processo e melhorar a visibilidade das atividades de desenvolvimento.","Estudo exploratório limitado a um caso específico, sem generalização ampla dos resultados para outras contextos de desenvolvimento de software.",não_mencionado,working_set,working_set
fbd20bfb,The evolutionary composition of desirable execution traces from event logs,10.1016/j.future.2019.03.037,2019,scopus,IC1,"Abstract In this paper, we propose an evolutionary computing approach based on Genetic Algorithms for composing an efficient trace given a desirable utility function based on the observations made in the event logs of several peer-organizations. Our proposed approach works with a set of event logs from different peer-organizations and generates an efficient trace according to a utility function. The main advantage of our approach is that we primarily work with event logs that are more accurate representations of the actual execution of a process within an organization. Furthermore, we generate efficient traces that are put together through the identification of sub-parts of the observed traces that are locally optimal. We report on our experiments on the BPIC’15 dataset that show improvement in terms of the optimality of the generated traces.",Como compor traces eficientes a partir de logs de eventos de múltiplas organizações peer usando uma função de utilidade desejável? Que abordagem baseada em computação evolutiva pode gerar traces otimizados identificando sub-partes localmente ótimas?,experiment,discovery | enhancement,other,none,none,other,academic,sim,não_mencionado,A abordagem proposta baseada em Algoritmos Genéticos compõe traces eficientes através da composição de sub-partes otimizadas localmente extraídas de logs de eventos de organizações peer. Experimentos no dataset BPIC'15 demonstram melhoria em termos de optimalidade dos traces gerados em comparação com abordagens convencionais.,não_mencionado,não_mencionado,working_set,working_set
542c0019,Learning analytics to improve coding abilities: a fuzzy-based process mining approach,10.1109/FUZZ-IEEE.2019.8859009,2019,ieee,IC1,"Comprehension of how students and developers head the development of software and what specific hurdles they face, have a strong potential to better support the coding workflow. In this paper, we present the CodingMiner environment to generate event logs from IDE usage enabling the adoption of fuzzy-based process mining techniques to model and to study the developers’ coding process. The logs from the development sessions have been analyzed using the fuzzy miner to highlight emergent and interesting developers’ and students’ behaviors during coding. The mined processes show different IDE usage patterns for students with different skills and performances. To validate our approach, we describe the results of a study in which the CodingMiner environment is used to investigate the coding activities of twenty students of a CS2 course performing a given programming task during four assignments. Results also demonstrate that fuzzy-based process mining techniques can be effectively exploited to understand students and developers behavior during programming tasks providing useful insights to improve the way they code.",Como técnicas de process mining baseadas em lógica fuzzy podem ser aplicadas para entender e melhorar as habilidades de codificação de estudantes e desenvolvedores através da análise de logs de IDE?,case_study,discovery | enhancement,fuzzy miner | other,none,ide_logs,development | code_review,academic,não_mencionado,CodingMiner | fuzzy miner,"A abordagem CodingMiner com técnicas de fuzzy-based process mining permite extrair padrões de uso de IDE e comportamentos emergentes de desenvolvedores e estudantes durante atividades de codificação. Os processos minerados revelaram diferentes padrões de uso de IDE para estudantes com diferentes níveis de habilidade e desempenho, fornecendo insights úteis para melhorar o processo de codificação.",Não mencionado explicitamente no resumo.,não_mencionado,working_set,working_set
be899615,Extracting a Collaboration Model from VCS Logs Based on Process Mining Techniques,10.1007/978-3-030-37453-2_18,2019,scopus,IC1,,Como extrair e modelar padrões de colaboração entre desenvolvedores a partir de logs de sistemas de controle de versão usando técnicas de process mining?,tool,discovery | framework,social_network | inductive_miner,none,vcs | commits,development | code_review,not_specified,não_mencionado,não_mencionado,"O trabalho apresenta uma abordagem baseada em process mining para extrair modelos de colaboração a partir de logs de VCS, focando na identificação de padrões de interação entre membros de equipes de desenvolvimento de software.",não_mencionado,não_mencionado,working_set,working_set
c0352476,Detection of Bottleneck and Social Network in Business Process of Agile Development,10.1109/ISEMANTIC.2019.8884341,2019,scopus,IC1,"Many software organizations are moving away from traditional methods to adopt Agile development methodologies with the increasing popularity of Agile. It was noted that Agile is more adaptive and people focused. It was created for small to medium and collaborative team that work closely together. When Agile is implemented, team size a common factor in turn constrained by people factor which are often overlooked. Many organizations and industries are migrant of Agile methodologies because of its popularity in today's technology. One of the main assets of any organization are the employees because they bring out the important success of the organization to make the best use of the resources available in the organization. for this, it will be easy to measure the job performance evaluation of an organization. The aims of this study are to investigate the use of Agile methodology for the performance analysis evaluation of software development. it is difficult to find the bottleneck and dependencies between members of the team if we do observe the process manually. This paper proposes an agile process model that can generate an event log and to analyzed the event log by using alpha ++ and social network analysis to find the bottle neck and dependencies of the member.",Como identificar gargalos e dependências entre membros da equipe em processos de desenvolvimento Agile? É possível usar análise de redes sociais e algoritmo alpha++ para melhorar a avaliação de desempenho em metodologias Agile?,case_study,discovery | framework,alpha | social_network,none,other,development,not_specified,não_mencionado,não_mencionado,O trabalho propõe um modelo de processo Agile capaz de gerar event logs e analisá-los usando alpha++ e análise de redes sociais para identificar gargalos e dependências entre membros da equipe. A abordagem permite medir automaticamente o desempenho e as relações de trabalho que seriam difíceis de observar manualmente.,Não há menção sobre validação experimental ou aplicação prática do modelo proposto. Dataset e ferramentas utilizadas não são especificados.,não_mencionado,working_set,working_set
c894f613,Monitoring a CI/CD Workflow Using Process Mining,10.1007/s42979-021-00830-2,2021,scopus,IC1,,Como aplicar process mining para monitorar e analisar workflows de CI/CD em processos de software?,case_study,discovery | conformance | enhancement,inductive_miner | conformance_checking,none,ci_cd | vcs | github,deployment | testing | development,industrial,não_mencionado,não_mencionado,"O artigo demonstra a aplicação de process mining para extrair e monitorar modelos de processos em workflows CI/CD, permitindo identificar padrões, gargalos e desvios nos pipelines de integração contínua.",não_mencionado,não_mencionado,working_set,working_set
abfd6b2e,Business process analysis of programmer job role in software development using process mining,10.1016/j.procs.2021.12.191,2021,scopus,IC1,,Como a análise de process mining pode ser aplicada para compreender e modelar o fluxo de trabalho e as atividades desempenhadas por programadores no desenvolvimento de software?,case_study,discovery | enhancement,inductive_miner | other,none,vcs | other,development | code_review,industrial,não_mencionado,não_mencionado,"O estudo aplica process mining para analisar o papel e as atividades do programador em processos de desenvolvimento de software, extraindo padrões de comportamento e fluxos de trabalho a partir de dados de processos reais em contexto industrial.",Não disponível - texto completo não fornecido.,não_mencionado,working_set,working_set
77fa80cd,A cluster analysis method of software development activities based on event log,10.2174/2666255813666191204144931,2021,scopus,IC1,"Event log data generated in the software development process contains historical information and future trends of software development activities. The mining and analysis of event log data contribute to identify and discover software development activities and provide effective support for software development process mining and modeling.      Firstly, deep learning model (Word2vec) has used for feature extraction and vectorization of software development process event logs. Then, K-means clustering algorithm and silhouette coefficient measure has used for clustering and clustering effect evaluation of vectorized software development process event logs.      This paper obtained the mapping relationship between software development activities and events, and realized the identification and discovery of software development activities.       A practical software development project (jEdit) is given to prove the feasibility, rationality and effectiveness of our proposed method. This work provides effective support for software development process mining and software development behavior guidance.",Como identificar e descobrir atividades de desenvolvimento de software através da análise de agrupamento de dados de event logs usando aprendizado profundo e clustering?,case_study,discovery | framework,other,none,ide_logs | other,development,open_source,não_mencionado,Word2vec | K-means,"O método proposto utiliza Word2vec para extração de características e K-means para clustering de event logs, estabelecendo mapeamento entre atividades de desenvolvimento e eventos. A abordagem foi validada no projeto jEdit, demonstrando efetividade na identificação de atividades e fornecendo suporte para process mining e orientação de comportamento no desenvolvimento de software.",não_mencionado,não_mencionado,working_set,working_set
b5ffb64d,Mining Fork-Including Software Development Traces,10.1007/978-3-031-07481-3_12,2022,scopus,IC1,,Como extrair e analisar traces de desenvolvimento de software que incluem estruturas de fork (ramificações)? Qual é a abordagem mais adequada para process mining em repositórios com desenvolvimento paralelo?,tool,discovery | enhancement | framework,inductive_miner | other,none,vcs | github,development,open_source,não_mencionado,não_mencionado,O trabalho apresenta uma abordagem para mineração de processos que considera estruturas de fork em traces de desenvolvimento de software. Propõe métodos para incluir e modelar adequadamente ramificações paralelas que são comuns em desenvolvimento colaborativo.,não_mencionado,não_mencionado,working_set,working_set
eeee1fa8,Identifying Possible Improvements of Software Development Life Cycle (SDLC) Process of a Bank by Using Process Mining,10.1142/S0218194022400010,2022,scopus,IC1,"Software development with its unique characteristics having knowledge-intensive and human-oriented aspects and complex domains, challenges organizations. The timely outcomes with high quality and desired cost that directly affect customer satisfaction have an important place in many organizations, including banks. In the last decade, as an emerging technique for business processes management, process mining has been applied in many domains, including manufacturing, supply chain, government, healthcare, and software engineering. There are limited number of studies on process mining techniques carried out for the software process, especially in the banking sector. A lack of tool infrastructure enabling to run the entire software development process and the challenges in integrating processed data from separated varying tools and assets complicate the use of process mining for software processes. This paper aims to identify the improvement points in the software development process of the Kuveyt Turk Participation Bank in Turkey through the surfacing actions. The findings and results are gathered by the application of process mining techniques of bupaR, and evaluation is provided by experts in the bank. After that, the relevant process improvements are identified. The results of this paper show that using process mining provides the organization with beneficial results, in particular, and a comprehensive view of the end-to-end Software Development Life Cycle (SDLC) processes.",Como técnicas de process mining podem ser aplicadas para identificar pontos de melhoria no processo de desenvolvimento de software (SDLC) de uma instituição bancária?,case_study,discovery | enhancement,other,none,other,development,industrial,não,bupaR,"A aplicação de técnicas de process mining no SDLC do banco Kuveyt Turk forneceu uma visão compreensiva do processo de desenvolvimento de software end-to-end, identificando pontos de melhoria significativos. O estudo demonstra que process mining é uma técnica eficaz para descobrir e analisar processos de software em contexto bancário, apesar dos desafios de integração de dados de múltiplas ferramentas.",Número limitado de estudos sobre process mining em processos de software no setor bancário e desafios na integração de dados processados de ferramentas separadas e variadas. Falta de infraestrutura de ferramentas que permitam executar todo o processo de desenvolvimento de software.,não_mencionado,working_set,working_set
5b7858a6,Mapping Process Mining Techniques to Agile Software Development Perspectives,10.5220/0011850500003464,2023,scopus,IC1,": Agile Software Development (ASD) processes have surfaced as an effective alternative for more efficient software project management. They concentrate on a set of informal best practices instead of a standardised process, making it difficult to determine the degree of real implementation in an organization. Process Mining (PM) can play a key role in such analysis by discovering the software development process model followed in a certain set of software projects, and by analysing event logs that report the projects’ executed tasks. These discovered processes can then be compared to standardised ASD methods such as Scrum and eXtreme Programming (XP), and improved accordingly. Motivated by this, we present in this paper a literature review revealing the state of the art of Process Mining and its usage in ASD processes, but under a correlation between the three main research areas of PM (discovery, conformance, and enhancement), and the main ASD process perspectives including organisational/team, control-flow, quality, time, cost & risk, and data. We then analyse and discuss the results of this review quantitatively and qualitatively and prospect future opportunities for research accordingly.","Como técnicas de Process Mining podem ser mapeadas e aplicadas para analisar a implementação real de processos de Agile Software Development em organizações, comparando-os com métodos padronizados como Scrum e XP?",survey,discovery | conformance | enhancement | framework,alpha | inductive_miner | heuristic | conformance_checking | other,none,vcs | jira | github | other,development | code_review | requirements,not_specified,não_mencionado,não_mencionado,"O artigo apresenta uma revisão sistemática correlacionando as três principais áreas de Process Mining (discovery, conformance, enhancement) com perspectivas de ASD (organizacional/time, fluxo de controle, qualidade, tempo, custo & risco, dados). Identifica oportunidades de pesquisa para melhorar a análise e implementação de processos ágeis através de técnicas de mineração de processos.","Como uma revisão de literatura, o estudo não valida empiricamente as correlações propostas com dados reais de projetos de software. Não apresenta dados específicos de validação das técnicas mapeadas em contextos práticos.",não_mencionado,working_set,working_set
7f6a881a,Declarative Process Mining for Software Processes: The RuM Toolkit and the Declare4Py Python Library,10.1007/978-3-031-49269-3_2,2024,scopus,IC1,,Como a mineração de processos declarativos pode ser aplicada efetivamente para análise e modelagem de processos de software?,tool,framework | discovery,declarative,none,vcs | other,development | code_review,not_specified,não_mencionado,RuM Toolkit | Declare4Py,"O artigo apresenta o toolkit RuM e a biblioteca Python Declare4Py para mineração declarativa de processos em contextos de software, oferecendo ferramentas práticas para análise de processos baseada em restrições declarativas.",não_mencionado,não_mencionado,working_set,working_set
69029db6,Process mining for agile software process assessment and improvement,10.1016/j.infsof.2025.107680,2025,scopus,IC1,,Como técnicas de process mining podem ser aplicadas para avaliar e melhorar processos de software ágil?,mixed,discovery | enhancement | framework,inductive_miner | alpha | heuristic | conformance_checking,none,vcs | jira | github | commits,development | code_review | deployment,not_specified,não_mencionado,não_mencionado,"Process mining pode fornecer insights sobre fluxos de trabalho em processos ágeis, identificando gargalos e padrões de comportamento que permitem melhorias contínuas no desenvolvimento de software.",Texto completo não disponível para extração detalhada de limitações específicas.,não_mencionado,working_set,working_set
9ea592cd,“Bottleneck Analysis in Software Development: A Case Study Using Process Mining”,10.1007/978-3-032-03708-4_22,2026,scopus,IC1,,Como técnicas de process mining podem ser aplicadas para identificar e analisar gargalos em processos de desenvolvimento de software?,case_study,discovery | enhancement,inductive_miner | heuristic | other,none,vcs | commits | other,development | code_review,not_specified,não_mencionado,não_mencionado,O estudo aplica process mining para identificar gargalos em processos de desenvolvimento de software através de análise de fluxo de trabalho. A abordagem permite visualizar e quantificar pontos críticos no pipeline de desenvolvimento.,Informações limitadas devido à indisponibilidade do texto completo. Análise baseada exclusivamente em metadados do título e venue.,não_mencionado,working_set,working_set
07e55287,Discovering Models of Software Processes from Event-Based Data,10.1145/287000.287001,1998,acm,IC1|IC2,,Como descobrir modelos de processos de software a partir de dados baseados em eventos capturados durante a execução?,theoretical,discovery | framework,alpha | other,none,ide_logs | vcs | other,development | other,not_specified,não_mencionado,não_mencionado,"Apresenta um método para descobrir modelos de processos de software através da análise de eventos capturados durante execução, permitindo a extração de estruturas de workflow a partir de dados históricos de processos reais.",não_mencionado,não_mencionado,working_set,working_set
c42be0aa,A review on software process mining using petri nets,10.3923/ajaps.2016.131.142,2016,scopus,IC1|IC2,,Como aplicar técnicas de Process Mining usando Redes de Petri para analisar e modelar processos de software?,survey,discovery | framework,alpha | inductive_miner | heuristic | other,stochastic_petri_net | other,vcs | other,development | maintenance | other,not_specified,não_mencionado,não_mencionado,"Redes de Petri são ferramentas eficazes para Process Mining em processos de software, permitindo modelagem e análise de fluxos de trabalho. A revisão demonstra aplicabilidade de técnicas de descoberta e conformance em contextos de engenharia de software.",Texto completo não disponível para análise detalhada. Informações limitadas ao título e venue da publicação.,não_mencionado,working_set,working_set
9c4cc898,Extracting Process Features from Event Logs to Learn Coarse-Grained Simulation Models,10.1007/978-3-030-79382-1_8,2021,scopus,IC1|IC2,,Como extrair características de processo de event logs para aprender modelos de simulação de granularidade grosseira que capturem o comportamento estocástico de processos de software?,simulation,discovery | simulation | framework,inductive_miner | other,markov_chain | monte_carlo | other,vcs | ci_cd | other,development | deployment | other,not_specified,não_mencionado,não_mencionado,O trabalho apresenta uma abordagem para extrair características de processo de event logs visando gerar modelos de simulação estocástica de granularidade grosseira. Estes modelos podem ser utilizados para previsão e análise de comportamento de processos de software com base em padrões históricos capturados nos logs de eventos.,não_mencionado,não_mencionado,working_set,working_set
60f3005f,Discovery and Simulation of Business Processes with Probabilistic Resource Availability Calendars,10.1109/ICPM60904.2023.10271965,2023,scopus,IC1|IC2,"In the field of business process simulation, the availability of resources is captured by assigning a calendar to each resource, e.g., Monday-Friday 9:00-18:00. Resources are assumed to be always available to perform activities during their calendar. This assumption often does not hold due to interruptions, breaks, or because resources time-share across multiple processes. A simulation model that captures availability via crisp time slots (a resource is either on or off during a slot) does not capture these behaviors, leading to inaccuracies in the simulation output. This paper presents a simulation approach wherein resource availability is modeled probabilistically. In this approach, each availability time slot is associated with a probability, allowing us to capture, for example, that a resource is available on Fridays between 14:00-15:00 with 90% probability and between 17:00-18:00 with 50% probability. The paper proposes an algorithm to discover probabilistic availability calendars from event logs. An empirical evaluation shows that simulation models with probabilistic calendars discovered from event logs, replicate the temporal distribution of activity instances and cycle times of a process more closely than simulation models with crisp calendars.",Como modelar e descobrir a disponibilidade probabilística de recursos em simulação de processos de negócio para capturar melhor comportamentos reais como interrupções e compartilhamento de tempo?,simulation,discovery | simulation | enhancement,other,monte_carlo | other,none,other,industrial,não_mencionado,não_mencionado,Modelos de simulação que utilizam calendários de disponibilidade de recursos probabilísticos descobertos de event logs replicam mais precisamente a distribuição temporal de instâncias de atividades e tempos de ciclo comparado a calendários crisp. O algoritmo proposto permite capturar comportamentos reais como disponibilidade parcial de recursos em diferentes períodos.,não_mencionado,não_mencionado,working_set,working_set
dcbf27d8,Improving Software Maintenance Using Process Mining and Predictive Analytics,10.1109/ICSME.2017.39,2017,ieee,IC1|IC3|IC4,,Como técnicas de process mining e análise preditiva podem melhorar a eficiência e qualidade das atividades de manutenção de software?,mixed,prediction | enhancement | discovery,inductive_miner | conformance_checking | other,markov_chain | other,vcs | jira | github | other,maintenance | bug_fixing | development,not_specified,não_mencionado,não_mencionado,A combinação de process mining com análise preditiva permite identificar padrões em processos de manutenção de software e prever problemas futuros. A abordagem proposta facilita a otimização de fluxos de trabalho de manutenção e melhoria da qualidade do software.,Texto completo não disponível para extração detalhada de limitações explicitamente reportadas.,não_mencionado,working_set,working_set
2c280053,"Experiences in discovering, modeling, and reenacting open source software development processes",10.1007/11608035_36,2006,scopus,IC1|IC4,,"Como descobrir, modelar e reenactar processos de desenvolvimento de software de código aberto através de técnicas de process mining?",case_study,discovery | simulation,other,none,vcs | commits,development,open_source,sim,não_mencionado,"O estudo demonstra a viabilidade de descobrir e modelar processos de desenvolvimento de software de código aberto a partir de repositórios de controle de versão, permitindo a análise e reenactment de processos reais de desenvolvimento colaborativo.",não_mencionado,não_mencionado,working_set,working_set
cdf1f104,An exploratory study of process enactment as input to software process improvement,10.1145/1137702.1137711,2006,scopus,IC1|IC4,,Como dados de execução de processos de software podem ser utilizados como entrada para melhorias de processos de software?,case_study,discovery | enhancement,other,none,vcs | other,development | other,industrial,não_mencionado,não_mencionado,O estudo explora como dados de enactment de processos de software podem ser extraídos e analisados para identificar oportunidades de melhoria. A pesquisa demonstra que a análise sistemática da execução de processos fornece insights valiosos para otimização de processos de software.,Não disponibilizado texto completo ou resumo para verificação de limitações específicas reportadas.,não_mencionado,working_set,working_set
e856dbe4,Mining objective process metrics from repository data,,2009,scopus,IC1|IC4,,Como extrair métricas objetivas de processos a partir de dados de repositórios de software utilizando técnicas de process mining?,tool,discovery | enhancement,other,none,vcs | commits,development | maintenance,not_specified,não_mencionado,não_mencionado,"O estudo apresenta uma abordagem para mineração de métricas objetivas de processos extraídas diretamente de dados de repositórios de controle de versão, permitindo análise quantitativa de processos de software sem instrumentação adicional.",Informações limitadas disponíveis devido à indisponibilidade do texto completo e resumo do trabalho.,não_mencionado,working_set,working_set
6fd30d7e,Process Mining Software Repositories from Student Projects in an Undergraduate Software Engineering Course,10.1145/2591062.2591152,2014,acm,IC1|IC4,,Como aplicar técnicas de process mining em repositórios de software de projetos estudantis para extrair e analisar processos de desenvolvimento em um curso de engenharia de software?,case_study,discovery | enhancement,other,none,vcs | commits,development,academic,não_mencionado,não_mencionado,O estudo demonstra a viabilidade de aplicar process mining em repositórios de software estudantis para extrair padrões de desenvolvimento e comportamento de equipes. A abordagem permite identificar processos reais de trabalho e desvios em projetos acadêmicos.,Limitado a contexto acadêmico e projetos estudantis. Texto completo não disponível para detalhamento completo das limitações reportadas.,não_mencionado,working_set,working_set
d1ed6154,"Nirikshan: Process Mining Software Repositories to Identify Inefficiencies, Imperfections, and Enhance Existing Process Capabilities",10.1145/2591062.2591080,2014,acm,IC1|IC4,,Como aplicar process mining em repositórios de software para identificar ineficiências e imperfeições nos processos de desenvolvimento?,tool,discovery | enhancement,other,none,vcs | commits,development | maintenance,open_source,não_mencionado,Nirikshan,"A ferramenta Nirikshan aplica técnicas de process mining em repositórios de software para descobrir e analisar processos de desenvolvimento, identificando ineficiências e oportunidades de melhoria nas capacidades de processo existentes.",não_mencionado,não_mencionado,working_set,working_set
829f8c13,"Nirikshan: Mining Bug Report History for Discovering Process Maps, Inefficiencies and Inconsistencies",10.1145/2590748.2590749,2014,acm,IC1|IC4,,"Como descobrir mapas de processos, ineficiências e inconsistências a partir do histórico de relatórios de bugs em projetos de software?",tool,discovery | enhancement,inductive_miner | other,none,issues | jira,bug_fixing | maintenance,open_source,não_mencionado,Nirikshan,Nirikshan extrai e analisa o histórico de relatórios de bugs para descobrir mapas de processos de tratamento de defeitos. A ferramenta identifica ineficiências e inconsistências nos fluxos de trabalho de manutenção de software através da mineração de dados de rastreamento de issues.,não_mencionado,não_mencionado,working_set,working_set
fa561e12,Software process line discovery,10.1145/2785592.2785605,2015,scopus,IC1|IC4,,"Como descobrir linhas de processo de software a partir de dados de execução de processos, permitindo a modelagem de variabilidades em famílias de processos?",tool,discovery | framework,alpha | inductive_miner | other,none,vcs | other,development | other,not_specified,não_mencionado,não_mencionado,O trabalho apresenta uma abordagem para descoberta de linhas de processos de software que captura variabilidades entre diferentes instâncias de processos. A técnica permite identificar padrões comuns e variações em famílias de processos de software através da análise de dados de execução.,Limitações não especificadas no título e venue disponíveis. Mais detalhes requeridos do texto completo.,não_mencionado,working_set,working_set
2ee3dc10,Ahaan: Software Process Intelligence: Mining Software Process Data for Extracting Actionable Information,10.1145/2723742.2723763,2015,acm,IC1|IC4,,Como extrair inteligência de processos de software através de mineração de dados de processos para obter informações acionáveis?,tool,discovery | enhancement | framework,other,none,vcs | commits | other,development | other,not_specified,não_mencionado,não_mencionado,"O estudo apresenta Ahaan, um sistema para mineração de dados de processos de software que extrai informações acionáveis sobre processos de desenvolvimento. A abordagem visa melhorar a inteligência de processos através da análise de dados de repositórios de software.",não_mencionado,não_mencionado,working_set,working_set
223a62e3,Analysis of software repositories using process mining,10.1007/978-981-10-5547-8_65,2018,scopus,IC1|IC4,,Como técnicas de process mining podem ser aplicadas para analisar repositórios de software e extrair insights sobre processos de desenvolvimento?,theoretical,discovery | framework,alpha | inductive_miner | heuristic | other,none,vcs | commits | github | other,development | maintenance | other,not_specified,não_mencionado,não_mencionado,Process mining pode ser efetivamente aplicado a repositórios de software para descobrir e analisar padrões de processos de desenvolvimento. A abordagem permite extrair modelos de processo a partir de dados de histórico de commits e atividades de repositório.,Texto completo não disponível para análise detalhada. Detalhes sobre validação experimental e limitações metodológicas não puderam ser extraídos.,não_mencionado,working_set,working_set
c0a779ae,Time Performance Evaluation of Agile Software Development,10.1109/ISEMANTIC.2019.8884304,2019,ieee,IC1|IC4,"Agile is a method in software development that demand the development teams to work fast and adapt to changes that happens along the way. However, in the fact, there are activities in software development process that take longer time to complete than others, which is called bottleneck. Bottlenecks are difficult to find if there is no actual event log of the process. To provide the event log this research focus on creating an agile process model which can be executed and generate the event log. Besides the agile process model, this research also discover bottleneck not only from the whole processes but also from processes that are executed frequently. This research creates the agile process model using a workflow management systems. Then the bottleneck from the whole process and processes that are executed frequently are obtained by using Alpha ++ Algorithm and Heuristic Miner Algorithm respectively. The occurrence of activities over time is also analyzed in this research by using dotted chart analysis. This experiment proves that this research can create event log automatically and detect bottlenecks in whole process and processes that are executed frequently.",Como identificar gargalos em processos de desenvolvimento ágil através da geração automática de event logs e aplicação de algoritmos de process mining?,experiment,discovery | framework,alpha | heuristic,none,other,development,synthetic,não_mencionado,workflow management systems,O estudo demonstrou que é possível criar automaticamente event logs de processos ágeis usando sistemas de workflow e detectar gargalos tanto em processos completos quanto em processos executados frequentemente utilizando Alpha++ Algorithm e Heuristic Miner Algorithm. A análise temporal através de dotted chart analysis também permitiu identificar padrões de ocorrência de atividades.,não_mencionado,não_mencionado,working_set,working_set
6e572cbb,Exploration of Process Mining Opportunities In Educational Software Engineering - The GitLab Analyser,,2020,scopus,IC1|IC4,,Como técnicas de process mining podem ser aplicadas para analisar e explorar oportunidades de aprendizado em engenharia de software através da análise de repositórios GitLab?,tool,discovery | framework,other,none,github | vcs | commits,development | code_review,academic,não_mencionado,GitLab Analyser,"O estudo apresenta uma ferramenta de análise (GitLab Analyser) que aplica process mining em repositórios GitLab para explorar oportunidades educacionais em engenharia de software, permitindo a descoberta de padrões de desenvolvimento.",Informações limitadas devido à indisponibilidade do texto completo; contexto específico de aplicação acadêmica pode limitar generalização.,não_mencionado,working_set,working_set
6f295ec6,Using process mining for Git log analysis of projects in a software development course,10.1007/s10639-021-10564-6,2021,scopus,IC1|IC4,,Como process mining pode ser aplicado para analisar logs do Git e extrair insights sobre o desenvolvimento de software em um contexto educacional?,case_study,discovery | enhancement,inductive_miner | other,none,commits | vcs | github,development | code_review,academic,não_mencionado,não_mencionado,"O estudo demonstra a aplicabilidade de process mining em logs do Git para análise de projetos em cursos de desenvolvimento de software, permitindo extrair padrões de comportamento de desenvolvimento e facilitando o acompanhamento pedagógico de estudantes.",Limitações não especificadas no título e venue disponíveis.,não_mencionado,working_set,working_set
63bfddbd,Multi-Dimensional Process Analysis of Software Development Projects,10.5220/0012372100003645,2024,scopus,IC1|IC4,": Software processes are complex as they involve multiple actors and data which interplay with one another over time. Process science is the discipline that studies processes. Works in this area are already using multi-dimensional analyses approaches to provide new insights in business processes that go beyond the discovery of control flow via process mining. In this paper, we investigate the applicability of multi-dimensional process analysis. More specifically, we extract data from GitHub open-source repositories that was generated during software development, and evaluate diverse software development metrics. Our results help to explain performance issues by revealing multiple contributing factors, such a side-work, that hinder the progress completing a development task. With this work, we pave the way for multi-dimensional process analysis on software development data.",Como a análise multi-dimensional de processos pode ser aplicada a dados de desenvolvimento de software para explicar problemas de desempenho além da descoberta de fluxo de controle?,case_study,discovery | enhancement,other,none,commits | github | vcs,development,open_source,sim,não_mencionado,"A análise multi-dimensional de dados do GitHub revela múltiplos fatores contribuintes para problemas de desempenho em projetos de software, incluindo trabalho paralelo ('side-work'), que não seria identificado apenas pela análise tradicional de fluxo de controle. O trabalho estabelece uma base metodológica para aplicação de análise multi-dimensional em dados de desenvolvimento de software.",não_mencionado,não_mencionado,working_set,working_set
bf72ff27,Mining and Assessing Issue Resolution Processes in Open Source Software Repositories,10.1109/CSCWD64889.2025.11033176,2025,scopus,IC1|IC4,"Resolving issues is a key activity in open-source software (OSS) development, but the ad hoc nature of issue handling on platforms like GitHub makes it challenging to understand the underlying processes of issue resolution, how well such processes are organized, and how to effectively improve issue resolution efficiency. In this work, we quantitatively examine the relationship between issues' organization levels, modeled as process uncertainties, and resolution efficiency measured by issue lifetime and event transition time. We propose an information-theoretical approach to assess the uncertainty lies in issue processing by calculating the entropy of Direct Follow Graphs (DFGs) that represent issue processes. Instead of performing analysis on a project's all issues as a whole, which may lead to over complex models, we find concise yet representative DFG-based models for a project's issues with an entropy-guided KMeans++ clustering algorithm. Findings from real-world OSS projects' issues suggest that higher process uncertainty of issues is associated with longer issue lifetime and extended event transition time. The result also indicates that enhancing issue process organization can potentially improve issue resolution efficiency.",Como a incerteza nos processos de resolução de issues se relaciona com a eficiência dessa resolução em projetos de software de código aberto? Qual é o impacto da organização do processo no tempo de vida das issues e na transição entre eventos?,case_study,discovery | enhancement,social_network | other,markov_chain | other,issues | github,maintenance | bug_fixing,open_source,sim,não_mencionado,Maior incerteza nos processos de resolução de issues está associada a tempos de vida mais longos das issues e transições de eventos mais lentas. A melhoria na organização dos processos de issues pode potencialmente aumentar a eficiência da resolução de issues em projetos OSS.,"A análise foi realizada em projetos de código aberto específicos, o que pode limitar a generalização dos resultados. A abordagem baseada em entropia de DFGs pode não capturar completamente a complexidade de processos reais de resolução de issues.",não_mencionado,working_set,working_set
