internal_id,title,doi,year,source_db,abstract,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw
e72db6c6,Federated data mining services and a supporting XML-based language,10.1109/HICSS.2001.926313,2001,ieee,"E-businesses are increasingly looking towards data mining systems for meeting their business intelligence needs. However, the current state of the art in data mining does not allow any one system to be able to meet the diverse business intelligence needs of e-businesses. A second bottleneck is the high initial cost involved in establishing data mining infrastructure within an organisation. We propose the concept of a federated data mining system hosted by an Application Service Provider (ASP) as a means of alleviating the bottlenecks of high cost and diverse data mining needs. We also present an XML DTD, which provides the basis for data mining systems to describe their services and architecture to the rest of the federation.",exclude,"O artigo trata de sistemas de data mining federated genéricos e linguagens XML para descrever serviços de mineração de dados em e-businesses. Não há evidência de aplicação a processos de software, process mining, modelagem estocástica de processos de SW ou forecasting de métricas de desenvolvimento. Atende EC1 (domínio fora de SW) e não atende nenhum IC.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de sistemas de data mining federated genéricos e linguagens XML para descrever serviços de mineração de dados em e-businesses. Não há evidência de aplicação a processos de software, process mining, modelagem estocástica de processos de SW ou forecasting de métricas de desenvolvimento. Atende EC1 (domínio fora de SW) e não atende nenhum IC."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": "
90d0bdec,Optimizing business processes by learning from monitoring results,10.1109/SACI.2016.7507417,2016,ieee,"In the current paper we propose analyzing the recorded information about broken rules in business process execution and using it for enhancing business process models defined inside organizations for specific business cases. An alert system is designed as a Web Application for detecting deviations by verifying the event log data of the running cases. We consider it a Business Activity Monitoring solution implementing a custom rule definition language mainly created for ensuring the operational support inside organizations by providing guidance to people as task owners in real time about their actions not compliant with process definition. The current system is able to analyze real-time events with the scope of identifying problems, diagnosing them and generating alerts to recommend managerial action. The main effect should be a better performance of the organization and better business results. We consider that processes are meant to automatize and ease the work and should be commonly understood and accepted by the people contributing inside organizations. A rule constantly broken could indicate that a process difficult to follow in specific areas. Such statistical information about broken rules could represent the input for business process improvements. We also consider as a possibility referencing a process definition instead of a set of rules. The running cases are checked for conformance with the reference process model and if the case is not compliant, a trigger is activated and the information is used further for a possible evolution of business process definitions. The business process model is re-built from monitoring results and statistical information.",maybe,"O paper trata de Business Activity Monitoring e conformance checking com event logs, alinhado com process mining (IC1). Porém, o abstract não deixa claro se o foco é especificamente em processos de software ou em processos de negócio genéricos. A ausência de verificação de fonte e a terminologia genérica ('business processes') criam incerteza sobre se enquadra no escopo de software engineering.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O paper trata de Business Activity Monitoring e conformance checking com event logs, alinhado com process mining (IC1). Porém, o abstract não deixa claro se o foco é especificamente em processos de software ou em processos de negócio genéricos. A ausência de verificação de fonte e a terminologia genérica ('business processes') criam incerteza sobre se enquadra no escopo de software engineering."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evi"
aeede567,Merging business processes for a common workflow in an organizational collaborative scenario,10.1109/ICSTCC.2015.7321282,2015,ieee,"In the current paper we propose an algorithm for merging business process models when the process similarity rate is high. We consider the representation of business processes in Business Process Modeling Notation format and we present a possible reduction of the elements to directed graph format components. A common graph extracted is post processed by applying a transitive reduction mechanism to obtain the simplest graph with the fewest possible edges that has the same reachability as the original graph. We present briefly other directions for merging business processes and we compare them with the proposed one. We start from the assumption that collaborations in between companies when the compatibility level from process perspective is high have better chances to succeed. Studies have shown that inter organizational collaborations fail mostly because of incompatibilities in methodology, lacks in transition process and failures in defining feasible targets. With common processes resulted from merging internally used process models, the transition setup is simple and effortless. The common process obtained could be manually or automatically updated for ensuring the compliance with shared and individual objectives and internal constraints.",exclude,"O artigo trata de merging de modelos de processos de negócio em notação BPMN, com foco em colaborações interorganizacionais. Não há evidência de aplicação a processos de software específicos (commits, issues, PR, CI/CD), modelagem estocástica, forecasting de métricas ou mineração de repositórios de SW. É um trabalho genérico de BPM sem contexto de engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de merging de modelos de processos de negócio em notação BPMN, com foco em colaborações interorganizacionais. Não há evidência de aplicação a processos de software específicos (commits, issues, PR, CI/CD), modelagem estocástica, forecasting de métricas ou mineração de repositórios de SW. É um trabalho genérico de BPM sem contexto de engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""so"
a60b8141,A Time-Aware Method to Process Behavioral Similarity Calculation,10.1109/SCC.2016.58,2016,ieee,"Process behavioral similarity calculation is widely used in many activities of business process management, such as process mining, process clustering and process retrieval. However, most existing process behavioral similarity measurement methods do not consider variable constraints (e.g. time constraints) in process models. Since the variable constraints of tasks, especially time constraints, are crucial to quantify the differences between the executions of tasks with the same or similar labels in process models, it is significant to calculate exact process behavioral similarity with the consideration of their impacts in process models. In this paper, we formally define the process behavioral similarity with time constraints and propose a time-aware method to efficiently compute the process behavioral similarity based on the ordering relations with time constraints. Experiments illustrate that our proposal can significantly improve the rationality and accuracy of process behavioral similarity measurement.",maybe,"O artigo trata de similaridade comportamental de processos com restrições de tempo, que é relevante para process mining (IC1), mas o abstract não deixa claro se há aplicação específica a processos de software ou se é apenas um método genérico de BPM. A falta de detalhes sobre domínio de aplicação e dados (event logs, repositórios de SW) impede decisão robusta.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O artigo trata de similaridade comportamental de processos com restrições de tempo, que é relevante para process mining (IC1), mas o abstract não deixa claro se há aplicação específica a processos de software ou se é apenas um método genérico de BPM. A falta de detalhes sobre domínio de aplicação e dados (event logs, repositórios de SW) impede decisão robusta."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"""
f3145930,Pooling Under the Sun: A Mining Pool Centralized Revisit and Solution,10.1109/TrustCom60117.2023.00176,2023,ieee,"Mining pools are fundamental infrastructure in most public blockchain networks that utilize Proof-of-Work consensus, ensuring that miners receive stable rewards and contribute to the computational power and storage of the network. However, mining pools also introduce centralization to the network, which increases the risk of security issues such as bribe attacks and censorship. To address the issue, this paper proposes a decentralized mining pool schema SSMP. Firstly, we distinguish between two aspects of centralization in mining pools, which are data determination, and block ownership, and suggest solutions to mitigate these issues. The proposed method utilizes anonymous broadcasting for a random leader selection schema to ensure each participating miner has an equal possibility to generate the block data. Additionally, a special threshold signature design prevents the leader miner from controlling the valid block solely of the mining pool through bribery. To validate our approach, we theoretically verify the security of the proposed method and compare it to traditional centralized mining pools. In summary, SSMP withholds the essential properties of the decentralized mining pools that maintain efficiency.",exclude,"O paper trata de mining pools em blockchain (Proof-of-Work), não de processos de desenvolvimento de software. Não há aplicação de process mining, modelagem estocástica, forecasting ou mineração de repositórios a artefatos de SW. Claramente fora do escopo da SLR PATHCAST.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de mining pools em blockchain (Proof-of-Work), não de processos de desenvolvimento de software. Não há aplicação de process mining, modelagem estocástica, forecasting ou mineração de repositórios a artefatos de SW. Claramente fora do escopo da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
 "
3f4e0a6c,A Recommendation System to Facilitate Business Process Modeling,10.1109/TCYB.2016.2545688,2017,ieee,"This paper presents a system that utilizes process recommendation technology to help design new business processes from scratch in an efficient and accurate way. The proposed system consists of two phases: 1) offline mining and 2) online recommendation. At the first phase, it mines relations among activity nodes from existing processes in repository, and then stores the extracted relations as patterns in a database. At the second phase, it compares the new process under construction with the premined patterns, and recommends proper activity nodes of the most matching patterns to help build a new process. Specifically, there are three different online recommendation strategies in this system. Experiments on both real and synthetic datasets are conducted to compare the proposed approaches with the other state-of-the-art ones, and the results show that the proposed approaches outperform them in terms of accuracy and efficiency.",exclude,"O paper trata de mineração e recomendação de processos de negócio genéricos (BPM), sem evidência de aplicação específica a processos de desenvolvimento de software. A recomendação de atividades para construção de processos não constitui forecasting de métricas de processo nem análise estocástica de processos de SW.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de mineração e recomendação de processos de negócio genéricos (BPM), sem evidência de aplicação específica a processos de desenvolvimento de software. A recomendação de atividades para construção de processos não constitui forecasting de métricas de processo nem análise estocástica de processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining""],
  ""software_context"": ""not_software_process"",
"
23368ae5,Research on the integration architecture of OLAM and OLAP,10.1109/ICEICE.2011.5778086,2011,ieee,"Online Analytical Processing (OLAP) was widely used to visualize complex data for efficient, interactive and meaningful analysis. Its power comes in visualizing huge operational data for interactive analysis. Data mining techniques (DM) are strong at detecting pattern sand mining knowledge from historical data. OLAP and DM are believed to be able to complement each other to analyze large data sets in decision support systems. Some recent researches have shown the benefits of combining OLAP with Data Mining. In this paper, we review the OLAM and OLAP and data mining, and identify their limitations. We propose a conceptual model that overcomes the existing limitations, and provide a way for combining OLAP with OLAM. Furthermore, the proposed model offers directions to improving cube's construction time and visualization over the data cube.",exclude,"O paper trata de OLAP, OLAM e data mining em sistemas de decisão genéricos, sem qualquer conexão explícita a processos de desenvolvimento de software, event logs de SW, ou modelagem de processos de desenvolvimento. O domínio é business intelligence e data warehousing, não engenharia de software.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de OLAP, OLAM e data mining em sistemas de decisão genéricos, sem qualquer conexão explícita a processos de desenvolvimento de software, event logs de SW, ou modelagem de processos de desenvolvimento. O domínio é business intelligence e data warehousing, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC3""
  ],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_met"
971c77d8,On the Evolutionary Nature of Architectural Violations,10.1109/WCRE.2012.35,2012,ieee,"Architectural conformance checking is the process of verifying whether a given software implementation conforms to the rules and decisions in an architectural model. Different conformance checking techniques have been proposed, and both academic and commercial tools use them for architecture evaluation. In this paper, we present an exploratory and longitudinal study on architectural violations of software systems. As an exploratory study, our aim has been to reveal patterns, raise hypotheses and form an initial body of knowledge on architectural violations, rather than test specific hypotheses. We have studied the evolution of four widely known open source systems for which we have trusted architectural models. The study encompasses the analysis of 19 bi-weekly versions of each system. In total, we analyzed more than 3,000 violations. From our observations, we have derived a series of facts. Four of them, deserve attention: 1) development teams of all studied projects seem to be aware of the presence of architectural violations in the code and all of them do perform perfective maintenance aimed at eliminating such violations, 2) despite all effort, the number of architectural violations, in the long term, is continuously growing, 3) in all studied systems there is a critical core, i.e., just a few design entities are responsible for the majority of violations, and 4) some violations seem to be ""respawning"", i.e., they are eliminated, but are likely to be back in future versions of the system.",exclude,"O artigo trata de conformance checking arquitetural e análise longitudinal de violações arquiteturais, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta/modelagem de processos de desenvolvimento de software. Foca em qualidade arquitetural, não em processos de SW.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de conformance checking arquitetural e análise longitudinal de violações arquiteturais, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta/modelagem de processos de desenvolvimento de software. Foca em qualidade arquitetural, não em processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_sof"
80f59bb6,A CSP-theoretic Framework of Checking Conformance of Business Processes,10.1109/APSEC.2012.110,2012,ieee,"In this paper, we tackle the problem of conformance checking which verifies if the event logs (observed) match/fit the reference (arbitrary) process. We use concepts from Communicating Sequential Processes (CSP), which facilitates automated analysis using PAT toolkit. By this technique one can identify all the logs which cannot be properly replayed on the process. We illustrate our approach with an example. Finally, we introduce some metrics based on conformance checking. They are related to fitness, closeness, and appropriateness of the event logs vis-a-vis reference process models.",include,"O paper aborda conformance checking em processos de negócio usando event logs e CSP, alinhado diretamente com IC1 (process mining aplicado a artefatos de processos). Não há evidências de exclusão (EC1-EC4 não se aplicam). Contexto claramente em processos de software/negócio.",IC1,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aborda conformance checking em processos de negócio usando event logs e CSP, alinhado diretamente com IC1 (process mining aplicado a artefatos de processos). Não há evidências de exclusão (EC1-EC4 não se aplicam). Contexto claramente em processos de software/negócio."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""software_process""
  ],
  ""software_context"": ""software_develo"
c025d18d,Rare Itemset Mining,10.1109/ICMLA.2007.106,2007,ieee,"A pattern is a collection of events/features that occur together in a transaction database. Previous studies in the field are often dedicated to the problem of frequent pattern mining where only patterns that appear frequently in the input data are mined. As a result, patterns involving events/features that appear in few data sets are not captured. In some domains, such as the detection of computer attacks, fraudulent transactions in financial institutions, those patterns, also known as rare patterns, are more interesting than frequent patterns. We propose a framework to represent different categories of interesting patterns and then instantiate it to the specific case of rare patterns. Later on, we present a generic framework to mine patterns based on the Apriori approach. In this paper we are interested by the patterns composed of a set of items, also called itemsets. Thus, we instantiate the generalized Apriori framework to mine rare itemsets. The resulting approach is Apriori-like and the mine idea behind it is that if the itemset lattice representing the itemset space in classical Apriori approaches is traversed on a bottom-up manner, equivalent properties to the Apriori exploration of frequent itemsets are provided to mine rare itemsets. This include an anti-monotone property and a level- wise exploration of the itemset space. As demonstrated by our experiments, our approach is effective in identifying all rare itemsets and is more efficient than the existing approach.",exclude,"O paper apresenta uma técnica genérica de mineração de itemsets raros (rare itemset mining) usando abordagem Apriori, sem qualquer aplicação ou avaliação em contexto de processos de software, event logs de SW ou artefatos de desenvolvimento. É um trabalho puramente de data mining/machine learning em domínio genérico.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper apresenta uma técnica genérica de mineração de itemsets raros (rare itemset mining) usando abordagem Apriori, sem qualquer aplicação ou avaliação em contexto de processos de software, event logs de SW ou artefatos de desenvolvimento. É um trabalho puramente de data mining/machine learning em domínio genérico."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_"
fa66416f,Mining Periodic Patterns from Nested Event Logs,10.1109/CIT.2014.27,2014,ieee,"Information about periodic computations of processes, events, and software components can be used to improve performance of software systems. This work investigates mining periodic patterns of events from historical information related to processes, events, and software components. We introduce a concept of a nested event log that generalizes historical information stored in the application traces, event logs and dynamic profiles. We show how a nested event log can be compressed into a reduced event table and later on converted into a workload histogram suitable for mining periodic patterns of events. The paper defines a concept of periodic pattern and its validation in a workload histogram. We propose two algorithms for mining periodic patterns and we define the quality indicators for the patterns found. We show, that a system of operations on periodic patterns introduced in this work can be used to derive new periodic patterns with some of the quality indicators better from the original ones. The paper is concluded with an algorithm for deriving periodic patterns with the given quality constraints.",maybe,"O paper trata de mining de padrões periódicos em event logs e traces de software, o que se alinha potencialmente com process mining (IC1). Porém, o abstract não especifica claramente se os padrões periódicos descobertos são usados para forecasting/predição de métricas de processo de SW, nem detalha a aplicação concreta em processos de desenvolvimento de software. A origem do abstract é marcada com",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O paper trata de mining de padrões periódicos em event logs e traces de software, o que se alinha potencialmente com process mining (IC1). Porém, o abstract não especifica claramente se os padrões periódicos descobertos são usados para forecasting/predição de métricas de processo de SW, nem detalha a aplicação concreta em processos de desenvolvimento de software. A origem do abstract é marcada como 'missing_or_unverified', o que reduz a confiabili"
c423d67e,Mining Effective Patterns of Chinese Medicinal Formulae Using Top-k Weighted Association Rules for the Internet of Medical Things,10.1109/ACCESS.2018.2873677,2018,ieee,"In China, people have been using traditional Chinese medicine (TCM) to treat diseases for thousands of years. Doctors combine patient symptoms with TCM theory to devise formulae composed of several traditional medicines. With the rapid development of the Internet of Things (IoT), the Internet of Medical Things (IoMT) is gaining popularity in the TCM domain. Consequently, a large number of TCM formulae with different therapeutic effects have been accumulated in IoMT. Therefore, we presented PWFP, which is an efficient methodology for extracting the top-K weighted frequent patterns for IoMT. PWFP guarantees efficient mining performance by estimating the minimum weighted support threshold value. Furthermore, PWFP can be applied in the efficacy-based analysis of these TCM formulae. This study conducted several experiments on both general datasets and TCM formulae for glomerulonephritis stored in IoMT. The rankings of the patterns mined from the prescriptions displayed a good rise in clinical efficacy. Doctors can use these top-k effective patterns as new drug and medicine combination candidates when they conduct drug discovery research and perform clinical medicine selection.",exclude,"O artigo trata de mineração de padrões em formulações de medicina tradicional chinesa (TCM) usando regras de associação ponderadas. Não há conexão com processos de desenvolvimento de software, modelagem estocástica de processos de SW, previsão de métricas de processo de SW ou mineração de repositórios de software. EC1 aplica-se: o domínio é medicina/saúde, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de mineração de padrões em formulações de medicina tradicional chinesa (TCM) usando regras de associação ponderadas. Não há conexão com processos de desenvolvimento de software, modelagem estocástica de processos de SW, previsão de métricas de processo de SW ou mineração de repositórios de software. EC1 aplica-se: o domínio é medicina/saúde, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tag"
f98d4ca4,Perceptions of 395 Developers on Software Architecture's Documentation and Conformance,10.1109/SBCARS.2016.14,2016,ieee,"Since the 90's, a major effort has been applied in the academy to study and evolve aspects related to Software Architecture. The significant rise in the number of publications in the last few years shows how much importance and concern academia gives to the subject. However, previous studies have pointed out that when it comes to software architecture concepts and practices, there is a gap between industry and academy. Industry professionals do not know/use what is proposed by academic researchers. From the academic perspective, the theoretical foundations about software architecture, architectural documentation and architectural conformance checking are well developed. Then why industry seems not to follow them? What aspects does the academy miss about the problems in practice? What is the practical/industrial context about software architecture's definition, documentation and verification? Aiming to answer these questions, we performed a 3-step qualitative study. Firstly, we applied an exploratory survey to 58 professionals to better understand the state of the practice on software development and architecture and to give us an initial comprehension of software architecture concepts, practices and problems from the point of view of the industry. Secondly, we interviewed 14 top-professionals chosen among those who participated in the exploratory survey. In this phase we intended to deeply understand the professionals' perceptions on the subject. We used thematic analysis to assess the narratives, to form a base for our understanding and to formulate our comprehension as a series of statements. Finally, in a third phase, we performed a confirmatory survey by means of which we were able to confirm the findings. We sent the survey to GitHub users with public emails and more than 100 followers, getting 7.74% of response rate (337 respondents). From our study, we confirmed that there is not a single and unified definition and understanding of the term ""software architecture"" among software developers. In particular, we observed that the definition depends on several factors, such as the professional's experience and the company in which he/she is currently working. The architecture is sometimes documented but, most of the time, it is incomplete, informal and outdated. Finaly, we observed that while there is a general perception of the relevance of architectural conformity and compliance of software, activities to check architectural conformance and compliance are seldom adopted - not to mention the use of automated tools and procedures.",exclude,"O artigo é um estudo qualitativo sobre percepções de desenvolvedores sobre documentação e conformance de arquitetura de software, baseado em surveys e entrevistas. Não aplica process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios para descobrir processos de desenvolvimento. Foca em percepções e práticas, não em análise de event logs ou modelos pred",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo é um estudo qualitativo sobre percepções de desenvolvedores sobre documentação e conformance de arquitetura de software, baseado em surveys e entrevistas. Não aplica process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios para descobrir processos de desenvolvimento. Foca em percepções e práticas, não em análise de event logs ou modelos preditivos de processos."",
  ""matched_ic"": [],
  ""mat"
5a2b35bc,LVRT: Low Variances of Solo Mining Reward & Inter-block Time in Collaborative PoW,10.1109/TrustCom53373.2021.00143,2021,ieee,"The paper goes into Bitcoin PoW (Proof-of-Work) consensus, especially the variances of inter-block time and of mining reward which may turn out to be the origin of Bitcoin's fundamental weakness (e.g., unexpected centralization and double-spend attack). We procure a contribution-and-gain solution - LVRT, a collaborative PoW consensus with low variances of mining reward and of inter-block time, to intensify mining transparency and incentivize collaborative effort. More precisely, LVRT looses the solutions of cryptographic puzzles by introducing tweakable factor to difficulty target and exploits all qualified computing powers (rather than throws them all away except the first one that wins the puzzle, as handled in Bitcoin) to generate the block (all qualified miners would thereby be rewarded). Low variance of inter-block time also stems from our strategy in packing the block that $k$ (a pre-defined system parameter to characterize collaborative effort) smallest out of all qualified hash values are determined and the corresponding average is bounded by difficulty target as well. We define particular block structure to fit our requirements. LVRT is supported by theoretical analysis on the relationship between collaborative effort and the variances of inter-block time and mining reward. Experiments further demonstrate LVRT's resistance against selfish-mining and double-spend attacks. For a double-spend attacker with 40% mining power, it will succeed in Bitcoin with a probability ≥ 35%, in contrast, his probability is less than 1% in LVRT (for $k≥ 50$).",exclude,"Paper trata de consenso blockchain (PoW) e segurança criptográfica em Bitcoin, não de process mining, modelagem estocástica de processos de software, forecasting de métricas de desenvolvimento ou mineração de repositórios de SW. O domínio é criptografia e protocolo blockchain, fora do escopo PATHCAST.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Paper trata de consenso blockchain (PoW) e segurança criptográfica em Bitcoin, não de process mining, modelagem estocástica de processos de software, forecasting de métricas de desenvolvimento ou mineração de repositórios de SW. O domínio é criptografia e protocolo blockchain, fora do escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"":"
246b5531,Towards a common understanding of Business Process Instance data,,2016,ieee,"In an organisation several Business Process Management System (BPMS) products can co-exist and work alongside each other. Each one of these BPM tools has its own definition of process instances, creating a heterogeneous environment. This reduces interoperability between business process management systems and increases the effort involved in analysing the data. In this paper, we propose a common model for business process instances, named Business Process Instance Model (BPIM), which provides a holistic view of business process instances generated from multiple systems. BPIM consists of visual notations and their metadata schema. It captures three dimensions of process instances: process execution paths, instance data provenance and meta-data. BPIM aims to provide an abstract layer between the process instance repository and BPM engines, leading to common understanding of business process instances.",exclude,"O artigo propõe um modelo abstrato (BPIM) para unificação de representações de instâncias de processo em ambientes multi-BPMS, focando em interoperabilidade e metadados. Não aborda process mining, modelagem estocástica, forecasting ou análise preditiva de processos de software. É um trabalho de BPM genérico sem aplicação específica a processos de desenvolvimento de SW ou análise de event logs para",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo propõe um modelo abstrato (BPIM) para unificação de representações de instâncias de processo em ambientes multi-BPMS, focando em interoperabilidade e metadados. Não aborda process mining, modelagem estocástica, forecasting ou análise preditiva de processos de software. É um trabalho de BPM genérico sem aplicação específica a processos de desenvolvimento de SW ou análise de event logs para predição."",
  ""matched_ic"": [],
  ""matched_ec"": "
e085f1a8,A Boxology of Design Patterns for Hybrid Learning and Reasoning Systems,10.13052/jwe1540-9589.18133,2019,ieee,"We propose a set of compositional design patterns to describe a large variety of systems that combine statistical techniques from machine learning with symbolic techniques from knowledge representation. As in other areas of computer science (knowledge engineering, software engineering, ontology engineering, process mining and others), such design patterns help to systematize the literature, clarify which combinations of techniques serve which purposes, and encourage re-use of software components. We have validated our set of compositional design patterns against a large body of recent literature.",exclude,"O paper trata de design patterns para sistemas híbridos de aprendizado de máquina e raciocínio simbólico. Embora mencione 'process mining' como exemplo de domínio onde design patterns são úteis, não há evidência de que o trabalho aplique process mining, modelagem estocástica ou forecasting a processos de software reais. O foco é arquitetura e composição de técnicas genéricas, não em análise ou pre",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de design patterns para sistemas híbridos de aprendizado de máquina e raciocínio simbólico. Embora mencione 'process mining' como exemplo de domínio onde design patterns são úteis, não há evidência de que o trabalho aplique process mining, modelagem estocástica ou forecasting a processos de software reais. O foco é arquitetura e composição de técnicas genéricas, não em análise ou predição de processos de desenvolvimento de software"
0f8dd772,Identifying Software Architecture Erosion Through Code Comments,10.1109/ICTER.2018.8615560,2018,ieee,"Software architecture erosion, or commonly known as the as-implemented architecture violating the as-intended architecture, is one of the major problems faced by the software development industry today. There is no easy way to trace design decisions, tracking back or reconstructing those decisions by looking at the source code level elements. This is one of the major reasons that contribute to the software architecture erosion. Developing a method to avoid software architecture erosion completely is still an unsolved problem. This research has identified that the information extraction from code comments as a less explored area of software architecture conformance checking. In this research, a methodology was developed to use Java Doc comments to inject architecture specific information into the codebase. A mechanism, which uses Doclets, extracts these Java Doc comments, processes and provides architectural consideration extracted. Theoretical and empirical evaluations have been carried out to show that by using the suggested solution the software architecture erosion can be mitigated.",exclude,"O artigo trata de detecção de erosão arquitetural através de análise de comentários de código, focando em conformance checking estático. Não aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta/previsão de processos de desenvolvimento de software.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de detecção de erosão arquitetural através de análise de comentários de código, focando em conformance checking estático. Não aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta/previsão de processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochast"
0222b592,Mining Logs to Model the Use of a System,10.1109/ESEM.2017.47,2017,ieee,"Background. Process mining is a technique to build process models from ""execution logs"" (i.e., events triggered by the execution of a process). State-of-the-art tools can provide process managers with different graphical representations of such models. Managers use these models to compare them with an ideal process model or to support process improvement. They typically select the representation based on their experience and knowledge of the system. Aim. This work studies how to automatically build process models representing the actual intents (or uses) of users while interacting with a software system. Such intents are expressed as a set of actions performed by a user to a system to achieve specific use goals. Method. This work applies the theory of Hidden Markov Models to mine use logs and automatically model the use of a system. Results. Unlike the models generated with process mining tools, the Hidden Markov Models automatically generated in this study provide the intents of a user and can be used to recommend managers with a faithful representation of the use of their systems. Conclusions. The automatic generation of the Hidden Markov Models can achieve a good level of accuracy in representing the actual user's intents provided the log dataset is carefully chosen. In our study, the information contained in one-month set of logs helped automatically build Hidden Markov Models with superior accuracy and similar expressiveness of the models built together with the company's stakeholder.",include,O artigo aplica process mining (IC1) e Hidden Markov Models (IC2) para modelar o uso de um sistema de software a partir de execution logs. Atende claramente aos critérios de inclusão ao combinar mineração de processos com modelagem estocástica em contexto de software.,IC1|IC2,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo aplica process mining (IC1) e Hidden Markov Models (IC2) para modelar o uso de um sistema de software a partir de execution logs. Atende claramente aos critérios de inclusão ao combinar mineração de processos com modelagem estocástica em contexto de software."",
  ""matched_ic"": [""IC1"", ""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""stochastic_modeling"",
    ""event_log"",
    ""hidden_markov_model"",
    ""softwar"
