internal_id,title,doi,year,source_db,abstract,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw,abstract_source,abstract_match_type
919a023d,Social Interaction Analysis for Team Collaboration,10.1007/978-1-4614-7163-9_257-1,2016,springer,,maybe,"Título sugere análise de colaboração em equipes, potencialmente relevante a processos de SW, mas abstract ausente impede avaliação conclusiva. Sem resumo, não é possível confirmar se aborda process mining, modelagem estocástica ou forecasting em contexto de desenvolvimento de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere análise de colaboração em equipes, potencialmente relevante a processos de SW, mas abstract ausente impede avaliação conclusiva. Sem resumo, não é possível confirmar se aborda process mining, modelagem estocástica ou forecasting em contexto de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",
  ""stocha",,
64b833e0,Predicting Bug-Fix Time: Using Standard Versus Topic-Based Text Categorization Techniques,10.1007/978-3-319-46307-0_11,2016,springer,,maybe,"Título sugere forecasting de métrica de processo (bug-fix time) em SW, alinhado com IC3, mas abstract ausente impede confirmação de metodologia e escopo. Requer full text para validar se usa event logs, repositórios ou modelagem estocástica.",IC3,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere forecasting de métrica de processo (bug-fix time) em SW, alinhado com IC3, mas abstract ausente impede confirmação de metodologia e escopo. Requer full text para validar se usa event logs, repositórios ou modelagem estocástica."",
  ""matched_ic"": [""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""forecasting"", ""defect_prediction"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_development_process"",
  ""s",,
c540bbfa,Evaluation Methods in Process-Aware Information Systems Research with a Perspective on Human Orientation,10.1007/s12599-016-0427-3,2016,springer,"Research on process-aware information systems (PAIS) has experienced a dramatic growth in recent years. Lately, a particular increase of empirical studies and focus on human oriented research questions could be observed, leading to an expansion of applied evaluation methods in PAIS research. At the same time, it can be observed that evaluation methods are not always applied in a systematic manner and related terminology is at times used in an ambiguous way. Hence, the paper aims at investigating evaluation methods that are typically employed in PAIS research with a special focus on human orientation. The applied methodology includes a literature review, an expert survey, and a focus group. The authors present their findings as a collection of typical evaluation methods and the related PAIS artifacts. They highlight which evaluation methods are currently used and which evaluation methods could be of interest for future PAIS research efforts.",maybe,"Título indica foco em métodos de avaliação em sistemas conscientes de processo (PAIS), potencialmente relevante para BPM/process mining, mas abstract ausente impede confirmação de foco em processos de software ou aplicação de técnicas de mineração/modelagem estocástica/forecasting ao contexto de SE.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título indica foco em métodos de avaliação em sistemas conscientes de processo (PAIS), potencialmente relevante para BPM/process mining, mas abstract ausente impede confirmação de foco em processos de software ou aplicação de técnicas de mineração/modelagem estocástica/forecasting ao contexto de SE."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stoc",semanticscholar,doi_exact
4a02cc6e,Business Process Performance Mining with Staged Process Flows,10.1007/978-3-319-39696-5_11,2016,springer,"Existing business process performance mining tools offer various summary views of the performance of a process over a given period of time, allowing analysts to identify bottlenecks and their performance effects. However, these tools are not designed to help analysts understand how bottlenecks form and dissolve over time nor how the formation and dissolution of bottlenecks – and associated fluctuations in demand and capacity – affect the overall process performance. This paper presents an approach to analyze the evolution of process performance via a notion of Staged Process Flow (SPF). An SPF abstracts a business process as a series of queues corresponding to stages. The paper defines a number of stage characteristics and visualizations that collectively allow process performance evolution to be analyzed from multiple perspectives. It demonstrates the advantages of the SPF approach over state-of-the-art process performance mining tools using a real-life event log of a Dutch bank.",maybe,"O título sugere relevância para process mining e análise de desempenho de processos, porém sem abstract não é possível confirmar se o foco é em processos de software ou em BPM genérico (EC1 potencial). A ausência de resumo impede avaliação confiável dos critérios de inclusão.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere relevância para process mining e análise de desempenho de processos, porém sem abstract não é possível confirmar se o foco é em processos de software ou em BPM genérico (EC1 potencial). A ausência de resumo impede avaliação confiável dos critérios de inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract""
  ],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ",semanticscholar,doi_exact
d4f5d313,ALEX: Mixed-Mode Learning of Web Applications at Ease,10.1007/978-3-319-47169-3_51,2016,springer,,maybe,"Título sugere aprendizado de máquina aplicado a aplicações web, mas sem abstract não é possível determinar se trata process mining, modelagem estocástica ou forecasting em processos de software. Relevância marginal ao escopo PATHCAST requer verificação de texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere aprendizado de máquina aplicado a aplicações web, mas sem abstract não é possível determinar se trata process mining, modelagem estocástica ou forecasting em processos de software. Relevância marginal ao escopo PATHCAST requer verificação de texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ",,
9030c8fa,Data Preparation,10.1007/978-3-319-17482-2_10,2015,springer,"Data Preparation for Data Mining addresses an issue unfortunately ignored by most authorities on data mining: data preparation. Thanks largely to its perceived difficulty, data preparation has traditionally taken a backseat to the more alluring question of how best to extract meaningful knowledge. But without adequate preparation of your data, the return on the resources invested in mining is certain to be disappointing.Dorian Pyle corrects this imbalance. A twenty-five-year veteran of what has become the data mining industry, Pyle shares his own successful data preparation methodology, offering both a conceptual overview for managers and complete technical details for IT professionals. Apply his techniques and watch your mining efforts pay off-in the form of improved performance, reduced distortion, and more valuable results.On the enclosed CD-ROM, you'll find a suite of programs as C source code and compiled into a command-line-driven toolkit. This code illustrates how the author's techniques can be applied to arrive at an automated preparation solution that works for you. Also included are demonstration versions of three commercial products that help with data preparation, along with sample data with which you can practice and experiment. * Offers in-depth coverage of an essential but largely ignored subject.* Goes far beyond theory, leading you-step by step-through the author's own data preparation techniques.* Provides practical illustrations of the author's methodology using realistic sample data sets.* Includes algorithms you can apply directly to your own project, along with instructions for understanding when automation is possible and when greater intervention is required.* Explains how to identify and correct data problems that may be present in your application.* Prepares miners, helping them head into preparation with a better understanding of data sets and their limitations.",maybe,"Título genérico ('Data Preparation') sem abstract disponível. Embora seja capítulo de livro sobre 'Process Mining Techniques in Business Environments' (indicativo de PM), não há evidência suficiente se o conteúdo aborda especificamente processos de software ou apenas PM genérico em BPM.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título genérico ('Data Preparation') sem abstract disponível. Embora seja capítulo de livro sobre 'Process Mining Techniques in Business Environments' (indicativo de PM), não há evidência suficiente se o conteúdo aborda especificamente processos de software ou apenas PM genérico em BPM."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract""
  ],
  ""software_context"": ""unclear"",
  ""stochasti",openalex,title_fuzzy
e150483c,"Corporate Knowledge Discovery and Organizational Learning: The Role, Importance, and Application of Semantic Business Process Management—The ProKEX Case",10.1007/978-3-319-28917-5_1,2016,springer,,maybe,"Título sugere business process management e knowledge discovery, potencialmente relevante para process mining em contexto organizacional, mas abstract ausente impede avaliação conclusiva de aplicação específica a software development processes. Requer full text para confirmar escopo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere business process management e knowledge discovery, potencialmente relevante para process mining em contexto organizacional, mas abstract ausente impede avaliação conclusiva de aplicação específica a software development processes. Requer full text para confirmar escopo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""st",,
99042ae4,Fundamental Conceptual Modeling Languages in OMiLAB,10.1007/978-3-319-39417-6_1,2016,springer,,maybe,"O título menciona OMiLAB (uma plataforma de modelagem conceitual) e linguagens de modelagem, potencialmente relevante para BPM/processos. Porém, sem abstract disponível e com origem em capítulo de livro sobre modelagem conceitual genérica, não há evidência suficiente para inclusão definitiva. Requer avaliação de texto completo para determinar se aborda processo mining ou modelagem estocástica em S",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona OMiLAB (uma plataforma de modelagem conceitual) e linguagens de modelagem, potencialmente relevante para BPM/processos. Porém, sem abstract disponível e com origem em capítulo de livro sobre modelagem conceitual genérica, não há evidência suficiente para inclusão definitiva. Requer avaliação de texto completo para determinar se aborda processo mining ou modelagem estocástica em SW."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evi",,
672a3b06,Combining Semantic Lifting and Ad-hoc Contextual Analysis in a Data Loss Scenario,10.1007/978-3-662-46436-6_5,2015,springer,,maybe,"Título sugere process discovery (relevante para PM), mas abstract ausente impede avaliação confiável. Venue em 'Data-Driven Process Discovery' indica potencial relevância, mas sem resumo não é possível confirmar aplicação a processos de software versus domínios genéricos de BPM.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere process discovery (relevante para PM), mas abstract ausente impede avaliação confiável. Venue em 'Data-Driven Process Discovery' indica potencial relevância, mas sem resumo não é possível confirmar aplicação a processos de software versus domínios genéricos de BPM."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""uncl",,
5f521ad7,An Abstract State Machine (ASM) Representation of Learning Process in FLOSS Communities,10.1007/978-3-319-15201-1_15,2015,springer,,maybe,"Título sugere foco em processos de aprendizagem em comunidades FLOSS usando Abstract State Machines, potencialmente relevante a modelagem de processos de SW, mas abstract ausente impede avaliação confiável contra critérios de inclusão específicos (process mining, modelagem estocástica, forecasting).",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere foco em processos de aprendizagem em comunidades FLOSS usando Abstract State Machines, potencialmente relevante a modelagem de processos de SW, mas abstract ausente impede avaliação confiável contra critérios de inclusão específicos (process mining, modelagem estocástica, forecasting)."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stoc",,
f704cc34,Identification of Business Process Models in a Digital World,10.1007/978-3-319-14430-6_11,2015,springer,,maybe,"Título sugere relevância a process mining e modelagem de processos de negócio, mas abstract está ausente e impossível verificar se o trabalho aplica-se especificamente a processos de software ou apenas BPM genérico. Capítulo de livro (2015) pode ter escopo amplo sem evidência clara de IC atendido.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere relevância a process mining e modelagem de processos de negócio, mas abstract está ausente e impossível verificar se o trabalho aplica-se especificamente a processos de software ou apenas BPM genérico. Capítulo de livro (2015) pode ter escopo amplo sem evidência clara de IC atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear",,
e983cd0a,Pariket: Mining Business Process Logs for Root Cause Analysis of Anomalous Incidents,10.1007/978-3-319-16313-0_19,2015,springer,,maybe,"Título sugere análise de logs de processo de negócio e descoberta de causa raiz, potencialmente alinhado com process mining (IC1). Porém, abstract ausente impede confirmação do domínio (SW vs. domínios genéricos) e da abordagem específica. Sem acesso ao conteúdo completo, não é possível descartar EC1 (domínio fora de SW) ou confirmar aplicação a processos de SW.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere análise de logs de processo de negócio e descoberta de causa raiz, potencialmente alinhado com process mining (IC1). Porém, abstract ausente impede confirmação do domínio (SW vs. domínios genéricos) e da abordagem específica. Sem acesso ao conteúdo completo, não é possível descartar EC1 (domínio fora de SW) ou confirmar aplicação a processos de SW."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", """,,
c6af048b,Discovering Behavioural Patterns in Knowledge-Intensive Collaborative Processes,10.1007/978-3-319-17876-9_10,2015,springer,,maybe,"O título sugere aplicação de process mining a processos colaborativos, potencialmente alinhado com IC1 (descoberta de padrões comportamentais). Porém, sem abstract disponível, não é possível confirmar (a) se o domínio é software ou outro (saúde, manufatura, etc.), (b) se há foco em processos de desenvolvimento de SW ou BPM genérico, ou (c) se há componente de modelagem estocástica/forecasting. A a",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere aplicação de process mining a processos colaborativos, potencialmente alinhado com IC1 (descoberta de padrões comportamentais). Porém, sem abstract disponível, não é possível confirmar (a) se o domínio é software ou outro (saúde, manufatura, etc.), (b) se há foco em processos de desenvolvimento de SW ou BPM genérico, ou (c) se há componente de modelagem estocástica/forecasting. A ausência de resumo inviabiliza triagem confiável."",
",,
ed47cf92,Cost-Effective Industrial Software Rejuvenation Using Domain-Specific Models,10.1007/978-3-319-21155-8_6,2015,springer,,maybe,"Título sugere engenharia de software (rejuvenation de software industrial), mas sem abstract disponível não é possível confirmar se trata process mining, modelagem estocástica ou forecasting de processos de SW. A menção a 'domain-specific models' e 'model transformations' pode ser relevante, mas requer full text para confirmação de escopo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere engenharia de software (rejuvenation de software industrial), mas sem abstract disponível não é possível confirmar se trata process mining, modelagem estocástica ou forecasting de processos de SW. A menção a 'domain-specific models' e 'model transformations' pode ser relevante, mas requer full text para confirmação de escopo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],",,
38c90aba,Decomposing Petri nets for process mining: A generic approach,10.1007/s10619-013-7127-5,2013,springer,"The practical relevance of process mining is increasing as more and more event data become available. Process mining techniques aim to discover, monitor and improve real processes by extracting knowledge from event logs. The two most prominent process mining tasks are: (i) process discovery: learning a process model from example behavior recorded in an event log, and (ii) conformance checking: diagnosing and quantifying discrepancies between observed behavior and modeled behavior. The increasing volume of event data provides both opportunities and challenges for process mining. Existing process mining techniques have problems dealing with large event logs referring to many different activities. Therefore, we propose a generic approach to decompose process mining problems. The decomposition approach is generic and can be combined with different existing process discovery and conformance checking techniques. It is possible to split computationally challenging process mining problems into many smaller problems that can be analyzed easily and whose results can be combined into solutions for the original problems.",maybe,"O título sugere forte relevância para process mining (IC1), mencionando decomposição de redes de Petri, método central em PM. Porém, sem abstract disponível, não é possível confirmar se a aplicação é específica a processos de software ou se é genérica a BPM. A ausência de resumo impede avaliação segura dos critérios de inclusão/exclusão.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere forte relevância para process mining (IC1), mencionando decomposição de redes de Petri, método central em PM. Porém, sem abstract disponível, não é possível confirmar se a aplicação é específica a processos de software ou se é genérica a BPM. A ausência de resumo impede avaliação segura dos critérios de inclusão/exclusão."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""full_text_required""],
  """,openalex,title_exact
475ebb82,Enabling Process Innovation via Deviance Mining and Predictive Monitoring,10.1007/978-3-319-14430-6_10,2015,springer,,maybe,"Título fortemente indicativo de process mining (deviance mining) e predictive monitoring em contexto de processo. Porém, abstract ausente impede confirmação se o foco é em processos de software ou BPM genérico. Venue (BPM 2015) sugere possível escopo genérico, mas 'deviance mining' e 'predictive monitoring' são termos-chave do PM.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título fortemente indicativo de process mining (deviance mining) e predictive monitoring em contexto de processo. Porém, abstract ausente impede confirmação se o foco é em processos de software ou BPM genérico. Venue (BPM 2015) sugere possível escopo genérico, mas 'deviance mining' e 'predictive monitoring' são termos-chave do PM."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""forecasting"",
    ""insuffici",,
c4c769b4,Scalable graph-based OLAP analytics over process execution data,10.1007/s10619-014-7171-9,2015,springer,,maybe,"Título sugere análise OLAP sobre dados de execução de processo, potencialmente relevante para process mining, mas abstract ausente impede avaliação conclusiva de aplicação específica a processos de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere análise OLAP sobre dados de execução de processo, potencialmente relevante para process mining, mas abstract ausente impede avaliação conclusiva de aplicação específica a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source",,
f6c3959c,Evolutionary Business Information Systems,10.1007/s12599-013-0305-1,2014,springer,":One of the key elements of strategic planning for information systems (IS) is the integration of information systems planning (ISP) with business planning (BP). This integration enables IS to support business strategies more effectively. Although this issue has received significant attention in recent years, empirical research focusing specifically on BP-ISP integration is still relatively sparse. This research extends existing results by examining the evolution of BP-ISP integration and the contingency variables that may influence BP-ISP integration.The results confirmed the existence of an evolutionary pattern that can be defined in terms of movement through four types of BP-ISP integration: administrative integration to sequential integration to reciprocal integration to full integration. Only a few firms indicated that they had reached full integration. Bypassed phases and reverse evolution, though observed, were uncommon. Among the contingency variables, the business competence of the IS executive appeared to be a key factor in influencing the extent of integration.",maybe,"Título sugere foco em sistemas de informação empresariais evolucionários, mas sem abstract disponível não é possível determinar se aborda processos de software, process mining, modelagem estocástica ou forecasting. A ausência de resumo impede avaliação confiável contra critérios de inclusão.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere foco em sistemas de informação empresariais evolucionários, mas sem abstract disponível não é possível determinar se aborda processos de software, process mining, modelagem estocástica ou forecasting. A ausência de resumo impede avaliação confiável contra critérios de inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_m",openalex,title_fuzzy
569d6dfc,Process Mining Versus Intention Mining,10.1007/978-3-642-38484-4_33,2013,springer,,maybe,"Título sugere potencial relevância a process mining, mas abstract ausente impede avaliação confiável de aplicação a processos de SW. Venue genérica de BPM não confirma foco em SW. Classificação incerta recomenda triagem posterior com full text.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere potencial relevância a process mining, mas abstract ausente impede avaliação confiável de aplicação a processos de SW. Venue genérica de BPM não confirma foco em SW. Classificação incerta recomenda triagem posterior com full text."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast",,
5d0d3ddd,Supporting Domain Experts to Select and Configure Precise Compliance Rules,10.1007/978-3-319-06257-0_39,2014,springer,,maybe,"Título sugere conformance checking (potencial PM), mas sem abstract não é possível confirmar se foca em processos de SW ou em processos de negócio genéricos. Requer full text para decisão segura.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere conformance checking (potencial PM), mas sem abstract não é possível confirmar se foca em processos de SW ou em processos de negócio genéricos. Requer full text para decisão segura."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ",,
65130845,A Case Study to Enable and Monitor Real IT Companies Migrating from Waterfall to Agile,10.1007/978-3-319-09156-3_9,2014,springer,,maybe,"O título sugere um caso de estudo sobre migração de processos de desenvolvimento (waterfall para agile), potencialmente relevante para IC2/IC4, mas sem abstract não é possível confirmar se aborda process mining, modelagem estocástica, forecasting ou mineração de repositórios conforme escopo PATHCAST.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere um caso de estudo sobre migração de processos de desenvolvimento (waterfall para agile), potencialmente relevante para IC2/IC4, mas sem abstract não é possível confirmar se aborda process mining, modelagem estocástica, forecasting ou mineração de repositórios conforme escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""software_process""],
  ""software_context"": ""software_developme",,
f0887d05,Constructing Decision Trees from Process Logs for Performer Recommendation,10.1007/978-3-319-06257-0_18,2014,springer,,maybe,"Título sugere process mining (construção de árvores de decisão de logs de processo) potencialmente relevante a IC1, mas abstract ausente impede avaliação definitiva de domínio (SW vs. BPM genérico) e escopo específico.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere process mining (construção de árvores de decisão de logs de processo) potencialmente relevante a IC1, mas abstract ausente impede avaliação definitiva de domínio (SW vs. BPM genérico) e escopo específico."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""event_log"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""fore",,
373ec5a1,"Understanding Declare models: strategies, pitfalls, empirical results",10.1007/s10270-014-0435-z,2014,springer,"Declarative approaches to business process modeling are regarded as well suited for highly volatile environments, as they enable a high degree of flexibility. However, problems in understanding and maintaining declarative process models often impede their adoption. Likewise, little research has been conducted into the understanding of declarative process models. This paper takes a first step toward addressing this fundamental question and reports on an empirical investigation consisting of an exploratory study and a follow-up study focusing on the system analysts’ sense-making of declarative process models that are specified in Declare. For this purpose, we distributed real-world Declare models to the participating subjects and asked them to describe the illustrated process and to perform a series of sense-making tasks. The results of our studies indicate that two main strategies for reading Declare models exist: either considering the execution order of the activities in the process model, or orienting by the layout of the process model. In addition, the results indicate that single constraints can be handled well by most subjects, while combinations of constraints pose significant challenges. Moreover, the study revealed that aspects that are similar in both imperative and declarative process modeling languages at a graphical level, while having different semantics, cause considerable troubles. This research not only helps guiding the future development of tools for supporting system analysts, but also gives advice on the design of declarative process modeling notations and points out typical pitfalls to teachers and educators of future systems analysts.",maybe,"Título sugere foco em Declare (linguagem de processo), potencialmente relevante para process mining em BPM. Porém, sem abstract disponível, não é possível confirmar se aplica-se especificamente a processos de software ou se é genérico de BPM. Classificado como 'maybe' conforme protocolo de abstracts ausentes.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere foco em Declare (linguagem de processo), potencialmente relevante para process mining em BPM. Porém, sem abstract disponível, não é possível confirmar se aplica-se especificamente a processos de software ou se é genérico de BPM. Classificado como 'maybe' conforme protocolo de abstracts ausentes."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_contex",semanticscholar,doi_exact
bc551b36,Social Interaction Analysis for Team Collaboration,10.1007/978-1-4614-6170-8_257,2014,springer,,maybe,"Título sugere análise de colaboração em equipes, potencialmente relevante a processos de SW, mas abstract ausente impede confirmação de enquadramento em critérios de inclusão (IC1-IC4). Referência é artigo de enciclopédia genérica sobre análise de redes sociais, contexto ambíguo quanto a processos de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere análise de colaboração em equipes, potencialmente relevante a processos de SW, mas abstract ausente impede confirmação de enquadramento em critérios de inclusão (IC1-IC4). Referência é artigo de enciclopédia genérica sobre análise de redes sociais, contexto ambíguo quanto a processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_meth",,
0e7cf10b,Software Process Lines: A Systematic Literature Review,10.1007/978-3-319-13036-1_11,2014,springer,"Software processes have been the focus of discussion in literature, but defining a software process remains a challenge. The Software Process Line (SPrL) technique offers a systematic process reuse approach that identifies processes' similarities and variability. This study aims to characterize the state-of-the-art of the software process definition using SPrL. A Systematic Literature Review (SLR) was conducted and 26 papers were identified to be studied in depth. The results indicate a concentration of approaches that use mapping/rules techniques to support variability resolution and the need for integrated supporting tools. In addition, three problems that affect the software process definition using SPrL were observed: (1) low understanding of SPrL models complexity and their impact, (2) lack of understanding about the impacts of the defined software process, and (3) experts' knowledge dependence issues in decision-making to solve variability.",maybe,"O título sugere relevância para engenharia de software e processos, mas o abstract está ausente e não disponível. Sem resumo, é impossível confirmar se o trabalho trata realmente de process mining, modelagem estocástica ou forecasting em processos de SW, ou se é apenas uma SLR genérica sobre linhas de processo de software.",,EC4,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere relevância para engenharia de software e processos, mas o abstract está ausente e não disponível. Sem resumo, é impossível confirmar se o trabalho trata realmente de process mining, modelagem estocástica ou forecasting em processos de SW, ou se é apenas uma SLR genérica sobre linhas de processo de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software",openalex,title_fuzzy
e5f6dd8d,Software Processes with BPMN: An Empirical Analysis,10.1007/978-3-642-39259-7_29,2013,springer,,maybe,"Título sugere modelagem de processos de SW com BPMN (potencialmente IC2), porém abstract ausente impede confirmação de escopo. Impossível verificar se estuda process mining, forecasting, ou apenas modelagem genérica de BPM sem aplicação concreta a SW.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere modelagem de processos de SW com BPMN (potencialmente IC2), porém abstract ausente impede confirmação de escopo. Impossível verificar se estuda process mining, forecasting, ou apenas modelagem genérica de BPM sem aplicação concreta a SW."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": """,,
3d6aeed8,OSMF: A Framework for OSS Process Measurement,10.1007/978-3-642-36818-9_8,2013,springer,,maybe,"O título sugere um framework para medição de processos em OSS (Open Source Software), potencialmente alinhado com IC1 ou IC4, mas sem abstract disponível não é possível confirmar se aborda process mining, modelagem estocástica ou forecasting em processos de SW. Requer verificação de texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere um framework para medição de processos em OSS (Open Source Software), potencialmente alinhado com IC1 ou IC4, mas sem abstract disponível não é possível confirmar se aborda process mining, modelagem estocástica ou forecasting em processos de SW. Requer verificação de texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclea",,
846f3b24,Rule-Based Business Process Mining: Applications for Management,10.1007/978-3-642-30864-2_26,2012,springer,,maybe,"Título sugere aplicação de process mining a processos de negócio, potencialmente relevante a BPM, mas resumo ausente impede avaliação clara de: (1) se inclui processos de SW específicos; (2) aplicação de rule-based mining a artefatos de software; (3) contexto real ou teórico. Publicação em 2012 em venue de Management Intelligent Systems indica possível aplicação genérica a BPM não necessariamente ",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere aplicação de process mining a processos de negócio, potencialmente relevante a BPM, mas resumo ausente impede avaliação clara de: (1) se inclui processos de SW específicos; (2) aplicação de rule-based mining a artefatos de software; (3) contexto real ou teórico. Publicação em 2012 em venue de Management Intelligent Systems indica possível aplicação genérica a BPM não necessariamente em SW."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ",,
