internal_id,title,doi,year,source_db,ta_decision,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,raw
d0534884,GA-ProM: A Genetic Algorithm for Discovery of Complete Process Models from Unbalanced Logs,10.1007/978-3-030-96600-3_15,2022,springer,maybe,pending,"Título fortemente sugere process mining (GA-ProM, discovery de process models, event logs), atendendo potencialmente IC1. Porém, a ausência total de abstract impede confirmação se a aplicação é em processos de software ou em domínio genérico (manufatura, saúde, etc.), impossibilitando descartar EC1. Dado o suporte do título a relevância marginal, é necessário acesso ao texto completo para confirma",IC1,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título fortemente sugere process mining (GA-ProM, discovery de process models, event logs), atendendo potencialmente IC1. Porém, a ausência total de abstract impede confirmação se a aplicação é em processos de software ou em domínio genérico (manufatura, saúde, etc.), impossibilitando descartar EC1. Dado o suporte do título a relevância marginal, é necessário acesso ao texto completo para confirmação do contexto de aplicação."",
  ""matched_ic"": ["
a6354f5c,Traceability by Design: Design of&#xa0;an&#xa0;Interactive System to&#xa0;Improve the&#xa0;Automatic Generation of&#xa0;Git Traces During a&#xa0;Learning Activity,10.1007/978-3-031-42682-7_50,2023,springer,maybe,pending,"Abstract ausente impede avaliação rigorosa dos critérios IC1-IC4. Título sugere análise de Git traces em contexto educacional com possível alinhamento a IC1 (process mining em artefatos de SW), mas foco em 'learning activity' e 'interactive system design' levanta suspeita de EC1 (domínio educacional, não processo de desenvolvimento de SW produtivo) ou EC2 (software como ferramenta, não objeto de e",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação rigorosa dos critérios IC1-IC4. Título sugere análise de Git traces em contexto educacional com possível alinhamento a IC1 (process mining em artefatos de SW), mas foco em 'learning activity' e 'interactive system design' levanta suspeita de EC1 (domínio educacional, não processo de desenvolvimento de SW produtivo) ou EC2 (software como ferramenta, não objeto de estudo). Texto completo necessário para confirmar "
b24f587f,IT Support for Process Management,10.1007/978-3-658-41584-6_6,2023,springer,maybe,pending,"Resumo completamente ausente e título genérico ('IT Support for Process Management') não fornece evidência suficiente para confirmar ou excluir. Necessário acesso ao texto completo para determinar se aborda process mining em SW, modelagem estocástica de processos de desenvolvimento, ou forecasting em contexto de engenharia de software, versus aplicações genéricas de BPM em outros domínios.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo completamente ausente e título genérico ('IT Support for Process Management') não fornece evidência suficiente para confirmar ou excluir. Necessário acesso ao texto completo para determinar se aborda process mining em SW, modelagem estocástica de processos de desenvolvimento, ou forecasting em contexto de engenharia de software, versus aplicações genéricas de BPM em outros domínios."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_ta"
aaff139f,Work in&#xa0;Progress Prediction for&#xa0;Business Processes Using Temporal Convolutional Networks,10.1007/978-981-97-4677-4_10,2024,springer,maybe,pending,"Título sugere forecasting de WIP (métrica de processo) usando redes neurais temporais, potencialmente alinhado com IC3. Porém, abstract está ausente, impedindo confirmação crítica: (a) domínio é software ou BPM genérico; (b) usa event logs ou dados de processos de SW; (c) contexto é desenvolvimento de software ou apenas processos de negócio genéricos. Texto completo é necessário para diferenciar e",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título sugere forecasting de WIP (métrica de processo) usando redes neurais temporais, potencialmente alinhado com IC3. Porém, abstract está ausente, impedindo confirmação crítica: (a) domínio é software ou BPM genérico; (b) usa event logs ou dados de processos de SW; (c) contexto é desenvolvimento de software ou apenas processos de negócio genéricos. Texto completo é necessário para diferenciar entre relevância marginal e exclusão por EC1 (domí"
f5bf42f9,Flexible and sound: Synthesis Miner,10.1007/s10270-025-01332-y,2025,springer,maybe,pending,"Título 'Synthesis Miner' sugere fortemente process mining (IC1), mas o resumo está ausente, impedindo confirmação se a aplicação é específica a processos de software ou a BPM genérico. Requer acesso ao texto completo para decisão definitiva.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Título 'Synthesis Miner' sugere fortemente process mining (IC1), mas o resumo está ausente, impedindo confirmação se a aplicação é específica a processos de software ou a BPM genérico. Requer acesso ao texto completo para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"","
6eec95ba,Process and Model Transformations on Different Levels,10.1007/978-3-031-51335-0_10,2024,springer,maybe,pending,"Resumo ausente. O título 'Process and Model Transformations on Different Levels' é genérico e ambíguo — pode referir-se a transformações de modelos em arquitetura de software, engenharia de requisitos, ou processos de negócio em geral. Sem acesso ao texto completo ou abstract, não é possível confirmar se aborda (1) process mining em software, (2) modelagem estocástica de processos de SW, (3) forec",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente. O título 'Process and Model Transformations on Different Levels' é genérico e ambíguo — pode referir-se a transformações de modelos em arquitetura de software, engenharia de requisitos, ou processos de negócio em geral. Sem acesso ao texto completo ou abstract, não é possível confirmar se aborda (1) process mining em software, (2) modelagem estocástica de processos de SW, (3) forecasting em processos de SW, ou (4) mineração de re"
007c42a3,Validation of Scrum Implementation with Knowledge Based Software Process Metamodel – Meta-modeling Support in Scrum Implementation,10.1007/978-3-031-71142-8_22,2024,springer,maybe,pending,"Abstract ausente impede avaliação confiável dos critérios de inclusão/exclusão. Título indica metamodelagem e validação de processos Scrum, sugerindo potencial relevância para modelagem de processos de SW, mas sem conteúdo disponível não é possível confirmar aplicação de process mining, modelagem estocástica, forecasting ou análise de repositórios conforme IC1-IC4. Necessário acesso ao texto compl",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação confiável dos critérios de inclusão/exclusão. Título indica metamodelagem e validação de processos Scrum, sugerindo potencial relevância para modelagem de processos de SW, mas sem conteúdo disponível não é possível confirmar aplicação de process mining, modelagem estocástica, forecasting ou análise de repositórios conforme IC1-IC4. Necessário acesso ao texto completo para decisão fundamentada."",
  ""matched_ic"": "
1f95ddf7,Mining Repository for Module Reuse: A Machine Learning-Based Approach,10.1007/978-981-19-8136-4_6,2023,springer,maybe,pending,"Abstract ausente impede avaliação conclusiva. Título menciona 'Mining Repository' (potencial IC4) e 'Machine Learning', mas sem resumo não é possível confirmar se o foco é em processo de desenvolvimento de SW, modelagem estocástica ou forecasting de métricas de processo. A temática 'module reuse' sugere engenharia de software, mas pode ser um problema de reuso de código desacoplado de processos de",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação conclusiva. Título menciona 'Mining Repository' (potencial IC4) e 'Machine Learning', mas sem resumo não é possível confirmar se o foco é em processo de desenvolvimento de SW, modelagem estocástica ou forecasting de métricas de processo. A temática 'module reuse' sugere engenharia de software, mas pode ser um problema de reuso de código desacoplado de processos de desenvolvimento. Texto completo é necessário par"
9cd97719,Ant: a process aware annotation software for regulatory compliance,10.1007/s10506-023-09372-9,2023,springer,maybe,pending,"Resumo ausente impede avaliação decisiva. Título menciona 'process aware annotation software for regulatory compliance', sugerindo possível relação com modelagem ou conformidade de processos, mas sem abstract não é possível confirmar se aplica a process mining, SW development processes ou apenas a uma ferramenta genérica de anotação. Full text é necessário para determinar escopo.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impede avaliação decisiva. Título menciona 'process aware annotation software for regulatory compliance', sugerindo possível relação com modelagem ou conformidade de processos, mas sem abstract não é possível confirmar se aplica a process mining, SW development processes ou apenas a uma ferramenta genérica de anotação. Full text é necessário para determinar escopo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""ins"
b10f49e6,"Supporting Method Creation, Adaptation and&#xa0;Execution with&#xa0;a&#xa0;Low-code Approach",10.1007/978-3-031-34241-7_13,2023,springer,maybe,pending,"Resumo não disponível, impossibilitando avaliação confiável contra critérios IC/EC. Título menciona 'método', 'adaptação' e 'execução' com 'low-code', sugerindo ferramenta de processo, mas sem clareza sobre (1) se trata processos de software, (2) se aplica process mining, modelagem estocástica ou forecasting, e (3) se não é mero software como ferramenta. Texto completo necessário para decisão fund",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo não disponível, impossibilitando avaliação confiável contra critérios IC/EC. Título menciona 'método', 'adaptação' e 'execução' com 'low-code', sugerindo ferramenta de processo, mas sem clareza sobre (1) se trata processos de software, (2) se aplica process mining, modelagem estocástica ou forecasting, e (3) se não é mero software como ferramenta. Texto completo necessário para decisão fundamentada."",
  ""matched_ic"": [],
  ""matched_ec"": ["
3492d1f1,Variability Representation in Software Process with the SMartySPEM Approach,10.1007/978-3-031-18556-4_17,2023,springer,maybe,pending,"Resumo não disponível. O título 'Variability Representation in Software Process with the SMartySPEM Approach' sugere foco em modelagem de processos de software (SPEM = Software & Systems Process Engineering Metamodel), potencialmente relevante para IC2 (modelagem estocástica) ou representação de variabilidade em processos. Contudo, sem acesso ao abstract ou texto completo, não é possível confirmar",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo não disponível. O título 'Variability Representation in Software Process with the SMartySPEM Approach' sugere foco em modelagem de processos de software (SPEM = Software & Systems Process Engineering Metamodel), potencialmente relevante para IC2 (modelagem estocástica) ou representação de variabilidade em processos. Contudo, sem acesso ao abstract ou texto completo, não é possível confirmar se o trabalho aborda process mining, modelagem e"
f32bed5b,Task estimation for software company employees based on computer interaction logs,10.1007/s10664-021-10006-4,2021,springer,maybe,pending,"Resumo não disponível impede confirmação definitiva de critérios de inclusão. Título sugere forecasting de esforço (task estimation) em contexto de SW usando dados de interação (possivelmente event logs), alinhado com IC3, mas sem abstract verificado não é possível confirmar métodos estocásticos, fonte exata de dados ou escopo completo. Full text review necessário.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo não disponível impede confirmação definitiva de critérios de inclusão. Título sugere forecasting de esforço (task estimation) em contexto de SW usando dados de interação (possivelmente event logs), alinhado com IC3, mas sem abstract verificado não é possível confirmar métodos estocásticos, fonte exata de dados ou escopo completo. Full text review necessário."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""forecasting"","
a631a363,An Empirical Basis for Software Architecture Research,10.1007/978-3-031-36847-9_5,2023,springer,maybe,pending,"Abstract ausente e título genérico ('An Empirical Basis for Software Architecture Research') não permite determinar se o paper aborda process mining, modelagem estocástica, forecasting ou mineração de repositórios em processos de SW. O termo 'arquitetura de software' pode referir-se a design de sistema (fora do escopo) ou a processos de desenvolvimento. Full text é necessário para avaliação defini",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente e título genérico ('An Empirical Basis for Software Architecture Research') não permite determinar se o paper aborda process mining, modelagem estocástica, forecasting ou mineração de repositórios em processos de SW. O termo 'arquitetura de software' pode referir-se a design de sistema (fora do escopo) ou a processos de desenvolvimento. Full text é necessário para avaliação definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
 "
4e23dcf2,Overview of the Process Inventory Framework,10.1007/978-1-4842-9816-9_2,2023,springer,maybe,pending,"Resumo completamente ausente. Título 'Overview of the Process Inventory Framework' sugere possível relevância para BPM/processos, mas sem acesso ao conteúdo é impossível confirmar se aborda process mining, modelagem estocástica, forecasting ou software development processes conforme escopo PATHCAST. Texto completo necessário para avaliação conclusiva.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo completamente ausente. Título 'Overview of the Process Inventory Framework' sugere possível relevância para BPM/processos, mas sem acesso ao conteúdo é impossível confirmar se aborda process mining, modelagem estocástica, forecasting ou software development processes conforme escopo PATHCAST. Texto completo necessário para avaliação conclusiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
   "
2fc65898,Special Issue on New Paradigms of Software Production and Deployment,10.1007/s42979-022-01029-9,2022,springer,maybe,exclude,"Este é um editorial de special issue, não um artigo de pesquisa. Sem abstract disponível e sendo um editorial, não há evidência de que apresente pesquisa empírica ou metodológica aplicando process mining, modelagem estocástica, forecasting ou mineração de repositório aos critérios de inclusão definidos. Editoriais tipicamente não contêm contribuições técnicas mensuráveis contra os ICs.",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Este é um editorial de special issue, não um artigo de pesquisa. Sem abstract disponível e sendo um editorial, não há evidência de que apresente pesquisa empírica ou metodológica aplicando process mining, modelagem estocástica, forecasting ou mineração de repositório aos critérios de inclusão definidos. Editoriais tipicamente não contêm contribuições técnicas mensuráveis contra os ICs."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC4""
  ],
  ""ev"
4727977a,Mining Valuable Collaborations from Event Data Using the Recency-Frequency-Monetary Principle,10.1007/978-3-031-07472-1_20,2022,springer,maybe,pending,"O resumo está ausente, inviabilizando avaliação confiável contra critérios de inclusão/exclusão. O título sugere análise de event data e descoberta de padrões (potencialmente process mining), mas não confirma se o trabalho aborda processos de software ou se aplica RFM (Recency-Frequency-Monetary) a domínios genéricos de BPM/colaboração. Texto completo é necessário para determinar escopo.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, inviabilizando avaliação confiável contra critérios de inclusão/exclusão. O título sugere análise de event data e descoberta de padrões (potencialmente process mining), mas não confirma se o trabalho aborda processos de software ou se aplica RFM (Recency-Frequency-Monetary) a domínios genéricos de BPM/colaboração. Texto completo é necessário para determinar escopo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"
020814de,Automatic feedback and assessment of team-coding assignments in a DevOps context,10.1186/s41239-023-00386-6,2023,springer,maybe,pending,"O resumo está ausente, e o título refere-se a 'feedback automático e avaliação' em contexto 'DevOps', que sugere possível relevância a processos de desenvolvimento de software. Porém, sem acesso ao texto completo ou abstract, não é possível confirmar se o trabalho aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios conforme escopo da SLR P",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, e o título refere-se a 'feedback automático e avaliação' em contexto 'DevOps', que sugere possível relevância a processos de desenvolvimento de software. Porém, sem acesso ao texto completo ou abstract, não é possível confirmar se o trabalho aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios conforme escopo da SLR PATHCAST. A ênfase em 'team-coding assignments' e "
aefef85c,Digital Twin of an Organization: Are You Serious?,10.1007/978-3-030-94343-1_19,2022,springer,maybe,pending,"Resumo ausente impossibilita avaliação confiável contra critérios IC/EC. Título 'Digital Twin of an Organization' sugere modelagem de processos organizacionais potencialmente relevante a process mining e modelagem estocástica, mas sem conteúdo textual não há evidência suficiente para decisão definitiva. Venue (BPM Workshops 2022) é compatível com o escopo PATHCAST, justificando a espera por texto ",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impossibilita avaliação confiável contra critérios IC/EC. Título 'Digital Twin of an Organization' sugere modelagem de processos organizacionais potencialmente relevante a process mining e modelagem estocástica, mas sem conteúdo textual não há evidência suficiente para decisão definitiva. Venue (BPM Workshops 2022) é compatível com o escopo PATHCAST, justificando a espera por texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": ["
0d9f2713,Test-based behaviour model derivation and adaption to enable automated test case scheduling for automated production systems,10.1007/s11740-024-01289-9,2024,springer,maybe,pending,"O resumo está completamente ausente, impossibilitando avaliação conclusiva dos critérios de inclusão/exclusão. O título menciona 'test-based behaviour model derivation' e 'automated test case scheduling', sugerindo possível relevância a modelagem de processos e forecasting em contexto de teste de software. Porém, a menção a 'automated production systems' cria ambiguidade crítica sobre o domínio (s",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está completamente ausente, impossibilitando avaliação conclusiva dos critérios de inclusão/exclusão. O título menciona 'test-based behaviour model derivation' e 'automated test case scheduling', sugerindo possível relevância a modelagem de processos e forecasting em contexto de teste de software. Porém, a menção a 'automated production systems' cria ambiguidade crítica sobre o domínio (software vs. manufatura/controle industrial). Aces"
7c0240ac,"On Compatibility and Empirical Manifestation of Lean, Agile, and Service-Oriented Performers",10.1007/978-3-031-14988-7_8,2023,springer,maybe,pending,"Resumo completamente ausente. Título menciona 'Lean, Agile, e Service-Oriented Performers' sugerindo análise organizacional/gerencial, mas sem abstract não é possível determinar se aborda process mining, modelagem estocástica ou forecasting em processos de software. Necessário acesso ao texto completo para avaliação rigorosa.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo completamente ausente. Título menciona 'Lean, Agile, e Service-Oriented Performers' sugerindo análise organizacional/gerencial, mas sem abstract não é possível determinar se aborda process mining, modelagem estocástica ou forecasting em processos de software. Necessário acesso ao texto completo para avaliação rigorosa."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],"
1244feb4,Role of Artificial Intelligence in Software Quality Assurance,10.1007/978-3-030-82196-8_10,2022,springer,maybe,exclude,"Resumo ausente impossibilita avaliação confiável do conteúdo. O título 'Role of Artificial Intelligence in Software Quality Assurance' sugere foco em QA e IA genérica, sem indicação clara de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Nenhum dos critérios de inclusão (IC1–IC4) pode ser confirmado com base apenas no título. Altamente prov",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Resumo ausente impossibilita avaliação confiável do conteúdo. O título 'Role of Artificial Intelligence in Software Quality Assurance' sugere foco em QA e IA genérica, sem indicação clara de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Nenhum dos critérios de inclusão (IC1–IC4) pode ser confirmado com base apenas no título. Altamente provável que seja survey genérico sobre IA/QA (EC4) o"
27e267c2,Synergies Between Artificial Intelligence and&#xa0;Software Engineering: Evolution and&#xa0;Trends,10.1007/978-3-031-08202-3_2,2022,springer,maybe,exclude,"Resumo ausente inviabiliza avaliação confiável. Título sugere survey/handbook sobre IA e Engenharia de Software em geral, não especificamente sobre process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo. Classificável como EC4 (revisão secundária fora do escopo) com alto risco.",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Resumo ausente inviabiliza avaliação confiável. Título sugere survey/handbook sobre IA e Engenharia de Software em geral, não especificamente sobre process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo. Classificável como EC4 (revisão secundária fora do escopo) com alto risco."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  "
ae9cd129,Transformer Models for&#xa0;Activity Mining in&#xa0;Knowledge-Intensive Processes,10.1007/978-3-031-25383-6_2,2023,springer,maybe,pending,"Resumo completamente ausente e fonte bibliográfica não verificável (springer genérico). O título sugere aplicação de transformers a 'activity mining' em processos, o que poderia alinhar-se a IC1 (process mining), mas sem acesso ao texto completo é impossível confirmar: (1) se o contexto é software development process ou BPM genérico; (2) se há aplicação empírica a artefatos de SW (commits, issues,",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo completamente ausente e fonte bibliográfica não verificável (springer genérico). O título sugere aplicação de transformers a 'activity mining' em processos, o que poderia alinhar-se a IC1 (process mining), mas sem acesso ao texto completo é impossível confirmar: (1) se o contexto é software development process ou BPM genérico; (2) se há aplicação empírica a artefatos de SW (commits, issues, PRs, logs); (3) se 'activity mining' refere-se a"
aef4602f,On the use of domain knowledge for process model repair,10.1007/s10270-022-01067-0,2022,springer,maybe,pending,"Abstract ausente impossibilita avaliação definitiva do conteúdo. Título menciona 'process model repair' e 'domain knowledge', sugerindo relevância potencial a process mining, mas sem acesso ao texto completo não é possível confirmar se o trabalho aplica-se a processos de software (IC1) ou é BPM genérico. Full text é necessário para classificação conclusiva.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impossibilita avaliação definitiva do conteúdo. Título menciona 'process model repair' e 'domain knowledge', sugerindo relevância potencial a process mining, mas sem acesso ao texto completo não é possível confirmar se o trabalho aplica-se a processos de software (IC1) ou é BPM genérico. Full text é necessário para classificação conclusiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insuffic"
cb3f5728,Process Mining of Event Logs from Horde Helpdesk,10.1007/978-3-030-01659-3_35,2019,springer,maybe,exclude,"O título indica process mining de event logs, porém em contexto de Horde Helpdesk (sistema de suporte técnico genérico), não de processos de desenvolvimento de software. Sem abstract disponível e com domínio claramente fora de SW (EC1), não há evidência confiável de IC1, IC2, IC3 ou IC4 aplicados a SW. A aplicação é a BPM/helpdesk, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica process mining de event logs, porém em contexto de Horde Helpdesk (sistema de suporte técnico genérico), não de processos de desenvolvimento de software. Sem abstract disponível e com domínio claramente fora de SW (EC1), não há evidência confiável de IC1, IC2, IC3 ou IC4 aplicados a SW. A aplicação é a BPM/helpdesk, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""e"
857a548f,Agents and Organization Studies,10.1007/978-3-030-98816-6_3,2022,springer,maybe,exclude,"Resumo ausente e título genérico ('Agents and Organization Studies') não fornece evidência suficiente de relação com processos de software, process mining ou modelagem estocástica aplicada a SW. A menção anterior a 'simulação de processo de negócios baseada em agentes' sugere contexto organizacional geral, não especificamente de desenvolvimento de software. Sem abstract, não há confirmação de que ",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Resumo ausente e título genérico ('Agents and Organization Studies') não fornece evidência suficiente de relação com processos de software, process mining ou modelagem estocástica aplicada a SW. A menção anterior a 'simulação de processo de negócios baseada em agentes' sugere contexto organizacional geral, não especificamente de desenvolvimento de software. Sem abstract, não há confirmação de que algum IC (IC1–IC4) se aplique ao domínio de engen"
d37a3948,Specifying Requirements for Data Collection and Analysis in Data-Driven RE. A Research Preview,10.1007/978-3-030-73128-1_13,2021,springer,maybe,pending,"Abstract ausente impede avaliação definitiva do atendimento aos critérios IC (process mining, modelagem estocástica, forecasting ou mineração de repositórios em processos de SW). Título sugere foco em especificação de requisitos e coleta de dados em RE orientado a dados, com relevância marginal para o escopo PATHCAST. Texto completo necessário para determinar se aborda descoberta/análise de proces",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação definitiva do atendimento aos critérios IC (process mining, modelagem estocástica, forecasting ou mineração de repositórios em processos de SW). Título sugere foco em especificação de requisitos e coleta de dados em RE orientado a dados, com relevância marginal para o escopo PATHCAST. Texto completo necessário para determinar se aborda descoberta/análise de processos de desenvolvimento com dados ou apenas especi"
0235cf80,Cooperative Decision-Making to Minimize Biased Perceived Value Effect on Business Process Decisions Using Partially Observable Markov Decision Processes,10.1007/s43069-022-00142-y,2022,springer,maybe,pending,"O título menciona Partially Observable Markov Decision Processes (POMDPs) aplicados a decisões de processo de negócio, sugerindo relevância potencial para modelagem estocástica (IC2). Contudo, a ausência completa de abstract impede avaliação confiável sobre: (1) se o foco é em processos de desenvolvimento de software ou domínios genéricos (manufatura, operações, finanças); (2) se há aplicação conc",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O título menciona Partially Observable Markov Decision Processes (POMDPs) aplicados a decisões de processo de negócio, sugerindo relevância potencial para modelagem estocástica (IC2). Contudo, a ausência completa de abstract impede avaliação confiável sobre: (1) se o foco é em processos de desenvolvimento de software ou domínios genéricos (manufatura, operações, finanças); (2) se há aplicação concreta a artefatos de SW ou apenas teoria abstrata "
0182159f,RBPMN - The Power of Roles for Business Process Modeling with BPMN,10.1007/978-3-031-07475-2_3,2022,springer,maybe,exclude,"Sem abstract disponível e título sugere foco em modelagem BPMN genérica com roles, sem evidência clara de aplicação a processos de software, process mining, modelagem estocástica ou forecasting. Risco alto de ser artigo de BPM/modelagem de negócios fora do escopo PATHCAST.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Sem abstract disponível e título sugere foco em modelagem BPMN genérica com roles, sem evidência clara de aplicação a processos de software, process mining, modelagem estocástica ou forecasting. Risco alto de ser artigo de BPM/modelagem de negócios fora do escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
  ""evidence_tags"": [],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""p"
0fbef89c,Data-Driven Requirements Elicitation: A Systematic Literature Review,10.1007/s42979-020-00416-4,2021,springer,maybe,pending,"Resumo completamente ausente. Título sugere foco em elicitação de requisitos com abordagem data-driven, que poderia potencialmente envolver IC4 (mineração de repositórios para descobrir processos) ou IC1 (process mining em artefatos de SW), mas sem abstract não é possível confirmar escopo, métodos ou foco principal. Requer acesso ao texto completo para decisão firme.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo completamente ausente. Título sugere foco em elicitação de requisitos com abordagem data-driven, que poderia potencialmente envolver IC4 (mineração de repositórios para descobrir processos) ou IC1 (process mining em artefatos de SW), mas sem abstract não é possível confirmar escopo, métodos ou foco principal. Requer acesso ao texto completo para decisão firme."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abs"
3350d6dd,Reverse Engineering: The University Distributed Services,10.1007/978-3-030-63089-8_14,2021,springer,maybe,pending,"Resumo ausente e título genérico ('Reverse Engineering: The University Distributed Services') não permite determinar com confiança se o trabalho aborda process mining, modelagem estocástica ou processos de software. Reverse engineering de serviços distribuídos pode estar fora do escopo da SLR (EC1 — domínio fora de SW) ou pode ser relevante em contexto de arquitetura/processo de SW. Texto completo",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente e título genérico ('Reverse Engineering: The University Distributed Services') não permite determinar com confiança se o trabalho aborda process mining, modelagem estocástica ou processos de software. Reverse engineering de serviços distribuídos pode estar fora do escopo da SLR (EC1 — domínio fora de SW) ou pode ser relevante em contexto de arquitetura/processo de SW. Texto completo necessário para decisão definitiva."",
  ""matched"
26b16637,Multi-level Team Assignment in Social Business Processes: An Algorithm and Simulation Study,10.1007/s10796-021-10211-y,2021,springer,maybe,pending,"Abstract ausente impede avaliação definitiva. Título menciona 'team assignment', 'social business processes' e 'simulation study', sugerindo possível relevância a modelagem estocástica de processos, mas sem conteúdo claro sobre: (1) se o domínio é software development process, (2) se aplica process mining ou event logs, (3) se o escopo é BPM genérico (risco EC1) ou software-específico. Full text n",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação definitiva. Título menciona 'team assignment', 'social business processes' e 'simulation study', sugerindo possível relevância a modelagem estocástica de processos, mas sem conteúdo claro sobre: (1) se o domínio é software development process, (2) se aplica process mining ou event logs, (3) se o escopo é BPM genérico (risco EC1) ou software-específico. Full text necessário para confirmar IC2/IC3 versus exclusão "
c8cfe8c6,Using a Semantic-Based Support System for Merging Knowledge from Process Participants,10.1007/978-3-030-85001-2_1,2021,springer,maybe,pending,"Resumo ausente impossibilita avaliação objetiva contra critérios IC/EC. Título sugere foco em integração de conhecimento de participantes de processo, com potencial relevância marginal a process mining colaborativo ou engenharia de software, mas sem conteúdo verificável não é possível confirmar escopo PATHCAST (process mining + estocástico + forecasting em SW). Texto completo é necessário para dec",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Resumo ausente impossibilita avaliação objetiva contra critérios IC/EC. Título sugere foco em integração de conhecimento de participantes de processo, com potencial relevância marginal a process mining colaborativo ou engenharia de software, mas sem conteúdo verificável não é possível confirmar escopo PATHCAST (process mining + estocástico + forecasting em SW). Texto completo é necessário para decisão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
 "
