internal_id,title,doi,year,source_db,ft_matched_ic,abstract,research_question,study_type,research_contribution,pm_technique,stochastic_technique,software_artifact,software_process,dataset_source,dataset_public,tool_used,main_finding,limitations,replication_package,origin,origin.1,raw
f52cb3e1,Intervention of knowledge flows in software process mining projects,10.1109/ENC56672.2022.9882931,2022,ieee,IC1|IC4,"Knowledge flows permit to analyze the type and sources of knowledge, and the way in which knowledge flows or is managed within an organization. This paper presents how a knowledge flow approach implemented in a process mining project, which analyzes process instances, supports the categorization of the different types and assets of knowledge stored in the repositories of software development organizations. In addition, it provides information for the roles involved in improvement cycles to make strategic decisions based on the types of mining (process discovery, conformance checking and process improvement). We present the implementation of the intervention methodology for the identification of processes, flows and types of knowledge with the objective of strengthening and validating the compliance of software processes. These results were validated with an experience report on the analysis of knowledge flows in a Mexican software development company implementing a Process Mining project.",Como os fluxos de conhecimento podem ser identificados e gerenciados em projetos de process mining de software para apoiar a tomada de decisões estratégicas e melhorias de processos?,case_study,framework | discovery | enhancement,alpha | inductive_miner | conformance_checking,none,jira | ci_cd | vcs | other,development | requirements | code_review | deployment,industrial,não_mencionado,não_mencionado,"A implementação de uma abordagem de fluxos de conhecimento em projetos de process mining permite categorizar tipos e ativos de conhecimento armazenados em repositórios de organizações de desenvolvimento de software, fornecendo informações para que os papéis envolvidos tomem decisões estratégicas baseadas em descoberta de processos, verificação de conformidade e melhoria de processos.",O estudo foi validado em uma única empresa de desenvolvimento de software mexicana; a pesquisa não aborda especificamente técnicas estocásticas ou modelos probabilísticos.,não_mencionado,working_set,working_set,
0587b264,A Data-Centric Approach to Evaluate Requirements Engineering in Multidisciplinary Projects,10.1109/SMC53654.2022.9945270,2022,ieee,IC1|IC4,"Multidisciplinary teams are often a necessity for software projects as they provide the required expertise to effectively solve complex problems. However, efficient collaboration between teams with different disciplines is challenging due to several factors such as considering gaps in knowledge areas, establishing a development process, and understanding different requirements from various groups or stakeholders. The agile methodology, such as scrum, offers a powerful approach to managing the software development process effectively. As part of the agile methodology, some techniques and tools are used to manage requirements change, which is a common practice in multidisciplinary teams. This research aims to leverage process-mining techniques to analyze data from Jira and GitHub to analyze the efficacy of software development process, particularly in multidisciplinary teams. This approach is applied to a case study of a virtual healthcare intervention system to measure the team’s productivity. The results indicate several deficiencies in the process with respect to requirements engineering task that cause loss of time and increase rework rates. Results indicate that there are some challenges in the development process that contribute to some deficiencies. The rework rate is high and the number of tasks that are intended to be completed is less than what was planned. These factors can contribute to the lengthening of the software development process. Most of these challenges can be addressed by improving the requirement engineering process in order to obtain the requirements and manage change requests more efficiently.",Como técnicas de process mining podem ser aplicadas para avaliar a eficácia do processo de engenharia de requisitos em equipes multidisciplinares de desenvolvimento de software?,case_study,discovery | enhancement,other,none,jira | github,requirements | development,academic,não_mencionado,Jira | GitHub,"A análise de process mining sobre dados do Jira e GitHub revelou deficiências no processo de engenharia de requisitos em equipes multidisciplinares, incluindo alto índice de rework e falhas na conclusão de tarefas planejadas. Os principais desafios identificados foram falta de conhecimento de domínio compartilhado e comunicação inadequada entre profissionais de diferentes disciplinas.","O estudo foi conduzido em um único projeto de case study (Robin's Nest), limitando a generalização dos resultados. Não foram especificadas técnicas estatísticas de análise ou validação independente dos achados.",não_mencionado,working_set,working_set,
82ce5370,An AI-Enhanced Process Mining Framework for Software Process Insights,10.1109/KSE59128.2023.10299475,2023,ieee,IC1|IC4,"Using process mining to gain insight of software processes presents several challenges, especially in preparing good-quality input data for the mining algorithm from the low-level data recorded by non-process-aware systems, such as version control systems. This paper proposes a process mining framework integrating AI techniques to enhance and simplify the execution of process mining tasks in this context. First, we implement a learning process to build an ontology capturing the knowledge of the analyzed processes' domain. Then this domain ontology is used in constructing an event log that enables an effective process discovery and analysis. The domain ontology plays the role of a domain expert in matching low-level events to high-abstraction and meaningful process activities. We implemented and experienced the proposed framework to extract process knowledge of e-commerce web applications development.",Como integrar técnicas de IA com process mining para melhorar a extração e preparação de event logs a partir de sistemas de controle de versão em processos de desenvolvimento de software?,framework,framework | discovery | enhancement,alpha | inductive_miner | other,none,vcs | commits,development | code_review,industrial,não_mencionado,não_mencionado,"O framework proposto integra construção semi-automática de ontologia de domínio com técnicas de IA para filtrar e agrupar eventos de baixo nível extraídos de sistemas de controle de versão, associando-os a atividades significativas de processo. A abordagem resolve desafios críticos de extração e preparação de event logs em processos de software, exemplificado em aplicações web de e-commerce.",O paper apresenta apenas conceitos preliminares do framework sem resultados experimentais completos documentados nas páginas fornecidas.,não_mencionado,working_set,working_set,
e3d6d00e,Towards Streamlining Auditing for Compliance with Requirements in Open-Source Software at NASA,10.1109/DASC66011.2025.11257352,2025,ieee,IC1|IC4,"Context: Software that operates in critical environments must be developed and maintained following strict software engineering and development processes. The instantiation of such processes may vary per project; however, once decided upon, projects must undergo audits to evaluate compliance with such requirements. Aim: We propose that audit effort can be reduced when requirements are realized by leveraging commonly used opensource infrastructure for version control, issue tracking and continuous integration, and the generated records are analyzed using a repository mining software tool to quantify process compliance. Method: We perform a case study in the NASA-funded Copilot project, utilizing Kaiaulu, a repository mining software tool. We define four software compliance metrics based on the Copilot's requirements, and analyze their impact on source code quality. Results: Our work demonstrates how it is possible to leverage existing open source tools and platforms to facilitate software certification and qualification, and to streamline the auditing process required even when stringent requirements must be enforced. Conclusion: Together, both project and tool can be utilized to visualize project compliance, and metrics can be defined to more easily identify process irregularities to minimize auditing efforts. Project Repository: github.com/Copilot-Language/copilot Tool Repository: github.com/sailuh/kaiaulu",Como reduzir o esforço de auditoria de conformidade de requisitos em software de código aberto da NASA através da análise automatizada de repositórios?,case_study,enhancement | framework,none,none,commits | vcs | github | issues | ci_cd,development | maintenance | requirements,open_source,sim,Kaiaulu,"O trabalho demonstra como estender ferramentas de análise de repositórios existentes para detectar conformidade com processos de desenvolvimento através de métricas específicas. A abordagem leverages infraestrutura padrão de código aberto (Git, GitHub, Travis CI) para facilitar auditoria de conformidade com requisitos NASA NPR7150.2, reduzindo esforço manual de compilação de evidências.",não_mencionado,parcial,working_set,working_set,
43e84ac4,MINDS: An NLP-Driven Process Mining Framework for Superior Microservices Decomposition,10.1109/ACCESS.2025.3639460,2025,ieee,IC1|IC4,"The decomposition of monolithic applications into microservice architectures is one of the most challenging tasks in modern software engineering, requiring architects to balance functional cohesion, minimize coupling, and preserve business logic integrity. Existing approaches rely on static analysis or single-dimensional criteria, failing to leverage business domain semantics and behavioral insights from system execution. This paper introduces the Microservices Identification through Natural language and Dynamic Sequence analysis (MINDS) framework, a novel approach that integrates inductive mining with natural language processing to achieve superior automated microservice decomposition. MINDS functions via a five-phase pipeline: input data are loaded by extracting user traces using our algorithm to build an event log. Natural Language Processing (NLP) preprocessing employs semantic classification to discern business domain concepts and categorize activities based on functional relationships; inductive mining derives behavioral models from event logs within each domain cluster; post-processing examines process trees to pinpoint optimal decomposition points according to structural complexity and quality metrics; and documentation generation creates detailed microservice specifications encompassing Business Process Model and Notation (BPMN) models and Application Programming Interface (API) definitions. We evaluated MINDS for four applications using event logs with 6,000 activities each. MINDS effectively outperformed the prominent approaches for all the quality parameters. The cohesion scores, coupling metrics, and process mining quality metrics exceeded the thresholds for fitness and precision scores. MINDS enhances automated microservices decomposition through methodological innovation and superior empirical performance. The combination of process mining and natural language processing facilitates the discovery of service boundaries that align with the execution patterns and business domain concepts.","Como integrar process mining com processamento de linguagem natural para alcançar decomposição superior de aplicações monolíticas em microserviços, considerando tanto padrões comportamentais quanto semântica de domínio?",tool,framework | discovery | enhancement,inductive_miner,none,none,development | requirements,synthetic,não_mencionado,"MINDS framework, ProM (implícito)","O framework MINDS combina inductive mining com NLP para identificar limites de microserviços alinhados com padrões de execução e conceitos de domínio. Alcançou scores de coesão de 78,2%-80,6% e métricas de acoplamento de 19,1%-21,7%, superando significativamente abordagens existentes. A geração automatizada de especificações produção-ready atinge scores de 91,3%-96,7%.",Avaliação realizada em apenas quatro aplicações com event logs de 6.000 atividades cada. Não há discussão detalhada sobre escalabilidade para sistemas ainda maiores ou variabilidade em tipos de aplicações monolíticas.,não_mencionado,working_set,working_set,
7434525f,Comparative Analysis of AI Software and Traditional Software GitHub Repositories Using Process Mining,10.15439/2025F3421,2025,ieee,IC1|IC4,"This study conducts a comparative analysis of Artificial Intelligence (AI) software and traditional GitHub repositories, focusing on workflow efficiency and sentiment dynamics. Using process mining and sentiment analysis techniques, we examine repositories from eight prominent projects, encompassing diverse datasets of issues and pull requests filtered for relevance and consistency. Our findings reveal that AI software repositories exhibit different workflow patterns and sentiment dynamics compared to traditional repositories. Sentiment analysis uncovers that contributors to AI software repositories experience more positive sentiment dynamics, likely reflecting structured workflows and collaborative tools. Conversely, traditional repositories exhibit longer resolution times and more fluctuating sentiment patterns, which may indicate higher complexity or less automation. These insights provide valuable recommendations for optimizing repository management, fostering contributor satisfaction, and improving collaborative software development environments.",Quais são as diferenças nos padrões de fluxo de trabalho e dinâmica de sentimento entre repositórios de software com IA e software tradicional no GitHub?,case_study,discovery | enhancement,alpha | inductive_miner,none,github | issues | vcs,development | code_review | bug_fixing,open_source,sim,não_mencionado,"Repositórios de software com IA apresentam padrões de fluxo de trabalho mais estruturados e dinâmica de sentimento mais positiva comparado a repositórios tradicionais. Repositórios tradicionais exibem tempos de resolução mais longos e padrões de sentimento mais flutuantes, indicando maior complexidade ou menor automação.",O estudo não menciona explicitamente limitações no texto fornecido.,não_mencionado,working_set,working_set,
96767878,Analysis of software fault removal policies using a non-homogeneous continuous time Markov chain,10.1023/B:SQJO.0000034709.63615.8b,2004,scopus,IC2,,"Como diferentes políticas de remoção de falhas afetam o número residual de falhas em software durante o processo de teste, considerando o tempo não-negligenciável de remoção e imperfeições no processo?",theoretical,framework | prediction | simulation,none,markov_chain,none,testing | bug_fixing | maintenance,synthetic,não_mencionado,não_mencionado,O artigo apresenta um framework baseado em Cadeias de Markov de Tempo Contínuo Não-Homogêneas (NHCTMC) que incorpora explicitamente o tempo de remoção de falhas e imperfeições no processo de remoção. O método proposto permite analisar diferentes estratégias de remoção de falhas e computar a intensidade de falhas do software na presença de remoção de falhas explícita.,"O modelo assume inicialmente taxa de remoção constante, posteriormente estendida para dependências de tempo e estado. As soluções envolvem métodos numéricos ao invés de expressões em forma fechada.",não_mencionado,working_set,working_set,
b5ea4fdd,Modeling of software development process with the Markov processes,10.15587/1729-4061.2017.103340,2017,scopus,IC2,"The comparative analysis of the existing research on the application of formal approaches to the software development process modeling is performed. Based on the analysis, the urgency of modeling of the software development process as a Markov random process is substantiated. An information model of association rule mining and application in software development is developed. The information model represents the process and can be used in the design of appropriate information technology. The research, which determined the number of steps needed to develop one software component and the whole software is carried out. The levels of detail of the software development process such as the level, representing the development of software, which is a finite set of software components; the level, representing a detailed description of the stages of development of a particular component; the level, representing a detailed description a certain stage of development of a particular component are identified. For each level, the relevant stages of software development are described. Modeling of the software development process with the Markov chains is conducted. This will allow using a single mathematical tool to represent the corresponding process at different levels of detail",Como modelar o processo de desenvolvimento de software usando cadeias de Markov em diferentes níveis de detalhamento? Como integrar a busca de regras associativas no desenvolvimento de software através de processos estocásticos?,theoretical,framework | simulation,other,markov_chain,none,development | requirements,not_specified,não_mencionado,não_mencionado,"Os autores propõem um modelo de informação baseado em cadeias de Markov para formalizar o processo de desenvolvimento de software, permitindo modelagem em diferentes níveis de detalhe. O trabalho apresenta abordagens formais para descrever dinamicamente o processo de desenvolvimento, integrando conceitos de regras associativas.","O texto disponível não fornece informações completas sobre limitações reportadas, avaliação experimental ou validação do modelo proposto.",não_mencionado,working_set,working_set,
61cb2257,Transforming Cognitive Maps into Markov Process Models for Software Development Projects,10.1109/SIST58284.2023.10223535,2023,scopus,IC2,"The complexity of managing software development projects in organizational and technical systems is due to a number of features. Such projects are weakly structured systems. The parameters of weakly structured systems form a complex “web” of connections and states that change over time. The development of projects in such a multifactorial environment can only be represented in the form of qualitative models. The use of cognitive maps with their subsequent presentation in the form of Markov chains allows quantifying the course of project processes, which are the main condition for the success of the project. At the same time, quantitative estimates represent not only a multi-vector picture of the state of projects, but also have the property of forecasting. The scope of the proposed method can be significantly expanded through the use in the educational process in the training of professionals in the field of programming and project management.",Como transformar mapas cognitivos em modelos de cadeias de Markov para melhorar a gestão e previsão de estados em projetos de desenvolvimento de software?,theoretical,framework | prediction | simulation,none,markov_chain,none,development | project_management,not_specified,não_mencionado,não_mencionado,"O método proposto integra mapas cognitivos com cadeias de Markov para quantificar processos de projetos de software, fornecendo uma representação multi-vetorial do estado dos projetos com propriedades de previsão. A abordagem permite gerenciar sistemas fracamente estruturados através de modelos qualitativos transformados em estimativas quantitativas.",não_mencionado,não_mencionado,working_set,working_set,
bbfaa5a6,Mathematical model of the software development process according to the 'outsource' scheme,10.1109/DESSERT61349.2023.10416494,2023,scopus,IC2,"The software development process is complex and multifaceted, influenced by a multitude of factors such as project complexity, collaboration among different teams, interaction with clients, and development methodologies. Efficiently managing this process becomes a crucial task for ensuring quality and meeting deadlines. In the context of the “outsourcing” scheme, where certain stages of software product development can be delegated to external specialists or teams, challenges arise in assessing the probabilistic-temporal characteristics of the development process. Questions arise about the expected time for each stage's completion, the likelihood of meeting set deadlines, and the factors exerting the greatest impact on process effectiveness. The objective of this research is to develop a mathematical model that enables the analysis of probabilistic-temporal characteristics of software development processes within the “outsourcing” scheme. The model takes into account various factors, including participants' expertise level, communication effectiveness, and other parameters influencing stage durations. The proposed mathematical model incorporates probabilistic transitions between stages, with transition probabilities and intensities depending on the involvement of external specialists and communication effectiveness. Relevant probabilistic distributions are used to estimate the duration of each stage, and statistical methods are employed to analyze probabilistic outcomes. By considering the intricacies of the “outsourcing” scheme, this study aims to facilitate informed decision-making in resource allocation, project planning, and risk assessment within the domain of software development. Insights derived from the model's probabilistic-temporal characteristics provide valuable tools for enhancing process management and outcomes in the dynamic realm of software development.","Como desenvolver um modelo matemático que analise características probabilístico-temporais de processos de desenvolvimento de software sob o esquema de outsourcing, considerando fatores como expertise dos participantes e efetividade de comunicação?",theoretical,framework | simulation,other,markov_chain | other,none,development,not_specified,não_mencionado,não_mencionado,"O modelo matemático proposto incorpora transições probabilísticas entre estágios de desenvolvimento, com probabilidades e intensidades de transição dependendo do envolvimento de especialistas externos e efetividade de comunicação. O modelo utiliza distribuições probabilísticas relevantes para estimar a duração de cada estágio, permitindo análise de características probabilístico-temporais em processos de outsourcing.",O trabalho não analisa formalmente processos reais de desenvolvimento de software e carece de validação empírica. A pesquisa não é direcionada à formalização de metodologias específicas de incorporação dos fatores identificados.,não_mencionado,working_set,working_set,
9e341b7f,A structured stochastic model for software project estimation in Waterfall models,10.18293/SEKE2018-033,2018,scopus,IC2|IC3,"Evaluate team’s performance on long-duration projects can be a challenge. It relies on human expertise to perform estimations, which can generate uncertainty and dependency of experienced specialists. Statistical techniques, such as modeling and simulations, are suitable options as tools to support projects estimations. Our goal in this paper is a formal mapping of the main Waterfall model characteristics to stochastic model to predict performance indices of teams such as the real working time.",Como modelar formalmente o desempenho de equipes em projetos Waterfall de longa duração usando técnicas estocásticas para melhorar a estimação de recursos e tempo?,simulation,prediction | simulation | framework,none,markov_chain | other,none,development | testing,industrial,não_mencionado,PEPS,"O modelo estocástico estruturado baseado em Stochastic Automata Networks (SAN) permite representar e simular o desempenho de equipes Waterfall considerando expertise variada, estados de trabalho, colaboração e retrabalho, fornecendo estimativas mais confiáveis que dependem apenas de expertise humana.",O modelo foi validado com dados de apenas um projeto industrial específico (Project X) e os autores reconhecem que não se trata de uma solução completa.,não_mencionado,working_set,working_set,
8a97d0cf,Constructing a Hybrid Software Process Simulation Model in Practice: An Exemplar from Industry,10.1145/3379177.3388906,2020,acm,IC2|IC3,"Background: Software Process Simulation Modeling (SPSM) is of paramount importance to support quantitative management of software development process. Hybrid process simulation combines multiple simulation paradigms to reflect complex changes in realistic software processes, which brings inherent challenges to process management. Constructing a hybrid model requires more modeling expertise and experience than modeling by solo-paradigm. However, a few studies explicitly discuss the challenges they encountered as a topic, which may discourage practitioners.Objective: Our aim in this study is to present an industrial process modeling project as an exemplar to demonstrate and discuss the technical issues and challenges associated with hybrid process simulation in practice.Method: Based on the collaboration with a global software enterprise, we constructed a hybrid process simulation model that combines System Dynamics (SD) and Discrete Event Simulation (DES) to predict the project duration and release date for management.Results: Several challenges around hybrid process simulation of software development process are identified and discussed with the proposal of sets of solutions from different perspectives. The model is validated by comparing the simulation result with the actual enactment of the process in industry. In addition, the result confirms the rationality and efficacy of the suggested solutions to some extent.Conclusions: In the collaboration with the enterprise, five-step modeling procedure was adopted for constructing the hybrid process model. The experience reported about the detailed steps of hybrid modeling may offer reference value to the SPSM community.",Quais são os desafios técnicos e as soluções práticas para construir modelos de simulação de processos de software híbridos que combinem múltiplos paradigmas de simulação?,case_study,hybrid | framework | enhancement,none,system_dynamics | monte_carlo,none,development | deployment,industrial,não_mencionado,não_mencionado,"O estudo apresenta um modelo de simulação híbrido que combina System Dynamics e Discrete Event Simulation para prever duração de projetos e datas de release em uma empresa de software global. Identifica e discute cinco desafios principais e propõe soluções práticas, validando o modelo através de comparação com dados reais de enactment do processo.","O estudo é baseado em um único caso industrial, o que limita a generalização dos resultados. Não há descrição detalhada sobre como as ferramentas de simulação específicas foram utilizadas ou quais parâmetros estocásticos foram configurados.",não_mencionado,working_set,working_set,
483d7725,DevOps workflow verification and duration prediction using non-Markovian stochastic Petri nets,10.1002/smr.2329,2021,scopus,IC2|IC3,"In this paper, we provide a non‐Markovian Stochastic Petri Net (SPN) model for DevOps workflow specification, and we determine how business processes are carried out. After describing our model semantics, we show how general properties related to liveness and safety can be checked. After that, we provide several extensions on SPNs (SPN) the notation and expressivity to check some specific properties related to actors' (Developers and Operators) availability, interactions between the actors, and execution failures detection linked to the DevOps steps. Next, we validate the proposed model relevance with MATLAB simulation through a specific DevOps case study. Finally, we propose a truncated density function to anticipate the delays related to the DevOps business process overall steps.","Como especificar, verificar e prever a duração de workflows DevOps usando redes de Petri estocásticas não-Markovianas?",simulation,framework | prediction | simulation,declarative | other,stochastic_petri_net | other,ci_cd | other,development | deployment | testing,synthetic,não_mencionado,MATLAB,Propõe um modelo de Rede de Petri Estocástica não-Markoviana (NM-WSPN) para especificar workflows DevOps e verifica propriedades de liveness e safety. Valida o modelo através de simulação MATLAB e propõe uma função de densidade truncada para antecipar atrasos nos processos DevOps.,não_mencionado,não_mencionado,working_set,working_set,
f36a08fe,Assessing the risk of software development in agile methodologies using simulation,10.1109/ACCESS.2021.3115941,2021,scopus,IC2|IC3,"Agile methodologies aim to reduce software development risk using short iterations, feature-driven development, continuous integration, testing automation, and other practices. However, the risk of project failure or time and budget overruns is still a relevant problem. This paper aims to present and discuss a new approach to model some key risk factors in agile development, using software process simulation modeling (SPSM), which can complement other approaches, and whose usage is particularly suited for agile development. We introduce a new approach to modeling some key risk factors – namely project duration, number of implemented issues, and key statistics of issue completion time – using a simulator of agile development, which we developed for this purpose. The approach includes modeling the agile process, gathering data from the tool used for project management, and performing Monte Carlo simulations of the process, to get insights about the expected time and effort to complete the project, and about their distributions. The model’s parameters that can cause risk are errors in effort estimation of the features to develop, variations in developers’ assignment to these features, impediments related to developers’ availability and work completion. To validate the simulator, and to demonstrate how the method can be used, we analyzed three open-source projects, gathering their data from JIRA repositories. We ran Monte Carlo simulations of these projects, showing that the simulator can well approximate the progress of the real project, then varying the identified risk factors and statistically evaluating their effects on the risk parameters. The proposed approach is relevant for project managers, being able to quantitatively evaluate the risks, provided that the process and the project’s data are properly modeled and gathered. As for the future, we are working to improve our risk assessment method, evaluating it on more case studies, scaling the model from a single team to multiple teams involved in one or more projects.","Em que medida é possível automatizar e modelar fatores-chave de risco em desenvolvimento ágil usando simulação de processos de software? Como os fatores de risco afetam a duração do projeto, número de issues implementadas e distribuição de tempo de conclusão?",simulation,simulation | prediction | framework,none,monte_carlo,jira | issues,development | requirements,open_source,sim,JIRA | simulador customizado,"O simulador desenvolvido consegue aproximar bem o progresso real do projeto através de simulações Monte Carlo, permitindo avaliar quantitativamente os riscos. Os principais fatores de risco identificados são: erros na estimativa de esforço das features, variações na alocação de desenvolvedores, impedimentos relacionados à disponibilidade dos desenvolvedores e ao tempo de conclusão do trabalho.",Validação realizada em apenas três projetos open-source; modelo limitado a equipes únicas; necessidade de melhoria na avaliação com mais casos de estudo e escalabilidade para múltiplas equipes.,não_mencionado,working_set,working_set,
ae9983fa,A Stochastic Petri net Model of Continuous Integration and Continuous Delivery,10.1109/ISSREW55968.2022.00050,2022,scopus,IC2|IC3,"Modern software development organizations rely on continuous integration and continuous delivery (CI/CD), since it allows developers to continuously integrate their code in a single shared repository and automates the delivery process of the product to the user. While modern software practices improve the performance of the software life cycle, they also increase the complexity of this process. Past studies make improvements to the performance of the CI/CD pipeline. However, there are fewer formal models to quantitatively guide process and product quality improvement or characterize how automated and human activities compose and interact asynchronously. Therefore, this paper develops a Petri net model to analyze a CI/CD pipeline to improve process performance in terms of the probability of successfully delivering new or updated functionality by a specified deadline. The utility of the model is demonstrated through a sensitivity analysis to identify stages of the pipeline where improvements would most significantly improve the probability of timely product delivery.","Como modelar formalmente um pipeline de CI/CD usando Petri nets estocásticas para analisar e melhorar o desempenho do processo, particularmente a probabilidade de entregar funcionalidades com sucesso dentro de prazos especificados?",simulation,simulation | framework | enhancement,other,stochastic_petri_net,ci_cd,deployment | testing | development,not_specified,não_mencionado,não_mencionado,"O estudo desenvolve um modelo de Petri net estocástica para analisar pipelines de CI/CD, permitindo quantificar o impacto de melhorias em diferentes estágios do pipeline. A análise de sensibilidade identifica quais estágios do pipeline proporcionariam melhorias mais significativas na probabilidade de entrega oportuna do produto.",O paper não menciona explicitamente as limitações do estudo nas primeiras páginas fornecidas. O modelo proposto carece de validação empírica com dados reais de pipelines de CI/CD em larga escala.,não_mencionado,working_set,working_set,
d65695c6,A stochastic petri net model of continuous integration and continuous delivery,10.1109/RAMS51473.2023.10088212,2023,scopus,IC2|IC3,"SUMMARY & CONCLUSIONSModern software development organizations rely on continuous integration and continuous delivery (CI/CD), since it allows developers to continuously integrate their code in a single shared repository and automates the delivery process of the product to the user. While modern software practices improve the performance of the software life cycle, they also increase the complexity of this process. Past studies make improvements to the performance of the CI/CD pipeline. However, there are fewer formal models to quantitatively guide process and product quality improvement or characterize how automated and human activities compose and interact asynchronously. Therefore, this paper develops a stochastic Petri net model to analyze a CI/CD pipeline to improve process performance in terms of the probability of successfully delivering new or updated functionality by a specified deadline. The utility of the model is demonstrated through a sensitivity analysis to identify stages of the pipeline where improvements would most significantly improve the probability of timely product delivery.",Como modelar formalmente um pipeline de CI/CD usando Petri nets estocásticas para melhorar a probabilidade de entrega bem-sucedida de funcionalidades dentro de um prazo especificado? Como identificar os estágios do pipeline onde melhorias teriam maior impacto no desempenho?,simulation,simulation | framework | enhancement,other,stochastic_petri_net,ci_cd,deployment | testing | development,not_specified,não_mencionado,não_mencionado,"O artigo desenvolve um modelo de Petri net estocástica para analisar pipelines de CI/CD, caracterizando como atividades automatizadas e humanas se compõem e interagem assincronamente. Através de análise de sensibilidade, identifica-se os estágios críticos do pipeline onde melhorias resultariam em maior probabilidade de entrega bem-sucedida de produtos dentro de prazos especificados.","Não mencionadas nas primeiras páginas do artigo. O trabalho busca compreender atividades comuns em pipelines CI/CD de grande escala em repositórios open source, mas metodologia e datasets específicos não são descritos nas seções apresentadas.",não_mencionado,working_set,working_set,
9ffa3123,Comparative Study of Reinforcement Learning in GitHub Pull Request Outcome Predictions,10.1109/SANER60148.2024.00057,2024,scopus,IC2|IC3|IC4,"In the rapidly evolving field of software development, pull-based development models, facilitated by tools such as GitHub, are essential for collaboration. This study explores factors that influence pull request (PR) outcomes and employs two Reinforcement Learning (RL) formalizations, modeled as Markov Decision Processes, for PR outcome prediction. The first model leverages 72 PR features and achieves a G-mean score of 0.82664, while the second focuses solely on PR discussions, resulting in a G-mean of 0.88372. Using a specially designed reward function, these RL formalizations strategically address data imbalance and excel in mimicking both single-stage and multi-stage PR review processes. They outperform baseline models (Random Forest, X G Boost, and a Naive Bayes baseline) across various data splits-namely 80/20, 50/50, and 20/80-and are particularly effective at predicting PR rejections. The study also makes its datasets publicly available for future research.",Como abordagens de Reinforcement Learning são viáveis e eficazes para prever resultados de revisões de Pull Requests no GitHub? Como essas abordagens se comparam com modelos baseline e existentes?,experiment,prediction | enhancement,none,markov_chain,github | vcs,code_review | development,open_source,sim,não_mencionado,"Dois modelos RL baseados em Processos de Decisão de Markov foram desenvolvidos: um com 72 features PR alcançando G-mean de 0.82664 e outro focado em discussões PR com G-mean de 0.88372. Os modelos RL superam baselines (Random Forest, XGBoost, Naive Bayes) em múltiplos splits de dados e são especialmente eficazes em prever rejeições de PR.",não_mencionado,sim,working_set,working_set,
56342950,Fault-insertion and fault-fixing behavioural patterns in Apache Software Foundation Projects,10.1016/j.infsof.2023.107187,2023,scopus,IC2|IC4,,Como os padrões de inserção e correção de falhas variam entre desenvolvedores em projetos de software? Desenvolvedores com expertise em tópicos de código inserem menos falhas e corrigem mais falhas?,case_study,discovery | simulation,social_network,markov_chain | stochastic_petri_net,vcs | github | commits,bug_fixing | development | maintenance,open_source,sim,LDA (Latent Dirichlet Allocation) | Network Analysis | Petri-net | Markov Chain | Hawkes Processes,A maioria dos projetos analisados possui desenvolvedores que dominam a inserção e correção de falhas. Falhas são menos prováveis de serem inseridas por desenvolvedores com expertise em tópicos de código. Diferentes projetos apresentam padrões distintos de inserção e correção de falhas ao longo do tempo.,não_mencionado,não_mencionado,working_set,working_set,
21851bba,Exploring Collaboration Patterns in GitHub Using Discrete Time Markov Chain,10.1109/APSEC60848.2023.00090,2023,scopus,IC2|IC4,"Collaboration among team members plays a crucial role in the success of software projects. GitHub has emerged as a prominent platform for collaborative software development. This study focuses on analyzing GitHub repositories to gain insights into project status and participant characteristics based on development activities such as commits and pull requests. Utilizing a discrete time Markov chain, this research models GitHub repositories and employs probabilistic temporal logic and model checking to shed light on the activity levels of both projects and participants. We expect that understanding these observed trends and patterns can assist project managers in strengthening teamwork and fostering productive collaboration.",Quais são os padrões de colaboração e atividades de desenvolvimento em repositórios GitHub e como modelá-los usando Discrete Time Markov Chain para melhorar o gerenciamento de projetos?,case_study,discovery | simulation,social_network | other,markov_chain,commits | github,development | code_review,open_source,parcial,PyGithub | PRISM,"O estudo modela atividades de desenvolvimento em repositórios GitHub usando DTMC, identificando que commits representam 62.73% das atividades de longo prazo. A abordagem utiliza model checking com lógica temporal probabilística para extrair padrões de colaboração que podem auxiliar gerentes de projeto no fortalecimento do trabalho em equipe.","Análise limitada a 30 repositórios pequenos (3-10 contribuidores) criados em 2022 com pelo menos 100 commits, o que pode não representar projetos de maior escala ou diferentes contextos de desenvolvimento.",não_mencionado,working_set,working_set,
