internal_id,title,doi,year,source_db,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,raw
dc91d252,The integral mass model - TIMM,,2001,wos,exclude,"O artigo trata de modelagem e simulação Monte Carlo de um instrumento de física de partículas (INTEGRAL), não de processos de software. Embora use simulação estocástica, não há qualquer nexo com descoberta, modelagem ou previsão de processos de desenvolvimento de software.",,EC1|EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de modelagem e simulação Monte Carlo de um instrumento de física de partículas (INTEGRAL), não de processos de software. Embora use simulação estocástica, não há qualquer nexo com descoberta, modelagem ou previsão de processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""monte_carlo"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""m"
efe8c66d,E-Cosmic: A Business Process Model Based Functional Size Estimation Approach,10.1109/seaa.2011.60,2011,snowball,exclude,"O paper trata de estimativa de tamanho funcional de software (COSMIC FSM) baseada em modelos de processo de negócio, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios de software. É um trabalho de engenharia de software, mas fora do escopo específico da SLR PATHCAST.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de estimativa de tamanho funcional de software (COSMIC FSM) baseada em modelos de processo de negócio, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios de software. É um trabalho de engenharia de software, mas fora do escopo específico da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""software_project_m"
bf29e95e,"Capturing information system's requirement using business process
simulation",,2003,wos,exclude,"O paper trata de Business Process Simulation (BPS) para captura de requisitos não-funcionais em sistemas de informação, mas não aborda process mining, modelagem estocástica para processos de SW, forecasting de métricas de processo ou mineração de repositórios. O foco é em engenharia de requisitos, não em análise ou predição de processos de desenvolvimento de software.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de Business Process Simulation (BPS) para captura de requisitos não-funcionais em sistemas de informação, mas não aborda process mining, modelagem estocástica para processos de SW, forecasting de métricas de processo ou mineração de repositórios. O foco é em engenharia de requisitos, não em análise ou predição de processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC3""
  ],
  ""evidence_"
0b2782b1,An empirical study on SW metrics for embedded system,,2006,wos,exclude,"O artigo trata de definição e coleta de métricas de software para sistemas embarcados usando GQM, sem abordar process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Foca em métricas estáticas, não em análise ou predição de processos de desenvolvimento.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de definição e coleta de métricas de software para sistemas embarcados usando GQM, sem abordar process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Foca em métricas estáticas, não em análise ou predição de processos de desenvolvimento."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""software_project_management"",
  ""stochastic_method"": "
d428a409,Web News Mining Using New Features: A Comparative Study,10.1109/ACCESS.2018.2890088,2019,ieee,exclude,"O artigo trata de mineração de dados de notícias web usando técnicas de machine learning (k-NN, decision tree, LSTM), sem qualquer relação com process mining, modelagem estocástica de processos de software, ou forecasting de métricas de processos de desenvolvimento. O domínio é web news mining, não processos de software.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de mineração de dados de notícias web usando técnicas de machine learning (k-NN, decision tree, LSTM), sem qualquer relação com process mining, modelagem estocástica de processos de software, ou forecasting de métricas de processos de desenvolvimento. O domínio é web news mining, não processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  """
1816f514,Behavioral consistency checking between requirements and implementations,10.1007/s11859-014-1042-0,2014,springer,maybe,"Título sugere verificação de conformidade entre requisitos e implementação (potencialmente relevante a processo de SW), mas abstract ausente impede avaliação confiável de relevância a process mining, modelagem estocástica ou forecasting. Requer acesso ao texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere verificação de conformidade entre requisitos e implementação (potencialmente relevante a processo de SW), mas abstract ausente impede avaliação confiável de relevância a process mining, modelagem estocástica ou forecasting. Requer acesso ao texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""for"
967bb1a9,Investigation of Performed User Activities in Overall Context with IT Analytical Framework,10.1007/978-3-642-30359-3_25,2012,springer,maybe,"Título sugere análise de atividades de usuário em contexto IT, mas sem resumo disponível é impossível confirmar se aborda process mining, modelagem estocástica ou forecasting em processos de software. Possível relevância marginal em IT analytics, mas EC2 (software como ferramenta) é incerto sem mais informação.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere análise de atividades de usuário em contexto IT, mas sem resumo disponível é impossível confirmar se aborda process mining, modelagem estocástica ou forecasting em processos de software. Possível relevância marginal em IT analytics, mas EC2 (software como ferramenta) é incerto sem mais informação."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_met"
927817d5,"Evaluation of simulation-assisted value stream mapping for software
product development: Two industrial cases",10.1016/j.infsof.2015.08.005,2015,wos,include,O paper combina value stream mapping com simulação de processos de software para modelar e prever lead time em desenvolvimento de produto. Atende IC2 (modelagem estocástica de processos de SW via simulação) e IC3 (forecasting de lead time). Nenhum EC se aplica decisivamente.,IC2|IC3,,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper combina value stream mapping com simulação de processos de software para modelar e prever lead time em desenvolvimento de produto. Atende IC2 (modelagem estocástica de processos de SW via simulação) e IC3 (forecasting de lead time). Nenhum EC se aplica decisivamente."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""software_process"",
    ""stochastic_modeling"",
    ""simulation"",
    ""lead_time"",
    ""forecas"
58bdebf8,Dependencies between data decisions,,2006,wos,exclude,"O paper trata de decisões sobre aspectos de dados em processos de software inter-organizacionais, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Foca em governança de dados e coordenação, sem análise de event logs ou predição de características de processo.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de decisões sobre aspectos de dados em processos de software inter-organizacionais, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Foca em governança de dados e coordenação, sem análise de event logs ou predição de características de processo."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""so"
f54fd8bd,A framework for formal automated analysis of simulation experiments using probabilistic model checking,10.1109/WSC.2017.8247876,2017,ieee,exclude,"O paper aborda verificação formal de experimentos de simulação genéricos usando model checking probabilístico e Markov Chains abstratas. Não há evidência de aplicação a processos de desenvolvimento de software, repositórios de SW, ou artefatos de software (logs, commits, issues, CI/CD). O domínio é simulação científica geral, não engenharia de software.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda verificação formal de experimentos de simulação genéricos usando model checking probabilístico e Markov Chains abstratas. Não há evidência de aplicação a processos de desenvolvimento de software, repositórios de SW, ou artefatos de software (logs, commits, issues, CI/CD). O domínio é simulação científica geral, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC3""
  ],
  ""evidence_tags"": [
    ""m"
3c6f392f,Active learning for automatic classification of software behavior,10.1145/1007512.1007539,2004,snowball,exclude,"O paper trata de classificação automática de comportamento de programas usando Markov models e active learning, mas foca em análise de execuções individuais e teste de software, não em modelagem ou predição de processos de desenvolvimento de software (ciclo de vida, pipeline, workflow). Não há evidência de aplicação a process mining em SW, forecasting de métricas de processo, ou mineração de repos",,EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de classificação automática de comportamento de programas usando Markov models e active learning, mas foca em análise de execuções individuais e teste de software, não em modelagem ou predição de processos de desenvolvimento de software (ciclo de vida, pipeline, workflow). Não há evidência de aplicação a process mining em SW, forecasting de métricas de processo, ou mineração de repositórios de desenvolvimento."",
  ""matched_ic"": [],"
2fc65898,Special Issue on New Paradigms of Software Production and Deployment,10.1007/s42979-022-01029-9,2022,springer,maybe,"Trata-se de um editorial/special issue sobre novos paradigmas de produção e deployment de software. Sem abstract disponível, não é possível confirmar se o conteúdo aborda process mining, modelagem estocástica ou forecasting em processos de SW. O título sugere relevância potencial, mas é insuficiente para decisão definitiva.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Trata-se de um editorial/special issue sobre novos paradigmas de produção e deployment de software. Sem abstract disponível, não é possível confirmar se o conteúdo aborda process mining, modelagem estocástica ou forecasting em processos de SW. O título sugere relevância potencial, mas é insuficiente para decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_text_required""
  ],
  """
7aea486e,Intelligent software support of the SCRUM process,10.3233/978-1-61499-472-5-408,2014,wos,maybe,"O título sugere suporte ao processo SCRUM com modelagem e simulação, potencialmente relevante para IC2 (modelagem estocástica) e IC3 (forecasting). Porém, o abstract está marcado como 'missing_or_unverified', e o texto disponível é genérico demais para confirmar aplicação real a event logs ou repositórios de software. Requer verificação em texto completo.",IC2|IC3,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere suporte ao processo SCRUM com modelagem e simulação, potencialmente relevante para IC2 (modelagem estocástica) e IC3 (forecasting). Porém, o abstract está marcado como 'missing_or_unverified', e o texto disponível é genérico demais para confirmar aplicação real a event logs ou repositórios de software. Requer verificação em texto completo."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""software_process"","
722f24a5,Opinion Diffusion in Two-Layer Interconnected Networks,10.1109/TCSI.2021.3093537,2021,ieee,exclude,"O paper trata de difusão de opiniões em redes sociais multicamadas, sem qualquer conexão com processos de software, process mining, ou modelagem estocástica de desenvolvimento de SW. Claramente não atende nenhum critério de inclusão (IC1-IC4).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de difusão de opiniões em redes sociais multicamadas, sem qualquer conexão com processos de software, process mining, ou modelagem estocástica de desenvolvimento de SW. Claramente não atende nenhum critério de inclusão (IC1-IC4)."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_sourc"
46fcacf4,Analytical analysis of STAP algorithms for cases with mismatched steering and clutter statistics,10.1109/NRC.1999.767339,1999,ieee,exclude,"O paper trata de algoritmos adaptativos de processamento de radar (STAP) em ambiente não-homogêneo, sem qualquer conexão com processos de desenvolvimento de software, mineração de repositórios, ou modelagem estocástica aplicada a engenharia de software. Claramente fora do escopo de SLR em process mining e SW.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de algoritmos adaptativos de processamento de radar (STAP) em ambiente não-homogêneo, sem qualquer conexão com processos de desenvolvimento de software, mineração de repositórios, ou modelagem estocástica aplicada a engenharia de software. Claramente fora do escopo de SLR em process mining e SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""monte_carlo""],
  ""software_context"": ""not_software_process"",
  ""stocha"
2c2fe4e3,A Bird's Eye View on Requirements Engineering and Machine Learning,10.1109/APSEC.2018.00015,2018,ieee,exclude,"O artigo é uma survey sobre Machine Learning aplicado a Requirements Engineering, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios para descoberta/predição de processos de SW. Foca em automação de tarefas de RE (elicitação, análise, validação) via ML, sem conexão com os tópicos nucleares da SLR PATHCAST.",,EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo é uma survey sobre Machine Learning aplicado a Requirements Engineering, mas não aborda process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios para descoberta/predição de processos de SW. Foca em automação de tarefas de RE (elicitação, análise, validação) via ML, sem conexão com os tópicos nucleares da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [],
  "
110007c8,"Validation of Diesel Fraction Content in Heavy Oils Measured by High
Temperature Simulated Distillation and Physical Vacuum Distillation by
Performance of Commercial Distillation Test and Process Simulation",10.3390/app122211824,2022,wos,exclude,"O artigo trata de validação de métodos analíticos para caracterização de frações de óleo diesel em processos de refino de petróleo. Não há qualquer conexão com processos de desenvolvimento de software, process mining, modelagem estocástica de SW ou forecasting em engenharia de software. EC1 (domínio fora de SW) é aplicável.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de validação de métodos analíticos para caracterização de frações de óleo diesel em processos de refino de petróleo. Não há qualquer conexão com processos de desenvolvimento de software, process mining, modelagem estocástica de SW ou forecasting em engenharia de software. EC1 (domínio fora de SW) é aplicável."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stoc"
b91f4eef,Data Quality for Enterprise AI,10.1007/978-3-032-01940-0_4,2025,springer,exclude,"Abstract ausente e título genérico sobre qualidade de dados em AI empresarial não fornece evidência suficiente de relevância ao escopo PATHCAST (process mining, modelagem estocástica, forecasting em processos de SW). Sem resumo, não é possível verificar se trata processos de desenvolvimento de software ou applica-se exclusivamente a dados empresariais genéricos (EC1).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Abstract ausente e título genérico sobre qualidade de dados em AI empresarial não fornece evidência suficiente de relevância ao escopo PATHCAST (process mining, modelagem estocástica, forecasting em processos de SW). Sem resumo, não é possível verificar se trata processos de desenvolvimento de software ou applica-se exclusivamente a dados empresariais genéricos (EC1)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""softw"
4f482c20,Effective Multiplatform Advertising Policy,10.1109/TSMC.2021.3096008,2022,ieee,exclude,"O artigo trata de otimização de políticas de publicidade em múltiplas plataformas de mídia, sem qualquer relação com processos de desenvolvimento de software, engenharia de software ou mineração de repositórios. Não há conexão com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo de SW ou análise de event logs de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de otimização de políticas de publicidade em múltiplas plataformas de mídia, sem qualquer relação com processos de desenvolvimento de software, engenharia de software ou mineração de repositórios. Não há conexão com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo de SW ou análise de event logs de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""softwar"
9d6e9e80,Customized predictive models for process improvement projects,,2008,wos,maybe,"O artigo trata de modelagem preditiva e quantitativa de processos de software para melhorias, com uso de aritmética intervalar para incerteza paramétrica. Porém, o abstract não menciona explicitamente process mining, event logs, ou dados de repositório, apenas 'customized models' e CMMI. A ausência de abstract verificado e a falta de detalhes sobre fonte de dados (event logs vs. expertise) impedem",IC2,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O artigo trata de modelagem preditiva e quantitativa de processos de software para melhorias, com uso de aritmética intervalar para incerteza paramétrica. Porém, o abstract não menciona explicitamente process mining, event logs, ou dados de repositório, apenas 'customized models' e CMMI. A ausência de abstract verificado e a falta de detalhes sobre fonte de dados (event logs vs. expertise) impedem decisão definitiva."",
  ""matched_ic"": [""IC2""],
  """
050ea6f9,Network User Behavior Authentication Based on Hidden Markov Model,10.1109/ICICSE52190.2021.9404100,2021,ieee,exclude,"O artigo aplica Hidden Markov Model a autenticação e comportamento de usuários em redes de computadores (domínio de segurança), não a processos de desenvolvimento de software. Não há evidência de aplicação a process mining em SW, modelagem de processos de desenvolvimento, ou forecasting de métricas de processo de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo aplica Hidden Markov Model a autenticação e comportamento de usuários em redes de computadores (domínio de segurança), não a processos de desenvolvimento de software. Não há evidência de aplicação a process mining em SW, modelagem de processos de desenvolvimento, ou forecasting de métricas de processo de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""hidden_markov_model""],
  ""software_context"": ""not_softwa"
141fbdc5,Robustness Estimation and Optimisation for Semantic Web Service Composition With Stochastic Service Failures,10.1109/TETCI.2020.3027870,2022,ieee,exclude,"O artigo trata de composição de web services em SOA com otimização de QoS e robustez a falhas estocásticas, mas não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. É um problema de engenharia de serviços web, não de análise ou previsão de processos de software.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de composição de web services em SOA com otimização de QoS e robustez a falhas estocásticas, mas não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. É um problema de engenharia de serviços web, não de análise ou previsão de processos de software."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC3""
  ],
  ""evidence_tags"": "
2dac1053,Informative Feedback and Explainable AI-Based Recommendations to Support Students’ Self-regulation,10.1007/s10758-023-09650-0,2023,springer,exclude,"O título refere-se a feedback educacional e IA explicável para auto-regulação de estudantes, domínio claramente fora de processos de software (EC1). Sem abstract disponível e sem evidência no título de que trate process mining, modelagem estocástica ou forecasting em processos de desenvolvimento de SW.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a feedback educacional e IA explicável para auto-regulação de estudantes, domínio claramente fora de processos de software (EC1). Sem abstract disponível e sem evidência no título de que trate process mining, modelagem estocástica ou forecasting em processos de desenvolvimento de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"""
7551705e,Mining the Role-Oriented Process Models Based on Genetic Algorithm,10.1007/978-3-642-30976-2_48,2012,springer,maybe,"Título sugere process mining (descoberta de modelos de processo orientados a papéis) com aplicação de algoritmo genético, potencialmente relevante para IC1. Porém, sem abstract, é impossível confirmar se aplica-se a processos de software ou a domínios genéricos de BPM. Classificação incerta requer análise de texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere process mining (descoberta de modelos de processo orientados a papéis) com aplicação de algoritmo genético, potencialmente relevante para IC1. Porém, sem abstract, é impossível confirmar se aplica-se a processos de software ou a domínios genéricos de BPM. Classificação incerta requer análise de texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insufficient_abstract"",
    ""full_t"
cfbef499,The <i>Swift</i> X-Ray Telescope,10.1007/s11214-005-5097-2,2005,springer,exclude,"O artigo trata de astronomia/astrofísica (telescópio de raios X da missão Swift), completamente fora do domínio de engenharia de software e process mining. Claramente atende EC1 (domínio fora de SW).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de astronomia/astrofísica (telescópio de raios X da missão Swift), completamente fora do domínio de engenharia de software e process mining. Claramente atende EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
ff16bf34,Towards an Empirical Evaluation of Imperative and Declarative Process Mining,10.1007/978-3-030-01391-2_24,2018,springer,maybe,"Título indica claramente foco em process mining (imperative vs. declarative), potencialmente atendendo IC1. Porém, abstract ausente impede confirmação de aplicação específica a processos de software ou presença de modelagem estocástica/forecasting. Preferência por 'maybe' dado que há evidência inequívoca de relevância temática, mas sem confirmação do escopo exato.",IC1,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título indica claramente foco em process mining (imperative vs. declarative), potencialmente atendendo IC1. Porém, abstract ausente impede confirmação de aplicação específica a processos de software ou presença de modelagem estocástica/forecasting. Preferência por 'maybe' dado que há evidência inequívoca de relevância temática, mas sem confirmação do escopo exato."",
  ""matched_ic"": [""IC1""],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"","
07734b16,Finite-time boundedness and extended passive analysis for fuzzy Markov jump systems with saturation,10.23919/iccas55662.2022.10003746,2022,snowball,exclude,"O artigo trata de teoria de controle para sistemas fuzzy Markov jump com saturação de atuadores, sem qualquer conexão com processos de engenharia de software, mineração de repositórios, event logs de SW ou forecasting de métricas de desenvolvimento. O domínio é claramente controle automático/engenharia de controle, não engenharia de software.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de teoria de controle para sistemas fuzzy Markov jump com saturação de atuadores, sem qualquer conexão com processos de engenharia de software, mineração de repositórios, event logs de SW ou forecasting de métricas de desenvolvimento. O domínio é claramente controle automático/engenharia de controle, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_softwar"
e54ddce6,An exploratory semantic analysis of logging questions,10.1002/smr.2361,2021,wos,exclude,"O artigo realiza análise semântica de questões sobre logging em Q&A websites usando LDA, abordando problemas de logging em software. Porém, não atende nenhum dos critérios de inclusão: não aplica process mining a artefatos de SW, não usa modelagem estocástica para processos de desenvolvimento, não faz forecasting de métricas de processo, e não minera repositórios para descobrir/modelar processos d",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo realiza análise semântica de questões sobre logging em Q&A websites usando LDA, abordando problemas de logging em software. Porém, não atende nenhum dos critérios de inclusão: não aplica process mining a artefatos de SW, não usa modelagem estocástica para processos de desenvolvimento, não faz forecasting de métricas de processo, e não minera repositórios para descobrir/modelar processos de SW. É um estudo de tendências e categorização d"
94449dd6,MCMC Algorithms at the Service of Exo-planet Hunters,,2019,wos,exclude,"O artigo trata de algoritmos MCMC aplicados a pesquisa de exoplanetas, não a processos de desenvolvimento de software. Embora use modelagem estocástica (MCMC), não há qualquer conexão com engenharia de software, process mining ou processos de desenvolvimento de SW.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo trata de algoritmos MCMC aplicados a pesquisa de exoplanetas, não a processos de desenvolvimento de software. Embora use modelagem estocástica (MCMC), não há qualquer conexão com engenharia de software, process mining ou processos de desenvolvimento de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""monte_carlo"",
  ""forecast_target"": ""none"",
"
c40e7657,Towards robust electronic health record systems: integrating formal verification and process modeling techniques,10.1186/s12874-025-02637-8,2025,springer,exclude,"O paper trata de sistemas de registros eletrônicos de saúde (EHR), domínio claramente fora de engenharia de software. Embora mencione 'process modeling' e 'formal verification', o contexto é saúde, não desenvolvimento de software, caracterizando EC1 (domínio fora de SW).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de sistemas de registros eletrônicos de saúde (EHR), domínio claramente fora de engenharia de software. Embora mencione 'process modeling' e 'formal verification', o contexto é saúde, não desenvolvimento de software, caracterizando EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
 "
d61366c0,Classification based on constrained progressive Sequential Pattern mining: A proposed model,10.1109/ICODSE.2016.7936105,2016,ieee,exclude,"O artigo propõe um método de mineração de padrões sequenciais (Sequential Pattern Mining) para classificação genérica de dados. Não há evidência de aplicação a processos de software, event logs de desenvolvimento, repositórios de código ou qualquer artefato de engenharia de software. O domínio é data mining genérico sem contexto de SE.",,EC1|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo propõe um método de mineração de padrões sequenciais (Sequential Pattern Mining) para classificação genérica de dados. Não há evidência de aplicação a processos de software, event logs de desenvolvimento, repositórios de código ou qualquer artefato de engenharia de software. O domínio é data mining genérico sem contexto de SE."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1"",
    ""EC3""
  ],
  ""evidence_tags"": [],
  ""software_context"": "
a45ff6bf,A Performance Engineering Tool for Tiered Software Systems,10.1109/COMPSAC.2006.15,2006,ieee,exclude,"O paper trata de engenharia de performance e tuning de sistemas em arquitetura em camadas, focando em previsão de atributos de performance (carga, latência, throughput). Embora aborde previsão/forecasting, não há evidência de process mining, modelagem estocástica de processos de desenvolvimento de software, ou mineração de repositórios. O foco é em performance de sistemas arquiteturais, não em pro",,EC2,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de engenharia de performance e tuning de sistemas em arquitetura em camadas, focando em previsão de atributos de performance (carga, latência, throughput). Embora aborde previsão/forecasting, não há evidência de process mining, modelagem estocástica de processos de desenvolvimento de software, ou mineração de repositórios. O foco é em performance de sistemas arquiteturais, não em processos de desenvolvimento de SW (EC2: software co"
c0be9d2c,Social Interaction Analysis for Team Collaboration,10.1007/978-1-4939-7131-2_257,2018,springer,maybe,"Título sugere análise de colaboração em equipe, potencialmente relevante a processos de SW, mas resumo ausente impede avaliação confiável do escopo, metodologia e aplicação específica. Referência em enciclopédia pode ser genérica ou focada apenas em redes sociais abstratas, sem ligação a process mining ou processos de desenvolvimento de software.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""Título sugere análise de colaboração em equipe, potencialmente relevante a processos de SW, mas resumo ausente impede avaliação confiável do escopo, metodologia e aplicação específica. Referência em enciclopédia pode ser genérica ou focada apenas em redes sociais abstratas, sem ligação a process mining ou processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abstract"",
    ""full_"
a61d254c,A Framework for Mining Stochastic Model of Business Process in Mobile Environments,10.1007/978-3-642-04205-8_29,2009,springer,maybe,"O título sugere forte alinhamento com process mining e modelagem estocástica em processos de negócio, potencialmente incluindo SW. No entanto, sem abstract disponível e com contexto de ""Mobile Environments"" em 2009, a relevância para processos de SW e a aplicação prática permanecem incertas. Requer leitura do texto completo.",,,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título sugere forte alinhamento com process mining e modelagem estocástica em processos de negócio, potencialmente incluindo SW. No entanto, sem abstract disponível e com contexto de \""Mobile Environments\"" em 2009, a relevância para processos de SW e a aplicação prática permanecem incertas. Requer leitura do texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""stochastic_modeling"", ""insufficient_abstr"
