internal_id,title,doi,year,source_db,source_query_id,source_query_label,ta_decision,ta_matched_ic,ta_matched_ec,ft_priority_rank,ft_priority_band,ft_priority_score,abstract,ft_oa_url,operational_priority_group,operational_priority_rank,pdf_status,pdf_source,pdf_file,oa_url,current_ft_decision,current_ft_rationale,review_final_decision,review_exclusion_criterion,review_notes
53138f21,Mining predictive process models out of low-level multidimensional logs,10.1007/978-3-319-07881-6_36,2014,scopus,scopus_principal,Principal,maybe,,,832,E,53,,,2_com_doi_sem_pdf,2,,,,,,,,,
110eb8a5,Optimal software testing and adaptive software testing in the context of software cybernetics,10.1016/S0950-5849(02)00108-8,2002,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,833,E,53,,,2_com_doi_sem_pdf,2,,,,,,,,,
cb9070ea,Predicting mean service execution times of software components based on Markov models,10.1007/11558569_6,2005,scopus,scopus_principal,Principal,maybe,,,834,E,53,,,2_com_doi_sem_pdf,2,,,,,,,,,
80f879d4,Process mining and verification of properties: An approach based on temporal logic,10.1007/11575771_11,2005,scopus,scopus_principal,Principal,maybe,,,835,E,53,,,2_com_doi_sem_pdf,2,,,,,,,,,
0a8b2797,Scenario-based statistical testing of quality of service requirements,10.1007/11495628_9,2005,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,836,E,53,,,2_com_doi_sem_pdf,2,,,,,,,,,
e9a40e7a,The economic impact of software process variations,10.1007/978-3-540-72426-1_22,2007,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),maybe,,,837,E,53,,,2_com_doi_sem_pdf,2,,,,,,,,,
5202be28,Time2Competence: The PEOLIX project,10.1007/11876663_59,2006,scopus,scopus_principal,Principal,maybe,,,838,E,53,,,2_com_doi_sem_pdf,2,,,,,,,,,
3d967450,A probabilistic approach to building defect prediction model for platform-based product lines,,2017,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,IC2|IC3,,325,D,65,,,3_banda_d_sem_doi,3,,,,,,,,,
cfbb1c3f,Interval estimations of optimal software release time based on MCMC method,,2018,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,IC2|IC3,,379,D,64,,,3_banda_d_sem_doi,3,,,,,,,,,
ba2ff831,A stochastic model for optimizing the patching time of software bugs,,2010,scopus,scopus_principal,Principal,maybe,IC2|IC3,,530,D,61,,,3_banda_d_sem_doi,3,,,,,,,,,
6e572cbb,Exploration of Process Mining Opportunities In Educational Software Engineering - The GitLab Analyser,,2020,scopus,scopus_principal,Principal,maybe,IC1,,569,D,61,,,3_banda_d_sem_doi,3,,,,,,,,,
5034ff9d,GenCPN: Automatic CPN Model Generation of Processes,,2021,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,IC2,,574,D,61,,,3_banda_d_sem_doi,3,,,,,,,,,
f0b6a907,Lifting Process Discovery and Conformance Checking to the Next Level: A General Approach to Object-Centric Process Mining,,2024,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,IC1,,587,D,61,,,3_banda_d_sem_doi,3,,,,,,,,,
4082a5b1,Application of process mining in project management context: An exploratory case study in software development projects,,2018,scopus,scopus_principal,Principal,maybe,IC1,,669,D,59,,,3_banda_d_sem_doi,3,,,,,,,,,
2558a93a,"11th Issue of LNCS Transactions on Petri Nets and Other Models of Concurrency, ToPNoC 2015 and Workshops held at the 36th International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2015 and 15th International Conference on Application of Concurrency to System Design, ACSD 2015",,2016,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,IC2,,723,D,57,,,3_banda_d_sem_doi,3,,,,,,,,,
8c07af55,Markovian reliability analysis for software using error generation and imperfect debugging,,2015,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,IC2,,727,D,57,,,3_banda_d_sem_doi,3,,,,,,,,,
a8576441,"Modeling, analysis and simulation of enterprise integration solutions using Markov chains",,2017,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),maybe,IC2,,729,D,57,,,3_banda_d_sem_doi,3,,,,,,,,,
50653a44,"2010 ICSE Workshop on Quantitative Stochastic Models in the Verification and Design of Software Systems, QUOVADIS 2010, in Conjunction with the 32nd ACM/IEEE Int. Conf. on Software Engineering, ICSE 2010",,2010,scopus,scopus_principal,Principal,maybe,IC2,,736,D,56,,,3_banda_d_sem_doi,3,,,,,,,,,
c9cdb64d,A process mining approach in Software Development and Testing Process: A case study,,2014,scopus,scopus_principal,Principal,maybe,IC1,,750,D,56,,,3_banda_d_sem_doi,3,,,,,,,,,
13e73d28,Architecture-based reliability analysis of concurrent software applications using Stochastic Reward Nets,,2011,scopus,scopus_principal,Principal,maybe,IC2,,758,D,56,,,3_banda_d_sem_doi,3,,,,,,,,,
cd2ca776,Optimal version-upgrade problem based on stochastic differential equations for Open Source Software,,2008,scopus,scopus_principal,Principal,maybe,IC2,,777,D,56,,,3_banda_d_sem_doi,3,,,,,,,,,
98176bab,Data Mining for Software Repositories with Data Analytics for Feature Extraction and Classification Using Deep Learning Model,,2022,scopus,scopus_principal,Principal,maybe,,,671,E,59,,,4_banda_e_sem_doi,4,,,,,,,,,
3e64e003,"14th International Conference on Simulation and Modeling Methodologies Technologies and Applications, SIMULTECH 2024",,2024,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,733,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
44e55ff4,"18th IFIP 8.1 Working Conference on the Practice of Enterprise Modeling, PoEM 2025",,2026,scopus,scopus_principal,Principal,maybe,,,734,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
d101bff2,"18th International Conference on Quantitative Evaluation of Systems, QEST 2021",,2021,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,735,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
ec8bb8d2,"22nd International Conference on Business Process Modeling, Development and Support, BPMDS 2021 and 26th International Conference on Exploring Modeling Methods for Systems Analysis and Development, EMMSAD 2021 Held at CAiSE 2021",,2021,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,737,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
0b9b830b,"23rd International Conference on Service-Oriented Computing, ICSOC 2025",,2026,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,738,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
dd3daaf4,"24th International Conference on Business Process Modeling, Development, and Support, BPMDS 2023 and 28th International Conference on Exploring Modeling Methods for Systems Analysis and Development, EMMSAD 2023",,2023,scopus,scopus_principal,Principal,maybe,,,739,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
bee66f4d,"24th International Conference on Product-Focused Software Process Improvement, PROFES 2023",,2024,scopus,scopus_principal,Principal,maybe,,,740,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
d5b66d1f,"26th International Conference on Product-Focused Software Process Improvement, PROFES 2025",,2026,scopus,scopus_principal,Principal,maybe,,,741,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
6fcff163,"27th Argentine Congress of Computer Science, CACIC 2021",,2022,scopus,scopus_fronteira,Fronteira (Stochastic + PM + SE),maybe,,,742,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
a8b4f0c0,"29th International Conference on Cooperative Information Systems, CoopIS 2023",,2024,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,743,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
550c87dd,"35th IFIPWG 6.1 International Conference on Testing Software and Systems, ICTSS 2023",,2023,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,744,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
748dd3da,"5th International Conference on Software Testing, Machine Learning and Complex Process Analysis, TMPA 2019",,2021,scopus,scopus_principal,Principal,maybe,,,745,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
20ffa876,"ATAED 2022 - Proceedings of the Workshop on Algorithms and Theories for the Analysis of Event Data, co-located with the 43rd International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2022",,2022,scopus,scopus_stochastic_petri,Stochastic Petri Net + Remaining Time (focal V8),maybe,,,751,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
b88e1529,Adaptive Online Optimization of Business Processes,,2025,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,752,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
c8820380,Advancing Data-Driven Business Process Simulation: From Valid Models to Valuable Insights,,2025,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,753,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
c508386d,An Agent-Based Workflow Simulator,,2024,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,754,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
e03d43a3,Analysis of prevalent BPMN layout choices on GitHub,,2021,scopus,scopus_complementar,Complementar (MSR → Process Modeling),maybe,,,756,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
274855a2,Analyzing software engineering courses with process mining and business intelligence,,2020,scopus,scopus_principal,Principal,maybe,,,757,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
193e7778,BPSimpy: A python library for WfMC-standard process-simulation specifications,,2021,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,759,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
26a8a623,CAiSE-DC 2020 - Proceedings of the Doctoral Consortium Papers Presented at the 32nd International Conference on Advanced Information Systems Engineering,,2020,scopus,scopus_principal,Principal,maybe,,,760,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
9259ae58,CAiSE-RPE 2023 - Proceedings of the Research Projects Exhibition Papers Presented at the 35th International Conference on Advanced Information Systems Engineering,,2023,scopus,scopus_principal,Principal,maybe,,,761,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
f478c3e3,DATA-DRIVEN SIMULATION-BASED ANALYSIS OF COLLABORATIVE BUSINESS PROCESSES IN DISTRIBUTED ENVIRONMENTS,,2025,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,763,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
e43e3c2c,DDPS: A Project Methodology for Data-Driven Process Simulation,,2023,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,764,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
f6078ca7,EMISA 2020 - 10th International Workshop on Enterprise Modeling and Information Systems Architectures,,2020,scopus,scopus_principal,Principal,maybe,,,765,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
3bcba64b,ESSE 2023 - Proceedings of the 4th European Symposium on Software Engineering,,2023,scopus,scopus_principal,Principal,maybe,,,766,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
d06a1c9d,Effect of Large Language Model Use on Programming Project Groups,,2025,scopus,scopus_principal,Principal,maybe,,,767,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
b7f0de05,Fourth annual workshop on data-driven knowledge mobilization,,2020,scopus,scopus_principal,Principal,maybe,,,769,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
e605fd1f,"ICPM-D 2020 - Proceedings of the ICPM Doctoral Consortium and Tool Demonstration Track 2020, co-located with the 2nd International Conference on Process Mining, ICPM 2020",,2020,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,770,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
1832d1bf,Large-Scale Dynamics of Business Process Change: Insights From Digital Venture Scaling,,2024,scopus,scopus_principal,Principal,maybe,,,772,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
3b4b3cd5,"Proceedings - 2021 IEEE/ACM 18th International Conference on Mining Software Repositories, MSR 2021",,2021,scopus,scopus_complementar,Complementar (MSR → Process Modeling),maybe,,,779,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
f7451593,"Proceedings - 2022 10th International Conference in Software Engineering Research and Innovation, CONISOFT 2022",,2022,scopus,scopus_principal,Principal,maybe,,,780,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
14b5b775,"Proceedings - 2022 4th International Conference on Process Mining, ICPM 2022",,2022,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,781,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
6c4c844d,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering Workshops, ASEW 2023",,2023,scopus,scopus_principal,Principal,maybe,,,782,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
b7cd29b8,"Proceedings - 2024 6th International Conference on Process Mining, ICPM 2024",,2024,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,783,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
edc5df3d,"Proceedings - 2025 9th International Conference on Management Engineering, Software Engineering and Service Sciences, ICMSS 2025",,2025,scopus,scopus_principal,Principal,maybe,,,784,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
6958356d,"Proceedings - 2025 IEEE International Conference on Software Services Engineering, SSE 2025",,2025,scopus,scopus_principal,Principal,maybe,,,785,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
81f5929e,"Proceedings of the 26th International Conference on Enterprise Information Systems, ICEIS 2024",,2024,scopus,scopus_principal,Principal,maybe,,,786,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
4f2a1f75,SimuBridge: Discovery and Management of Process Simulation Scenarios,,2023,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,787,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
417121f9,Software Engineering 2023 - Fachtagung des GI-Fachbereichs Softwaretechnik,,2023,scopus,scopus_principal,Principal,maybe,,,788,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
02134616,Studying Domain Dependence in BPMN Process Modeling: An Empirical Research Proposal,,2025,scopus,scopus_complementar,Complementar (MSR → Process Modeling),maybe,,,789,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
33a6fe85,Towards Organizational Digital Twins: Process Enhancement by Object-Centric Simulation,,2023,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,793,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
709b20bc,Towards monitoring systems development on the basis of the multilevel relative finite state operational automata,,2020,scopus,scopus_principal,Principal,maybe,,,794,E,56,,,4_banda_e_sem_doi,4,,,,,,,,,
3250a9ce,From process mining to process design: A simulation model to reduce conformance risk,,2015,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,796,E,55,,,4_banda_e_sem_doi,4,,,,,,,,,
828b3583,"14th International Workshop on Enterprise and Organizational Modeling and Simulation, EOMAS 2018, Held at Conference on Advanced Information Engineering Systems, CAiSE 2018",,2018,scopus,scopus_principal,Principal,maybe,,,799,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
ff142179,"18th International Conference on Software Process Improvement and Capability Determination, SPICE 2018",,2018,scopus,scopus_principal,Principal,maybe,,,800,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
2b44757a,"19th International Conference on Business Process Modeling, Development and Support, BPMDS 2018 and 23rd International Conference on Evaluation and Modeling Methods for Systems Analysis and Development, EMMSAD 2018 Held at 30th International Conference on Advanced Information Systems Engineering, CAiSE 2018",,2018,scopus,scopus_principal,Principal,maybe,,,801,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
d2709c71,"50th Summer Computer Simulation Conference, SCSC 2018",,2018,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,802,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
23f792ee,"8th International Symposium on Business Modeling and Software Design, BMSD 2018",,2018,scopus,scopus_principal,Principal,maybe,,,803,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
b71153d3,"Applications in Software Engineering - Proceedings of the 7th International Conference on Software Process Improvement, CIMPS 2018",,2019,scopus,scopus_principal,Principal,maybe,,,804,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
2dc35ee2,CEUR Workshop Proceedings,,2019,scopus,scopus_principal,Principal,maybe,,,805,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
c22c9de2,Introduction to the 3rd international workshop on interrelations between requirements engineering and business process management (REBPM’17),,2018,scopus,scopus_principal,Principal,maybe,,,807,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
7456772a,Performability analysis considering debugging behaviors for open source solution,,2013,scopus,scopus_principal,Principal,maybe,,,809,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
c3595a4b,"Proceedings - 2019 International Conference on Process Mining, ICPM 2019",,2019,scopus,scopus_principal,Principal,maybe,,,810,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
111a3cd0,"Proceedings of the International Workshop on Petri Nets and Software Engineering, PNSE 2019 - co-located with the 40th International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2019, 19th International Conference on Application of Concurrency to System Design, ACSD 2019 and the 1st IEEE International Conference on Process Mining, Process Mining 2019",,2019,scopus,scopus_principal,Principal,maybe,,,811,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
733a13cc,Simod: A tool for automated discovery of business process simulation models,,2019,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,815,E,54,,,4_banda_e_sem_doi,4,,,,,,,,,
0f5a8ea4,Fourth Annual Workshop on Data-Driven Knowledge Mobilization,,2019,acm,acm_principal,ACM Principal,maybe,,,828,E,53,,,4_banda_e_sem_doi,4,,,,,,,,,
cf5fc365,ICSSP '18: Proceedings of the 2018 International Conference on Software and System Process,,2018,acm,acm_msr,ACM Complementar MSR,maybe,,,829,E,53,,,4_banda_e_sem_doi,4,,,,,,,,,
6c2eed0a,"17th International Conference on Product-Focused Software Process Improvement, PROFES 2016",,2016,scopus,scopus_principal,Principal,maybe,,,839,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
d23ba467,"17th International Conference on Software Process Improvement and Capability Determination, SPICE 2017",,2017,scopus,scopus_principal,Principal,maybe,,,840,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
0c8553c7,"5th Enterprise Engineering Working Conference, EEWC 2015",,2015,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,841,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
43d5e7d2,"7th Brazilian Workshop on Agile Methods, WBMA 2016",,2017,scopus,scopus_principal,Principal,maybe,,,842,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
b2d3a1ac,"7th International Workshop on Software Engineering for Resilient Systems, SERENE 2015",,2015,scopus,scopus_principal,Principal,maybe,,,843,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
2b9f3ef6,"8th International Conference on Software Quality Days, SWQD 2016",,2016,scopus,scopus_principal,Principal,maybe,,,844,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
4f43239a,"9th International Workshop on Software Engineering for Resilient Systems, SERENE 2017",,2017,scopus,scopus_principal,Principal,maybe,,,845,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
a911c5b9,A methodology for discovering Bayesian networks based on process mining,,2015,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,846,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
b4ac3395,ACM International Conference Proceeding Series,,2017,scopus,scopus_principal,Principal,maybe,,,847,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
efd80ded,ACM International Conference Proceeding Series,,2015,scopus,scopus_principal,Principal,maybe,,,848,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
bb176c1f,Advanced prediction of project by dyprep method,,2015,scopus,scopus_principal,Principal,maybe,,,849,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
5e14a649,CEUR Workshop Proceedings,,2017,scopus,scopus_principal,Principal,maybe,,,850,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
c7ce857d,CEUR Workshop Proceedings,,2015,scopus,scopus_principal,Principal,maybe,,,851,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
bce026ce,Cross-company collaboration analyzed through process mining: A method for analyzing the working environment and measuring impacts of change,,2016,scopus,scopus_principal,Principal,maybe,,,852,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
50a3797f,ENSURE: Ensurance of software evolution by run-time certification-description of selected project results,,2016,scopus,scopus_principal,Principal,maybe,,,853,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
2e139159,"Information Systems Engineering in Complex Environments, CAiSE Forum 2014",,2015,scopus,scopus_principal,Principal,maybe,,,854,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
7e361951,"International Conference on Software Process Improvement, CIMPS 2016",,2017,scopus,scopus_principal,Principal,maybe,,,855,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
f78aa5dc,MuDePS: Multi-perspective declarative process simulation,,2016,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),maybe,,,856,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
b9f29d01,"Proceedings - 2016 IEEE International Conference on Software Science, Technology and Engineering, SwSTE 2016",,2016,scopus,scopus_principal,Principal,maybe,,,857,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
d32efa79,"Proceedings - International Conference of the Chilean Computer Science Society, SCCC",,2016,scopus,scopus_principal,Principal,maybe,,,858,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
dac17aa9,"QUDOS 2016 - Proceedings of the 2nd International Workshop on Quality-Aware DevOps, co-located with ISSTA 2016",,2016,scopus,scopus_principal,Principal,maybe,,,859,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
326ca8fb,"Static and dynamic architecture conformance checking: A systematic, case study-based analysis on tradeoffs and synergies",,2017,scopus,scopus_principal,Principal,maybe,,,860,E,52,,,4_banda_e_sem_doi,4,,,,,,,,,
7446bd90,"2009 13th Enterprise Distributed Object Computing Conference Workshops, EDOCW - Proceedings of the IEEE EDOC 2009 Workshops and Short Papers",,2009,scopus,scopus_principal,Principal,maybe,,,861,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
e41a5f30,"2014 International Conference on Software and Systems Process, ICSSP 2014 - Proceedings",,2014,scopus,scopus_principal,Principal,maybe,,,862,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
b29c96c9,"4th International Conference on Fundamental Approaches to Software Engineering, FASE 2001 Held as Part of the Joint European Conferences on Theory and Practice of Software, ETAPS 2001",,2001,scopus,scopus_principal,Principal,maybe,,,863,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
3f0237cd,A stochastic approach to security software quality management,,2013,scopus,scopus_principal,Principal,maybe,,,864,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
86f7b7a4,A workflow mining tool based on logs statistical analysis,,2006,scopus,scopus_principal,Principal,maybe,,,865,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
5b65e0eb,Defining the implementation order of software projects in uncertain environments,,2008,scopus,scopus_principal,Principal,maybe,,,866,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
8893aff3,Evaluation of prediction intervals for the future reliability of a software package,,1996,scopus,scopus_principal,Principal,maybe,,,867,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
5c390774,"Formal Methods and Software Engineering - 13th International Conference on Formal Engineering Methods, ICFEM 2011, Proceedings",,2011,scopus,scopus_principal,Principal,maybe,,,868,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
da175397,"Fundamentals of Software Engineering - 5th International Conference, FSEN 2013, Revised Selected Papers",,2013,scopus,scopus_principal,Principal,maybe,,,869,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
829b7c3b,Information gathering in software process assessment,,2012,scopus,scopus_principal,Principal,maybe,,,870,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
e4c752f3,Mining reuse processes,,2014,scopus,scopus_principal,Principal,maybe,,,871,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
151857b7,OOMSE - An object oriented markov chain specification and evaluation framework,,2005,scopus,scopus_principal,Principal,maybe,,,872,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
0d9fed8f,"Proceedings - 12th Pacific Rim International Symposium on Dependable Computing, PRDC 2006",,2006,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,873,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
952431ce,"Proceedings - 14th Asia-Pacific Software Engineering Conference, APSEC 2007",,2007,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,874,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
8f9f2329,"Proceedings - 2011 15th European Conference on Software Maintenance and Reengineering, CSMR 2011",,2011,scopus,scopus_principal,Principal,maybe,,,875,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
7ede3772,"Proceedings - 2011 17th IEEE Pacific Rim International Symposium on Dependable Computing, PRDC 2011",,2011,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,876,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
78f52395,Proceedings - ICPC 2007: 15th IEEE International Conference on Program Comprehension,,2007,scopus,scopus_complementar,Complementar (MSR → Process Modeling),maybe,,,877,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
4cdf5572,"Proceedings - IEEE 6th International Symposium on Theoretical Aspects of Software Engineering, TASE 2012",,2012,scopus,scopus_principal,Principal,maybe,,,878,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
c2357c2a,Proceedings of the 4th International Workshop on Computer Supported Activity Coordination - CSAC 2007; In Conjunction with ICEIS 2007,,2007,scopus,scopus_principal,Principal,maybe,,,879,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
18617a71,"Proceedings: 15th International Symposium on Software Reliability Engineering, ISSRE 2004",,2004,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,,,880,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
e0ef4633,"Software Process Dynamics and Agility - International Conference on Software Process, ICSP 2007, Proceedings",,2007,scopus,scopus_principal,Principal,maybe,,,881,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
c515a6a5,Software test process control: Status and future directions,,2004,scopus,scopus_principal,Principal,maybe,,,882,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
ed17c20e,Structure and content of a framework to apply process mining techniques in scampi assessments,,2014,scopus,scopus_principal,Principal,maybe,,,883,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
66f36a01,Training of process mining for engineer students,,2010,scopus,scopus_principal,Principal,maybe,,,884,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
87400cbf,Transactions on Petri Nets and Other Models of Concurrency II: Special Issue on Concurrency in Process-Aware Information Systems,,2009,scopus,scopus_principal,Principal,maybe,,,885,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
279283a3,Transactions on Petri Nets and Other Models of Concurrency V,,2012,scopus,scopus_principal,Principal,maybe,,,886,E,51,,,4_banda_e_sem_doi,4,,,,,,,,,
f449ac41,Conformance checking of software development processes through process mining,,2011,scopus,scopus_principal,Principal,include,IC1,,111,B,106,,,5_outros_sem_doi,5,manual,—,,,,,,,
