internal_id,title,doi,year,source_db,source_query_id,source_query_label,ta_decision,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_screened_by
6e572cbb,Exploration of Process Mining Opportunities In Educational Software Engineering - The GitLab Analyser,,2020,scopus,scopus_principal,Principal,maybe,include,"O paper apresenta aplicação clara de process mining a artefatos de engenharia de software educacional (repositórios GitLab, event logs), com ferramenta (GitLab Analyser) que extrai e analisa logs de desenvolvimento usando PM (Disco). Atende IC1 (PM em artefatos de SW: commits/repositórios) e IC4 (mineração de repositórios para descobrir processos de desenvolvimento). Não há EC decisivo — software é o processo sendo estudado, não ferramenta.",IC1|IC4,,llm_pdf
5029f905,Detecting Sudden Drift for Single-Instance Log in Software Development Process,10.1109/PHM-Besancon49106.2020.00069,2020,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica detecção de drift (técnica central de process mining) especificamente em logs de processos de desenvolvimento de software, utilizando análise de mudanças em relações de sucessão direta para identificar pontos de mudança. Atende claramente IC1 (process mining aplicado a artefatos/logs de SW) e IC4 (mineração de repositórios/logs para descobrir padrões em processos de SW). Nenhum critério de exclusão é decisivo.",IC1|IC4,,llm
15c9808b,DEVELOPMENT OF A TOOLKIT FOR ANALYZING SOFTWARE DEBUGGING PROCESSES USING THE CONSTRUCTIVE APPROACH,10.15587/1729-4061.2020.215090,2020,scopus,scopus_principal,Principal,include,include,"O artigo aplica claramente Process Mining (ProM) para análise de event logs coletados de um IDE (Visual Studio) durante o processo de debugging de software, implementando conformance checking e descoberta de padrões comportamentais. Atende decisivamente IC1 (Process Mining em Software) sem evidência de critérios de exclusão.",IC1,,llm
8a97d0cf,Constructing a Hybrid Software Process Simulation Model in Practice: An Exemplar from Industry,10.1145/3379177.3388906,2020,acm,acm_msr,ACM Complementar MSR,include,include,"O artigo apresenta um projeto industrial de modelagem de processos de software usando simulação híbrida (System Dynamics + Discrete Event Simulation) para prever duração de projetos e datas de lançamento. Atende claramente IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo). Não há evidência de critérios de exclusão: o foco é o processo de desenvolvimento de software, não software como ferramenta.",IC2|IC3,,llm
8de6dcfa,Connecting software reliability growth models to software defect tracking,10.1109/ISSRE5003.2020.00022,2020,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),include,include,"O paper atende claramente IC2 (modelagem estocástica—Markov chain com 13 estados e matrizes de transição—aplicada ao ciclo de vida de defeitos em processos de SW) e IC3 (forecasting de métricas de processo de SW: previsão de resolução de defeitos e performance usando event log de rastreamento de defeitos). Os modelos Markovianos e distribuições de transição são aplicados diretamente a dados de defect tracking em um projeto real (NASA), sem violações de exclusão.",IC2|IC3,,llm
b788b176,Using constraint mining to analyze software development processes,10.1109/ICSSP.2019.00021,2019,scopus,scopus_principal,Principal,include,include,"O artigo aplica constraint mining (técnica de process mining) a event logs extraídos de Jira para descobrir e analisar processos reais de desenvolvimento de software em quatro projetos, atendendo claramente IC1 (process mining em artefatos de SW—issue tracking). A mineração de restrições permite entender comportamento de processo, detectar desvios e monitorar evolução, sem qualquer critério de exclusão evidente.",IC1|IC4,,llm
c0a779ae,Time Performance Evaluation of Agile Software Development,10.1109/ISEMANTIC.2019.8884304,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica claramente process mining (Alpha++ Algorithm e Heuristic Miner Algorithm) para descoberta de processos em desenvolvimento ágil de software, gerando event logs automaticamente e analisando bottlenecks. Atende IC1 (process mining aplicado a processos de SW com análise de event logs) sem violações de EC.",IC1|IC4,,llm
fbd20bfb,The evolutionary composition of desirable execution traces from event logs,10.1016/j.future.2019.03.037,2019,scopus,scopus_principal,Principal,include,include,"O artigo aplica claramente process mining (análise de event logs de múltiplas organizações) combinado com Genetic Algorithms para otimizar e compor traces de execução de processos. Trabalha com BPIC'15 dataset (event logs reais) e gera traces eficientes, atendendo IC1 (process mining aplicado a artefatos/logs de processos). Nenhum critério de exclusão se aplica.",IC1,,llm
e627756c,Predicting Issue Handling Process using Case Attributes and Categorical Variable Encoding Techniques,10.1109/ICoDSE48700.2019.9092617,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo claramente atende IC3 (forecasting de remaining duration e next activity em processos de SW usando dados históricos) e IC4 (minera repositórios do Google Chromium Project para extrair event logs e melhorar modelos de processo). Usa event logs de repositórios de software, técnicas de predição e avaliação em dados reais de SW, sem violação de critérios de exclusão.",IC3|IC4,,llm
542c0019,Learning analytics to improve coding abilities: a fuzzy-based process mining approach,10.1109/FUZZ-IEEE.2019.8859009,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica claramente process mining (fuzzy miner) a artefatos de desenvolvimento de software (IDE event logs) para descobrir e modelar processos de codificação de estudantes, atendendo IC1. O domínio é explicitamente software (coding workflow), a metodologia é process mining (fuzzy-based), e não há aplicação de exclusões decisivas.",IC1,,llm
be899615,Extracting a Collaboration Model from VCS Logs Based on Process Mining Techniques,10.1007/978-3-030-37453-2_18,2019,scopus,scopus_principal,Principal,maybe,include,"O paper aplica explicitamente process mining techniques (fuzzy mining) à análise de VCS logs para extrair modelos de colaboração em software, atendendo claramente IC1. A demonstração em um VCS real de vida e a metodologia de extração de grafos de processo a partir de logs de controle de versão confirmam a aplicação direta de técnicas de process mining a artefatos de software (VCS logs), sem violação de critérios de exclusão.",IC1,,llm
e6f42f43,Evaluating Coding Behavior in Software Development Processes: A Process Mining Approach,10.1109/ICSSP.2019.00020,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper aplica process mining (conformance checking) diretamente a processos de desenvolvimento de software, extraindo event logs de IDE e analisando comportamentos de codificação de desenvolvedores. Atende claramente IC1 (process mining em artefatos de SW — neste caso, IDE logs) sem violar nenhum critério de exclusão. A avaliação em 40 desenvolvedores confirma aplicação prática em contexto de SE.",IC1,,llm
c0352476,Detection of Bottleneck and Social Network in Business Process of Agile Development,10.1109/ISEMANTIC.2019.8884341,2019,scopus,scopus_principal,Principal,include,include,"O paper aplica process mining (algoritmo alpha++) a event logs gerados a partir de processos Agile para descobrir bottlenecks e dependências entre membros do time, atendendo claramente IC1 (Process Mining em Software). A análise de redes sociais complementa a mineração de processos. Nenhum critério de exclusão se aplica — o domínio é software, o focus é o processo de desenvolvimento, e há aplicação concreta de técnicas de PM.",IC1,,llm
2d369fe9,Detecting Bottleneck and Fraud in Agile Development by using Petri net Performance and Trace Clustering,10.1109/ISEMANTIC.2019.8884226,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper aplica explicitamente Petri nets para modelar e analisar performance de processos Agile (IC2), detectando gargalos através de análise de traces (IC1). Usa clustering de traces para identificar anomalias em processos de desenvolvimento de software. Nenhum critério de exclusão se aplica: o domínio é claramente engenharia de software, o objeto de estudo é o processo de desenvolvimento (não software como ferramenta), e há avaliação empírica.",IC1|IC2,,llm
f16294f2,Automatic Real-Time Mining Software Process Activities From SVN Logs Using a Naive Bayes Classifier,10.1109/ACCESS.2019.2945608,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper aplica process mining (descoberta automática de atividades) diretamente a artefatos de software (SVN logs) usando classificação Naive Bayes para construir event-activity mappings em processos reais de desenvolvimento (ArgoUML e jEdit). Atende claramente IC1 (Process Mining em Software) e IC4 (Mineração de Repositórios para Processo), sem nenhum critério de exclusão aplicável.",IC1|IC4,,llm
588a19f5,Assessing Software Development Teams' Efficiency using Process Mining,10.1109/ICPM.2019.00020,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,O paper aplica process mining (descoberta e análise de modelos de processo) diretamente a artefatos de desenvolvimento de software (event logs capturados do IDE Eclipse durante atividades de developers) para avaliar e comparar eficiência de equipes. Atende claramente IC1: process mining aplicado a processos de desenvolvimento de software com análise de variantes de processo e conformance contra modelo de referência ('best practice'). Nenhum critério de exclusão se aplica.,IC1,,llm
6cb59310,A User Evaluation of Process Discovery Algorithms in a Software Engineering Company,10.1109/EDOC.2019.00026,2019,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica claramente process discovery (técnica fundamental de process mining) a event logs reais extraídos de uma empresa de engenharia de software, avaliando algoritmos automatizados com métricas de qualidade (understandability, correctness, precision, usefulness) validadas por especialistas do domínio. Atende inequivocamente IC1 sem ativar nenhum critério de exclusão.",IC1,,llm
4e01ae35,Software process analysis methodology-a methodology based on lessons learned in embracing legacy software,10.1109/ICSME.2018.00076,2018,scopus,scopus_principal,Principal,include,include,"O resumo confirma explicitamente aplicação de process mining a software (legacy systems em contexto industrial ASML), atendendo IC1. A metodologia proposta baseia-se em análise de processos de software através de observações do sistema em execução, sem EC decisivo aplicável.",IC1,,llm
4409efef,Predicting bug-fixing time: A replication study using an open source software project,10.1016/j.jss.2017.02.021,2018,scopus,scopus_principal,Principal,maybe,include,O paper claramente atende IC3 (forecasting de métrica de processo de SW): prediz bug-fixing time usando um modelo baseado em Markov e Monte-Carlo simulation aplicado a event logs de Bugzilla Firefox. Nenhum critério de exclusão se aplica—o estudo foca precisamente no processo de desenvolvimento de software (bug handling) com dados reais de repositório.,IC3,,llm_pdf
6f9a5a08,Monitoring the Software Development Process with Process Mining,10.1007/978-3-319-94214-8_34,2018,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining a artefatos de software (VCS, issue trackers) para descobrir e monitorar o processo real de desenvolvimento de software, atendendo diretamente IC1. Não há evidência de exclusão (EC). É um position paper que estabelece a ponte entre process mining e mining software repositories, exatamente dentro do escopo PATHCAST.",IC1,,llm_pdf
50d875ff,Kanban and Process Mining in the Task Management,10.1145/3275245.3275286,2018,acm,acm_principal,ACM Principal,include,include,"O paper atende claramente IC1 (aplica process mining a artefatos de SW: Issue Tracking System e Kanban board em desenvolvimento de ERP) e IC3 (usa process mining para estimar tempo de conclusão de atividades e detectar problemas de performance em processos de desenvolvimento de software). Nenhum critério de exclusão se aplica; o foco é genuinamente em processos de desenvolvimento de SW, não apenas em software como ferramenta.",IC1|IC3,,llm
0a07a816,Hierarchical performance analysis for process mining,10.1145/3202710.3203151,2018,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining (descoberta, conformance, análise de desempenho) a artefatos e processos de software (""software system processes""). O paper apresenta técnicas formais de análise de desempenho em modelos de processo minerados, com implementação e avaliação em processos de sistemas de software, sem evidência de EC decisivo.",IC1,,llm
d0c47271,Automatic Discovery of Behavioral Models From Software Execution Data,10.1109/TASE.2018.2844725,2018,scopus,scopus_principal,Principal,include,include,"O artigo aplica process mining (descoberta de modelos comportamentais) diretamente a dados de execução de software, utilizando event logs de software e técnicas de discovery estendidas para gerar Petri nets hierárquicas. Atende claramente IC1 (process mining em software) sem evidência de EC decisivo.",IC1,,llm
04ab260e,Assessing Agile Software Development Processes with Process Mining: A Case Study,10.1109/CBI.2018.00021,2018,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica process mining (descoberta de workflow e análise de event logs) diretamente a processos de desenvolvimento de software (Scrum/Agile), extraindo comportamentos de processo a partir de logs do Jira. Atende claramente IC1 (Process Mining em Software) sem violação de critérios de exclusão.",IC1,,llm
4082a5b1,Application of process mining in project management context: An exploratory case study in software development projects,,2018,scopus,scopus_principal,Principal,maybe,include,"O texto completo confirma claramente IC1: aplica process mining (discovery, resource e activity analysis) a artefatos de projeto de desenvolvimento de software, analisando event logs de sete projetos reais. Segue modelo estruturado de project mining com análise de processos registrados em sistemas de informação. Nenhum EC se aplica.",IC1,,llm_pdf
223a62e3,Analysis of software repositories using process mining,10.1007/978-981-10-5547-8_65,2018,scopus,scopus_complementar,Complementar (MSR → Process Modeling),maybe,include,"O resumo confirma claramente a aplicação de process mining a artefatos de software (issues e pull requests de repositórios GitHub), atendendo IC1 e IC4. A análise de workflow patterns em repositórios de software é diretamente alinhada ao escopo da SLR PATHCAST. Nenhum critério de exclusão se aplica.",IC1|IC4,,llm
9e341b7f,A structured stochastic model for software project estimation in Waterfall models,10.18293/SEKE2018-033,2018,scopus,scopus_principal,Principal,include,include,"O paper mapeia formalmente características do modelo Waterfall para um modelo estocástico com objetivo explícito de prever índices de desempenho em processos de desenvolvimento de software (tempo de trabalho real, estimativas de projeto). Atende claramente IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo). Nenhum critério de exclusão se aplica — o domínio é software, o software é objeto de estudo (não ferramenta), e há aplicação concreta a processos de de",IC2|IC3,,llm
ca6989c0,Test Case Generation and Prioritization: A Process-Mining Approach,10.1109/ICSTW.2017.11,2017,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O artigo aplica process mining para minerar logs de interação de usuários com sistemas, gerando e priorizando casos de teste em software. Atende claramente IC1 (PM em SW): descobre padrões de comportamento de usuários através de process mining e os utiliza para gerar artefatos de teste, um processo central em engenharia de software. Nenhum critério de exclusão se aplica.",IC1,,llm
3ef399e6,Process mining applications in software engineering,10.1007/978-3-319-48523-2_5,2017,scopus,scopus_principal,Principal,maybe,include,"O paper apresenta claramente aplicações de process mining em processos de desenvolvimento de software, atendendo IC1. Discute técnicas de descoberta de processos, conformance checking e melhoria de processo aplicadas a software engineering, com exemplos de casos de estudo. Nenhum critério de exclusão se aplica.",IC1,,llm_pdf
4c73b15f,Predicting the unpredictable: Using monte carlo simulation to predict project completion date,10.1007/978-3-319-55907-0_11,2017,scopus,scopus_principal,Principal,maybe,include,"O paper apresenta aplicação de Monte Carlo Simulation para predição de datas de conclusão em projetos de software, atendendo claramente IC3 (forecasting de completion time em processos de SW). Usa dados de throughput histórico de projetos ágeis (event logs implícitos) para calibrar simulações estocásticas. Não há evidência de EC decisivo — o foco é explicitamente em processos de desenvolvimento de software, não em ferramentas genéricas.",IC3,,llm_pdf
b5ea4fdd,Modeling of software development process with the Markov processes,10.15587/1729-4061.2017.103340,2017,scopus,scopus_principal,Principal,maybe,include,"O artigo atende claramente IC2 ao modelar explicitamente processos de desenvolvimento de software usando Markov chains (processos estocásticos). O resumo confirma a aplicação de um modelo matemático formal (Markov) a artefatos de SW em múltiplos níveis de detalhe (componentes, estágios, tarefas), sem indicadores de que seja apenas teórico desconectado de SW.",IC2,,llm
d4a1d75c,Mining projects from structured and unstructured data,,2017,scopus,scopus_principal,Principal,maybe,include,"O paper aborda mineração de artefatos de software (project-generated artifacts, software repositories) para entender processos reais de projetos de software, alinhado com IC4 (mineração de repositórios para descobrir/melhorar modelos de processo de desenvolvimento de SW). Não apresenta evidências de EC decisivo.",IC4,,llm
63e1f0bf,Mining encrypted software logs using alpha algorithm,10.5220/0006408602670274,2017,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining (alpha algorithm) para descoberta de modelos de processo a partir de event logs de software, atendendo IC1 (Process Mining em Software). Embora o foco em criptografia/privacidade seja o diferencial técnico, o objetivo central é analisar processos de software via logs, sem violação de EC.",IC1,,llm
08d64489,Mining Collaboration Patterns of Software Development Processes Based on Trace Alignment,10.1145/3084100.3084103,2017,acm,acm_principal,ACM Principal,maybe,include,"O paper aplica explicitamente process mining (trace alignment) a artefatos e logs de processos de desenvolvimento de software para descobrir padrões de colaboração, atendendo claramente IC1. A abordagem minera event logs de desenvolvimento (desenvolvidos em CPNTools) para identificar padrões de processo, sem EC decisivo aplicável.",IC1,,llm
dcbf27d8,Improving Software Maintenance Using Process Mining and Predictive Analytics,10.1109/ICSME.2017.39,2017,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O resumo confirma claramente a aplicação de process mining em repositórios de software para analisar o processo de manutenção (IC1), e o uso de predictive analytics para prever/abordar ineficiências em processos de SW (IC3). Não há indicadores de exclusão; o foco é explicitamente em processos de desenvolvimento/manutenção de software com avaliação em casos reais.",IC1|IC3|IC4,,llm
ec38f0ba,Extracting and Conserving Production Data as Test Cases in Executable Business Process Architectures,10.1016/j.procs.2017.11.130,2017,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining (extração de event logs, descoberta de padrões de processo) a artefatos de software crítico (executable business processes em produção) com objetivo de melhorar testes e debugging — alinhado com IC1. Não incorre em EC1 (domínio é SW), EC2 (SW é o objeto de estudo, não ferramenta) ou EC3 (método é avaliado em contexto de processos de SW). A extração de test cases a partir de logs de produção de processos executáveis caracteriza claramente mineração de repositório/log",IC1|IC4,,llm
0d31db29,Applying process mining techniques in software process appraisals,10.1016/j.infsof.2017.01.004,2017,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining techniques diretamente em software process appraisals (SCAMPI), demonstrando IC1 (process mining em software). O método desenvolvido (PMEXT-SCAMPI) utiliza event logs para análise de processos de desenvolvimento de software, reduzindo limitações de métodos de avaliação tradicionais. Nenhum critério de exclusão é acionado: o domínio é claramente engenharia de software, process mining é o método primário (não ferramenta), e há avaliação em casos reais.",IC1,,llm
07ddd290,An integrated infrastructure using process mining techniques for software process verification,10.4018/978-1-5225-3923-0.ch061,2017,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining (algoritmos de PM) para verificação de processos de software, usando dados reais de processos (bug management, task management, defect management) contra modelos de processo definidos. Desenvolveu plugin para EPF Composer que utiliza PM sobre event logs reais de processos de SW. Nenhum EC decisivo identificado.",IC1,,llm
2e76e921,An exploratory study on usage of process mining in agile software development,10.1007/978-3-319-67383-7_14,2017,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining (descoberta, monitoramento e melhoria de processos) a artefatos de desenvolvimento ágil de software, especificamente em um projeto Scrum. O estudo é explorativo e examina técnicas de PM em contexto de desenvolvimento agile, extraindo conhecimento de event logs. Nenhum critério de exclusão se aplica decisivamente.",IC1,,llm
3d967450,A probabilistic approach to building defect prediction model for platform-based product lines,,2017,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),maybe,include,O artigo atende claramente IC2 (modelagem estocástica com Markov chains aplicada a processos de desenvolvimento de SW) e IC3 (forecasting de métricas de processo — predição de número de defeitos e distribuição em produtos consecutivos). Usa dados de defect tracking systems (DTS) como fonte de event logs e constrói um modelo probabilístico baseado em transições de estados do ciclo de vida de defeitos. Sem EC decisivo.,IC2|IC3,,llm_pdf
632737fb,Verification of lean-kanban processes with probabilistic model checking,10.1504/IJCAT.2016.076799,2016,scopus,scopus_principal,Principal,maybe,include,"O paper aplica Markov chain models e probabilistic model checking (modelagem estocástica) a processos lean-kanban em software maintenance (processo de desenvolvimento de software). Avalia propriedades usando temporal logic e valida contra um case study real com PRISM, atendendo claramente IC2. Nenhum EC decisivo se aplica.",IC2,,llm
16e31373,The v-algorithm for discovering software process lines,10.1002/smr.1778,2016,scopus,scopus_principal,Principal,maybe,include,"O paper propõe o v-algorithm, um método de descoberta de process mining (IC1) aplicado especificamente a logs de processos de software para extrair software process lines (SPrL). O trabalho minera dados de projetos de uma empresa de software real (Mobius) para descobrir estruturas de processo, base process e pontos de variação, alinhando-se diretamente com process mining em artefatos de desenvolvimento de software e não apresentando exclusões decisivas.",IC1,,llm
7ab40121,The Potential of Key Process/Performance Indicators (KPIs) in Automotive Software Quality Management,10.4271/2016-01-0046,2016,scopus,scopus_principal,Principal,maybe,include,"O paper atende IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo). Apresenta aplicação explícita de 'stochastic analysis methods' para estimar confiabilidade de software, modelar taxa de erros residuais em pontos de release e prever desempenho de falhas em fases de uso, integrando KPIs ao processo de desenvolvimento automotivo. Não há evidência de EC decisivo.",IC2|IC3,,llm
4f816525,"Software Development Process Mining: Discovery, Conformance Checking and Enhancement",10.1109/QUATIC.2016.061,2016,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper aplica explicitamente process mining (descoberta e conformance checking) a artefatos de desenvolvimento de software (IDE logs, comportamento de desenvolvedores), atendendo claramente IC1. O foco em descobrir padrões de codificação, comportamentos de programadores e desvios de processos prescritos em ambientes de desenvolvimento demonstra aplicação direta de técnicas de PM a processos de SW sem nenhum critério de exclusão decisivo.",IC1,,llm
2b343650,Process mining for project management,10.1109/SAPIENCE.2016.7684142,2016,ieee,ieee_manual_01,IEEE Manual 01,include,include,"O paper aplica explicitamente process mining (discovery, conformance, Heuristic Miner Algorithm) a event logs de processos de desenvolvimento de software e gerenciamento de projetos em empresas de IT, visando otimizar o Software Development Life Cycle. Atende claramente IC1 (process mining em artefatos/processos de SW) e IC4 (mineração de logs para descoberta de modelos de processo de desenvolvimento de SW). Nenhum critério de exclusão se aplica.",IC1|IC4,,llm
37b22a16,Mining Software Process Lines,10.1145/2889160.2889267,2016,acm,acm_principal,ACM Principal,maybe,include,"O resumo confirma explicitamente a aplicação de process mining techniques a processos de desenvolvimento de software (Software Process Lines). O trabalho visa desenvolver um framework que use técnicas de process mining em famílias de processos no domínio de desenvolvimento de software, minerando event data para descobrir, analisar e aprimorar processos. Isso atende diretamente IC1 (Process Mining em Software) ao aplicar process mining a artefatos/processos de SW.",IC1,,llm
b7fd840a,High productivity programmers use effective task processes in unit-testing,10.1109/APSEC.2015.31,2016,scopus,scopus_principal,Principal,maybe,include,"O paper aplica modelagem estocástica (Markov chains) para analisar e comparar processos de tarefas (task processes) em atividades de desenvolvimento de software (unit-testing), atendendo claramente IC2. A análise quantitativa de diferenças entre processos de programadores de alta e baixa produtividade constitui aplicação direta de modelagem estocástica a processos de SW, sem incidência em critérios de exclusão.",IC2,,llm
00ce8cfe,Anvaya: An Algorithm and Case-Study on Improving the Goodness of Software Process Models Generated by Mining Event-Log Data in Issue Tracking Systems,10.1109/COMPSAC.2016.64,2016,scopus,scopus_complementar,Complementar (MSR → Process Modeling),include,include,"O paper aplica claramente process mining (descoberta e melhoria de modelos de processo) a artefatos de software (Issue Tracking Systems - Bugzilla), minerando event logs de ciclo de vida de bugs para gerar modelos de processo. Atende IC1 sem nenhum critério de exclusão aplicável. A avaliação de texto completo confirma: (1) mining direto de ITS como PAIS, (2) geração de process maps a partir de event traces de software, (3) melhoria dos modelos através de clustering de traces estruturalmente simi",IC1,,llm
c42be0aa,A review on software process mining using petri nets,10.3923/ajaps.2016.131.142,2016,scopus,scopus_principal,Principal,maybe,include,"O texto completo confirma IC1 (Process Mining em Software com Petri Nets) e IC2 (Modelagem Estocástica — Petri Nets — em processos de SW). O paper é uma revisão que aborda explicitamente mining de processos de software usando Petri Nets, síntese de modelos a partir de logs de sistemas de gerenciamento de documentos e versão, alinhado diretamente ao escopo PATHCAST. Nenhum EC decisivo se aplica.",IC1|IC2,,llm_pdf
c149b689,Toward using business process intelligence to support incident management metrics selection and service improvement,10.18293/SEKE2015-110,2015,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma aplicação explícita de Process Mining (descoberta de processo, identificação de gargalos em event logs de incident management) e BPI em artefatos de processos de software (incident management em provedora de IT). Atende IC1 (process mining aplicado a processos de SW) e IC4 (mineração para descoberta e melhoria de modelo de processo). Não há EC decisivo — domínio é claramente software/IT services.",IC1|IC4,,llm
261f6383,The economic impact of software development process choice - Cycle-time analysis and Monte Carlo simulation results,10.1109/HICSS.2015.599,2015,scopus,scopus_principal,Principal,maybe,include,"O paper atende IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting de métricas de processo). Usa Monte Carlo simulation para modelar e comparar cenários de mudança de processo de desenvolvimento de software, com foco explícito em cycle-time como métrica de desempenho. A análise quantitativa de impacto de processo change em SW é core do escopo PATHCAST. Nenhum EC se aplica.",IC2|IC3,,llm
fa561e12,Software process line discovery,10.1145/2785592.2785605,2015,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining (mining project logs) para descobrir Software Process Lines em artefatos de SW (project logs de uma empresa real), atendendo claramente IC1 e IC4. O v-algorithm proposto minera logs de projetos para descobrir processos base e variabilidades, sem EC aplicável.",IC1|IC4,,llm
82b3401d,Process mining event logs from FLOSS data: State of the art and perspectives,10.1007/978-3-319-15201-1_12,2015,scopus,scopus_principal,Principal,maybe,include,"O paper atende claramente IC1 ao aplicar process mining (discovery, conformance, extension) a artefatos de FLOSS/open source software (event logs de repositórios). A proposta explícita é usar process mining para descobrir e analisar modelos de processo de desenvolvimento de software a partir de dados de repositórios, que é o cerne da intersecção entre process mining e engenharia de software.",IC1,,llm
b8b5b64e,Probabilistic Approach to Predicting Risk in Software Projects Using Software Repository Data,10.1142/S0218194015500151,2015,scopus,scopus_principal,Principal,maybe,include,"O paper aplica Markov chains (modelagem estocástica, IC2) para predizer risk threat levels em processos de desenvolvimento de software, mapeando atributos de defeitos e seus estados de transição. Utiliza dados de repositório de software para forecasting de métricas de processo de qualidade (IC3/IC4). Nenhum critério de exclusão é decisivo.",IC2|IC3|IC4,,llm
f356af5c,Predicting Release Time for Open Source Software Based on the Generalized Software Reliability Model,10.1109/Agile.2015.19,2015,scopus,scopus_principal,Principal,maybe,include,"O paper aplica modelagem estocástica (Generalized Software Reliability Model baseado em stochastic process) para forecasting de release time em processos de desenvolvimento de software (agile/OSS). Atende IC3 (forecasting de métricas de processo — release date prediction) e IC2 (modelagem estocástica em processos de SW). Não há EC aplicável: o foco é claramente no processo de desenvolvimento de SW, não em confiabilidade isolada ou algoritmo teórico descontextualizado.",IC2|IC3,,llm
ee562777,Mining project-oriented business processes,10.1007/978-3-319-23063-4_28,2015,scopus,scopus_principal,Principal,maybe,include,"O paper aplica process mining (técnica de mining/descoberta de processos) a artefatos de engenharia de software armazenados em VCS (version control systems), gerando modelos de visualização do histórico de trabalho. Atende IC1 (process mining em software, especificamente em commits/histórico de VCS) e IC4 (mineração de repositórios para descobrir modelos de processo de desenvolvimento). Nenhum EC se aplica—o domínio é explicitamente SW, o process mining é o método central, e há avaliação empíric",IC1|IC4,,llm
e23bbc10,Mining Software Development Process Variations,10.1145/2695664.2696046,2015,acm,acm_principal,ACM Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining (técnica de descoberta e análise de variações) a artefatos de processo de desenvolvimento de software, analisando execution logs para identificar desvios do processo padrão. Nenhum critério de exclusão se aplica — o foco é genuinamente no processo de SW, não em software como ferramenta.",IC1,,llm
53d897a8,Discovery of functional architectures from event logs,,2015,scopus,scopus_principal,Principal,maybe,include,"O artigo aplica process discovery (técnica central em process mining) a event logs de um sistema de software para descobrir arquitetura funcional, comportamento de componentes e fluxos de informação. Atende IC1 (Process Mining em Software): usa process discovery em artefatos/modelos de SW (message sequence charts e event logs) para análise de processos de desenvolvimento/design de software.",IC1,,llm
508f3b5b,Business activity monitoring solution to detect deviations in business process execution,10.1109/SACI.2015.7208243,2015,scopus,scopus_principal,Principal,maybe,include,"O resumo confirma claramente IC1: aplica process mining (descoberta de processos e análise de event logs) a um artefato de software — especificamente, event logs de um processo de desenvolvimento de software em um departamento de TI de grande empresa automotiva. O sistema de alerta detecta desvios em tempo real usando técnicas de process mining (conformance checking implícito), e o contexto é exclusivamente sobre processos de desenvolvimento de software (project management activities em IT depar",IC1,,llm
2647ea07,An integrated infrastructure using process mining techniques for software process verification,10.4018/978-1-4666-7456-1.ch036,2015,scopus,scopus_principal,Principal,maybe,include,"O paper aplica explicitamente process mining (conformance checking) a artefatos e processos de software (bug management, task management, defect management processes), desenvolvendo uma infraestrutura e plugin específicos para verificação de processos de desenvolvimento de SW contra modelos definidos usando dados reais. Atende claramente IC1 sem EC decisivo.",IC1,,llm
2ee3dc10,Ahaan: Software Process Intelligence: Mining Software Process Data for Extracting Actionable Information,10.1145/2723742.2723763,2015,acm,acm_principal,ACM Principal,maybe,include,"O resumo confirma claramente IC1 e IC4: apresenta um framework genérico de Software Process Intelligence que minera dados de Process Aware Information Systems (ITS, VCS) para extrair insights de processos de software. Menciona explicitamente mining de event traces, activities, timestamps de ferramentas de construção de software (issue tracking e version control), que são artefatos de SW cobertos por IC1 e IC4. Nenhum EC se aplica.",IC1|IC4,,llm
