internal_id,ft_priority_band,title,doi,year,source_db,ta_decision,ta_matched_ic,ft_rationale,ft_screened_by
ba328b1c,E,Chapter 4 The Use of Simulation Techniques for Hybrid Software Cost Estimation and Risk Analysis,10.1016/S0065-2458(08)00604-9,2008,scopus,maybe,,"Resumo ausente impede confirmação definitiva de atendimento aos critérios de inclusão. O título sugere simulação em estimativa de custo e análise de risco de software, potencialmente alinhado com IC2 (modelagem estocástica em processos de SW), mas é ambíguo quanto a abordar processos de desenvolvimento de SW ou apenas estimativas de projeto isoladas. Texto completo necessário para decisão conclusiva.",llm
f478c3e3,E,DATA-DRIVEN SIMULATION-BASED ANALYSIS OF COLLABORATIVE BUSINESS PROCESSES IN DISTRIBUTED ENVIRONMENTS,,2025,scopus,maybe,,"Resumo completamente ausente e fonte bibliográfica não verificada. Título menciona 'simulation-based analysis' e 'collaborative business processes', sugerindo possível alinhamento com IC2 (modelagem estocástica) ou IC4 (análise de processos), mas sem acesso ao abstract não é possível confirmar: (a) se o domínio é processos de software (SE) ou BPM genérico; (b) se há efetivamente mineração de dados/repositórios ou apenas simulação teórica; (c) se aplica-se EC1 (domínio fora de SW) ou EC3 (algorit",llm
e43e3c2c,E,DDPS: A Project Methodology for Data-Driven Process Simulation,,2023,scopus,maybe,,"Título sugere potencial relevância a IC2 (modelagem estocástica de processos) e IC3/IC4 (process simulation e data-driven methodology). Porém, sem resumo verificável, não há evidência conclusiva de aplicação específica a processos de software vs. BPM genérico ou outros domínios. A ausência de abstract impede diferenciação clara entre EC1 (fora de SW) e escopo relevante.",llm
d06a1c9d,E,Effect of Large Language Model Use on Programming Project Groups,,2025,scopus,maybe,,"Resumo completamente ausente. Título sugere estudo sobre impacto de LLM em grupos de projetos de software, com possível relevância tangencial a processos de desenvolvimento, mas sem acesso ao conteúdo não é possível confirmar se aborda process mining, modelagem estocástica, forecasting de processo ou análise de event logs conforme critérios da SLR PATHCAST. Requer análise do texto completo para decisão conclusiva.",llm
60bf700b,E,Evaluating probabilistic models with uncertain model parameters,10.1007/s10270-012-0277-5,2014,scopus,maybe,,"Resumo ausente impossibilita verificação de aplicação a processos de software ou confirmação de IC2 (modelagem estocástica em SW). Título sugere modelagem probabilística potencialmente relevante, mas domínio de aplicação permanece incerto — pode ser BPM genérico, systems engineering, ou outra área. Texto completo necessário para decidir.",llm
e605fd1f,E,"ICPM-D 2020 - Proceedings of the ICPM Doctoral Consortium and Tool Demonstration Track 2020, co-located with the 2nd International Conference on Process Mining, ICPM 2020",,2020,scopus,maybe,,"Trata-se de proceedings de conferência (ICPM 2020 Doctoral Consortium e Tool Demonstration Track) sem abstract disponível. Embora ICPM seja a principal conferência de process mining e o título sugira potencial relevância ao escopo PATHCAST, a ausência completa de conteúdo textual impede avaliação confiável dos artigos inclusos. Não é possível verificar se algum dos artigos dentro deste proceedings atende aos critérios de inclusão específicos (IC1-IC4) ou incorre em exclusão.",llm
d3a617cf,E,Issue Workflow Explorer,10.1007/978-981-15-0310-8_11,2019,scopus,maybe,,"Resumo completamente ausente e fonte não verificada. O título 'Issue Workflow Explorer' sugere forte potencial de relevância a IC1 (process mining em artefatos de SW — issues) e IC4 (mineração de repositórios), mas sem abstract ou acesso ao conteúdo, não é possível confirmar se o trabalho de fato realiza análise de event logs, descoberta de processos ou mineração de workflows, ou se é meramente uma ferramenta de visualização. Requer acesso ao full text para decisão fundamentada.",llm
1832d1bf,E,Large-Scale Dynamics of Business Process Change: Insights From Digital Venture Scaling,,2024,scopus,maybe,,"Resumo ausente torna impossível confirmar se o paper aborda process mining, modelagem estocástica ou forecasting em processos de desenvolvimento de software. O título menciona 'business process change' e 'digital venture scaling', sugerindo possível relevância para IC2 ou IC4, mas sem conteúdo do abstract não é possível descartar que se trate apenas de processos de negócio genéricos (EC1) ou que 'software' seja ferramenta, não objeto de estudo (EC2). Texto completo é necessário.",llm
9d7cc9bf,E,Learning Accurate LSTM Models of Business Processes,10.1007/978-3-030-26619-6_19,2019,scopus,maybe,,"Abstract ausente impossibilita confirmação de escopo. Título sugere process mining com LSTM em 'business processes', mas não evidencia claramente se aborda processos de desenvolvimento de software ou apenas BPM genérico. Requer texto completo para decidir entre IC1/IC3 (SW-specific) ou exclusão por domínio genérico.",llm
fef58768,E,Microflows: Leveraging process mining and an automated constraint recommender for microflow modeling,10.1007/978-3-319-78428-1_2,2018,scopus,maybe,,"O resumo está ausente e indisponível. O título menciona 'process mining' e 'microflow modeling', sugerindo potencial relevância a IC1 (Process Mining em Software), mas sem acesso ao texto completo não é possível confirmar se o domínio é efetivamente processos de desenvolvimento de software ou se trata de modelagem de processos de negócio genérica (BPM). A palavra 'microflows' pode referir-se a abstrações arquiteturais em SW ou a processos de negócio sem conexão com engenharia de software.",llm
3113d552,E,Monitoring event logs within a cluster system,10.1007/978-3-642-30662-4-17,2012,scopus,maybe,,"Resumo ausente e título genérico ('Monitoring event logs within a cluster system') não permite determinar se o contexto é desenvolvimento de software ou infraestrutura distribuída. O termo 'event logs' sugere potencial relevância para IC1 (process mining), mas sem conteúdo verificável não há base para inclusão confiante. Texto completo necessário para avaliar se aplica-se a processos de SW.",llm
99607d98,E,Optimal software testing in the setting of controlled Markov chains,10.1016/j.ejor.2002.11.002,2005,scopus,maybe,,"Título menciona cadeias de Markov controladas e teste de software, sugerindo possível IC2 (modelagem estocástica em processos de SW). Contudo, sem abstract ou acesso ao texto completo, não é possível confirmar se aplica-se a processos de desenvolvimento de SW ou se trata apenas de otimização de algoritmos de teste em contexto genérico. A fase de texto completo requer confiança, mas o título mantém relevância marginal potencial.",llm
de2305ca,E,Performance evaluation of reliability assessment method based on stochastic differential equation model for a large-scale open source solution,10.1007/s13198-011-0035-z,2010,scopus,maybe,,"Abstract ausente impede avaliação rigorosa do escopo e metodologia. Embora o título mencione 'stochastic differential equation model' e 'open source solution', não há evidência explícita de que o foco seja em processos de desenvolvimento de software (IC2) versus confiabilidade/qualidade de software como artefato (EC2). A avaliação de confiabilidade de uma solução open source pode referir-se a confiabilidade do produto final e não ao processo de desenvolvimento. Full text é necessário para confir",llm
3b4b3cd5,E,"Proceedings - 2021 IEEE/ACM 18th International Conference on Mining Software Repositories, MSR 2021",,2021,scopus,maybe,,"Trata-se de proceedings de conferência (MSR 2021) sem abstract disponível. MSR é venue altamente relevante para mining software repositories (IC4), mas sem acesso ao resumo ou texto completo não é possível avaliar se os artigos específicos contêm process mining, modelagem estocástica ou forecasting em processos de SW. A decisão exige visualização do texto completo.",llm
4f2a1f75,E,SimuBridge: Discovery and Management of Process Simulation Scenarios,,2023,scopus,maybe,,"Abstract ausente impede confirmação rigorosa do escopo. Título sugere process simulation e discovery, potencialmente relevante a IC2 (modelagem estocástica) ou IC4, mas não há evidência suficiente no resumo para verificar se o contexto é processos de software (requisito crítico) ou BPM/manufatura genérica. Texto completo necessário para avaliar adequadamente.",llm
02134616,E,Studying Domain Dependence in BPMN Process Modeling: An Empirical Research Proposal,,2025,scopus,maybe,,"O abstract está ausente ou não verificado. O título indica um estudo empírico em modelagem BPMN, que poderia ser relevante para IC2 (modelagem de processos), mas é impossível confirmar sem o texto completo se o escopo inclui processos de software, componentes estocásticos ou forecasting conforme exigido pelo PATHCAST. A pesquisa de proposta empírica (research proposal) também pode ser apenas um protocolo, não um estudo completo.",llm
a9220982,E,Studying the impact of uncertainty in operational release planning - An integrated method and its initial evaluation,10.1016/j.infsof.2009.11.003,2010,scopus,maybe,,"O abstract está ausente e a fonte bibliográfica é não verificada. O título sugere estudo de incerteza em planejamento de release operacional em software, o que poderia alinhar-se a IC2 (modelagem estocástica em processos de SW) ou IC3 (forecasting de métricas de processo). Porém, sem acesso ao texto completo ou resumo verificável, não é possível confirmar se o paper aborda process mining, modelagem estocástica aplicada a processos de SW, ou forecasting de métricas de processo conforme escopo PAT",llm
965b7bb9,E,TML: A description language for Markov chain usage models,10.1016/S0950-5849(00)00123-3,2000,scopus,maybe,,"Título indica modelagem com Markov chains e uma linguagem de descrição, sugerindo potencial relevância para IC2 (modelagem estocástica em processos de SW). Porém, sem abstract disponível é impossível confirmar se a aplicação é a processos de software ou a sistemas genéricos. O texto completo é necessário para distinguir entre aplicação legítima ao escopo (processos de desenvolvimento de SW) e escopo fora (BPM genérico, sistemas sem relação a engenharia de software).",llm
40749a1f,E,Towards Automated Defect Analysis Using Execution Traces of Scenario-Based Models,10.1007/978-3-030-11030-7_15,2019,scopus,maybe,,"Resumo ausente e não verificado. O título sugere análise de execution traces em modelos baseados em cenários, potencialmente relevante para process mining (IC1) ou análise de processos de software, mas sem acesso ao texto completo é impossível confirmar: (a) se aplica-se a processos de desenvolvimento de software vs. sistemas genéricos, (b) se a análise envolve descoberta/conformance de processo ou apenas detecção de defeitos em simulações, (c) se usa event logs ou artefatos de repositório de SW",llm
33a6fe85,E,Towards Organizational Digital Twins: Process Enhancement by Object-Centric Simulation,,2023,scopus,maybe,,"Resumo ausente e impossível verificar conteúdo completo. Título sugere simulação de processos organizacionais com object-centric modeling, potencialmente relevante para process mining e modelagem estocástica, mas sem abstract não há evidência clara de aplicação a processos de software (IC1, IC2) vs. BPM genérico (EC1). Texto completo necessário para decisão fundamentada.",llm
709b20bc,E,Towards monitoring systems development on the basis of the multilevel relative finite state operational automata,,2020,scopus,maybe,,"Abstract ausente torna impossível confirmar alinhamento com ICs. O título sugere monitoramento de processos de desenvolvimento de software utilizando autômatos finitos operacionais, potencialmente relevante para process mining e modelagem de processos. Contudo, sem acesso ao conteúdo, não é possível verificar se: (1) aplica-se process mining real a artefatos de SW; (2) há modelagem estocástica; (3) há forecasting de métricas; ou (4) se 'operational automata' é ferramenta (EC2) vs. método de anál",llm
898e9953,E,A collection of java class libraries for stochastic modeling and simulation,10.1007/3-540-46043-8_105,2002,scopus,maybe,,"O abstract está ausente e o título sugere uma biblioteca genérica para modelagem e simulação estocástica, sem indicar claramente aplicação a processos de software. Análise do texto completo é necessária para determinar se a ferramenta foi avaliada/aplicada em contexto de engenharia de software (IC2, IC3) ou se é apenas uma implementação de algoritmos sem aplicação processual em SW (EC3).",llm
3250a9ce,E,From process mining to process design: A simulation model to reduce conformance risk,,2015,scopus,maybe,,"Título sugere forte relevância a process mining e simulation, mencionando 'conformance risk' (característica de PM). Porém, sem abstract disponível é impossível confirmar: (1) se o domínio é software development ou genérico (BPM, manufatura, saúde); (2) qual é a fonte de dados (event logs, repositórios, simulados); (3) se atende IC1, IC2, IC3 ou IC4. A ausência de resumo impede decisão conclusiva, mas o título justifica elevação à fase de texto completo para verificação.",llm
414e1286,E,Metamodelling and conformance checking with PVS,10.1007/3-540-45314-8_2,2001,scopus,maybe,,"Abstract ausente impossibilita avaliação rigorosa na fase de texto completo. Título menciona 'conformance checking' (conceito em process mining) e 'metamodelling', mas sem conteúdo não é possível confirmar se aplica-se a processos de software (IC1) ou se é algoritmo teórico sem aplicação a SW (EC3). A data de 2001 e venue LNCS sugerem trabalho formal, aumentando risco de exclusão, mas a evidência é insuficiente.",llm
d3b31579,E,PReMo: An analyzer for probabilistic recursive models,10.1007/978-3-540-71209-1_7,2007,scopus,maybe,,"Resumo completamente ausente e fonte não verificada. Título 'PReMo: An analyzer for probabilistic recursive models' sugere ferramenta para análise de modelos probabilísticos, potencialmente relevante para IC2 (modelagem estocástica), mas sem acesso ao abstract ou full text não é possível determinar se aplica-se especificamente a processos de software ou se é apenas método teórico genérico (EC3). Requer acesso ao texto completo para decisão confiável.",llm
828b3583,E,"14th International Workshop on Enterprise and Organizational Modeling and Simulation, EOMAS 2018, Held at Conference on Advanced Information Engineering Systems, CAiSE 2018",,2018,scopus,maybe,,"Trata-se de proceedings de workshop sem abstract disponível. O título menciona 'modelagem e simulação organizacional', o que pode estar relacionado a processos de software, mas não há evidência textual suficiente para confirmar atendimento a IC1-IC4 ou aplicação de EC1-EC4. A fase de texto completo requer conteúdo explícito; o título isolado é insuficiente.",llm
d2709c71,E,"50th Summer Computer Simulation Conference, SCSC 2018",,2018,scopus,maybe,,"O resumo está ausente e o título é genérico ('50th Summer Computer Simulation Conference, SCSC 2018'), referindo-se à conferência em si e não a um artigo específico. Sem acesso ao texto completo ou resumo, é impossível determinar se o conteúdo aborda process mining, modelagem estocástica ou processos de software. A relevância potencial existe apenas pela menção a 'simulação' e o contexto de conferência especializada, mas requer verificação do conteúdo real.",llm
b71153d3,E,"Applications in Software Engineering - Proceedings of the 7th International Conference on Software Process Improvement, CIMPS 2018",,2019,scopus,maybe,,"O documento é uma página de anais de conferência (CIMPS 2018) sem resumo disponível. O título genérico 'Applications in Software Engineering' não fornece evidência suficiente sobre conteúdo específico. Impossível determinar se contém artigos sobre process mining, modelagem estocástica ou forecasting em SW sem acesso ao texto completo ou lista de artigos inclusos.",llm
a62c7710,E,How the release process impacts your software analytics,10.1016/B978-0-12-804206-9.00045-3,2016,scopus,maybe,,"Resumo ausente impossibilita avaliação rigorosa contra critérios IC/EC. Título sugere potencial relevância a processos de release e analytics em software (IC1 ou IC4), mas sem conteúdo completo não há evidência confiável de que aborde process mining, modelagem estocástica ou forecasting de métricas de processo. Full text é necessário para confirmação.",llm
c59ffa90,E,Modelling and performance evaluation with TimeNET 4.4,10.1007/978-3-319-66335-7_19,2017,scopus,maybe,,"Resumo ausente impossibilita avaliação confiável dos critérios de inclusão/exclusão. TimeNET 4.4 é ferramenta de modelagem com redes de Petri temporizadas (potencialmente relevante para IC2 estocástica), mas sem acesso ao texto completo não é possível confirmar se há aplicação específica a processos de software ou se é apenas contribuição metodológica genérica de BPM/ferramenta. Título refere-se a avaliação de performance e modelagem, sugerindo possível relevância marginal ao escopo.",llm
7456772a,E,Performability analysis considering debugging behaviors for open source solution,,2013,scopus,maybe,,"Resumo ausente impede avaliação confiável dos critérios de inclusão. O título sugere análise de comportamentos de debugging em projetos open source, com potencial relevância a IC1 (mining de repositórios para processo de SW) ou IC4 (mineração de repositórios), mas 'performability analysis' aponta primariamente para análise de confiabilidade/performance arquitetural em vez de processo de desenvolvimento. Somente texto completo pode confirmar se o foco é realmente em processos de SW.",llm
111a3cd0,E,"Proceedings of the International Workshop on Petri Nets and Software Engineering, PNSE 2019 - co-located with the 40th International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2019, 19th International Conference on Application of Concurrency to System Design, ACSD 2019 and the 1st IEEE International Conference on Process Mining, Process Mining 2019",,2019,scopus,maybe,,"Trata-se de proceedings de workshop que combina explicitamente Petri Nets, Software Engineering e Process Mining (PNSE 2019, co-localizado com Petri Nets 2019 e IEEE Process Mining 2019). O título forte sugere relevância potencial para a SLR PATHCAST, especialmente considerando a interseção entre redes de Petri (modelagem estocástica), process mining e engenharia de software. Contudo, sem acesso ao resumo ou conteúdo, é impossível confirmar se os artigos inclusos abordam especificamente (1) apli",llm
4bbb70a0,E,Process mining as a modelling tool: Beyond the domain of business process management,10.1007/978-3-662-49224-6_12,2015,scopus,maybe,,"O resumo está ausente e não pode ser verificado. O título sugere aplicação de process mining além de BPM, o que poderia indicar relevância para IC1 (Process Mining em Software), mas sem acesso ao conteúdo completo ou resumo verificável, não é possível confirmar se o trabalho trata efetivamente de processos de software ou se aplica-se a outros domínios (potencial EC1). Dada a fonte bibliográfica (LNCS 2015) e o foco potencial em SW, justifica-se avaliação do texto completo.",llm
5c1f686d,E,RT-PLG: Real time process log generator,10.1007/978-3-319-28564-1_11,2016,scopus,maybe,,"O resumo está ausente e o título 'RT-PLG: Real time process log generator' sugere uma ferramenta para geração de event logs, potencialmente relevante para process mining. Porém, sem acesso ao texto completo, não é possível determinar se a aplicação é específica a processos de software (IC1, IC4) ou se é genérica para BPM/domínios outros (EC1). A análise do texto completo é necessária para confirmar relevância ao escopo PATHCAST.",llm
6797e9ec,E,Refinement mining: Using data to sift plausible models,10.1007/978-3-319-50230-4_3,2016,scopus,maybe,,"Título sugere process mining com refinamento de modelos baseado em dados, potencialmente relevante para IC1 ou IC2. Contudo, abstract ausente impede confirmação decisiva de aplicação a processos de SW versus domínios genéricos de BPM. Necessário acesso ao texto completo para validar escopo.",llm
733a13cc,E,Simod: A tool for automated discovery of business process simulation models,,2019,scopus,maybe,,"O resumo está ausente e o título indica uma ferramenta de descoberta de modelos de simulação de processos de negócio (SIMOD), que sugere possível relevância para IC2 (modelagem estocástica) e IC4 (mineração de processos). Porém, sem acesso ao texto completo ou abstract verificado, não é possível confirmar se a aplicação é específica a processos de software ou apenas a BPM genérico. É necessário acesso ao texto completo para avaliação definitiva.",llm
c2baa8af,E,Simulation of multi-perspective declarative process models,10.1007/978-3-319-58457-7_5,2017,scopus,maybe,,"Resumo ausente impossibilita confirmação de aplicação a processos de software. Título indica modelagem declarativa com simulação, potencialmente relevante a IC2 (modelagem estocástica), mas sem conteúdo não é possível descartar que seja BPM genérico (EC1/EC4). Requer acesso ao texto completo para decisão conclusiva.",llm
29657340,E,Software reliability estimation evaluation method based on Markov model,10.1201/b18658-28,2015,scopus,maybe,,"Título menciona Markov model aplicado a software reliability, sugerindo IC2 (modelagem estocástica). Porém, sem abstract, é impossível confirmar se trata de processo de desenvolvimento de SW ou apenas confiabilidade de produto/sistema. A fase FT exige texto completo para validação; resumo ausente impede decisão conclusiva.",llm
b6a1e8e6,E,Towards simulation- and mining-based translation of resource-aware process models,10.1007/978-3-319-58457-7_26,2017,scopus,maybe,,"Resumo ausente impede avaliação conclusiva. Título sugere relevância potencial a process mining e modelagem estocástica (simulation, mining, resource-aware models), mas sem conteúdo não é possível confirmar se o escopo é processos de software (IC1-IC4) ou BPM genérico (EC1). Requer análise de texto completo.",llm
ed11a07a,E,A Bayesian inference tool for NHPP-based software reliability assessment,10.1007/978-3-642-10509-8_26,2009,scopus,maybe,,"O título indica modelagem estocástica (NHPP) para confiabilidade de software, potencialmente relevante a IC2. Porém, sem abstract disponível, é impossível confirmar se o trabalho aborda processos de desenvolvimento de SW (em vez de apenas confiabilidade de produto final) ou se atende aos critérios de escopo da SLR PATHCAST. A fase de texto completo exige acesso ao conteúdo integral para validação segura.",llm
b7f24f52,E,A Rule-Based Approach to Architecture Conformance Checking as a Quality Management Measure,10.1016/B978-0-12-417009-4.00007-7,2014,scopus,maybe,,"Resumo ausente impede avaliação confiável do escopo. Título menciona 'conformance checking' em arquitetura, que poderia indicar verificação de conformidade de processos (potencialmente IC1), mas sem acesso ao texto completo ou abstract não é possível confirmar se aborda process mining, event logs, modelagem estocástica ou forecasting de processos de SW. Requer acesso ao texto completo para decisão definitiva.",llm
5e57068f,E,A monitoring toolset for paose,10.1007/978-3-540-68746-7_26,2008,scopus,maybe,,"O título sugere uma ferramenta de monitoramento para PAOSE (Process-Aware Operational Support Environments), o que pode estar relacionado a process mining ou análise de processos. Porém, sem resumo disponível, é impossível confirmar se o trabalho atende aos critérios de inclusão (IC1–IC4) da SLR PATHCAST, particularmente se há aplicação a processos de software, modelagem estocástica ou forecasting. O contexto PAOSE é marginalmente relevante, mas requer texto completo para validação.",llm
22874779,E,A simulation query language for defining and analyzing uncertain data,10.2316/P.2011.758-039,2011,scopus,maybe,,"Resumo ausente impede avaliação conclusiva. Título sugere simulação e dados incertos (potencialmente IC2 – modelagem estocástica), mas sem conteúdo verificável não se pode confirmar se a aplicação é direcionada a processos de desenvolvimento de software ou a domínio genérico de BPM/SQL. Venue em engenharia de software (SEA 2011) é indicador marginal de relevância. Texto completo é necessário.",llm
651d10a0,E,A tool for fractal component based applications performance modelling using stochastic well formed nets,10.1007/978-3-642-36981-0_72,2013,scopus,maybe,,"O resumo está ausente, impossibilitando avaliação rigorosa dos critérios de inclusão/exclusão. O título indica modelagem estocástica (stochastic well formed nets), alinhado com IC2, mas não confirma aplicação a processos de software. 'Fractal component based applications' é ambíguo: pode referir-se a componentes de software ou sistemas genéricos. Texto completo é necessário para validar se há contexto de engenharia de software ou se enquadra em EC1 (domínio fora de SW).",llm
d64c4e8c,E,Approaching process mining with sequence clustering: Experiments and findings,10.1007/978-3-540-75183-0_26,2007,scopus,maybe,,"Resumo ausente impede avaliação conclusiva. Título sugere relevância marginal a process mining (IC1), mas sem conteúdo não é possível confirmar: (a) se a aplicação é a processos de SW ou outro domínio (EC1); (b) se sequence clustering é método teórico sem avaliação em SW (EC3); (c) se há realmente mineração de processos ou apenas clustering de sequências genérico. Texto completo necessário.",llm
e189815b,E,Control loop model of virtual company in BPM simulation,10.1007/978-3-642-32922-7_53,2013,scopus,maybe,,"O resumo está ausente e o título refere-se genericamente a 'BPM simulation' com 'control loop model' em 'virtual company', sem indicação explícita de domínio (SW vs. manufatura/negócios). Impossível determinar se aborda processos de desenvolvimento de software, modelagem estocástica ou forecasting com base no título isolado. Requer acesso ao texto completo para decisão definitiva.",llm
0d7f7bae,E,Correlation of Business Activities Executed in Legacy Information Systems,10.1007/978-3-642-45422-6_4,2013,scopus,maybe,,"Abstract ausente e título fornece apenas indicação marginal de relevância. 'Correlation of Business Activities in Legacy Information Systems' pode referir-se a process mining (IC1) ou a sistemas de informação genéricos (EC1). Sem acesso ao texto completo, é impossível confirmar se o foco é em processos de desenvolvimento de software, se aplica técnicas de process mining reconhecidas, ou se trata de análise de sistemas legados sem vinculação a SW development. Dado que é conference paper de 2013 e",llm
0f5a8ea4,E,Fourth Annual Workshop on Data-Driven Knowledge Mobilization,,2019,acm,maybe,,"Resumo completamente ausente. Título refere-se a um workshop sobre 'Data-Driven Knowledge Mobilization' em contexto de conferência de software (CASCON), o que sugere possível relevância marginal a processos de SW orientados por dados, mas sem abstract ou acesso ao texto completo é impossível verificar se atende a qualquer critério de inclusão (IC1–IC4) ou se trata apenas de evento editorial/call-for-papers.",llm
289344cb,E,Maintaining architectural conformance during software development: A practical approach,10.1007/978-3-642-39031-9_19,2013,scopus,maybe,,"O título menciona 'conformance' que é um conceito-chave em process mining (IC1), mas sem abstract disponível é impossível confirmar se o artigo aplica PM a artefatos de SW, analisa event logs, ou se trata apenas de conformance arquitetural genérica em design de software. Embora a venue (LNCS 2013) indique qualidade, a ausência de resumo impede decisão conclusiva na fase de full-text com o rigor requerido.",llm
a50b0228,E,Mapping state diagram to petri net : An approach to use markov theory for analyzing non-functional parameters,10.1007/978-1-4020-6264-3_33,2007,scopus,maybe,,"O título sugere potencial relevância para IC2 (Markov + Petri nets para análise de parâmetros), mas sem resumo disponível não é possível confirmar se a aplicação é a processos de software ou a sistemas genéricos. Texto completo é necessário para avaliar o domínio de aplicação e eliminar risco de EC1.",llm
53138f21,E,Mining predictive process models out of low-level multidimensional logs,10.1007/978-3-319-07881-6_36,2014,scopus,maybe,,"O título sugere fortemente process mining com foco em modelagem preditiva ('Mining predictive process models'), o que se alinha potencialmente com IC1 (process mining) e/ou IC3 (forecasting). Contudo, o abstract está ausente e não é possível confirmar: (1) se a aplicação é em processos de software ou domínios genéricos de BPM; (2) quais são as fontes de dados (event logs, repositórios, etc.); (3) qual é o alvo preditivo. Texto completo é necessário para decisão definitiva.",llm
110eb8a5,E,Optimal software testing and adaptive software testing in the context of software cybernetics,10.1016/S0950-5849(02)00108-8,2002,scopus,maybe,,"Resumo ausente impede avaliação conclusiva do alinhamento com critérios de inclusão PATHCAST. Título menciona 'software cybernetics' e 'adaptive software testing', que poderiam sugerir modelagem de processos adaptativos, mas sem acesso ao conteúdo completo não é possível confirmar se aborda process mining, modelagem estocástica, forecasting de processos de SW ou mineração de repositórios. Dado o ano de publicação (2002) e venue respeitável, mantém-se relevância marginal potencial.",llm
0a8b2797,E,Scenario-based statistical testing of quality of service requirements,10.1007/11495628_9,2005,scopus,maybe,,"Resumo ausente torna impossível confirmar se o paper aborda process mining, modelagem estocástica de processos de SW ou forecasting de métricas de processo de desenvolvimento. O título menciona 'statistical testing' e 'QoS requirements', que podem ser testing técnico (fora de escopo) ou potencialmente envolver modelagem estocástica, mas sem conteúdo concreto não há base para decisão fundamentada.",llm
5202be28,E,Time2Competence: The PEOLIX project,10.1007/11876663_59,2006,scopus,maybe,,"Resumo completamente ausente e título 'Time2Competence: The PEOLIX project' é insuficiente para avaliar contra critérios de inclusão/exclusão. Embora o título sugira potencial relevância a competência/desempenho, sem conteúdo textual não é possível confirmar aplicação a process mining, modelagem estocástica ou forecasting em processos de SW. Texto completo necessário.",llm
6c2eed0a,E,"17th International Conference on Product-Focused Software Process Improvement, PROFES 2016",,2016,scopus,maybe,,"Trata-se de uma conferência (PROFES 2016) focada em software process improvement, o que sugere possível relevância ao escopo da SLR PATHCAST. Entretanto, o abstract está ausente e não é possível verificar se os artigos inclusos nesta conferência abordam especificamente process mining, modelagem estocástica, forecasting ou mineração de repositórios conforme critérios IC1-IC4. Apenas o título da conferência está disponível, insuficiente para decisão conclusiva.",llm
d23ba467,E,"17th International Conference on Software Process Improvement and Capability Determination, SPICE 2017",,2017,scopus,maybe,,"O item é uma conferência (SPICE 2017) sobre melhoria de processo de software, mas nenhum abstract específico está disponível. Sem acesso ao texto completo ou sumário dos artigos inclusos, não é possível determinar se contêm aplicações de process mining, modelagem estocástica ou forecasting em processos de software. O título sugere potencial relevância ao escopo de processo de software, justificando 'pending' em vez de exclusão automática.",llm
0c8553c7,E,"5th Enterprise Engineering Working Conference, EEWC 2015",,2015,scopus,maybe,,"Trata-se de um evento de conferência (EEWC 2015) sem resumo disponível. O título refere-se apenas à conferência em si, não a um artigo específico. Sem acesso ao conteúdo completo ou resumo verificável, não é possível confirmar se algum IC se aplica. O contexto 'enterprise engineering' é marginal para o escopo PATHCAST; requer texto completo para avaliação.",llm
2b9f3ef6,E,"8th International Conference on Software Quality Days, SWQD 2016",,2016,scopus,maybe,,"O documento é uma página de conferência (SWQD 2016) sem abstract disponível. Embora o título sugira relevância potencial (conferência de qualidade de software), não há conteúdo suficiente para avaliar atendimento a critérios IC ou exclusão por EC. Requer acesso ao texto completo para triagem rigorosa.",llm
a911c5b9,E,A methodology for discovering Bayesian networks based on process mining,,2015,scopus,maybe,,"O título sugere combinação de process mining e redes Bayesianas (modelagem estocástica), potencialmente alinhado com IC2. Contudo, o abstract está ausente e a venue (IIE Annual Conference) é tipicamente associada a engenharia industrial/manufatura, não desenvolvimento de software. Sem o texto completo, não é possível confirmar se a aplicação ocorre em processos de SW (requisito de IC) ou em BPM genérico (EC1). A relevância permanece genuinamente incerta.",llm
bb176c1f,E,Advanced prediction of project by dyprep method,,2015,scopus,maybe,,"Resumo ausente impede avaliação conclusiva. Título sugere predição em projetos ('prediction of project'), potencialmente alinhado com IC3 (forecasting), mas sem conteúdo do abstract não é possível confirmar: (a) se aplica a processos de SW; (b) se 'dyprep method' é método estocástico ou de mining; (c) se usa event logs ou dados de repositórios. 'Dyprep' não é terminologia padrão em PM/SE. Requer acesso ao texto completo para decisão fundamentada.",llm
5e14a649,E,CEUR Workshop Proceedings,,2017,scopus,maybe,,"Resumo completamente ausente e título genérico ('CEUR Workshop Proceedings') não fornece informações suficientes para avaliar alinhamento com critérios IC1-IC4 ou descartar exclusão. Acesso ao texto completo é essencial para triagem adequada, mas não disponível nesta fase.",llm
c7ce857d,E,CEUR Workshop Proceedings,,2015,scopus,maybe,,"Resumo completamente ausente e título genérico ('CEUR Workshop Proceedings') não fornece informação suficiente para avaliar relevância. Impossível confirmar se o paper trata de process mining, modelagem estocástica ou processos de SW sem acesso ao conteúdo completo. Recomenda-se buscar o artigo original para determinação conclusiva.",llm
bce026ce,E,Cross-company collaboration analyzed through process mining: A method for analyzing the working environment and measuring impacts of change,,2016,scopus,maybe,,"O resumo está ausente e não pode ser verificado. O título sugere process mining em contexto de colaboração entre empresas, potencialmente relevante para IC1 (process mining em processos), mas sem acesso ao texto completo ou resumo, não é possível confirmar: (1) se o domínio é processos de software (vs. BPM genérico, processos organizacionais ou outro domínio); (2) se algum IC é efetivamente atendido; (3) se há EC que exclua o paper. A avaliação do texto completo é necessária.",llm
