row_idx,internal_id,title,doi,ft_decision_primary,ft_decision_verifier,verifier_model,raw
38,,Software reliability,10.1002/wics.159,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo é uma revisão de modelos de confiabilidade de software (HMM, processos de Dirichlet, regras de parada), focando em confiabilidade/testing de software como produto, não em processos de desenvolvimento de software. Não há aplicação a process mining, event logs, repositórios ou métricas de processo (lead time, cycle time), configurando EC2 (SW como objeto de estudo técnico, não processo de desenvolvimento) e EC4 (survey fora do escopo de PM/SE)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC4""],
  ""evidence_tags"": [""hidden_markov_mode"
52,,Extension of a Simulation Software to Incorporate Quality-Related Factors in Investigations on Software Engineering Economics,10.1142/S0218194022500553,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper descreve uma extensão de software de simulação para analisar fatores de qualidade na economia de engenharia de software, usando simulação de configurações de produção de software. Embora envolva simulação de processos de SW, não aplica process mining, modelagem estocástica (Markov, Monte Carlo, Petri nets estocásticas) nem forecasting de métricas de processo conforme definido nos ICs — o foco é em análise econômica/qualitativa via Prolog, sem mineração de repositórios ou event logs."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evi"
53,,Correlation of Business Activities Executed in Legacy Information Systems,10.1007/978-3-642-45422-6_4,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo avaliação dos critérios de inclusão/exclusão. O título menciona correlação de atividades de negócio em sistemas legados, o que pode ter alguma relação com process mining (IC1/IC4), mas sem conteúdo verificável não é possível confirmar relevância para o escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  "
48,,An approach to the discovery of accurate and expressive fix-time prediction models,10.1007/978-3-319-22348-3_7,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e não é possível confirmar se o paper aborda previsão de fix-time em contexto de processos de desenvolvimento de software (IC3/IC4) ou aplica modelos preditivos genéricos. O título sugere relevância para IC3 (forecasting de métricas de processo de SW), justificando manutenção como pending para verificação de texto completo."",
  ""matched_ic"": [""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  "
54,,Decomposed replay using hiding and reduction,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata exclusivamente de técnicas de decomposição de replay em process mining (conformance checking) sem qualquer aplicação a processos de desenvolvimento de software. É um trabalho metodológico/teórico sobre otimização de replay em redes de Petri genéricas, não atendendo a nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""process_mining"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_log"
57,,Process minding: Closing the big data gap,10.1007/978-3-030-58666-9_1,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O abstract fornecido trata de feedback corretivo escrito em aquisição de segunda língua em telecollaboração, sem qualquer relação com process mining, modelagem estocástica, forecasting ou processos de desenvolvimento de software. O conteúdo é claramente fora do escopo da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC4""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
56,,A business process simulation method supporting resource evolution,10.1145/2600821.2600827,exclude,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica simulação de processos de negócio especificamente ao processo de desenvolvimento de software de um projeto real, focando em modelagem dinâmica de recursos humanos, o que atende IC2 (modelagem estocástica/simulação em processos de SW) e IC3 (previsão de métricas de processo via simulação)."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""software_process"", ""throughput"", ""cycle_time""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_targ"
55,,Markovian reliability analysis for software using error generation and imperfect debugging,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica modelagem Markoviana para análise de confiabilidade de software (reliability analysis, error generation, imperfect debugging), o que tipicamente refere-se à confiabilidade de sistemas/código (software reliability growth models), não a processos de desenvolvimento de SW. Isso se enquadra em EC2 (software como objeto de estudo técnico, não o processo de desenvolvimento), e sem abstract disponível não há evidência de aplicação a processos de SW (commits, issues, workflows, etc.)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""e"
59,,ARCH-COMP25 Category Report: Stochastic Models,10.29007/mfm4,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper é um relatório de competição (ARCH-COMP) sobre verificação formal e síntese de políticas para modelos estocásticos, sem qualquer relação com processos de desenvolvimento de software. O benchmark introduzido é sobre redes de distribuição de água, claramente fora do escopo de SE/SW processes."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"",
  ""process_data_"
61,,Modeling Extraneous Activity Delays in Business Process Simulation,10.1109/ICPM57379.2022.9980544,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica process mining e simulação de processos de negócio genéricos (BPS) para modelar atrasos extrâneos, sem qualquer foco em processos de desenvolvimento de software. O domínio é BPM geral, não artefatos de SW como commits, issues, CI/CD, etc., ativando EC1."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""simulation"", ""event_log"", ""cycle_time""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""cycle_time"",
  ""process_data_source"": ""event_log"
60,,An iterative decision-making scheme for markov decision processes and its application to self-adaptive systems,10.1007/978-3-662-49665-7_16,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Markov Decision Processes a sistemas auto-adaptativos em runtime (framework Rainbow), não a processos de desenvolvimento de software. O foco é em lógica de adaptação de software em execução, não em processos de SW como desenvolvimento, CI/CD ou gestão de projetos — enquadrando-se em EC2 (software como ferramenta/ambiente, não o processo sendo estudado)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""markov"", ""stochastic_modeling"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_met"
63,,Monitoring event logs within a cluster system,10.1007/978-3-642-30662-4-17,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando determinar se o paper aplica event log monitoring a processos de desenvolvimento de software (IC1/IC4) ou a monitoramento de infraestrutura de clusters (EC1/EC2). O título sugere relevância marginal, justificando 'pending' até consulta ao texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""event_log"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"","
58,,Reliability of task execution during safe software processing,10.1109/DSD.2012.110,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica cadeias de Markov contínuas para avaliar a confiabilidade de execução de tarefas em sistemas de software safety-critical, mas o foco é em confiabilidade/disponibilidade de software como sistema (EC2 — software como ferramenta/objeto de engenharia de confiabilidade), e não em processos de desenvolvimento de software, mineração de repositórios, forecasting de métricas de processo ou process mining em artefatos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""markov"", ""reliability"", ""stochastic_modeling""],"
62,,Intelligent agile method framework,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O abstract descreve uma abordagem de method engineering para melhorar maturidade de processos de desenvolvimento de software, sem qualquer menção a process mining, modelagem estocástica, forecasting ou mineração de repositórios. Nenhum IC da SLR PATHCAST é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""software_process""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
64,,Information gathering in software process assessment,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título 'Information gathering in software process assessment' sugere relevância marginal ao escopo da SLR (processos de software), mas não há evidência suficiente para confirmar aplicação de process mining, modelagem estocástica, forecasting ou mineração de repositórios. Requer texto completo para decisão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""software_process""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"""
69,,"Proceedings - 2020 IEEE 24th International Enterprise Distributed Object Computing Conference, EDOC 2020",,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O abstract descreve uma arquitetura para plataformas de streaming com CEP e modelos de ML preditivo, sem qualquer menção a processos de desenvolvimento de software, mineração de repositórios ou process mining em contexto de SE. O 'software' é tratado como ferramenta/implementação (EC2), não como processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [""forecasting""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""un"
67,,An Agent-Based Workflow Simulator,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O resumo está ausente, impossibilitando confirmar se o simulador de workflows se aplica a processos de desenvolvimento de software ou a outro domínio (saúde, manufatura, etc.). O título sugere relevância marginal para IC2/IC3, justificando pending para recuperação do texto completo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""simulation"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": ""unclear"",
  ""con"
68,,Special panel: Software process simulation--at a crossroads?,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper é um painel de discussão sobre Software Process Simulation em geral, sem aplicar métodos estocásticos ou de process mining a processos de desenvolvimento de software de forma primária; trata-se de uma discussão de agenda de pesquisa (revisão secundária/opinativa) sem contribuição metodológica concreta alinhada aos ICs da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""software_process"", ""simulation""],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast"
70,,Towards goal-oriented conformance checking,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de conformance checking orientado a objetivos em processos de negócio genéricos (BPM), sem aplicação específica a processos de desenvolvimento de software. O domínio é BPM/requirements engineering genérico, não SE, e não há modelagem estocástica nem forecasting de métricas de processo de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""process_mining"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""even"
73,,Software Performance Analysis Using a Language Measure,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de análise de desempenho de sistemas de software usando semi-Markov e autômatos de estados finitos, focando em políticas de rejuvenescimento de software — não em processos de desenvolvimento de software (commits, issues, PR, CI/CD). O 'software' aqui é o artefato sendo analisado quanto à confiabilidade/disponibilidade, não o processo de desenvolvimento, caracterizando EC2."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""markov"", ""reliability""],
  ""software_context"": ""not_software_process"
72,,A stochastic approach to security software quality management,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede confirmação dos critérios de inclusão; o título sugere abordagem estocástica em qualidade de software de segurança, o que pode estar relacionado a IC2 ou IC3, mas também pode tratar software como produto/artefato (EC2) ou qualidade de software de segurança como domínio independente (EC1/EC3). Sem texto completo ou resumo, não é possível decidir com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"
71,,Modelling and analysis of distributed software using GSPNs,10.1007/3-540-65307-4_54,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica GSPNs para análise de desempenho de software distribuído em execução (análise estática e avaliação de performance de programas CSP), não para modelagem de processos de desenvolvimento de software. O foco é em sistemas computacionais em execução (ex: dining philosophers), não em artefatos ou fluxos de trabalho de engenharia de software, caracterizando EC2 (software como objeto de análise técnica, não processo de desenvolvimento)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""stochastic_petri_net"", ""simulatio"
75,,Probabilistic Learning of Temporal Uncertainties in Business Processes,10.1007/978-3-031-95397-2_12,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação do domínio de aplicação; o título sugere modelagem probabilística de incertezas temporais em processos de negócio, o que é potencialmente relevante para IC2/IC3, mas sem resumo não é possível confirmar se o foco é em processos de software ou em BPM genérico."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""forecasting"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""unclear"
79,,A framework for measuring the quality of business process simulation models,10.1016/j.is.2024.102447,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de Business Process Simulation em contexto genérico de BPM (processos de negócio), sem qualquer menção a processos de desenvolvimento de software, repositórios, commits, issues ou artefatos de SW. EC1 se aplica claramente: o domínio é BPM genérico, não processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""simulation"", ""cycle_time""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""cycle_time"",
  ""process_data_source"": """
74,,"Proceedings - 2024 6th International Conference on Process Mining, ICPM 2024",,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Este registro refere-se aos proceedings completos da ICPM 2024 como um único item bibliográfico, sem abstract e sem conteúdo avaliável individualmente. Na fase de texto completo, proceedings genéricos sem artigo específico identificado não podem satisfazer nenhum IC com confiança suficiente."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": "
77,,The use of knapsack 0/1 in prioritizing software requirements and Markov chain to predict software success,10.1007/s41870-023-01476-4,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título sugere uso de Markov chain para predição de sucesso de software, o que pode se alinhar a IC2/IC3, mas sem texto completo não é possível confirmar se o estudo trata de processos de desenvolvimento de software ou usa Markov de forma genérica sem ligação ao escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""markov"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""unclear"",
  ""process_data_so"
81,,"Interactive creation, visualization, and exploration of process model collections",10.1007/s10270-025-01346-6,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impossibilitando verificar se a criação/visualização/exploração de coleções de modelos de processo se aplica a processos de software (IC1/IC4) ou a BPM genérico (EC1/EC2). O título sugere relevância marginal para process mining, mas sem conteúdo verificável não é possível confirmar nenhum IC."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""proces"
82,,Event logs for the analysis of software failures: A rule-based approach,10.1109/TSE.2012.67,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de mecanismos de logging para análise de falhas de sistemas em execução (software como artefato operacional), não de process mining ou modelagem de processos de desenvolvimento de software. O uso de 'event logs' aqui refere-se a logs de sistema/runtime, não a event logs de processos de desenvolvimento (commits, issues, CI/CD), configurando EC2 (SW como ferramenta/objeto técnico, não o processo de desenvolvimento sendo estudado)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""event_log"", ""reliability""],
  ""sof"
84,,Cross-company collaboration analyzed through process mining: A method for analyzing the working environment and measuring impacts of change,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente e o título menciona process mining em contexto de colaboração entre empresas, o que pode ou não envolver processos de desenvolvimento de software; sem mais informações não é possível confirmar nenhum IC nem aplicar EC decisivo."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""process_mining"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
83,,Continuous build outcome prediction: an experimental evaluation and acceptance modelling,10.1007/s10489-023-04523-6,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""O abstract está ausente, impedindo confirmação do uso de process mining, modelagem estocástica ou event logs. O título sugere predição de outcomes de builds contínuos (IC3/CI_CD), o que é potencialmente relevante, mas sem o texto completo não é possível confirmar se atende algum IC com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""forecasting"", ""ci_cd"", ""build_prediction"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""ci_cd"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""build_outc"
80,,"Proceedings of the International Workshop on Petri Nets and Software Engineering, PNSE 2019 - co-located with the 40th International Conference on Application and Theory of Petri Nets and Concurrency, Petri Nets 2019, 19th International Conference on Application of Concurrency to System Design, ACSD 2019 and the 1st IEEE International Conference on Process Mining, Process Mining 2019",,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Este é um registro de proceedings (volume de anais) sem resumo disponível e sem conteúdo avaliável individualmente; trata-se de um container bibliográfico, não de um artigo científico com contribuição própria avaliável. Na fase de texto completo, sem conteúdo concreto para confirmar qualquer IC, o registro deve ser excluído."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_"
88,,SSRGM: Software strong reliability growth model based on failure loss,10.1109/PAAP.2012.43,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de modelagem de confiabilidade de produto de software (software reliability growth model) com foco em falhas e perdas, usando Markov Chain, mas não aborda processos de desenvolvimento de software (workflow, event logs, repositórios, CI/CD, etc.). O uso de Markov é para modelar confiabilidade do produto, não o processo de desenvolvimento — aplica-se EC2 (software como objeto de estudo de produto, não processo) e EC3 (método aplicado a confiabilidade de produto sem avaliação em processos de SW)."",
  ""matched_ic"": [],
  ""matched_ec"""
85,,Model-based scheduling analysis for software projects,10.1109/COMPSACW.2011.57,exclude,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O paper aplica um modelo de agendamento estocástico a projetos de desenvolvimento de software, capturando efeitos de feedback entre tarefas ('ripple effects') com reinforcement learning e simulação, o que atende IC2 (modelagem estocástica em processos de SW) e IC3 (forecasting/otimização de métricas de processo como alocação de tarefas e desempenho de projeto)."",
  ""matched_ic"": [""IC2"", ""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation"", ""software_process"", ""software_project_management""],
  ""software_context"": "
86,,Software Reliability Assessment: An Architectural and Component Impact Analysis,10.26599/TST.2024.9010101,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper usa Markov chain para prever confiabilidade de software baseada em impacto arquitetural de componentes, mas 'software' é o produto/artefato sendo avaliado (EC2), não o processo de desenvolvimento. Não há aplicação a process mining, event logs de desenvolvimento, repositórios ou processos de SW como fluxo de trabalho."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""markov"", ""reliability"", ""stochastic_modeling""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": "
89,,Enhancing information technology project portfolio management with agile principles and Kanban practices,10.1108/IJMPB-01-2025-0024,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Embora o estudo mencione process mining como ferramenta diagnóstica inicial, o foco principal é a proposta de um modelo ágil/Kanban para IT PPM, sem aplicação de modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios de software. O process mining é usado superficialmente como identificação de problemas, não como contribuição central alinhada aos ICs da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""process_mining"", ""software_process""],
  ""software_context"": ""software_project_m"
92,,Warnings: Violation symptoms indicating architecture erosion,10.1016/j.infsof.2023.107319,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper foca em erosão arquitetural e sintomas de violação detectados via code review comments, sem aplicação de process mining, modelagem estocástica ou forecasting de métricas de processo. O conteúdo não atende a nenhum IC do escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""software_development_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""high""
}
```"
93,,Calculating the usage probabilities of statistical usage models by constraints optimization,10.1145/1808266.1808285,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper usa cadeias de Markov para modelar probabilidades de uso em teste estatístico de software (workflow testing de um sistema médico RIS/PACS), com o objetivo de gerar casos de teste — o 'software' é ferramenta/objeto de teste (EC2) e a aplicação de domínio é médica (EC1), sem relação com processos de desenvolvimento de software (IC2/IC3). O método é teórico aplicado a testing de sistemas, não a processos de SW development como commits, issues ou CI/CD."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""stochastic_m"
94,,Software engineering data analysis techniques,,exclude,pending,claude-sonnet-4-6,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente e o título 'Software engineering data analysis techniques' é genérico demais para confirmar ou descartar os critérios de inclusão; o paper é de 1997, anterior ao campo de process mining, mas poderia cobrir análise estatística/estocástica de processos de SW. Texto completo necessário para decisão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""unclear"",
  ""process_data_source"": "
96,,Cutting the software building efforts in continuous integration by semi-supervised online AUC optimization,10.24963/ijcai.2018/399,exclude,include,claude-sonnet-4-6,"```json
{
  ""decision"": ""include"",
  ""rationale"": ""O artigo propõe um método de predição de outcome de builds em CI, usando um stream de eventos de build (event logs de CI), o que atende IC3 (forecasting de métricas de processo de SW — build outcome) e IC4 (mineração de dados de CI para processo de desenvolvimento). Não há critérios de exclusão aplicáveis: o domínio é claramente software e CI é o processo sendo estudado."",
  ""matched_ic"": [""IC3"", ""IC4""],
  ""matched_ec"": [],
  ""evidence_tags"": [""forecasting"", ""ci_cd"", ""event_log"", ""build_prediction"", ""software_process""],
  ""software_context"": """
97,,Change your history: Learning from event logs to improve processes,10.1109/CSCWD.2015.7230925,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica process mining a event logs genéricos de BPM para melhorar processos organizacionais, sem qualquer foco em processos de desenvolvimento de software (commits, issues, CI/CD, etc.). O domínio de aplicação é BPM genérico, ativando EC1/EC2, e nenhum IC específico à interseção com SE é atendido."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"""
99,,An empirical study of the evolution of GitHub actions workflows,10.1016/j.jss.2026.112824,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O artigo estuda empiricamente a evolução de workflows do GitHub Actions — tipos de mudanças, frequência e padrões de manutenção — sem aplicar process mining (descoberta/conformance de processos, PPM) nem modelagem estocástica ou forecasting de métricas de processo. Trata-se de análise descritiva/estatística de artefatos de CI/CD, onde o 'software' é o objeto de estudo como ferramenta (EC2) e não há descoberta/modelagem de processo de desenvolvimento nem predição de métricas alvo da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidenc"
95,,Model-driven safety modeling and analysis of embedded parallel software,10.1109/ICSESS.2015.7339247,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica Markov chain e FMEA para análise de segurança (safety) de software embarcado paralelo, usando o software como artefato de análise de confiabilidade/segurança funcional — não como processo de desenvolvimento sendo minerado ou modelado estocasticamente. Isso se enquadra em EC2 (software como ferramenta/objeto de análise de segurança, não o processo de SW sendo estudado) e EC1/EC3 (domínio de sistemas embarcados/aviação sem vínculo com processos de desenvolvimento de software)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
"
