row_idx,internal_id,title,doi,ta_decision_primary,ta_decision_verifier,verifier_model,raw
126,eeff0eea,Optimization of opportunity-based software rejuvenation policy,10.1109/ISSREW.2012.93,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se a 'software rejuvenation' (política de reinicialização/renovação de software para confiabilidade), que é uma técnica de engenharia de confiabilidade de sistemas, não relacionada a process mining ou modelagem de processos de desenvolvimento de software. O contexto é de confiabilidade/disponibilidade de sistemas, não de processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""reliability"", ""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""unclear"",
  ""fo"
121,ddbbaef2,Performance engineering with product-form models: Efficient solutions and applications,10.1145/1958746.1958812,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'product-form models' e 'performance engineering', que podem envolver modelagem estocástica (IC2), mas sem abstract não é possível determinar se o domínio é software de desenvolvimento de software ou outro contexto (ex: sistemas computacionais, redes). A venue ICPE sugere foco em desempenho de sistemas, mas a aplicação a processos de SW é incerta."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""stochastic_modeling"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_met"
128,9faecd70,Towards High-Quality Test Suite Generation with ML-Based Boundary Value Analysis,10.1109/DSA59317.2023.00020,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de geração de suítes de teste usando ML e Markov Chain Monte Carlo para análise de valores de fronteira, onde 'software' é o objeto de teste (EC2) e não o processo de desenvolvimento sendo minerado ou modelado. Não há aplicação de process mining, modelagem de processos de SW, forecasting de métricas de processo, ou mineração de repositórios para descoberta de processos."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2"", ""EC3""],
  ""evidence_tags"": [""monte_carlo"", ""markov""],
  ""software_context"": ""software_testing"",
  ""stochastic_method"
129,48fc94b8,"17th International Conference on Business Information Systems, BIS 2014",,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se apenas ao nome de uma conferência (BIS 2014) sem qualquer indicação de conteúdo específico, e o abstract está ausente. Trata-se de um registro bibliográfico de proceedings de conferência, não de um paper individual com conteúdo avaliável para os critérios da SLR."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC4""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
127,38859a92,Scenario-Based Reliability Analysis of component-based software,,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona análise de confiabilidade de software baseada em cenários, o que pode envolver modelagem estocástica (IC2) aplicada a software, mas sem abstract não é possível confirmar se trata do processo de desenvolvimento ou do produto/sistema de software. A confiabilidade de componentes de software geralmente se refere a análise do produto, não do processo (EC2 potencial)."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""st"
130,df8eef73,Decentralised Insurance on the Algorand Blockchain: A Pilot Study in Automated Efficiency,10.1109/BCCA66705.2025.11229509,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de uma plataforma de seguros descentralizada em blockchain (domínio financeiro/seguros), não de processos de desenvolvimento de software. As simulações estocásticas avaliam desempenho transacional de um sistema blockchain de seguros, sem relação com processos de SW, repositórios ou métricas de processo de desenvolvimento."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation"", ""throughput""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  "
132,597db66e,Active learning for automatic classification of software behavior,10.1145/1013886.1007539,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona classificação automática de comportamento de software, o que pode envolver modelagem estocástica ou análise de processos de SW, mas sem abstract não é possível confirmar relevância para os critérios de inclusão da PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""software_process""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
}
```"
131,ae4c7803,"Interfacing Geant4, Garfield++ and Degrad for the simulation of gaseous detectors",10.1016/j.nima.2019.04.110,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de simulação de detectores de partículas gasosas (física nuclear/experimental), sem qualquer relação com processos de desenvolvimento de software, mineração de repositórios ou process mining. 'Software' é apenas ferramenta de simulação física, não o processo sendo estudado."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
`"
133,b20a2ddd,Multitask evolution with problem reformulation for global exploration in analog circuit design,10.1016/j.aei.2025.104195,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se claramente a design de circuitos analógicos com evolução multitarefa, sem qualquer relação com process mining, modelagem estocástica de processos de software ou forecasting de métricas de desenvolvimento de software. O domínio é engenharia de circuitos, não processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
134,cfb4bd5a,Techno-Economic Analysis of Polylactic Acid from Corn Stover: Understanding Uncertainty and Variability via Artificial Intelligence Tools,10.1002/adsu.202500865,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de análise tecno-econômica da produção de ácido poliláctico (PLA) a partir de biomassa agrícola, usando Monte Carlo e AI para modelar incertezas em processos industriais de biorefinery. Não tem qualquer relação com processos de desenvolvimento de software, mineração de repositórios ou process mining em SE."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""monte_carlo"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""monte_carlo"",
  ""forecast_target"": ""none"",
  ""process"
136,6500fd93,Process Mining for Game Analytics,10.1109/CoG60054.2024.10645544,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica process mining a análise de comportamento de jogadores em jogos digitais (Age of Empires II), domínio claramente fora do escopo de processos de desenvolvimento de software. Não há relação com artefatos de SW como commits, issues, CI/CD ou modelagem de processos de desenvolvimento."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confi"
135,fd1f9d75,No-U-turn sampling for fast Bayesian inference in ADMB and TMB: Introducing the adnuts and tmbstan R packages,10.1371/journal.pone.0197954,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de pacotes R para inferência Bayesiana via NUTS/MCMC em modelos ecológicos (ADMB/TMB), sendo 'software' apenas a ferramenta de análise estatística, não o processo de desenvolvimento de software sendo estudado. Não atende nenhum critério de inclusão da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""markov"", ""bayesian_model""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""hi"
137,8159d7e9,Applying design patterns for web-based derivatives pricing,10.2495/CF060191,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica aplicação de design patterns para precificação de derivativos financeiros na web, claramente fora do escopo de process mining ou processos de desenvolvimento de software. Aplica-se EC1 (domínio fora de SW) e EC2 (software como ferramenta de implementação financeira)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
138,4c5aa934,CRSP: Emulating Human Cooperative Reasoning for Intelligible Story Point Estimation,10.1145/3643916.3644417,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de estimativa de story points (esforço) usando Monte Carlo Tree Search como técnica de busca em espaço de soluções de um modelo de linguagem, não como modelagem estocástica de processos de SW. O foco é em NLP/ML para estimativa de esforço a partir de descrições de tarefas, sem aplicação de process mining, event logs ou modelagem de processos de desenvolvimento."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [""monte_carlo"", ""issue_tracking""],
  ""software_context"": ""software_project_management"",
  ""stochastic_met"
140,241e814a,Ghost Science,10.1109/NSSMIC.2017.8533110,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper foi apresentado em um simpósio de ciência nuclear e imagem médica (IEEE Nuclear Science Symposium and Medical Imaging Conference), indicando claramente um domínio fora de engenharia de software. O título 'Ghost Science' não sugere qualquer relação com process mining, modelagem estocástica em SW ou mineração de repositórios."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_"
139,3d9ccb58,Stochastic modelling of delay propagation in large networks,10.1016/j.jrtpm.2012.10.001,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O venue 'Journal of Rail Transport Planning and Management' indica claramente domínio de transporte ferroviário, não processos de desenvolvimento de software. Mesmo sem abstract, o título e a publicação apontam para EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""stochastic_modeling""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""other_stochastic"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
141,8de33188,Automated discovery of business process simulation models from event logs,10.1016/j.dss.2020.113284,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O artigo trata de descoberta automatizada de modelos de simulação de processos de negócios a partir de event logs, o que alinha com IC1 e IC2, mas o domínio de aplicação parece ser genérico (business processes) e não especificamente processos de desenvolvimento de software. A avaliação usa logs 'de diferentes domínios', sem evidência clara de aplicação a SW."",
  ""matched_ic"": [""IC1"", ""IC2""],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""event_log"", ""simulation"", ""stochastic_modeling""],
  ""software_context"": ""unclear"",
  ""stocha"
143,d688dece,A remaining useful life prediction model for complex electromechanical equipments based on stochastic process and condition data,10.1109/AEMCSE50948.2020.00154,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de predição de vida útil remanescente de equipamentos eletromecânicos físicos usando processo de Wiener, sem qualquer relação com processos de desenvolvimento de software. O domínio é claramente manufatura/engenharia mecânica, não software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""stochastic_modeling"", ""bayesian_model"", ""remaining_time""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""remaining_time"",
  ""process_data_source"": ""unclear"",
"
142,9fe435f5,AtomPy: An open atomic data curation environment for astrophysical applications,10.3390/atoms2020123,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica claramente um sistema de curadoria de dados atômicos para aplicações astrofísicas, sem qualquer relação com process mining, modelagem estocástica de processos de SW ou forecasting de métricas de desenvolvimento de software. O domínio é astrofísica, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
144,90643661,Research of software reliability based on synthetic architecture,10.1109/CIS.2007.193,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'software reliability' e 'synthetic architecture', o que pode relacionar-se com IC2 (modelagem estocástica de SW) ou IC3 (forecasting de métricas), mas a ausência de abstract impede confirmação. O termo 'reliability' pode referir-se a confiabilidade de software como produto (não processo), caracterizando EC2."",
  ""matched_ic"": [""IC3""],
  ""matched_ec"": [],
  ""evidence_tags"": [""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""rel"
145,c873cda6,Novel physics-based tool-prototype for electromigration assessment in commercial-grade power delivery networks,10.1116/6.0000617,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de eletromigração em circuitos integrados (hardware/VLSI), sem qualquer relação com processos de desenvolvimento de software. Embora use Monte Carlo, aplica-se a domínio de engenharia elétrica/física, não a processos de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""monte_carlo"", ""simulation"", ""reliability""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""monte_carlo"",
  ""forecast_target"": ""reliability"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
146,b0e20d51,Reliability Assessment Model of IMA Partition Software Using Stochastic Petri Nets,10.1109/ACCESS.2021.3056747,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O estudo aplica Stochastic Petri Nets e cadeias de Markov para avaliar a confiabilidade de software de aviónica (IMA), onde 'software' é o sistema/produto sendo avaliado, não o processo de desenvolvimento de software. Isso configura EC2 (software como ferramenta/produto) e EC1 (domínio de aviação/embarcado fora do contexto de SW development process)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""stochastic_petri_net"", ""markov"", ""reliability"", ""stochastic_modeling""],
  ""software_context"": ""not_software_process"",
  """
148,7b5e74ea,"Dandelion: A scalable, cloud-based graphical language workbench for industrial low-code development",10.1016/j.cola.2023.101217,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica uma ferramenta de workbench para desenvolvimento low-code baseada em nuvem, sem qualquer indicação de process mining, modelagem estocástica ou forecasting de processos de SW. O software é claramente tratado como ferramenta/produto, não como processo sendo estudado (EC2)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
149,16bacce4,Process Mining and Automatic Process Discovery,10.1109/CIMPS.2018.8625621,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper é uma revisão sistemática sobre algoritmos de descoberta automática de processos de negócio em geral, sem foco em processos de desenvolvimento de software. O contexto é BPM genérico, não SE, atendendo EC4 (survey fora do escopo) e EC1 (domínio fora de SW)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC4""],
  ""evidence_tags"": [""process_mining""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confidence"": ""high""
}
```"
147,899ade44,UML-based beowulf cluster availability modeling,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se à modelagem de disponibilidade de clusters Beowulf com UML, que trata de infraestrutura/confiabilidade de hardware, não de processos de desenvolvimento de software. Sem abstract disponível, mas o tema claramente não atende nenhum IC da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""reliability"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
150,7f2df2b9,Improvement strategies for Device Interoperability Middleware using formal reliability analysis,10.12694/scpe.v17i3.1178,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica análise de confiabilidade de middleware para interoperabilidade de dispositivos, sem qualquer indicação de process mining, modelagem estocástica de processos de SW ou mineração de repositórios. O domínio parece ser sistemas embarcados/IoT, não processos de desenvolvimento de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""reliability"", ""insufficient_abstract""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""unclear"",
  ""forecast_target"": ""reliability"",
  ""process_data_"
151,a10fdae9,Simulation of orcadian rhythm phase lags between servers,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se à simulação de defasagens de fase de ritmo circadiano entre servidores, claramente fora do domínio de process mining ou processos de desenvolvimento de software. Não há evidência de atendimento a qualquer critério de inclusão."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
153,fc90d712,Business process measurement in small enterprises after the installation of an ERP software,,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'business process measurement' e 'ERP software', mas o foco parece ser em processos de negócio de pequenas empresas após adoção de ERP, não em processos de desenvolvimento de software. Sem abstract, não é possível confirmar exclusão por EC1/EC2 nem inclusão por algum IC."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""unclear"",
  ""confidence"": ""low""
"
152,f7dcc8dc,A Method for Goal Model Repair Based on Process Mining,10.1109/SNPD.2019.8935771,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aplica process mining para reparar goal models e modelos de processos de negócios genéricos, não processos de desenvolvimento de software (commits, issues, PRs, CI/CD). O contexto é organizacional/BPM geral, não SE, configurando EC1/EC2."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""process_mining"", ""event_log""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confidence"": ""high""
}
```"
155,bfcedf16,Mathematical modelling for the design of an edge router,10.1109/SNPD.2008.139,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica modelagem matemática para design de roteador de borda (hardware de rede), não relacionado a processos de desenvolvimento de software. Mesmo sem abstract disponível, o contexto do venue e do título aponta claramente para infraestrutura de rede, não para processo de SW."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""medium""
}
```"
154,2f4e2c4b,Simulation and inference algorithms for stochastic biochemical reaction networks: From basic concepts to state-of-the-art,10.1098/rsif.2018.0943,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de redes de reações bioquímicas estocásticas em sistemas biológicos/vida, sem qualquer relação com processos de desenvolvimento de software. Aplica-se claramente EC1 (domínio fora de SW) e EC2 (software mencionado apenas como ferramenta de implementação MATLAB)."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC2""],
  ""evidence_tags"": [""stochastic_modeling"", ""simulation"", ""monte_carlo""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"",
  ""process_data_source"":"
156,23362282,How to test software for optimal software reliability assessment,10.1109/QSIC.2003.1319083,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona 'software reliability assessment' e 'testing', o que pode se relacionar com IC2 (modelagem estocástica de confiabilidade de software), mas sem abstract não é possível confirmar se envolve modelagem estocástica de processo ou apenas métricas de produto. O contexto 'reliability' pode ser relevante, mas a ausência de abstract impede decisão definitiva."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""software_testing"",
  ""stochastic_"
157,27f769ac,Evaluating performance attributes of layered software architecture,10.1007/11424529_5,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona avaliação de atributos de desempenho em arquitetura de software em camadas, o que pode envolver modelagem estocástica (ex: Petri nets, Markov) aplicada a software — potencialmente relevante para IC2. Porém, sem abstract disponível, não é possível confirmar se trata de processo de desenvolvimento de software ou de avaliação de desempenho de sistema/produto (EC2)."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""insufficient_abstract"", ""full_text_required"", ""stochastic_modeling""],
  ""software_context"": ""unclear"
158,5cd7eb34,Probabilistic network usage by means of equivalent bilateral exchanges. Case study for the Romanian Power System,10.1109/UPEC.2014.6934811,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se explicitamente ao sistema de energia elétrico romeno (Romanian Power System), indicando domínio de energia/infraestrutura, sem qualquer relação com processos de desenvolvimento de software. EC1 se aplica claramente."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
160,e1bd6645,Adapting MCMC with CUSUM path plot for overlapped vehicle tracking,,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica claramente aplicação a rastreamento de veículos (vehicle tracking) usando MCMC, sem qualquer relação com processos de desenvolvimento de software. O domínio é visão computacional/rastreamento, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""monte_carlo""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""monte_carlo"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
161,3221c296,Reliability assessment of CubeSat nanosatellites flight software by high-order Markov chains,10.1016/j.procs.2021.08.046,exclude,maybe,claude-sonnet-4-6,"```json
{
  ""decision"": ""maybe"",
  ""rationale"": ""O título menciona Markov chains (IC2) aplicadas a software de nanosatélites, mas o contexto parece ser confiabilidade de software embarcado (flight software), não processo de desenvolvimento de software. Sem abstract disponível, não é possível determinar se o foco é no processo de SW ou no comportamento do sistema em si."",
  ""matched_ic"": [""IC2""],
  ""matched_ec"": [],
  ""evidence_tags"": [""markov"", ""reliability"", ""insufficient_abstract"", ""full_text_required""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""markov_chain"",
  ""forecast_targ"
159,2461e644,The INTEGRAL Mass Model - TIMM,10.1051/0004-6361:20031403,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper é claramente da área de astronomia (modelo de massa do satélite INTEGRAL), sem qualquer relação com process mining, modelagem estocástica de SW ou engenharia de software. EC1 se aplica de forma inequívoca."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
162,8b4d2572,Subdivision of the MDR superfamily of medium-chain dehydrogenases/reductases through iterative hidden Markov model refinement,10.1186/1471-2105-11-534,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título indica claramente que o paper trata de bioinformática (superfamília MDR de desidrogenases/redutases), sem qualquer relação com processos de desenvolvimento de software. Embora use Hidden Markov Models, o domínio é biológico/bioquímico, não engenharia de software."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1"", ""EC3""],
  ""evidence_tags"": [""hidden_markov_model""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""hidden_markov_model"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}"
164,10e91471,"Human Resource Allocation to the Credit Requirement Process, A Process Mining Approach",10.1109/IKT57960.2022.10039030,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O estudo aplica process mining a processos bancários (crédito), não a processos de desenvolvimento de software. O domínio é claramente financeiro/bancário, atendendo EC1."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [""process_mining"", ""simulation""],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""simulation"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""event_logs"",
  ""confidence"": ""high""
}
```"
163,d0a2f321,Guidance and control for flat-circular parachutes,10.2514/2.2865,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título refere-se claramente a pára-quedas circulares e controle de voo, sem qualquer relação com processos de software, process mining ou modelagem estocástica de processos de desenvolvimento. O domínio é engenharia aeroespacial/aeronáutica."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""none"",
  ""forecast_target"": ""none"",
  ""process_data_source"": ""none"",
  ""confidence"": ""high""
}
```"
165,6c24b4be,Probabilistic disclosure: Maximisation vs. Minimisation,10.4230/LIPIcs.FSTTCS.2017.13,exclude,exclude,claude-sonnet-4-6,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O título sugere um trabalho teórico sobre divulgação probabilística (maximização vs. minimização), sem qualquer indicação de relação com process mining, processos de desenvolvimento de software ou forecasting de métricas de processo. Sem abstract disponível, o título por si só não oferece evidência de relevância para o escopo da SLR PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC3""],
  ""evidence_tags"": [""insufficient_abstract""],
  ""software_context"": ""unclear"",
  ""stochastic_method"": ""probabilistic_model"",
  ""forecast_target"": ""none"",
  """
