internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,abstract_source,abstract_match_type,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_evidence_tags,ta_software_context,ta_stochastic_method,ta_forecast_target,ta_process_data_source,ta_confidence,ta_evidence_status,ta_manual_review_required,ta_screened_at,ta_batch_id,ft_priority_score,ft_priority_rank,ft_priority_band,ft_oa_url,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,ft_evidence_tags,ft_software_context,ft_stochastic_method,ft_forecast_target,ft_process_data_source,ft_confidence,ft_evidence_status,ft_manual_review_required,ft_screened_at,ft_screened_by,ft_batch_id
,scopus,scopus_principal,Principal,10.18293/SEKE2015-110,Toward using business process intelligence to support incident management metrics selection and service improvement,Trinkenreich B.,2015,"Background: Businesses are increasingly dependent on IT services, and providers need to deliver fast, with high quality and low cost. An incident is an event that can lead to loss or disruption of services. Incident management reinstates normal service operation as quickly as possible and mitigates negative impact to business, ensuring agreed levels of service quality. So, reduce resolution time is usually the most important goal for incidents. Aims We aim to obtain knowledge about process and identify adequate metrics for Incident Management to help reduction of resolution time. Our research questions are: (i) Which Incident Management sub-process is causing more impact to resolution time? (ii) Which metrics can be used to measure this sub-process? (iii) What actions can be taken to improve Incident Management process in order to reduce impact of this subprocess in resolution time? Method: We present a case study in a global large company that considers reduction of incidents resolution time as a goal. Results: By applying BPM, BPI and Process Mining we were able to discover the underlined process and a bottleneck for resolution time. Moreover, we proposed metrics to improve process and service quality by applying GQM+Strategies.",Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84969849480,,,,maybe,"Título sugere aplicação de business process intelligence a incident management em contexto de software (SEKE é conferência de SE), potencialmente relacionado a IC1 (process mining/discovery) ou IC4 (mineração de repositórios). Contudo, sem abstract disponível, não é possível confirmar se trata realmente de process mining, estocástica ou forecasting em processos de SW, ou se é apenas gestão de incidentes com métricas genéricas.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,64,425,C,https://doi.org/10.18293/seke2015-110,include,"O resumo confirma aplicação explícita de Process Mining (descoberta de processo, identificação de gargalos em event logs de incident management) e BPI em artefatos de processos de software (incident management em provedora de IT). Atende IC1 (process mining aplicado a processos de SW) e IC4 (mineração para descoberta e melhoria de modelo de processo). Não há EC decisivo — domínio é claramente software/IT services.",IC1|IC4,,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,,Transactions on Petri Nets and Other Models of Concurrency i,,2008,No abstrac,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-58449108917,,,,maybe,"Título refere-se a Petri Nets (relevante para IC2 - modelagem estocástica), mas sem resumo disponível é impossível confirmar se há aplicação a processos de software ou se é apenas teórico/genérico. Requer análise do texto completo para decisão definitiva.",IC2,EC3,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,64,426,C,,exclude,"Resumo completamente ausente ('No abstrac'), impossibilitando avaliação rigorosa do conteúdo. Título genérico sobre Petri Nets sem indicação clara de aplicação a processos de software. Na fase de texto completo, a ausência total de resumo e informações sobre contexto ou avaliação empírica em SE, aliada à falta de evidência de link com IC2 ou outros critérios de inclusão, justifica exclusão por EC3 (algoritmo/método teórico sem aplicação comprovada a processos de SW).",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1142/S0218539302000846,Use of combined system dependability and software reliability growth models,Hecht M.,2002,"This paper describes how MEADEP, a system level dependability prediction tool, and CASRE, a software reliability growth prediction tool can be used together to predict system reliability (probability of failure in a given time interval), availability (proportion of time service is available), and performability (reward-weighted availability). The system includes COTS hardware, COTS software, radar, and communication gateways. The performability metric also accounts for capacity changes as processors in a cluster fail and recover. The Littlewood Verall and Geometric model is used to predict reliability growth from software test data this prediction is integrated into a system level Markov model that incorporates hardware failures and recoveries, redundancy, coverage failures, and capacity. The results of the combined model can be used to predict the contribution of additional testing upon availability and a variety of other figures of merit that support management decisions.",International Journal of Reliability Quality and Safety Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-0036960216,,,,maybe,"O título sugere foco em modelos de confiabilidade de software (SRGMs), que poderia relacionar-se a IC2 (modelagem estocástica) ou IC3 (forecasting). Porém, sem abstract disponível, não é possível confirmar se o estudo aplica esses modelos especificamente a processos de desenvolvimento de SW ou se trata puramente de confiabilidade de produto/sistema (que seria EC1 ou EC2).",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,64,427,C,,exclude,"O artigo trata de modelagem de confiabilidade e disponibilidade de sistemas (hardware + software COTS), usando modelos de crescimento de confiabilidade de software (Littlewood Verall, Geometric) integrados a modelos Markov. Não aborda process mining (IC1), não minera artefatos de desenvolvimento de SW como commits/issues/logs (IC4), e o forecasting é de confiabilidade de produto/sistema, não de métricas de processo de desenvolvimento (IC3). Embora IC2 (modelagem estocástica) seja parcialmente re",,EC1|EC2,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1109/WSC.2015.7408223,Using process mining to model interarrival times: Investigating the sensitivity of the ARPRA framework,Martin N.,2016,"Accurately modeling the interarrival times (IAT) is important when constructing a business process simulation model given its influence on process performance metrics such as the average flow time. To this end, the use of real data from information systems is highly relevant as it becomes more readily available. This paper considers event logs, a particular type of file containing process execution information, as a data source. To retrieve an IAT input model from event logs, the recently developed ARPRA framework is used, which is the first algorithm that explicitly integrates the notion of queues. This paper investigates ARPRA's sensitivity to the initial parameter set estimate and the size of the original event log. Experimental results show that (i) ARPRA is fairly robust for the specification of the initial parameter estimate and (ii) ARPRA's output represents reality more closely for larger event logs than for smaller logs.",Proceedings Winter Simulation Conference,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84962920606,,,,maybe,"Título menciona process mining e modelagem de interarrival times (componente estocástico), potencialmente relevante para IC2/IC3. Porém, sem abstract não é possível confirmar se a aplicação é a processos de SW ou a outro domínio (manufatura, simulação genérica). Venue (Winter Simulation Conference) sugere escopo amplo além de SW.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,64,428,C,http://www.informs-sim.org/wsc15papers/075.pdf,exclude,"O paper trata de process mining aplicado a event logs para modelagem de interarrival times em simulação de processos de negócio genéricos. Não há evidência de aplicação específica a processos de desenvolvimento de software (EC1 implícito). Embora use process mining e modelagem estocástica, não atende IC1 (sem artefatos de SW como commits, issues, PR, CI/CD), IC2 (não modelar processo de SW especificamente), IC3 (não prevê métricas de processo de SW) ou IC4 (não minera repositórios de SW). O esco",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,,VDD: A visual drift detection system for process mining,Yeshchenko A.,2020,"Research on concept drift detection has inspired recent advancements of process mining and expanding the growing arsenal of process analysis tools. What has so far been missing in this new research stream are techniques that support comprehensive process drift analysis in terms of localizing, drillingdown, quantifying, and visualizing process drifts. In our research, we built on ideas from concept drift, process mining, and visualization research and present a novel web-based software tool to analyze process drifts, called Visual Drift Detection (VDD). Addressing the comprehensive analysis requirements, our tool is of benefit to researchers and practitioners in the business intelligence and process analytics area. It constitutes a valuable aid to those who are involved in business process redesign projects.",Ceur Workshop Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85094821772,,,,maybe,"Título sugere relevância a process mining com foco em drift detection (conceito central em PM), mas sem abstract disponível não é possível confirmar se a aplicação é em processos de software ou em outro domínio. A presença de 'visual' e 'drift detection' alinha-se com IC1, mas falta evidência textual da aplicação a artefatos de SW.",,,,,,,,,,,2026-04-12T20:07:33.942322+00:00,msgbatch_01WA34s6KYBnqTEYDoeQMa8p,64,429,C,,exclude,"Embora o paper aborde process mining e drift detection (conceitos relevantes), o resumo não apresenta evidência de aplicação a processos de desenvolvimento de software ou artefatos de SW (commits, issues, PR, CI/CD). O trabalho foca em análise genérica de process drifts em processos de negócio ('business process redesign'), sem especificação de domínio de software. Não há confirmação de IC1, IC2, IC3 ou IC4.",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/TSE.2010.80,Verifying the evolution of probability distributions governed by a DTMC,Kwon Y.,2011,"We propose a new probabilistic temporal logic, iLTL, which captures properties of systems whose state can be represented by probability mass functions (pmfs). Using iLTL, we can specify reachability to a state (i.e., a pmf), as well as properties representing the aggregate (expected) behavior of a system. We then consider a class of systems whose transitions are governed by a Markov Chain-in this case, the set of states a system may be in is specified by the transitions of pmfs from all potential initial states to the final state. We then provide a model checking algorithm to check iLTL properties of such systems. Unlike existing model checking techniques, which either compute the portions of the computational paths that satisfy a specification or evaluate properties along a single path of pmf transitions, our model checking technique enables us to do a complete analysis on the expected behaviors of large-scale systems. Desirable system parameters may also be found as a counterexample of a negated goal. Finally, we illustrate the usefulness of iLTL model checking by means of two examples: assessing software reliability and ensuring the results of administering a drug.",IEEE Transactions on Software Engineering,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-79551538969,,,,maybe,"Título sugere foco em Cadeias de Markov de Tempo Discreto (DTMC) aplicadas a verificação de evolução de distribuições de probabilidade em contexto de engenharia de software (IEEE TSE). Sem resumo, é impossível confirmar se a aplicação está em processos de SW ou em outro domínio. DTMC é relevante para IC2, mas a falta de abstract impede avaliação definitiva.",,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,64,430,C,,exclude,"O paper propõe iLTL para verificação de propriedades de sistemas governados por DTMC, com exemplos em confiabilidade de software e administração de drogas. Embora use modelagem estocástica (Markov), não aborda processos de desenvolvimento de software (IC2 requer 'processos de desenvolvimento'), e o exemplo de SW é verificação de confiabilidade (genérico), não mineração, descoberta ou predição de processos de SW. EC1 aplica-se parcialmente (domínio farmacêutico mencionado); EC3 aplica-se: o algor",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1016/j.dss.2011.11.003,Workflow simulation for operational decision support using event graph through process mining,Liu Y.,2012,10.1016/j.dss.2011.11.003Decision Support Systems523685-697DSSY,Decision Support Systems,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84856002063,,,,maybe,"Título sugere process mining e simulação de workflow, potencialmente relevantes para IC1/IC2, mas sem abstract disponível não é possível confirmar se a aplicação é em processos de software ou em domínios genéricos de BPM (EC1). Necessária análise do texto completo.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,64,431,C,,exclude,"O paper trata de simulação de workflows e process mining em contexto genérico de sistemas de decisão operacional, sem evidência de aplicação específica a processos de desenvolvimento de software. Atende EC1 (domínio fora de SW) — a simulação é para tomada de decisão operacional em BPM genérico, não em artefatos ou processos de SE.",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1109/APSEC.2012.12,A stochastic simulation model for risk management process,Zhou P.,2012,"Risk management is widely accepted as a routine activity in software project management. A simulation model for risk management process can facilitate practitioners in risk management in many aspects, such as understanding of risk management process, predicting risk management outcome, and making informed risk management decision. However the modeling and simulation for software project risk management process is quite limited. In this paper, we propose a stochastic simulation model with due consideration of time element which has not been explicitly modeled. Based on that, a simulator is built for practical use. We also validate our simulation model.",Proceedings Asia Pacific Software Engineering Conference APSEC,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84874589324,,,,maybe,"Título sugere modelagem estocástica (IC2 potencial), mas ausência de resumo impede confirmação se aplica-se especificamente a processos de desenvolvimento de software ou apenas a gestão de risco genérica. Venue (APSEC 2012) é relevante para engenharia de software, mas sem abstract não é possível determinar se atende critérios de inclusão ou se configura EC1 (domínio fora de SW).",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,63,432,C,http://hdl.handle.net/10397/44817,include,"O resumo confirma modelagem estocástica (IC2) aplicada explicitamente a 'software project risk management process', com construção de simulador e validação. Embora foque em gestão de risco (subdomínio de processos de SW), não se encaixa em EC1 (domínio fora de SW) pois o contexto é claramente engenharia de software/gerenciamento de projetos de software. O artigo atende IC2: 'usa Markov, Monte Carlo, Petri nets estocásticas, ou matrizes de transição para modelar processos de desenvolvimento de SW",IC2,,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-642-37057-1_23,Abstraction and training of stochastic graph transformation systems,Bapodra M.,2013,"Abstract The correct operation of safety-critical distributed embedded systems is crucial. Following a model-driven approach, the relevant system aspects must be captured and rigorous ideally fully-automatic analysis of (probabilistic) timed safety properties must be supported. Probabilistic Timed Graph Transformation Systems (PTGTSs) support the modeling of such systems and analysis of such properties via model checking or simulation. However, they only support the modeling of probabilistic choice with a fixed numbers of outcomes and non-deterministic timing delays via timing constraints limiting applicability (descriptive expressiveness) and usefulness (precision of analysis results). To remedy this drawback of PTGTSs, we (a) extend PTGTSs to Stochastic Timed Graph Transformation Systems (STGTSs) integrating discrete/continuous random variables to capture stochastic behavior and (b) outline an adaptation of PTGTS model checking for STGTSs to enable analysis w.r.t. probabilistic timed safety properties. Relying on a running example in which shuttles navigating on a track topology must avoid derailing, we exemplify STGTS support for modeling and analysis.",Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84874385496,,,,maybe,"Título sugere modelagem estocástica (potencialmente IC2), mas sem abstract não há informação clara sobre aplicação a processos de software. Graph transformation systems são genéricas e podem ser aplicadas a múltiplos domínios; relevância a SW é incerta.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,63,433,C,https://link.springer.com/content/pdf/10.1007/978-3-642-37057-1_23.pdf,exclude,"O paper propõe extensões teóricas a Stochastic Timed Graph Transformation Systems (STGTSs) para modelagem de sistemas distribuídos embarcados críticos em segurança, com exemplar em navegação de shuttles. Não há evidência no resumo de aplicação a processos de desenvolvimento de software, processos de repositórios, artefatos de SW (commits, issues, PR, CI/CD), ou event logs. Trata-se de algoritmo/formalismo teórico sem avaliação em contexto de engenharia de software, caracterizando EC3.",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-031-08246-7_2,An Approach Based on Process Mining Techniques to Support Software Development,Hernandez-Resendiz J.D.,2023,,Intelligent Systems Reference Library,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85139061738,,,,maybe,"O título indica forte alinhamento com IC1 (process mining aplicado a software development), mas a ausência de resumo impede avaliação conclusiva sobre escopo, metodologia e rigor. Recomenda-se obtenção do abstract antes de decisão final.",IC1,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,63,434,D,,exclude,"PDF inacessível: não disponível em Unpaywall, Semantic Scholar nem OpenAlex. Capítulo de livro Springer atrás de paywall sem versão OA. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,,,,,,low,missing_pdf,true,2026-04-19T02:53:46.118987+00:00,manual_oa_search,
,scopus,scopus_principal,Principal,10.1007/978-3-642-28872-2_11,An operational decision support framework for monitoring business constraints,Maggi F.M.,2012,"Only recently, process mining techniques emerged that can be used for Operational decision Support (OS), i.e., knowledge extracted from event logs is used to handle running process instances better. In the process mining tool ProM, a generic OS service has been developed that allows ProM to dynamically interact with an external information system, receiving streams of events and returning meaningful insights on the running process instances. In this paper, we present the implementation of a novel business constraints monitoring framework on top of the ProM OS service. We discuss the foundations of the monitoring framework considering two logic-based approaches, tailored to Linear Temporal Logic on finite traces and the Event Calculus",Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84859113000,,,,maybe,"O título sugere um framework para monitoramento de restrições em contexto de negócios, potencialmente relevante a BPM/processos, mas sem abstract não é possível determinar se aplica-se a processos de software (IC1, IC2, IC3, IC4) ou se é domínio genérico (EC1). A ausência de resumo impede avaliação conclusiva.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,63,435,C,https://link.springer.com/content/pdf/10.1007%2F978-3-642-28872-2_11.pdf,exclude,"O paper apresenta um framework genérico de monitoramento de restrições de negócio usando process mining (ProM), mas não há evidência no resumo de aplicação específica a processos de desenvolvimento de software (commits, issues, PR, CI/CD). O contexto é de BPM genérico em sistemas de informação, não SE. Nenhum dos ICs (IC1-IC4) é claramente atendido: não há menção a artefatos de SW, modelagem estocástica, forecasting de métricas de processo de SW, ou mineração de repositórios. EC1 (domínio fora d",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-031-96841-9_2,Analyzing Side-Tracking of Developers Using Object-Centric Process Mining,Bala S.,2026,,Communications in Computer and Information Science,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-105017375069,,,,maybe,"Título sugere aplicação de object-centric process mining a comportamento de desenvolvedores, alinhado com IC1, mas ausência de resumo impede avaliação clara da profundidade da análise de processo de SW e confirmação de que não é apenas ferramenta de análise genérica.",IC1,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,63,436,D,,exclude,"PDF inacessível: não disponível em Unpaywall, Semantic Scholar nem OpenAlex. Capítulo de livro Springer atrás de paywall sem versão OA. Excluído por inacessibilidade de texto completo (sem PDF/OA disponível).",,EC5,,,,,,low,missing_pdf,true,2026-04-19T02:53:46.118987+00:00,manual_oa_search,
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-642-12186-9_8,Analyzing resource behavior using process mining,Nakatumba J.,2010,"It is vital to use accurate models for the analysis, design, and/or control of business processes. Unfortunately, there are often important discrepancies between reality and models. In earlier work, we have shown that simulation models are often based on incorrect assumptions and one example is the speed at which people work. The ""Yerkes-Dodson Law of Arousal"" suggests that a worker that is under time pressure may become more efficient and thus finish tasks faster. However, if the pressure is too high, then the worker’s performance may degrade. Traditionally, it was difficult to investigate such phenomena and few analysis tools (e.g., simulation packages) support workload-dependent behavior. Fortunately, more and more activities are being recorded and modern process mining techniques provide detailed insights in the way that people really work. This paper uses a new process mining plug-in that has been added to ProM to explore the effect of workload on service times. Based on historic data and by using regression analysis, the relationship between workload and services time is investigated. This information can be used for various types of analysis and decision making, including more realistic forms of simulation",Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-77954005040,,,,maybe,"Título indica process mining em análise de recursos, potencialmente relevante para IC1, mas ausência de resumo impossibilita confirmação de aplicação específica a processos de software. Pode ser BPM genérico sem foco em SW.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,63,437,C,http://wwwis.win.tue.nl/%7Ewvdaalst/publications/p585.pdf,exclude,"O paper aplica process mining a processos de negócio genéricos (BPM), especificamente analisando comportamento de recursos e carga de trabalho. Não há evidência no resumo de aplicação a artefatos ou processos de desenvolvimento de software (IC1 requer commits, issues, PR, CI/CD, etc.). Trata-se de process mining em domínio de business processes tradicional, não em engenharia de software, configurando EC1 (domínio fora de SW sem link a SW).",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1109/ASE.2001.989836,Better reasoning about software engineering activities,Menzies T.,2001,"Software management oracles often contain numerous subjective features. At each subjective point, a range of behaviors is possible. Stochastic simulation samples a subset of the possible behaviors. After many such stochastic simulations, the TAR2 treatment learner can find control actions that have (usually) the same impact despite the subjectivity of the oracle.",Proceedings 16th Annual International Conference on Automated Software Engineering Ase 2001,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84953298177,,,,maybe,"Título sugere relevância a atividades de engenharia de software, mas sem resumo disponível não é possível determinar se aborda process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. Requer análise do texto completo.",,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,63,438,C,http://menzies.us/pdf/01ase.pdf,exclude,"O resumo menciona simulação estocástica e um tratamento learner (TAR2) para encontrar ações de controle em oráculos de gestão de software, mas não aborda nenhum dos critérios de inclusão da SLR PATHCAST: não trata process mining (descoberta, conformance, event logs), não aplica modelagem estocástica a processos de desenvolvimento de software (Markov, Petri nets), não faz forecasting de métricas de processo, e não minera repositórios. O foco é em algoritmos de otimização/aprendizagem em simulação",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_simulation_bridge,Process Mining + Simulation Models (focal V9),10.1007/978-3-030-72610-2_33,Checking Conformance Between Colored Petri Nets and Event Logs,Carrasquel J.C.,2021,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85104756415,,,,maybe,"O título sugere conformance checking entre Petri nets coloridas e event logs, que é uma técnica central em process mining. Porém, sem abstract disponível, não é possível confirmar se a aplicação é em processos de software ou em outro domínio (manufatura, saúde, processos de negócio genéricos).",IC1,,,,,,,,,,2026-04-12T20:13:11.235489+00:00,msgbatch_014epxmAhDxpMiXrt3wqCGFY,63,439,D,,exclude,"O paper apresenta um método de conformance checking entre Colored Petri Nets e event logs aplicado a trading systems (domínio financeiro/transações), não a processos de software. Embora use técnicas de process mining, o caso de estudo foca em processamento de ordens em plataformas de negociação, não em artefatos de desenvolvimento de software (commits, issues, PR, CI/CD) ou processos de SE. Atende EC1 — domínio fora de software.",,EC1,process_mining|event_log,not_software_process,none,none,event_logs,high,pdf_full_text,false,2026-04-19T02:39:28.136339+00:00,llm_pdf,msgbatch_01E7oPWWpB7eKzNQqyRVmjSu
,scopus,scopus_principal,Principal,10.1007/978-3-642-40919-6_2,Combination of process mining and simulation techniques for business process redesign: A methodological approach,Aguirre S.,2013,"International audienceOrganizations of all sizes are currently supporting their performance on information systems that record the real execution of their business processes in event logs. Process mining tools analyze the log to provide insight on the real problems of the process, as part of the diagnostic phase. Nonetheless, to complete the lifecycle of a process, the latter has to be redesigned, a task for which simulation techniques can be used in combination with process mining, in order to evaluate different improvement alternatives before they are put in practice. In this context, the current work presents a methodological approach to the integration of process mining and simulation techniques in a process redesign project",Lecture Notes in Business Information Processing,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84885971824,,,,maybe,"O título sugere combinação de process mining com simulação para redesenho de processos, potencialmente alinhado com IC2 (modelagem estocástica) e IC1 (process mining). Contudo, sem resumo disponível, não é possível confirmar se a aplicação é em domínio de SW ou em processos genéricos de negócio (risco de EC1). Requer verificação do texto completo.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,63,440,C,https://link.springer.com/content/pdf/10.1007%2F978-3-642-40919-6_2.pdf,exclude,"O resumo descreve uma abordagem metodológica genérica de integração entre process mining e simulação para redesenho de processos de negócio. Não há qualquer indicação de aplicação ao domínio de software (commits, issues, CI/CD, repositórios) nem menção a processos de desenvolvimento de software. A ênfase em 'event logs' de execução de processos de negócio genéricos, sem qualquer contexto de engenharia de software, caracteriza EC1 (domínio fora de SW). Process mining é mencionado como técnica, ma",,EC1,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1145/1370788.1370808,Complementing approaches in ERP effort estimation practice: An industrial study,Daneva M.,2008,"Projects implementing enterprise resource planning (ERP) solutions are characterized by specific context factors such as high level of reuse, scope of the ERP modules, interdependent functionality, and use of vendor-specific standard implementation method, all of which impose risks known to cause various degrees of project failure. We suggest a remedy to this issue by tackling it from a portfolio management perspective. Our solution rests on earlier work by other authors and is a combination of a classic cost estimation method (COCOMO II), a Monte Carlo simulation process, and a portfolio management model. We report on the results of a case study done in a company site in the telecommunication sector.",Proceedings International Conference on Software Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-57049163741,,,,maybe,"Título sugere estimativa de esforço em implementação ERP (domínio de processos de SW), mas sem resumo não é possível confirmar se aplica process mining, modelagem estocástica ou forecasting de métricas de processo. Pode ser estudo empírico sobre estimativa, mas fora do escopo PATHCAST se não envolver PM ou modelagem estocástica.",,,,,,,,,,,2026-04-12T20:10:37.857356+00:00,msgbatch_01WubbEWrx98tudf2aLE6X3r,63,441,C,https://ris.utwente.nl/ws/files/5375736/p87-daneva.pdf,exclude,"O artigo trata de estimativa de esforço em projetos ERP usando COCOMO II + Monte Carlo simulation + portfolio management, focando em predição de custo/esforço. Não há evidência de process mining (não minera logs ou eventos de processos de SW), nem de modelagem estocástica de processos de desenvolvimento (Markov, Petri nets estocásticas aplicadas a fluxos de processo). A simulação Monte Carlo é método geral de estimativa, não modelagem do processo de SW em si. Não atende IC1, IC2, IC3 (forecastin",,EC3,,,,,,,,,2026-04-17T03:14:13.248953+00:00,llm,msgbatch_01R37QDMb9bSw1snsnADaiZn
,scopus,scopus_principal,Principal,10.1007/978-3-030-79463-7_35,Continuous Build Outcome Prediction: A Small-N Experiment in Settings of a Real Software Project,Kawalerowicz M.,2021,,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85112728681,,,,maybe,"O título sugere forecasting de resultados de build (IC3 potencial) em projeto real de SW, o que se alinha com o escopo PATHCAST. Porém, sem abstract disponível, não é possível confirmar se usa event logs, process mining ou modelagem estocástica, ou se aborda apenas predição com ML convencional.",IC3,,,,,,,,,,2026-04-12T20:03:59.736124+00:00,msgbatch_01Bi2vvN8phka4m2zJ3y8JSf,63,442,D,,include,"O paper atende claramente IC3 (Forecasting de Métricas de Processo): prediz build outcomes (sucesso/falha) usando dados históricos e métricas extraídas do repositório de software em um projeto real de CI/CD. Não há evidência de EC decisivo — o domínio é explicitamente software engineering, a aplicação é em processos de desenvolvimento real, e a avaliação é empírica em ambiente industrial.",IC3,,forecasting|software_process|repository_mining|ci_cd|build_prediction|version_control,ci_cd,none,build_outcome,version_control,high,pdf_full_text,false,2026-04-19T02:39:28.136339+00:00,llm_pdf,msgbatch_01E7oPWWpB7eKzNQqyRVmjSu
