internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,volume,issue,pages,publisher,is_duplicate,duplicate_of,selected,abstract_source,abstract_match_type
38f58b56,ieee,ieee_manual_01,IEEE Manual 01,10.1109/TLT.2025.3630658,Process Mining Insights From a Student-Generated Questions Tool: Lower Workload and Higher Perceived Usefulness Improve the Learning Process,"Domínguez, César; Jaime, Arturo; Pérez, Beatriz; Rubio, Ángel Luis; Zapata, María Antonia",2025,"Student generated questions (SGQ) is a constructive educational strategy in which students elaborate their own questions about the contents being learned. Research on this learning method has been focused on academic results, but other important aspects have been overlooked. In this work, we present an innovative, online, and collaborative software application to specifically support the SGQ strategy. The traces left on the tool by 221 students organized in teams are analyzed using process mining, in order to obtain insights from the learning process and the collaboration among students. Using a new feature model to identify the key characteristics of the SGQ strategy, we focus on the quality of the generated questions, the collaborative processes among students during question generation, and the alignment of students’ behavior with the instructors’ plan. In addition, the study is enriched by the influence of some cross-cutting parameters: type of subject, academic level of students, number of questions developed by each student, and availability of the questions–answers for self-study. The results obtained suggest that students were able to formulate good-quality questions and were well-suited to the planned task; however a competitive effect between teams was detected. Furthermore, we found that neither the type of subject nor the academic level of the undergraduates significantly influenced the process. In contrast, the volume and perceived usefulness of the questions did influence the studied characteristics, with lower workload and higher usefulness positively impacting the process. The results obtained thanks to the use of educational process mining on an SGQ learning tool offer valuable guidance for future proposals of this successful learning strategy.",IEEE Transactions on Learning Technologies,article,Collaboration; Process mining; Timing; Question generation; Proposals; Taxonomy; Training; Teamwork; Systematic literature review; Software engineering; Online tool; process fitness; process mining; question quality; student collaboration; student generated questions (SGQ),,18,,1083-1096,,False,,,,
91335021,ieee,ieee_manual_01,IEEE Manual 01,10.1109/MODELS-C59198.2023.00146,Towards Modeling Process Mining for Graphical Editors,"Dehghani, MohammadHadi; Berardinelli, Luca; Wimmer, Manuel",2023,"Engineering tools typically offer graphical environments to help modelers deal with the complexity of designing software-intensive systems. Collecting and analyzing how different users perform modeling actions is a valuable asset to improve the user experience, the quality of the modeled system, and the evolution of the modeling language and accompanying tool support. This tool paper presents a novel tool that captures user interaction events in graphical modeling editors and enables mining modeling processes. Modeling events from Sirius-based graphical editors and GLSP-compliant editors are saved in IEEE eXtensible Event Stream (XES) format and integrated with the open-source ProM process mining tool as one example. By importing modeling traces into process mining tools, analysts can visualize and gain insights into the underlying modeling processes, enabling informed decision-making for designing modeling language and tool improvements. Initial experimental results demonstrate the applicability of our tool in capturing and analyzing user interactions on desktop and Web editors in solo and collaborative modeling sessions.",2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),conference paper,Analytical models; Visualization; PROM; Decision making; Collaboration; Xenon; User experience; Modeling Processes; Event Streams; Process Mining; Change Recording; Modeling Tools,,,,929-933,,False,,,,
e3d6d00e,ieee,ieee_manual_01,IEEE Manual 01,10.1109/DASC66011.2025.11257352,Towards Streamlining Auditing for Compliance with Requirements in Open-Source Software at NASA,"Paradis, Carlos; Perez, Ivan; Davies, Misty",2025,"Context: Software that operates in critical environments must be developed and maintained following strict software engineering and development processes. The instantiation of such processes may vary per project; however, once decided upon, projects must undergo audits to evaluate compliance with such requirements. Aim: We propose that audit effort can be reduced when requirements are realized by leveraging commonly used opensource infrastructure for version control, issue tracking and continuous integration, and the generated records are analyzed using a repository mining software tool to quantify process compliance. Method: We perform a case study in the NASA-funded Copilot project, utilizing Kaiaulu, a repository mining software tool. We define four software compliance metrics based on the Copilot's requirements, and analyze their impact on source code quality. Results: Our work demonstrates how it is possible to leverage existing open source tools and platforms to facilitate software certification and qualification, and to streamline the auditing process required even when stringent requirements must be enforced. Conclusion: Together, both project and tool can be utilized to visualize project compliance, and metrics can be defined to more easily identify process irregularities to minimize auditing efforts. Project Repository: github.com/Copilot-Language/copilot Tool Repository: github.com/sailuh/kaiaulu",2025 AIAA DATC/IEEE 44th Digital Avionics Systems Conference (DASC),conference paper,Measurement; Visualization; Source coding; NASA; Process control; Data mining; Software tools; Open source software; Software engineering; Qualifications; mining-software-repositories; software-process; code-quality,,,,1-9,,False,,,,
0587b264,ieee,ieee_manual_01,IEEE Manual 01,10.1109/SMC53654.2022.9945270,A Data-Centric Approach to Evaluate Requirements Engineering in Multidisciplinary Projects,"Salmani, Ali; Imani, Alireza; Bahrehvar, Majid; Duffett-Leger, Linda; Moshirpour, Mohammad",2022,"Multidisciplinary teams are often a necessity for software projects as they provide the required expertise to effectively solve complex problems. However, efficient collaboration between teams with different disciplines is challenging due to several factors such as considering gaps in knowledge areas, establishing a development process, and understanding different requirements from various groups or stakeholders. The agile methodology, such as scrum, offers a powerful approach to managing the software development process effectively. As part of the agile methodology, some techniques and tools are used to manage requirements change, which is a common practice in multidisciplinary teams. This research aims to leverage process-mining techniques to analyze data from Jira and GitHub to analyze the efficacy of software development process, particularly in multidisciplinary teams. This approach is applied to a case study of a virtual healthcare intervention system to measure the team’s productivity. The results indicate several deficiencies in the process with respect to requirements engineering task that cause loss of time and increase rework rates. Results indicate that there are some challenges in the development process that contribute to some deficiencies. The rework rate is high and the number of tasks that are intended to be completed is less than what was planned. These factors can contribute to the lengthening of the software development process. Most of these challenges can be addressed by improving the requirement engineering process in order to obtain the requirements and manage change requests more efficiently.","2022 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",conference paper,Productivity; Collaboration; Medical services; Software; Requirements engineering; Stakeholders; Task analysis; Multidisciplinary; Agile methodology; Requirements Engineering; Process Mining,,,,903-908,,False,,,,
e627756c,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ICoDSE48700.2019.9092617,Predicting Issue Handling Process using Case Attributes and Categorical Variable Encoding Techniques,"Baskoro, Sangaji; Sunindyo, Wikan Danar",2019,"Software development process deals with the increasing complexity, needs for enhancement, and the reduction of bugs. The software project managers have a responsibility to maintain the software quality, e.g., by establishing Service Level Agreement (SLA) to the software development. However, there are difficulties to monitor SLA and to predict the software quality, due to a lot of issues should be handled. This work proposed prediction techniques for handling issues in the software development by using historical data from software repositories. There are two types of predictions in this work, namely 1) prediction of the remaining duration, and 2) prediction of the next activities. Event logs extracted from historical data in the software repositories exploited case and event attributes as predictors. Furthermore, the categorical variable encoding technique used in the preprocessing data phase. Some categorical variable encoding techniques also proposed in this study. The results showed that the use of case attributes as predictors could improve performance by 8.57% in the next activity prediction and 1.9% in the remaining duration prediction. Of the 4 (four) categorical variable encoding techniques used, one-hot encoding and sum encoding techniques can provide the best remaining duration prediction with a MAE of 19.72 and one-hot encoding technique can provide the best next activity prediction with an accuracy of 65.38%. All of these methods are widely evaluated using datasets from the Google Chromium Project. Further work including utilization of other attributes outside case and event attributes, e.g., component attributes, as predictor variables.",2019 International Conference on Data and Software Engineering (ICoDSE),conference paper,Encoding; Software; Data mining; Computer bugs; Business; Hidden Markov models; Monitoring; software repositories; prediction; process mining; encoding technique,,,,1-5,,False,,,,
bdcd2ba0,ieee,ieee_manual_01,IEEE Manual 01,10.1109/MIPRO60963.2024.10569435,Process Mining: Application in Practice,"Vukšić, Vesna Bosilj; Ivančić, Lucija; Vugec, Dalia Suša",2024,"Process mining is a concept that is not new, and software in this area is well represented on the market. The academic interest is reflected in a relatively large number of articles dealing with this topic. However, the practical implementation does not quite match these development trends. The aim of this study is therefore to investigate (1) the industries in which process mining is used and (2) the specific software used for this purpose. For the study, a systematic literature review was conducted by examining articles published in the last 5 years in Clarivate Analytics’ Web of Science (WoS) database. Based on the collected results, a bibliographic analysis was performed, the case studies on the application areas of process mining were analyzed and the software used was systematized. In addition, the identified benefits, current status, trends and challenges in the implementation of this concept in practice were analyzed. Considering the limitations of the research, guidelines for the scientific community are proposed to guide future research. Furthermore, approaches are proposed that could contribute to a stronger application of process mining in business practice.",2024 47th MIPRO ICT and Electronics Convention (MIPRO),conference paper,Industries; Systematics; Databases; Bibliographies; PROM; Market research; Software; process mining; software; case study; systematic literature review,,,,259-264,,False,,,,
8df508af,ieee,ieee_manual_01,IEEE Manual 01,10.1109/RTSI55261.2022.9905078,Concept for Process Mining for smart Medical Device Development,"Schidek, Anna; Timinger, Holger",2022,"Ongoing digitalization affects not only products themselves, but also the process of their development. Software tools and digital workflows generate a large number of events that are recorded in so-called event logs. Process mining uses these events and, among other things, allows conclusions to be drawn about the sequences of events during the development process. In this way, the process and the associated process model can be cross-checked and optimized. Especially in regulated areas such as medical devices, great importance is given to the traceability of the inputs made. In addition, there are further criteria to adapt process models individually, which can be of great benefit in the heterogeneous world of medical devices. This regulatory requirement cooperates well in context of process mining and the recording of event logs. In this paper, a concept for the application of process mining to optimize a customized process model for the development of smart medical devices is presented and evaluated by a case study. Furthermore, aspects could be uncovered that will be used to optimize and extend the concept in future research.",2022 IEEE 7th Forum on Research and Technologies for Society and Industry Innovation (RTSI),conference paper,Industries; Adaptation models; Technological innovation; Medical devices; Recording; Data mining; Software tools; process mining; medical devices; project management; development process; tailoring,,,,161-167,,False,,,,
542c0019,ieee,ieee_manual_01,IEEE Manual 01,10.1109/FUZZ-IEEE.2019.8859009,Learning analytics to improve coding abilities: a fuzzy-based process mining approach,"Ardimento, Pasquale; Bernardi, Mario Luca; Cimitile, Marta; Ruvo, Giuseppe De",2019,"Comprehension of how students and developers head the development of software and what specific hurdles they face, have a strong potential to better support the coding workflow. In this paper, we present the CodingMiner environment to generate event logs from IDE usage enabling the adoption of fuzzy-based process mining techniques to model and to study the developers' coding process. The logs from the development sessions have been analyzed using the fuzzy miner to highlight emergent and interesting developers' and students' behaviors during coding. The mined processes show different IDE usage patterns for students with different skills and performances. To validate our approach, we describe the results of a study in which the CodingMiner environment is used to investigate the coding activities of twenty students of a CS2 course performing a given programming task during four assignments. Results also demonstrate that fuzzy-based process mining techniques can be effectively exploited to understand students and developers behavior during programming tasks providing useful insights to improve the way they code.",2019 IEEE International Conference on Fuzzy Systems (FUZZ-IEEE),conference paper,Data mining; Encoding; Unified modeling language; Software systems; Task analysis; Tools; fuzzy process mining; development workflows; source code; IDE logging,,,,1-7,,False,,,,
4de05b14,ieee,ieee_manual_01,IEEE Manual 01,10.1109/EuroSPW67616.2025.00070,Towards Continuous Risk Assessment and Conformance Checking of IdM Deployments,"Bisegna, Andrea; Carbone, Roberto; Cristiano, Laura; De Matteis, Pietro; Ranise, Silvio",2025,"Ensuring effective threat intelligence sharing, assessing potential risks, and responding to threats remain significant challenges, particularly in complex systems and critical infrastructures. Environmental, Social, and Governance platforms are emerging as comprehensive solutions that integrate cybersecurity with governance principles, enhancing transparency and proactive risk management. However, integrating security tools into platforms that enable conformance checking and continuous risk assessment poses challenges, including automating security workflows and prioritizing vulnerabilities based on severity and exploitability. This paper presents an extended version of Micro-Id-Gym (MIG), an open-source security testing tool for Identity Management (IdM) implementations. The goal of this enhancement is to make MIG easily integrable into platforms for continuous risk assessment and mitigation in complex software supply chains deploying IdM solutions critical to the Zero Trust paradigm. By supporting trustworthy deployments, MIG focuses on conformance testing as a key mechanism to ensure reliability and compliance in multi-entity deployments. The extended version of MIG is designed for seamless integration into Continuous Integration and Continuous Delivery pipelines and has been validated in Open Authorization 2.0 and OpenID Connect deployments.",2025 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),conference paper,Prevention and mitigation; Supply chains; Pipelines; Continuous integration; Conformance testing; Software; Zero Trust; Software reliability; Critical infrastructure; Identity management systems; OIDC; OAuth; Security Testing; Conformance Checking; DevSecOps; Continuous Risk Assessment,,,,555-560,,False,,,,
ceef5034,ieee,ieee_manual_01,IEEE Manual 01,10.1109/SEAA.2014.27,Language-Based Process Model Discovery and Enhancement,"Dohrmann, Patrick",2014,"Introducing process models into an organization entail many advantages even more when being adapted to the organizations specific environment and needs. Unnecessary processes may be omitted and never be planed or defined for execution, while the necessary ones consist of possible workflows in an organization. Nevertheless, lived processes deviate from their correlated process definitions due to evolution in process execution. Thus, an aggregation of lived processes, forming a process model describing them, is needed for comparison with the organizational process model. Differences between these models provide useful information for process improvement. Therefore, a language-based approach is used to construct a process model as deterministic finite automaton describing the executed processes. An evaluation is done on real workflow data of a German manufacturer. It results in difficulties and restrictions of the proposed approach, which will be discussed.",2014 40th EUROMICRO Conference on Software Engineering and Advanced Applications,conference paper,Data models; Data mining; Organizations; Adaptation models; Learning automata; process engineering; process improvement; process mining; process discovery,,,,131-134,,False,,,,
1fd95ebc,ieee,ieee_manual_01,IEEE Manual 01,10.1109/E-TEMS53558.2022.9944415,Process Mining in Project Management for Smart Cities,"Zebro, Kevin; Timinger, Holger",2022,"Smart cities presuppose services, processes and infrastructures supported by highly integrated and networked technologies. The development of these products and technologies is influenced by project management approaches, which can be separated into traditional, agile and hybrid process models. Such process models include quality-gate models, Scrum, and the water-Scrum-fall-model. The most suitable process model must be chosen to ensure efficient and successful development. However, this is not an easy task, as a direct assignment of a project to a specific process model is not always possible. A potential solution for this issue lies in process mining. Process mining systematically analyses processes based on event logs. These can be used to analyse previous projects within an organisation. A model is created through the determined data of previous projects. This model selects an appropriate process model for project management based on a new project's planned data or context factors. An example is the required team size, which influences the selection of an appropriate model. This allows companies to select a process model based on their experiences and data.",2022 IEEE European Technology and Engineering Management Summit (E-TEMS),conference paper,Smart cities; Engineering management; Project management; Europe; Companies; Data models; Data mining; process mining; data mining; process model; process management; project management; agile,,,,30-35,,False,,,,
71e15d8d,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ICSAW.2017.15,Motivation and Impact of Modeling Erosion Using Static Architecture Conformance Checking,"Olsson, Tobias; Ericsson, Morgan; Wingkvist, Anna",2017,"We motivate and describe why erosion modeling from a static architecture conformance checking point of view is important as well as the impact we think it can have on industry. Our research goal is to get a better understanding of erosion and develop smarter and simpler methods to assess erosion. We describe preliminary results from a retrospective, longitudinal case study of an open source software. The software system we study, JabRef, was created in 2003, and refactored to a layered structure to ""transition from a spaghetti to a more structured architecture"" in 2015. We construct a model from this new, layered architecture, and assess 30 versions of JabRef to find architectural conformance violations. Our preliminary results show a significant difference in productivity after refactoring and suggest that there is a connection between our model of erosion and productivity where more erosion gives lower productivity.",2017 IEEE International Conference on Software Architecture Workshops (ICSAW),conference paper,Productivity; Graphical user interfaces; Computer architecture; Software architecture; Market research; Software; Documentation; Static Architecture Conformance Checking; Architectural Erosion; Design Erosion; Layers Pattern; Open Source Software; Retrospective Longitudinal Case Study; Software Evolution; Architectural Evolution,,,,204-209,,False,,,,
499bb28b,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ACCESS.2022.3208231,Complex Process Modeling in Process Mining: A Systematic Review,"Imran, Mohammad; Ismail, Maizatul Akmar; Hamid, Suraya; Nasir, Mohammad Hairul Nizam Md",2022,"Process mining techniques are used to extract knowledge about the efficiency and compliance of an organization’s business processes through process models. Real-life processes are unstructured, and applying process mining to discover such processes often results in complex process models that do not provide actionable insights. Several solutions have been presented to overcome this problem. However, the process mining domain lacks an explicit definition of complexity and its measurement. This vagueness results in ad-hoc solutions that vary according to the approach, modelling construct, and process properties. Additionally, the strength and limitations of the proposed solutions have not been adequately highlighted. Therefore, we conducted a systematic literature review on complexity in process mining over six popular scholarly literature indexing databases. Based on the review results, an explicit definition of complexity, the main contributing factors and their impact on process mining results were identified. We discovered various process complexity matrices and their application context. The analysis of studies led to the development of a taxonomy consisting of four different approaches for addressing the complexity problem, along with their strengths and limitations. Finally, the open research challenges and potential for future research are discussed.",IEEE Access,article,Complexity theory; Data mining; Systematics; Databases; Analytical models; Process control; Protocols; Complexity; complex process models; complex process mining; process management; process mining; systematic literature review,,10,,101515-101536,,False,,,,
1de657c1,ieee,ieee_manual_01,IEEE Manual 01,10.1109/APSEC.2014.45,Process Cube for Software Defect Resolution,"Gupta, Monika; Sureka, Ashish",2014,"Online Analytical Processing (OLAP) cube is a multi-dimensional dataset used for analyzing data in a Data Warehouse (DW) for the purpose of extracting actionable intelligence. Process mining consists of analyzing event log data produced from Process Aware Information Systems (PAIS) for the purpose of discovering and improving business processes. Process cube is a concept which falls at the intersection of OLAP cube and process mining. Process cube facilitates process mining from multiple-dimensions and enables comparison of process mining results across various dimensions. We present an application of process cube to software defect resolution process to analyze and compare process data from a multi-dimensional perspective. We present a framework, a novel perspective to mine software repositories using process cube. Each cell of process cube is defined by metrics from multiple process mining perspectives like control flow, time, conformance and organizational perspective. We conduct a case-study on Google Chromium project data in which the software defect resolution process spans three software repositories: Issue Tracking System (ITS), Peer Code Review System (PCR) and Version Control System (VCS). We define process cube with 9 dimensions as issue report timestamp, priority, state, closed status, OS, component, bug type, reporter and owner. We define hierarchies along various dimensions and cluster members to handle sparsity. We apply OLAP cube operations such as slice, dice, roll-up and drill-down, and create materialized sub log for each cell. We demonstrate the solution approach by discovering process map and compare process mining results from Control Flow and Time perspective for Performance and Security issues.",2014 21st Asia-Pacific Software Engineering Conference,conference paper,Data mining; Security; Software; Process control; Google; Measurement; Chromium; Empirical Software Engineering; Issue Tracking System; Mining Software Repositories; OLAP; Peer Code Review System; Process Cube; Process Mining; Version Control System,,1,,239-246,,False,,,,
213bc249,ieee,ieee_manual_01,IEEE Manual 01,10.1109/TSC.2026.3665370,Toward Efficient Support for Business Process Event Log Sampling,"Su, Xuan; Liu, Cong; Zhang, Shuaipeng; Zeng, Qingtian; Mo, Qi; Cheng, Long",2026,"Large volumes of event logs have been accumulated by business information systems. Accompanied by that, various process discovery techniques are invented to uncover underlying business processes based on event logs. Event log sampling, recognized as one of the most effective techniques for accelerating discovery efficiency, has gained significant attention in recent days. However, achieving high performance in sampling while maintaining superior sample log quality remains a challenge for current techniques. To tackle the problem, a novel event log sampling technique, denoted as sigRank, is introduced to improve both the sampling efficiency and the quality of the sample log by quantifying the significance of each trace. The proposed sampling technique has been implemented as a publicly available tool in the open-source process mining platform ProM. Compared with state-of-the-art techniques using 12 public event logs, we experimentally illustrate that the proposed approach can significantly accelerate sampling efficiency while guaranteeing superior sample log quality for process discovery.",IEEE Transactions on Services Computing,article,Petri nets; Business; Process mining; Software; Process control; Computational modeling; PROM; Costs; Clustering algorithms; Training; Petri nets; process discovery; event log sampling; efficiency; quality evaluation,,19,2,1606-1618,,False,,,,
56f87ff3,ieee,ieee_manual_01,IEEE Manual 01,10.1109/CSCWD57460.2023.10152649,Systematic Mapping Review on Log Preparation for Process Mining,"Southier, Luiz Fernando Puttow; de Freitas, Sheila Cristiana; Pizzini, Adriano; Santos, Eduardo Alves Portela; Scalabrin, Edson Emilio",2023,"Process Mining (PM) is a research discipline that helps organizations track and optimize processes to support their business. Further, it focuses on providing process analysis techniques and tools, and several of its applications have been described in the literature. The start point for PM is using event logs generated by information systems to analyze processes. These event logs need to be extracted from databases and prepared for use because the quality of the event logs used as input is critical to the success of any PM effort. In this article, we present a systematic mapping review to provide the reader with highlights of the state-of-the-art techniques for event log preparation. Based on the retrieved studies, we identified six main categories of log preparation techniques: extraction, cleaning, repair, non-adequate granularity, quality evaluation, and privacy. The results are explored quantitatively and qualitatively. All results are made available through spreadsheets and charts. We believe this paper is a starting point for researchers to identify the studies that would help them prepare event logs for PM.",2023 26th International Conference on Computer Supported Cooperative Work in Design (CSCWD),conference paper,Privacy; Systematics; Federated learning; Databases; Organizations; Maintenance engineering; Cleaning; Business Process Management; Process Mining; Log Preparation; Log Preprocessing,,,,1619-1624,,False,,,,
02750a46,ieee,ieee_manual_01,IEEE Manual 01,10.1109/GrC.2007.86,Overview of Workflow Mining Technology,"Gu, Chunqin; Chang, Huiyou; Yi, Yang",2007,"The purpose of workflow mining is to build proper model based on event-based logs and to support the analysis and design of workflow models. The workflow mining technology had become a hot research field among computer application from the late 1990's. Firstly, the definition and research significance of the workflow mining are presented. Then, we made an overview of the current workflow mining technologies including the origin of workflow mining, the mining of the workflow models, the mining of the workflow performance and the improvement in workflow models based on the workflow mining technology. Finally, the facing challenge and the development direction of workflow mining are presented.",2007 IEEE International Conference on Granular Computing (GRC 2007),conference paper,Information science; Sun; Business communication; Information analysis; Computer applications; Software engineering; Neural networks; Software algorithms; Automata; Standardization,,,,347-347,,False,,,,
48ff010e,ieee,ieee_manual_01,IEEE Manual 01,10.1049/cp.2014.1384,Study on data mining applications in function calling path testing,Danfeng Liu; Yongmin Mu,2014,"Function calling path (FCP) testing method effectively avoids the problem of the exponential explosion of paths in base path testing, and FCP is now a hot spot in software testing. Introduction of data mining (DM) techniques provides an important opportunity for the realization of knowledge intelligent path testing. This paper systematically introduces, summarizes and comparatively analyses the applications of data mining in several key issues of software testing based on FCP, such as mining software specifications, test case generation, software faults location and forecasting, software version change. This paper also puts forward some further research directions.",International Conference on Cyberspace Technology (CCT 2014),conference paper,function calling path; data mining; test case generation; software fault; software change,,,,1-7,,False,,,,
5029f905,ieee,ieee_manual_01,IEEE Manual 01,10.1109/PHM-Besancon49106.2020.00069,Detecting Sudden Drift for Single-Instance Log in Software Development Process,"Yuan, Jiayi; Li, Tong; Zhu, Rui; Ma, Zifei; Peng, Jiayuan; Huang, Yue",2020,"The current algorithm for detecting drift in the business process can only detect the drift of the log of multi-instance. However, the log generated in the software development process is mainly single-instance. Hence, this paper proposes an algorithm for detecting sudden drift of the log of single-instance. First, we apply the LDA topic model for the topic extraction of log in the software development process to obtain the log of single-instance. Then the location of the drift point of the single-instance log can be detected according to the change of the lowest frequency of direct successor relation. Finally, the location numbers of the actual drift points were obtained by corresponding to original data. Multiple sets of simulated data evaluate this algorithm. The results show that this algorithm can effectively detect the sudden drift location of the single-instance log in the software development process.",2020 Prognostics and Health Management Conference (PHM-Besançon),conference paper,Software algorithms; Software; Data mining; Detection algorithms; Business; software development process; process drift; LDA topic model; single-instance; frequency detection,,,,354-359,,False,,,,
07fd9c15,ieee,ieee_manual_01,IEEE Manual 01,10.1109/IISEC59749.2023.10391012,Detecting Novel Behavior and Process Enhancement with Multimodal Process Mining,"Telli, Abdurrahman; Erdogan, Tugba Gurgen; Kolukısa, Ayça",2023,"As a result of industrial developments and revolutions, the importance of data has increased. The reflection of this increasing importance in process mining is the importance of scope expansion with perspective data containing other data attributes, unlike the control perspective. With current studies, analysis is carried out from a multi-perspective with the event logs created by the systems and the recommendation is given regarding the real system. In this study, the production of event logs can be realized with the help of digital twins, another shining area as a result of industrial revolutions. Event log production can be achieved with the process representation modeled without any system. We generate records by passing a process representation using the fault repair process event logs. Additionally, we do not experience the loss of context experienced with multi-perspective analysis, even though we use other perspective data with multi-modal analysis. Multimodal models are created by including other perspective data into the analysis through root cause analysis with the help of metrics, the detection of new behavior, and process enhancement with new models.",2023 4th International Informatics and Software Engineering Conference (IISEC),conference paper,Measurement; Root cause analysis; Analytical models; Merging; Process control; Production; Behavioral sciences; Process mining; software architecture; machine learning; multimodal analysis; quality in process mining; root-cause analysis; process enhancement,,,,1-6,,False,,,,
8427bacf,ieee,ieee_manual_01,IEEE Manual 01,10.1109/APSEC.2018.00032,On the Use of Automated Log Clustering to Support Effort Reduction in Continuous Engineering,"Rosenberg, Carl Martin; Moonen, Leon",2018,"Continuous engineering (CE) practices, such as continuous integration and continuous deployment, have become key to modern software development. They are characterized by short automated build and test cycles that give developers early feedback on potential issues. CE practices help to release software more frequently, and reduces risk by increasing incrementality. However, effective use of CE practices in industrial projects requires making sense of the vast amounts of data that results from the repeated build and test cycles. The goal of this paper is to investigate to what extent these data can be treated more effectively by automatically grouping logs of runs that failed for the same underlying reasons, and what effort reduction can be achieved. To this end, we replicate and extend earlier work on system log clustering to evaluate its efficacy in the CE context, and to investigate the impact of five alternative log vectorization techniques. We built a prototype tool that is used to conduct an empirical case study on continuous deployment logs provided by our industrial collaborator. Questions to be answered include: (1) Can we reduce the effort needed to discover all latent issues in a set of failing runs? (2) How to best leverage the contrast between passing and failing runs to increase accuracy? (3) What trade-offs are there between effort reduction and accuracy? We present a quantitative and qualitative analysis of the results of our study. We conclude by evaluating the trade-offs, and give recommendations for applying this approach in practice.",2018 25th Asia-Pacific Software Engineering Conference (APSEC),conference paper,Software; Pipelines; Testing; Production; Tools; Buildings; Hardware; continuous deployment; problem identification; diagnosis; event log mining; event log analysis,,,,179-188,,False,,,,
feafe31c,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ICIST.2012.6221720,Pseudo-parallel genetic algorithm in process mining,"Xue, Gang; Ye, Xiaohu; Yang, Jinwu",2012,"Process mining is helpful for deploying new business processes as well as auditing, analyzing and improving the already enacted ones. An improved pseudo-parallel genetic algorithm is proposed with an asexual reproduction for avoiding crossover operators' breach to nice gene patterns. The initial population is produced by greedy algorithm in order to enhance convergence velocity. Information exchange between subgroups employs island model in pseudo-parallel genetic algorithm. These measures are of great significance on reducing complexities and enhancing convergence velocity, as well as increasing global searching ability of the algorithm.",2012 IEEE International Conference on Information Science and Technology,conference paper,Genetic algorithms; Genetics; Business; Convergence; Educational institutions; Data mining; Software engineering,,,,623-626,,False,,,,
5f7059ca,ieee,ieee_manual_01,IEEE Manual 01,10.1109/MODELS-C53483.2021.00032,Process Prediction with Digital Twins,"Brockhoff, Tobias; Heithoff, Malte; Koren, István; Michael, Judith; Pfeiffer, Jérôme; Rumpe, Bernhard; Uysal, Merih Seran; Van Der Aalst, Wil M. P.; Wortmann, Andreas",2021,"Process discovery from event logs as well as process prediction using process models at runtime are increasingly important aspects to improve the operation of digital twins of complex systems. The integration of process mining functionalities with model-driven digital twin architectures raises the question which models are important for the model-driven engineering of digital twins at designtime and at runtime. Currently, research on process mining and model-driven digital twins is conducted in different research communities. Within this position paper, we motivate the need for the holistic combination of both research directions to facilitate harnessing the data and the models of the systems of the future at runtime. The presented position is based upon continuous discussions, workshops, and joint research between process mining experts and software engineering experts in the Internet of Production excellence cluster. We aim to motivate further joint research into the combination of process mining techniques with model-driven digital twins to efficiently combine data and models at runtime.",2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),conference paper,Runtime; Digital twin; Conferences; Production; Computer architecture; Predictive models; Data models; Process Mining; Digital Twins; Model-Driven Development; Models@run.time,,,,182-187,,False,,,,
7b6eae7d,ieee,ieee_manual_01,IEEE Manual 01,10.1109/ICITEE66631.2025.11338286,Using RWL Design to Support BPA Software Development: A Study on Team Performance,"De Sousa, Paulo Henrique; Iunes, Pedro Henrique Dos Santos; Perdigão, Weverton Freitas; Padilha, Eduardo Pinto; Fernandes, Brenno Dos Santos; Guimarães, Thiago Vinicius C.; De Menezes, Thiago Medeiros",2025,"This study investigates the impact of Requirements with Logs (RWL), a standardized software design approach, on the efficiency of Business Process Automation (BPA) software development. Conducted in a technology institute responsible for automating processes in a global organization, the research focuses on a development team creating BPA software for automating Latin requirements integration in Android releases. The study evaluates the effectiveness of RWL by analyzing Issue Resolution Time (IRT) and Bug Resolution Time (BRT) metrics. Data collected over a five-month period revealed significant improvements in development efficiency. Compared to previous projects without RWL, the team achieved a 49.88% reduction in IRT (from 16.68 to 8.36 hours) and a 50.40% reduction in BRT (from 20.14 to 9.99 hours). These results suggest that RWL enhances BPA software development efficiency, demonstrating its potential to streamline operations and reduce development bottlenecks in complex, process-driven environments.",2025 17th International Conference on Information Technology and Electrical Engineering (ICITEE),conference paper,Measurement; Software design; Automation; Software architecture; Standards organizations; Computer bugs; Organizations; Software; Stakeholders; Software development management; Business Process Automation; Software Architecture; Software Engineering,,,,1-6,,False,,,,
