internal_id,title,doi,source_db,year,abstract_source,abstract_match_type,ta_decision_original,ta_rationale_original,ta_decision_rescreened,ta_rationale_rescreened,ta_matched_ic_rescreened,ta_matched_ec_rescreened,ta_confidence_rescreened,ta_evidence_status_rescreened,ta_screened_at_rescreened,ta_batch_id_rescreened,changed,transition
40af26a3,A comfortable TestPlayer for analyzing statistical usage testing strategies,10.1145/1982595.1982604,scopus,2011,openalex,doi_exact,maybe,"Título menciona 'TestPlayer' e 'statistical usage testing strategies', sugerindo possível relevância para modelagem estocástica em testes de SW. Porém, sem resumo disponível, é impossível confirmar se aborda process mining, forecasting de métricas de processo ou análise de event logs. A falta de contexto impede classificação definitiva.",exclude,"O paper foca em geração automatizada de casos de teste usando modelos de Markov para teste estatístico, não em process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Markov é usado como modelo de uso para teste, não para análise ou previsão de processos de desenvolvimento.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
0053b0e2,An in-depth study of the promises and perils of mining GitHub,10.1007/s10664-015-9393-5,scopus,2016,semanticscholar,doi_exact,maybe,"Título fortemente indicativo de mineração de repositório GitHub (IC4 potencial), mas sem abstract disponível para confirmar escopo em processos de SW versus análise genérica de software. Requer verificação do texto completo para determinar se estuda descoberta/previsão de características de processos de desenvolvimento.",maybe,"O paper estuda características de dados do GitHub usando mineração de repositórios (IC4), mas o foco é em qualidade/validade dos dados para pesquisa, não em descoberta/modelagem/previsão de processos de desenvolvimento de SW. Margem significativa entre 'mineração de repositório' (ferramenta) e 'análise de processo de SW' (aplicação).",IC4,,medium,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,maybe→maybe
67535ab5,Program package for multicanonical simulations of U(1) lattice gauge theory—Second version,10.1016/j.cpc.2012.10.027,scopus,2013,semanticscholar,title_fuzzy,exclude,"O artigo trata de simulações de física computacional (teoria de gauge em rede U(1)), sem qualquer relação com processos de desenvolvimento de software, engenharia de software ou process mining. Claramente fora do escopo de SLR em SE.",exclude,"O artigo descreve um programa de simulação Monte Carlo para teoria de gauge em lattice U(1), um problema de física estatística computacional. Não há qualquer conexão com processos de desenvolvimento de software, engenharia de software, ou análise de artefatos de SW (commits, issues, logs, repositórios). Atende claramente EC1 (domínio fora de SW).",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
3fb7f49a,Multi-echelon support system analysis based on generalized stochastic petri tri net,10.1109/CSSE.2008.162,scopus,2008,openalex,doi_exact,exclude,"O título sugere análise de sistema de suporte multi-nível usando Petri nets estocásticas, mas sem abstract disponível e sem indicação clara de aplicação a processos de software. A falta de menção a SW development, event logs ou artefatos de SW sugere domínio fora do escopo (manufatura/logística). EC1 se aplica.",exclude,"O artigo trata de análise de sistemas de suporte logístico e manutenção (three-echelon repair, spare parts inventory) usando Petri nets estocásticas, não de processos de desenvolvimento de software. Embora use modelagem estocástica relevante, não há qualquer evidência de aplicação a SW ou artefatos de engenharia de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
2bfd6a90,GATE: Improving the computational efficiency,10.1016/j.nima.2006.08.070,scopus,2006,crossref,title_fuzzy,exclude,"O artigo trata de física nuclear e instrumentação de detectores, domínio completamente fora de engenharia de software e process mining. Sem abstract disponível, mas o título e venue indicam claramente foco em física experimental, não em processos de SW.",exclude,"O paper trata de otimização computacional de um algoritmo de odometria visual-inercial (ROVIO) para execução em hardware restrito. Não há intersecção com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento de software. O domínio é visão computacional e robótica, não engenharia de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
56d5020d,Mining software repositories for predictive modelling of defects in SDN controller,,scopus,2019,openalex,title_exact,maybe,"Título sugere mineração de repositórios de software (IC4 potencial) e modelagem preditiva de defeitos, mas ausência de resumo impede confirmação de que foca em processos de desenvolvimento de SW (não apenas qualidade de código) e se utiliza event logs ou técnicas de process mining.",include,"O artigo minera repositórios de software (Git + Jira) para descobrir e modelar comportamentos estocásticos de manifestação e remoção de defeitos em um controlador SDN, atendendo IC2 (modelagem estocástica) e IC4 (mineração de repositórios). Sem exclusões decisivas.",IC2|IC4,,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→include
36a252e3,Individual-Based Modeling of Bacterial Genetic Elements,10.4018/978-1-60566-026-4.ch304,scopus,2008,openalex,doi_exact,exclude,"O título indica foco em modelagem de elementos genéticos bacterianos, domínio de biologia/microbiologia sem qualquer conexão aparente a processos de software. Sem resumo disponível, não há evidência de aplicação a engenharia de software.",exclude,"O artigo trata exclusivamente de modelagem individual de sistemas bacteriológicos e evolução genética em microorganismos. Não há qualquer conexão com processos de desenvolvimento de software, engenharia de software, mineração de repositórios ou event logs de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
3a28b263,Optimizing emergency supply for mass events,10.4108/icst.simutools.2011.245537,scopus,2011,semanticscholar,doi_exact,exclude,"O título refere-se a otimização de suprimentos para eventos em massa, claramente fora do domínio de processos de desenvolvimento de software. Sem resumo disponível, não há evidência de conexão com process mining, modelagem estocástica de SW ou forecasting de métricas de processo. Domínio pertence a cadeia de suprimentos/logística.",exclude,"O artigo trata de otimização de suprimentos para eventos de massa (massa casualty events) usando simulação e Simulated Annealing. Não aborda process mining, modelagem estocástica de processos de desenvolvimento de software, forecasting de métricas de processo de SW, ou mineração de repositórios de software. O domínio é saúde/emergency response, não engenharia de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
4d8464a3,"Proceedings of the 21st International Conference on Business Process Management , BPM 2023",,scopus,2023,crossref,title_fuzzy,maybe,"Trata-se de anais de conferência (BPM 2023) sem resumo disponível. Embora BPM seja potencialmente relevante para process mining, não é possível determinar se os papers inclusos abordam processos de SW ou se aplicam os critérios de inclusão sem acesso ao conteúdo.",exclude,"O artigo trata de Business Process Management (BPM) em pequenas e médias empresas familiares (SMFFs), com foco em ambidextridade organizacional e capacidades de TI. Não há qualquer menção a process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios de software. O domínio é gestão organizacional/empresarial genérica, não processos de desenvolvimento de software.",,EC1|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
597db66e,Active learning for automatic classification of software behavior,10.1145/1013886.1007539,scopus,2004,openalex,doi_exact,exclude,"O título refere-se a classificação automática de comportamento de software usando active learning, que é um tópico de ML/testing mas sem evidência de process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios para descoberta/melhoria de processos de SW. Sem abstract, não há confirmação de alinhamento com os critérios de inclusão da SLR PATHCAST.",exclude,"O paper foca em classificação automática de comportamento de programas usando execução e modelos de Markov, não em modelagem de processos de desenvolvimento de software. Embora use Markov models (IC2 parcial), não atende aos critérios de process mining em SW, modelagem estocástica de processos de desenvolvimento, ou forecasting de métricas de processo de SW. O contexto é análise de comportamento de programa individual, não processos de desenvolvimento (EC1 – domínio tangencial, fora do escopo de",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
12b58b00,A Use Case Analysis assessing Process Mining Model Quality for Simulation,10.18420/AKWI2024-016,scopus,2024,core,title_exact,maybe,"O título sugere potencial relevância a process mining e simulação, possivelmente atendendo IC1 ou IC2, mas a ausência de abstract impede confirmação clara do domínio (SW vs. domínio genérico) e da aplicabilidade aos critérios de inclusão.",maybe,"O paper aborda process mining e simulation para análise de qualidade de modelos de processos de negócio, mas o abstract não deixa claro se o foco é em processos de software ou em BPM genérico. Não há menção explícita a artefatos de SW (commits, issues, logs de repositório) ou dados de processos de desenvolvimento de SW.",IC1,,low,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,maybe→maybe
67ad3eaa,Replicating mining studies with SOFAS,10.1109/MSR.2013.6624050,scopus,2013,openalex,doi_exact,maybe,"Título sugere mineração de repositórios de software (MSR) e replicação de estudos, potencialmente relevante para IC4 (mineração de repositórios para processo). Contudo, sem abstract disponível, não é possível confirmar se o foco é em processos de desenvolvimento de software ou se concentra em outras dimensões do mining (ex: defeitos, arquitetura, evolução sem foco em processo).",exclude,"O artigo trata de replicação de estudos de MSR e apresenta um framework (SOFAS) para análise sistemática de projetos de software, mas não aborda process mining (descoberta, conformance, workflow mining), modelagem estocástica de processos, forecasting de métricas de processo ou análise de event logs para previsão. Foca em replicabilidade metodológica de estudos MSR genéricos, não na interseção escopo da SLR PATHCAST.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
1719b18e,Software reliability growth model based on stochastic differential equations for open source software,10.1109/ICMECH.2007.4279994,scopus,2007,openalex,doi_exact,maybe,"O título sugere modelagem estocástica (SDE) aplicada a software open source, potencialmente atendendo IC2. Porém, sem abstract disponível, é impossível confirmar se o foco é em processos de desenvolvimento de SW (PATHCAST) ou em confiabilidade/defeitos como característica de produto. A ausência de resumo impede avaliação clara do escopo.",exclude,"O paper propõe um modelo de crescimento de confiabilidade de software baseado em equações diferenciais estocásticas para OSS, mas não aplica process mining, não modela processos de desenvolvimento de SW, e não faz forecasting de métricas de processo (lead time, cycle time, throughput). O foco é em confiabilidade e taxa de falhas, não na dinâmica do processo de desenvolvimento.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
121c1d61,Reliability analysis of component-based software based on rewrite logic,10.1109/FTDCS.2008.15,scopus,2008,openalex,doi_exact,exclude,"O artigo trata de análise de confiabilidade (reliability) de software baseado em componentes usando lógica de reescrita, focando em modelagem formal e verificação de propriedades. Não aborda process mining, descoberta de processos, forecasting de métricas de processo ou modelagem estocástica de processos de desenvolvimento de software. O escopo é análise de qualidade/confiabilidade de artefatos de software, não análise de processos de SW.",exclude,"O paper aborda análise de confiabilidade de software baseado em componentes usando lógica de reescrita e modelos probabilísticos, mas não se enquadra no escopo da SLR PATHCAST. Embora use modelagem estocástica (cadeias de Markov implícitas via CDG), não aplica process mining a artefatos de SW, não realiza forecasting de métricas de processo (lead time, cycle time, etc.) e não minera repositórios. O foco é em confiabilidade de componentes individuais, não em processos de desenvolvimento de softwa",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
0666a664,Generating transition probabilities for automatic model-based test generation,10.1109/ICST.2010.26,scopus,2010,openalex,doi_exact,maybe,"Título sugere modelagem estocástica (transition probabilities) para teste de software, potencialmente atendendo IC2, mas sem resumo não é possível confirmar se aplica a processos de desenvolvimento de SW ou se é apenas teste/QA isolado. A falta de abstract impede avaliação clara do escopo e metodologia.",exclude,"O paper trata de geração de casos de teste em abordagem model-based usando cadeias de Markov, mas não aborda process mining, modelagem estocástica de processos de desenvolvimento de SW, forecasting de métricas de processo ou mineração de repositórios. A aplicação é em teste de software (ferramenta industrial para test generation), não em análise/previsão de processos de SW.",,EC2|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
45de7b4a,Language independent POS-tagging using automatically generated Markov chains,10.18293/SEKE2019-097,scopus,2019,openalex,doi_exact,exclude,"O artigo trata de POS-tagging (part-of-speech tagging) em processamento de linguagem natural, utilizando Markov chains. Embora use modelagem estocástica (Markov), não há evidência de aplicação a processos de desenvolvimento de software ou análise de artefatos de SW. O domínio é NLP, não engenharia de software.",exclude,"O artigo trata de POS-tagging (Part-of-Speech tagging) para processamento de linguagem natural usando Markov chains, aplicado a análise linguística genérica. Não há conexão com processos de desenvolvimento de software, event logs de processos, ou previsão de métricas de processo de SW. Aplica-se EC1 (domínio fora de SW) e EC3 (algoritmo sem aplicação a processos de SW).",,EC1|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
3d747685,Optimisation analysis for reliability assessment based on stochastic differential equation modelling for open source software,10.1080/00207720802556245,scopus,2009,openalex,doi_exact,maybe,"O título sugere modelagem estocástica (SDE) aplicada a software open source, potencialmente relevante para IC2 (modelagem estocástica em processos de SW). Contudo, sem resumo disponível, é impossível confirmar se o foco é em processos de desenvolvimento de SW ou em confiabilidade/desempenho de código/sistema. A terminologia 'reliability assessment' pode indicar análise de product quality ao invés de process mining/forecasting.",exclude,"O paper propõe um modelo de confiabilidade de software baseado em equações diferenciais estocásticas para OSS, mas não aborda process mining, descoberta de processos, análise de event logs ou previsão de métricas de processo de desenvolvimento (lead time, cycle time, throughput). O foco é puramente em modelagem de confiabilidade e otimização de tempo de upgrade, não na análise ou mineração de processos de desenvolvimento de software.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
2dda4f78,A CRISP-DM-based methodology for assessing agent-based simulation models using process mining,10.1080/17477778.2025.2508245,scopus,2025,openalex,doi_exact,maybe,"Título menciona process mining e agent-based simulation, potencialmente relevante para IC1/IC2, mas sem abstract é impossível confirmar se o foco é em processos de software (SW) ou em domínios genéricos de simulação. CRISP-DM é metodologia de data mining, mas contexto de aplicação é incerto.",exclude,"O paper aplica process mining a modelos de simulação baseada em agentes (ABS), não a processos de desenvolvimento de software. Embora use process mining e event logs, o domínio é simulação de sistemas complexos genéricos (modelo de segregação de Schelling), não processos de SW.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
63e1f0bf,Mining encrypted software logs using alpha algorithm,10.5220/0006408602670274,scopus,2017,semanticscholar,doi_exact,maybe,"Título sugere aplicação de alpha algorithm (process mining) a logs de software, potencialmente alinhado com IC1. Contudo, ausência de resumo impossibilita verificação clara do escopo (domínio de aplicação, se realmente trata processos de SW vs. apenas criptografia/segurança de logs), gerando incerteza sobre atendimento aos critérios de inclusão e exclusão.",include,"O paper atende IC1 ao aplicar process mining (algoritmo alpha) para descoberta de modelos de processo a partir de event logs de software. Não há exclusões decisivas (EC) - o domínio é claramente software, process mining é a técnica principal, e há avaliação experimental.",IC1,,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→include
4ec15cde,Atomistic modeling of point and extended defects in crystalline materials,10.1557/proc-532-43,scopus,1998,crossref,doi_exact,exclude,"Paper sobre modelagem atomística de defeitos em materiais cristalinos. Domínio completamente fora de engenharia de software e processos de desenvolvimento. Não há nenhuma conexão com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de software.",exclude,"O artigo trata de modelagem atomística de defeitos em materiais cristalinos (física/ciência de materiais), não de processos de desenvolvimento de software. Apesar de mencionar 'kinetic Monte Carlo simulation' (estocástico), o domínio é radicalmente fora do escopo de SE, atendendo EC1.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
266210a7,A simulation model for process-centered software engineering environments using sensitivity analysis,10.1109/WEIT.2011.21,scopus,2011,openalex,doi_exact,maybe,"O título sugere forte relevância para IC2 (modelagem estocástica em processos de SW) com menção explícita a 'simulation model' e 'process-centered software engineering environments'. Contudo, sem acesso ao resumo, não é possível confirmar se o trabalho efetivamente utiliza técnicas estocásticas (Markov, Monte Carlo, etc.) ou apenas simulação genérica, nem se aplica análise de sensibilidade a artefatos reais de SW ou a modelos teóricos abstratos.",include,O artigo apresenta um modelo de simulação para processos de desenvolvimento de software que manipula dados de processo de forma estocástica e realiza análise de sensibilidade. Atende IC2 (modelagem estocástica em processos de SW) e potencialmente IC3 (forecasting de métricas de processo). Nenhum critério de exclusão se aplica claramente.,IC2|IC3,,medium,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→include
4214e169,Using software aging monitoring and rejuvenation for the assessment of high-availability systems,10.1142/9789811214578_0008,scopus,2020,crossref,title_fuzzy,exclude,"O artigo trata de software aging e rejuvenation em sistemas de alta disponibilidade, focando em monitoramento e avaliação de confiabilidade. Não há evidência de aplicação de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo de desenvolvimento, ou mineração de repositórios. O contexto é de operação/confiabilidade de sistemas, não de processos de desenvolvimento de software.",exclude,"O artigo trata de software aging e rejuvenation em sistemas de alta disponibilidade, usando modelos estocásticos para confiabilidade do sistema. Não aborda process mining, descoberta de processos de desenvolvimento de software, forecasting de métricas de processo de SW, ou mineração de repositórios de desenvolvimento. Aplica-se a EC1 (domínio fora de SW - reliability/manutenção preventiva de sistemas operacionais, não processos de desenvolvimento) e EC3 (métodos estocásticos teóricos sem aplicaç",,EC1|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
1feac884,Stochastic models for cloud computing performance evaluation,10.1145/2687233.2687256,scopus,2014,openalex,doi_exact,exclude,"O título refere-se a avaliação de desempenho em cloud computing, não a processos de desenvolvimento de software. Sem resumo disponível, mas o escopo sugere infraestrutura/sistemas (EC1), não modelagem de processos de SW. Nenhum IC claramente atendido.",exclude,"O artigo trata de modelos estocásticos para avaliação de desempenho de sistemas em nuvem (cloud computing), não para processos de desenvolvimento de software. Não há evidência de aplicação a process mining, modelagem de processos de SW, forecasting de métricas de processo de desenvolvimento, ou mineração de repositórios de software.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
3bcbf88b,CASINO V2.42 - A fast and easy-to-use modeling tool for scanning electron microscopy and microanalysis users,10.1002/sca.20000,scopus,2007,openalex,doi_exact,exclude,"O paper trata de uma ferramenta de modelagem para microscopia eletrônica de varredura e microanálise, domínio completamente fora de engenharia de software e process mining. Não há qualquer conexão com processos de desenvolvimento de software, event logs ou modelagem estocástica de processos de SW.",exclude,"O artigo trata exclusivamente de simulação Monte Carlo para microscopia eletrônica de varredura e microanálise. Não há qualquer relação com processos de software, desenvolvimento de SW, repositórios de código ou engenharia de software. Atende claramente EC1 (domínio fora de SW).",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
00618fe5,7 Failure correlation in software reliability models,10.1109/24.855535,scopus,2000,openalex,doi_exact,exclude,"O título menciona 'software reliability models' mas não há evidência de process mining, modelagem estocástica de processos de desenvolvimento, forecasting de métricas de processo, ou mineração de repositórios de SW. Trata-se de confiabilidade de software (falhas, testes), não análise ou predição de processos de desenvolvimento de software. Sem abstract, não é possível confirmar relevância ao escopo PATHCAST.",exclude,"O artigo aborda modelagem de confiabilidade de software (reliability models) com dependências entre falhas sucessivas, usando Markov renewal processes. Embora use formalismo estocástico (IC2 potencial), não atende claramente nenhum IC: não aplica process mining a artefatos de SW (IC1), não modela processos de desenvolvimento de SW mas sim fenômenos de falha em tempo de execução (IC2 requer foco em processos de dev), não realiza forecasting de métricas de processo de desenvolvimento (IC3), e não ",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
1945fc2b,Early Prediction of Software Reliability: A Case Study with a Nuclear Power Plant System,10.1109/MC.2016.15,scopus,2016,openalex,doi_exact,maybe,"Título sugere predição de confiabilidade de software, potencialmente relevante para IC3 (forecasting de métricas), mas ausência de abstract impede avaliação clara do escopo metodológico (process mining, modelagem estocástica, event logs) e da aplicabilidade a processos de desenvolvimento de SW versus qualidade/confiabilidade do produto final. Domínio nuclear pode indicar EC1, necessitando confirmação.",exclude,"O artigo aplica Markov chain para predição de confiabilidade de software, atendendo IC2 (modelagem estocástica). Porém, não há evidência de que o estudo analisa o processo de desenvolvimento de software ou minera repositórios/event logs de SW; o foco é em confiabilidade do sistema em produção (nuclear power plant), não no processo de desenvolvimento. Isso viola a intersecção necessária entre modelagem estocástica E processos de SW.",IC2,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
671b8912,Anomaly Detection Techniques Based on Kappa-Pruned Ensembles,10.1109/TR.2017.2787138,scopus,2018,openalex,doi_exact,exclude,"O título refere-se a técnicas genéricas de detecção de anomalias baseadas em ensembles, sem evidência de conexão com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Além disso, a ausência de resumo impede avaliação aprofundada, mas o contexto (IEEE Transactions on Reliability, 2018) sugere aplicação em confiabilidade de sistemas em geral, não em processos de desenvolvimento de software.",exclude,"O artigo trata de técnicas de detecção de anomalias baseadas em ensembles, sem qualquer conexão com process mining, modelagem estocástica de processos de software, forecasting de métricas de processo, ou mineração de repositórios de desenvolvimento. O domínio é anomaly detection genérico, não processos de SW.",,EC1|EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
08d64489,Mining Collaboration Patterns of Software Development Processes Based on Trace Alignment,10.1145/3084100.3084103,acm,2017,openalex,doi_exact,maybe,"Título indica aplicação de trace alignment (técnica de process mining) a processos de desenvolvimento de software, potencialmente satisfazendo IC1. Porém, ausência de resumo impede confirmação clara do escopo, metodologia e se efetivamente minera eventos/logs de processos de SW ou apenas padrões de colaboração.",include,"O paper aplica process mining (descoberta de padrões via trace alignment) diretamente a artefatos e logs de desenvolvimento de software. Atende IC1 (process mining em software) com clareza, usando event logs de desenvolvimento para descobrir padrões de colaboração em processos de SW.",IC1,,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→include
476d93b8,Reconstructing meaningful workflow from transaction logs,10.1109/ICSESS.2010.5552439,scopus,2010,openalex,doi_exact,maybe,"Título sugere workflow mining de transaction logs, potencialmente relevante para IC1 (process mining em software), mas sem resumo disponível não é possível confirmar se aplica-se a processos de SW ou a outro domínio (BPM genérico, saúde, finanças). A data (2010) e venue (ICSESS) indicam contexto de engenharia de software, mas a falta de abstract impede avaliação definitiva.",maybe,"O paper trata de workflow mining a partir de transaction logs, o que se alinha com process mining (IC1). Porém, o abstract não deixa claro se o contexto é especificamente processos de software ou domínios empresariais genéricos (manufatura, financeiro, etc.). A ausência de menção explícita a artefatos de SW (commits, issues, PR, CI/CD) ou repositórios de software cria ambiguidade crítica sobre inclusão/exclusão.",IC1,,low,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,maybe→maybe
5ac2a147,Usage modeling through sequence enumeration for automated statistical testing of a GUI application,10.1109/ICSESS.2014.6933518,scopus,2014,openalex,doi_exact,exclude,"O artigo trata de teste estatístico automatizado de aplicações GUI através de modelagem de uso, foco em testing e verificação de software como artefato/sistema, não em process mining ou modelagem estocástica de processos de desenvolvimento de SW. Não há evidência no título de análise de event logs, descoberta de processos de SW, ou previsão de métricas de processo.",exclude,"O paper aplica Markov chains para teste estatístico baseado em uso de aplicações GUI, mas não atende aos critérios de inclusão da SLR PATHCAST. Não há mineração de processos de SW (IC1), não modela processos de desenvolvimento de software (IC2), não prevê métricas de processo (IC3), e não minera repositórios de SW (IC4). O foco é em teste de software, não em análise ou previsão de processos de desenvolvimento.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
53240683,Enhancing performance of random testing through markov chain monte carlo methods,10.1109/TC.2011.208,scopus,2013,openalex,doi_exact,maybe,"Título sugere aplicação de MCMC a testing de software, potencialmente relevante a IC2 (modelagem estocástica) e processos de SW. Porém, sem resumo é impossível confirmar se foca em processo de desenvolvimento/discovery vs. apenas técnica de teste; risco de ser EC2 (software como ferramenta) ou EC3 (algoritmo sem aplicação processual).",exclude,"O paper trata de geração de casos de teste usando MCMC para encontrar entradas que causam falhas em programas. Embora use métodos estocásticos (MCMC), não aborda process mining, modelagem de processos de desenvolvimento de software, forecasting de métricas de processo ou mineração de repositórios. A aplicação é em testing algorítmico, não em processos de desenvolvimento de software (IC1-4 não atendidos). EC3 aplica-se: método teórico/algoritmo sem avaliação em processos de SW reais.",,EC3,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
3a67f581,Use of combined system dependability and software reliability growth models,10.1142/S0218539302000846,scopus,2002,openalex,doi_exact,maybe,"O título sugere foco em modelos de confiabilidade de software (SRGMs), que poderia relacionar-se a IC2 (modelagem estocástica) ou IC3 (forecasting). Porém, sem abstract disponível, não é possível confirmar se o estudo aplica esses modelos especificamente a processos de desenvolvimento de SW ou se trata puramente de confiabilidade de produto/sistema (que seria EC1 ou EC2).",exclude,"O paper aplica modelagem estocástica (Markov, SRGM) e forecasting, mas o contexto é predição de confiabilidade de sistemas (hardware + software COTS), não análise de processos de desenvolvimento de software. Não há mineiração de logs de eventos de processo, repositórios ou análise de métricas de processo de SW (lead time, cycle time, throughput).",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,True,maybe→exclude
2461e644,The INTEGRAL Mass Model - TIMM,10.1051/0004-6361:20031403,scopus,2003,openalex,doi_exact,exclude,"O paper é sobre modelagem de massa no contexto de astronomia (INTEGRAL Mass Model), completamente fora do domínio de engenharia de software e process mining. Nenhum critério de inclusão é atendido.",exclude,"O artigo trata de modelagem e simulação de um satélite de astronomia (INTEGRAL), não de processos de software ou engenharia de software. Embora mencione 'software development' como aplicação secundária de dados de teste, o domínio primário é astrofísica/instrumentação espacial, claramente fora do escopo de process mining em SE.",,EC1,high,verified_abstract,2026-07-09T10:25:37.221162+00:00,msgbatch_01AQqu9FZ2tfPZnwcQKRSTQq,False,exclude→exclude
