internal_id,title,doi,year,source_db,ft_matched_ic,ft_screened_by,authors,venue,journal_name,volume,pages,publication_type,abstract,pdf_available,pdf_file,research_question,study_type,research_contribution,pm_technique,stochastic_technique,software_artifact,software_process,dataset_source,dataset_public,tool_used,main_finding,limitations,replication_package,quality_score,extraction_notes
7434525f,Comparative Analysis of AI Software and Traditional Software GitHub Repositories Using Process Mining,10.15439/2025F3421,2025,ieee,IC1|IC4,llm,Oguzhan Tasci; T. Erdogan,Conference on Computer Science and Information Systems,2025 20th Conference on Computer Science and Intelligence Systems (FedCSIS),,387-392,JournalArticle; Conference,"This study conducts a comparative analysis of Artificial Intelligence (AI) software and traditional GitHub repositories, focusing on workflow efficiency and sentiment dynamics. Using process mining and sentiment analysis techniques, we examine repositories from eight prominent projects, encompassing diverse datasets of issues and pull requests filtered for relevance and consistency. Our findings reveal that AI software repositories exhibit different workflow patterns and sentiment dynamics compared to traditional repositories. Sentiment analysis uncovers that contributors to AI software repositories experience more positive sentiment dynamics, likely reflecting structured workflows and collaborative tools. Conversely, traditional repositories exhibit longer resolution times and more fluctuating sentiment patterns, which may indicate higher complexity or less automation. These insights provide valuable recommendations for optimizing repository management, fostering contributor satisfaction, and improving collaborative software development environments.",sim,3421.pdf,Quais são as diferenças nos padrões de fluxo de trabalho e dinâmica de sentimento entre repositórios de software com IA e software tradicional no GitHub?,case_study,discovery | enhancement,alpha | inductive_miner,none,github | issues | vcs,development | code_review | bug_fixing,open_source,sim,não_mencionado,"Repositórios de software com IA apresentam padrões de fluxo de trabalho mais estruturados e dinâmica de sentimento mais positiva comparado a repositórios tradicionais. Repositórios tradicionais exibem tempos de resolução mais longos e padrões de sentimento mais flutuantes, indicando maior complexidade ou menor automação.",O estudo não menciona explicitamente limitações no texto fornecido.,não_mencionado,,
96767878,Analysis of software fault removal policies using a non-homogeneous continuous time Markov chain,10.1023/B:SQJO.0000034709.63615.8b,2004,scopus,IC2,manual,S. Gokhale; Michael R. Lyu; Kishor S. Trivedi,Software quality journal,Software Quality Journal,12,211-230,JournalArticle,,sim,sw_qual_journal.pdf,"Como diferentes políticas de remoção de falhas afetam o número residual de falhas em software durante o processo de teste, considerando o tempo não-negligenciável de remoção e imperfeições no processo?",theoretical,framework | prediction | simulation,none,markov_chain,none,testing | bug_fixing | maintenance,synthetic,não_mencionado,não_mencionado,O artigo apresenta um framework baseado em Cadeias de Markov de Tempo Contínuo Não-Homogêneas (NHCTMC) que incorpora explicitamente o tempo de remoção de falhas e imperfeições no processo de remoção. O método proposto permite analisar diferentes estratégias de remoção de falhas e computar a intensidade de falhas do software na presença de remoção de falhas explícita.,"O modelo assume inicialmente taxa de remoção constante, posteriormente estendida para dependências de tempo e estado. As soluções envolvem métodos numéricos ao invés de expressões em forma fechada.",não_mencionado,,
b5ea4fdd,Modeling of software development process with the Markov processes,10.15587/1729-4061.2017.103340,2017,scopus,IC2,llm,T. Savchuk; N. Pryimak,,Eastern-European Journal of Enterprise Technologies,3,33-38,,"The comparative analysis of the existing research on the application of formal approaches to the software development process modeling is performed. Based on the analysis, the urgency of modeling of the software development process as a Markov random process is substantiated. An information model of association rule mining and application in software development is developed. The information model represents the process and can be used in the design of appropriate information technology. The research, which determined the number of steps needed to develop one software component and the whole software is carried out. The levels of detail of the software development process such as the level, representing the development of software, which is a finite set of software components; the level, representing a detailed description of the stages of development of a particular component; the level, representing a detailed description a certain stage of development of a particular component are identified. For each level, the relevant stages of software development are described. Modeling of the software development process with the Markov chains is conducted. This will allow using a single mathematical tool to represent the corresponding process at different levels of detail",sim,b5ea4fdd_modeling_of_software_development_process_with_the.pdf,Como modelar o processo de desenvolvimento de software usando cadeias de Markov em diferentes níveis de detalhamento? Como integrar a busca de regras associativas no desenvolvimento de software através de processos estocásticos?,theoretical,framework | simulation,other,markov_chain,none,development | requirements,not_specified,não_mencionado,não_mencionado,"Os autores propõem um modelo de informação baseado em cadeias de Markov para formalizar o processo de desenvolvimento de software, permitindo modelagem em diferentes níveis de detalhe. O trabalho apresenta abordagens formais para descrever dinamicamente o processo de desenvolvimento, integrando conceitos de regras associativas.","O texto disponível não fornece informações completas sobre limitações reportadas, avaliação experimental ou validação do modelo proposto.",não_mencionado,,
61cb2257,Transforming Cognitive Maps into Markov Process Models for Software Development Projects,10.1109/SIST58284.2023.10223535,2023,scopus,IC2,llm,Kateryna Kolesnikova; Alua Myrzakerimova; Nursultan Alpysbay; Tetiana Olekh,2023 IEEE International Conference on Smart Information Systems and Technologies (SIST),2023 IEEE International Conference on Smart Information Systems and Technologies (SIST),,318-321,Conference,"The complexity of managing software development projects in organizational and technical systems is due to a number of features. Such projects are weakly structured systems. The parameters of weakly structured systems form a complex “web” of connections and states that change over time. The development of projects in such a multifactorial environment can only be represented in the form of qualitative models. The use of cognitive maps with their subsequent presentation in the form of Markov chains allows quantifying the course of project processes, which are the main condition for the success of the project. At the same time, quantitative estimates represent not only a multi-vector picture of the state of projects, but also have the property of forecasting. The scope of the proposed method can be significantly expanded through the use in the educational process in the training of professionals in the field of programming and project management.",sim,Transforming_Cognitive_Maps_into_Markov_Process_Models_for_Software_Development_Projects.pdf,Como transformar mapas cognitivos em modelos de cadeias de Markov para melhorar a gestão e previsão de estados em projetos de desenvolvimento de software?,theoretical,framework | prediction | simulation,none,markov_chain,none,development | project_management,not_specified,não_mencionado,não_mencionado,"O método proposto integra mapas cognitivos com cadeias de Markov para quantificar processos de projetos de software, fornecendo uma representação multi-vetorial do estado dos projetos com propriedades de previsão. A abordagem permite gerenciar sistemas fracamente estruturados através de modelos qualitativos transformados em estimativas quantitativas.",não_mencionado,não_mencionado,,
bbfaa5a6,Mathematical model of the software development process according to the 'outsource' scheme,10.1109/DESSERT61349.2023.10416494,2023,scopus,IC2,llm,Serhii Hlushko; Oleksii Leunenko; Ivan Mikhieiev,"International Conference on Dependable Systems, Services and Technologies","2023 13th International Conference on Dependable Systems, Services and Technologies (DESSERT)",,1-6,JournalArticle; Conference,"The software development process is complex and multifaceted, influenced by a multitude of factors such as project complexity, collaboration among different teams, interaction with clients, and development methodologies. Efficiently managing this process becomes a crucial task for ensuring quality and meeting deadlines. In the context of the “outsourcing” scheme, where certain stages of software product development can be delegated to external specialists or teams, challenges arise in assessing the probabilistic-temporal characteristics of the development process. Questions arise about the expected time for each stage's completion, the likelihood of meeting set deadlines, and the factors exerting the greatest impact on process effectiveness. The objective of this research is to develop a mathematical model that enables the analysis of probabilistic-temporal characteristics of software development processes within the “outsourcing” scheme. The model takes into account various factors, including participants' expertise level, communication effectiveness, and other parameters influencing stage durations. The proposed mathematical model incorporates probabilistic transitions between stages, with transition probabilities and intensities depending on the involvement of external specialists and communication effectiveness. Relevant probabilistic distributions are used to estimate the duration of each stage, and statistical methods are employed to analyze probabilistic outcomes. By considering the intricacies of the “outsourcing” scheme, this study aims to facilitate informed decision-making in resource allocation, project planning, and risk assessment within the domain of software development. Insights derived from the model's probabilistic-temporal characteristics provide valuable tools for enhancing process management and outcomes in the dynamic realm of software development.",sim,Mathematical_model_of_the_software_development_process_according_to_the_outsource_scheme.pdf,"Como desenvolver um modelo matemático que analise características probabilístico-temporais de processos de desenvolvimento de software sob o esquema de outsourcing, considerando fatores como expertise dos participantes e efetividade de comunicação?",theoretical,framework | simulation,other,markov_chain | other,none,development,not_specified,não_mencionado,não_mencionado,"O modelo matemático proposto incorpora transições probabilísticas entre estágios de desenvolvimento, com probabilidades e intensidades de transição dependendo do envolvimento de especialistas externos e efetividade de comunicação. O modelo utiliza distribuições probabilísticas relevantes para estimar a duração de cada estágio, permitindo análise de características probabilístico-temporais em processos de outsourcing.",O trabalho não analisa formalmente processos reais de desenvolvimento de software e carece de validação empírica. A pesquisa não é direcionada à formalização de metodologias específicas de incorporação dos fatores identificados.,não_mencionado,,
9e341b7f,A structured stochastic model for software project estimation in Waterfall models,10.18293/SEKE2018-033,2018,scopus,IC2|IC3,llm,Ildo Massitela; Joaquim Assunção; Alan R. Santos; Paulo Fernandes,International Conference on Software Engineering and Knowledge Engineering,,,364-363,JournalArticle,"Evaluate team’s performance on long-duration projects can be a challenge. It relies on human expertise to perform estimations, which can generate uncertainty and dependency of experienced specialists. Statistical techniques, such as modeling and simulations, are suitable options as tools to support projects estimations. Our goal in this paper is a formal mapping of the main Waterfall model characteristics to stochastic model to predict performance indices of teams such as the real working time.",sim,9e341b7f_a_structured_stochastic_model_for_software_project.pdf,Como modelar formalmente o desempenho de equipes em projetos Waterfall de longa duração usando técnicas estocásticas para melhorar a estimação de recursos e tempo?,simulation,prediction | simulation | framework,none,markov_chain | other,none,development | testing,industrial,não_mencionado,PEPS,"O modelo estocástico estruturado baseado em Stochastic Automata Networks (SAN) permite representar e simular o desempenho de equipes Waterfall considerando expertise variada, estados de trabalho, colaboração e retrabalho, fornecendo estimativas mais confiáveis que dependem apenas de expertise humana.",O modelo foi validado com dados de apenas um projeto industrial específico (Project X) e os autores reconhecem que não se trata de uma solução completa.,não_mencionado,,
8a97d0cf,Constructing a Hybrid Software Process Simulation Model in Practice: An Exemplar from Industry,10.1145/3379177.3388906,2020,acm,IC2|IC3,llm,Yue Li; He Zhang; Liming Dong; Bohan Liu; Jinyu Ma,International Conference on Software and Systems Process,2020 IEEE/ACM International Conference on Software and System Processes (ICSSP),,135-144,JournalArticle; Book; Conference,"Background: Software Process Simulation Modeling (SPSM) is of paramount importance to support quantitative management of software development process. Hybrid process simulation combines multiple simulation paradigms to reflect complex changes in realistic software processes, which brings inherent challenges to process management. Constructing a hybrid model requires more modeling expertise and experience than modeling by solo-paradigm. However, a few studies explicitly discuss the challenges they encountered as a topic, which may discourage practitioners.Objective: Our aim in this study is to present an industrial process modeling project as an exemplar to demonstrate and discuss the technical issues and challenges associated with hybrid process simulation in practice.Method: Based on the collaboration with a global software enterprise, we constructed a hybrid process simulation model that combines System Dynamics (SD) and Discrete Event Simulation (DES) to predict the project duration and release date for management.Results: Several challenges around hybrid process simulation of software development process are identified and discussed with the proposal of sets of solutions from different perspectives. The model is validated by comparing the simulation result with the actual enactment of the process in industry. In addition, the result confirms the rationality and efficacy of the suggested solutions to some extent.Conclusions: In the collaboration with the enterprise, five-step modeling procedure was adopted for constructing the hybrid process model. The experience reported about the detailed steps of hybrid modeling may offer reference value to the SPSM community.",sim,3379177.3388906.pdf,Quais são os desafios técnicos e as soluções práticas para construir modelos de simulação de processos de software híbridos que combinem múltiplos paradigmas de simulação?,case_study,hybrid | framework | enhancement,none,system_dynamics | monte_carlo,none,development | deployment,industrial,não_mencionado,não_mencionado,"O estudo apresenta um modelo de simulação híbrido que combina System Dynamics e Discrete Event Simulation para prever duração de projetos e datas de release em uma empresa de software global. Identifica e discute cinco desafios principais e propõe soluções práticas, validando o modelo através de comparação com dados reais de enactment do processo.","O estudo é baseado em um único caso industrial, o que limita a generalização dos resultados. Não há descrição detalhada sobre como as ferramentas de simulação específicas foram utilizadas ou quais parâmetros estocásticos foram configurados.",não_mencionado,,
483d7725,DevOps workflow verification and duration prediction using non-Markovian stochastic Petri nets,10.1002/smr.2329,2021,scopus,IC2|IC3,llm,Walid Ben Mesmia; M. Escheikh; Kamel Barkaoui,J. Softw. Evol. Process.,Journal of Software: Evolution and Process,33,,JournalArticle,"In this paper, we provide a non‐Markovian Stochastic Petri Net (SPN) model for DevOps workflow specification, and we determine how business processes are carried out. After describing our model semantics, we show how general properties related to liveness and safety can be checked. After that, we provide several extensions on SPNs (SPN) the notation and expressivity to check some specific properties related to actors' (Developers and Operators) availability, interactions between the actors, and execution failures detection linked to the DevOps steps. Next, we validate the proposed model relevance with MATLAB simulation through a specific DevOps case study. Finally, we propose a truncated density function to anticipate the delays related to the DevOps business process overall steps.",sim,DevOps_workflow_verification_and_duratio.pdf,"Como especificar, verificar e prever a duração de workflows DevOps usando redes de Petri estocásticas não-Markovianas?",simulation,framework | prediction | simulation,declarative | other,stochastic_petri_net | other,ci_cd | other,development | deployment | testing,synthetic,não_mencionado,MATLAB,Propõe um modelo de Rede de Petri Estocástica não-Markoviana (NM-WSPN) para especificar workflows DevOps e verifica propriedades de liveness e safety. Valida o modelo através de simulação MATLAB e propõe uma função de densidade truncada para antecipar atrasos nos processos DevOps.,não_mencionado,não_mencionado,,
f36a08fe,Assessing the risk of software development in agile methodologies using simulation,10.1109/ACCESS.2021.3115941,2021,scopus,IC2|IC3,llm,M. I. Lunesu; R. Tonelli; Lodovica Marchesi; M. Marchesi,IEEE Access,IEEE Access,9,134240-134258,JournalArticle,"Agile methodologies aim to reduce software development risk using short iterations, feature-driven development, continuous integration, testing automation, and other practices. However, the risk of project failure or time and budget overruns is still a relevant problem. This paper aims to present and discuss a new approach to model some key risk factors in agile development, using software process simulation modeling (SPSM), which can complement other approaches, and whose usage is particularly suited for agile development. We introduce a new approach to modeling some key risk factors – namely project duration, number of implemented issues, and key statistics of issue completion time – using a simulator of agile development, which we developed for this purpose. The approach includes modeling the agile process, gathering data from the tool used for project management, and performing Monte Carlo simulations of the process, to get insights about the expected time and effort to complete the project, and about their distributions. The model’s parameters that can cause risk are errors in effort estimation of the features to develop, variations in developers’ assignment to these features, impediments related to developers’ availability and work completion. To validate the simulator, and to demonstrate how the method can be used, we analyzed three open-source projects, gathering their data from JIRA repositories. We ran Monte Carlo simulations of these projects, showing that the simulator can well approximate the progress of the real project, then varying the identified risk factors and statistically evaluating their effects on the risk parameters. The proposed approach is relevant for project managers, being able to quantitatively evaluate the risks, provided that the process and the project’s data are properly modeled and gathered. As for the future, we are working to improve our risk assessment method, evaluating it on more case studies, scaling the model from a single team to multiple teams involved in one or more projects.",sim,Assessing_the_Risk_of_Software_Development_in_Agile_Methodologies_Using_Simulation.pdf,"Em que medida é possível automatizar e modelar fatores-chave de risco em desenvolvimento ágil usando simulação de processos de software? Como os fatores de risco afetam a duração do projeto, número de issues implementadas e distribuição de tempo de conclusão?",simulation,simulation | prediction | framework,none,monte_carlo,jira | issues,development | requirements,open_source,sim,JIRA | simulador customizado,"O simulador desenvolvido consegue aproximar bem o progresso real do projeto através de simulações Monte Carlo, permitindo avaliar quantitativamente os riscos. Os principais fatores de risco identificados são: erros na estimativa de esforço das features, variações na alocação de desenvolvedores, impedimentos relacionados à disponibilidade dos desenvolvedores e ao tempo de conclusão do trabalho.",Validação realizada em apenas três projetos open-source; modelo limitado a equipes únicas; necessidade de melhoria na avaliação com mais casos de estudo e escalabilidade para múltiplas equipes.,não_mencionado,,
ae9983fa,A Stochastic Petri net Model of Continuous Integration and Continuous Delivery,10.1109/ISSREW55968.2022.00050,2022,scopus,IC2|IC3,llm,Sushovan Bhadra,2022 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),2022 IEEE International Symposium on Software Reliability Engineering Workshops (ISSREW),,114-117,JournalArticle,"Modern software development organizations rely on continuous integration and continuous delivery (CI/CD), since it allows developers to continuously integrate their code in a single shared repository and automates the delivery process of the product to the user. While modern software practices improve the performance of the software life cycle, they also increase the complexity of this process. Past studies make improvements to the performance of the CI/CD pipeline. However, there are fewer formal models to quantitatively guide process and product quality improvement or characterize how automated and human activities compose and interact asynchronously. Therefore, this paper develops a Petri net model to analyze a CI/CD pipeline to improve process performance in terms of the probability of successfully delivering new or updated functionality by a specified deadline. The utility of the model is demonstrated through a sensitivity analysis to identify stages of the pipeline where improvements would most significantly improve the probability of timely product delivery.",sim,A_Stochastic_Petri_net_Model_of_Continuous_Integration_and_Continuous_Delivery (1).pdf,"Como modelar formalmente um pipeline de CI/CD usando Petri nets estocásticas para analisar e melhorar o desempenho do processo, particularmente a probabilidade de entregar funcionalidades com sucesso dentro de prazos especificados?",simulation,simulation | framework | enhancement,other,stochastic_petri_net,ci_cd,deployment | testing | development,not_specified,não_mencionado,não_mencionado,"O estudo desenvolve um modelo de Petri net estocástica para analisar pipelines de CI/CD, permitindo quantificar o impacto de melhorias em diferentes estágios do pipeline. A análise de sensibilidade identifica quais estágios do pipeline proporcionariam melhorias mais significativas na probabilidade de entrega oportuna do produto.",O paper não menciona explicitamente as limitações do estudo nas primeiras páginas fornecidas. O modelo proposto carece de validação empírica com dados reais de pipelines de CI/CD em larga escala.,não_mencionado,,
d65695c6,A stochastic petri net model of continuous integration and continuous delivery,10.1109/RAMS51473.2023.10088212,2023,scopus,IC2|IC3,llm,Sushovan Bhadra; B. Das; Priscila Silva; V. Nagaraju; L. Fiondella,Reliability and Maintainability Symposium,2023 Annual Reliability and Maintainability Symposium (RAMS),,1-6,,"SUMMARY & CONCLUSIONSModern software development organizations rely on continuous integration and continuous delivery (CI/CD), since it allows developers to continuously integrate their code in a single shared repository and automates the delivery process of the product to the user. While modern software practices improve the performance of the software life cycle, they also increase the complexity of this process. Past studies make improvements to the performance of the CI/CD pipeline. However, there are fewer formal models to quantitatively guide process and product quality improvement or characterize how automated and human activities compose and interact asynchronously. Therefore, this paper develops a stochastic Petri net model to analyze a CI/CD pipeline to improve process performance in terms of the probability of successfully delivering new or updated functionality by a specified deadline. The utility of the model is demonstrated through a sensitivity analysis to identify stages of the pipeline where improvements would most significantly improve the probability of timely product delivery.",sim,A_Stochastic_Petri_net_Model_of_Continuous_Integration_and_Continuous_Delivery.pdf,Como modelar formalmente um pipeline de CI/CD usando Petri nets estocásticas para melhorar a probabilidade de entrega bem-sucedida de funcionalidades dentro de um prazo especificado? Como identificar os estágios do pipeline onde melhorias teriam maior impacto no desempenho?,simulation,simulation | framework | enhancement,other,stochastic_petri_net,ci_cd,deployment | testing | development,not_specified,não_mencionado,não_mencionado,"O artigo desenvolve um modelo de Petri net estocástica para analisar pipelines de CI/CD, caracterizando como atividades automatizadas e humanas se compõem e interagem assincronamente. Através de análise de sensibilidade, identifica-se os estágios críticos do pipeline onde melhorias resultariam em maior probabilidade de entrega bem-sucedida de produtos dentro de prazos especificados.","Não mencionadas nas primeiras páginas do artigo. O trabalho busca compreender atividades comuns em pipelines CI/CD de grande escala em repositórios open source, mas metodologia e datasets específicos não são descritos nas seções apresentadas.",não_mencionado,,
9ffa3123,Comparative Study of Reinforcement Learning in GitHub Pull Request Outcome Predictions,10.1109/SANER60148.2024.00057,2024,scopus,IC2|IC3|IC4,llm,Rinkesh Joshi; N. Kahani,"IEEE International Conference on Software Analysis, Evolution, and Reengineering","2024 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",,489-500,JournalArticle; Conference; Review,"In the rapidly evolving field of software development, pull-based development models, facilitated by tools such as GitHub, are essential for collaboration. This study explores factors that influence pull request (PR) outcomes and employs two Reinforcement Learning (RL) formalizations, modeled as Markov Decision Processes, for PR outcome prediction. The first model leverages 72 PR features and achieves a G-mean score of 0.82664, while the second focuses solely on PR discussions, resulting in a G-mean of 0.88372. Using a specially designed reward function, these RL formalizations strategically address data imbalance and excel in mimicking both single-stage and multi-stage PR review processes. They outperform baseline models (Random Forest, X G Boost, and a Naive Bayes baseline) across various data splits-namely 80/20, 50/50, and 20/80-and are particularly effective at predicting PR rejections. The study also makes its datasets publicly available for future research.",sim,Comparative_Study_of_Reinforcement_Learning_in_GitHub_Pull_Request_Outcome_Predictions.pdf,Como abordagens de Reinforcement Learning são viáveis e eficazes para prever resultados de revisões de Pull Requests no GitHub? Como essas abordagens se comparam com modelos baseline e existentes?,experiment,prediction | enhancement,none,markov_chain,github | vcs,code_review | development,open_source,sim,não_mencionado,"Dois modelos RL baseados em Processos de Decisão de Markov foram desenvolvidos: um com 72 features PR alcançando G-mean de 0.82664 e outro focado em discussões PR com G-mean de 0.88372. Os modelos RL superam baselines (Random Forest, XGBoost, Naive Bayes) em múltiplos splits de dados e são especialmente eficazes em prever rejeições de PR.",não_mencionado,sim,,
56342950,Fault-insertion and fault-fixing behavioural patterns in Apache Software Foundation Projects,10.1016/j.infsof.2023.107187,2023,scopus,IC2|IC4,llm,Marco Ortu; Giuseppe Destefanis; T. Hall; David Bowes,Information and Software Technology,Inf. Softw. Technol.,158,107187,JournalArticle,,sim,56342950_fault_insertion_and_fault_fixing_behavioural_patte.pdf,Como os padrões de inserção e correção de falhas variam entre desenvolvedores em projetos de software? Desenvolvedores com expertise em tópicos de código inserem menos falhas e corrigem mais falhas?,case_study,discovery | simulation,social_network,markov_chain | stochastic_petri_net,vcs | github | commits,bug_fixing | development | maintenance,open_source,sim,LDA (Latent Dirichlet Allocation) | Network Analysis | Petri-net | Markov Chain | Hawkes Processes,A maioria dos projetos analisados possui desenvolvedores que dominam a inserção e correção de falhas. Falhas são menos prováveis de serem inseridas por desenvolvedores com expertise em tópicos de código. Diferentes projetos apresentam padrões distintos de inserção e correção de falhas ao longo do tempo.,não_mencionado,não_mencionado,,
21851bba,Exploring Collaboration Patterns in GitHub Using Discrete Time Markov Chain,10.1109/APSEC60848.2023.00090,2023,scopus,IC2|IC4,llm,Suhee Jo; Ryeonggu Kwon; Gihwon Kwon,Asia-Pacific Software Engineering Conference,2023 30th Asia-Pacific Software Engineering Conference (APSEC),,645-646,JournalArticle; Conference,"Collaboration among team members plays a crucial role in the success of software projects. GitHub has emerged as a prominent platform for collaborative software development. This study focuses on analyzing GitHub repositories to gain insights into project status and participant characteristics based on development activities such as commits and pull requests. Utilizing a discrete time Markov chain, this research models GitHub repositories and employs probabilistic temporal logic and model checking to shed light on the activity levels of both projects and participants. We expect that understanding these observed trends and patterns can assist project managers in strengthening teamwork and fostering productive collaboration.",sim,Exploring_Collaboration_Patterns_in_GitHub_Using_Discrete_Time_Markov_Chain.pdf,Quais são os padrões de colaboração e atividades de desenvolvimento em repositórios GitHub e como modelá-los usando Discrete Time Markov Chain para melhorar o gerenciamento de projetos?,case_study,discovery | simulation,social_network | other,markov_chain,commits | github,development | code_review,open_source,parcial,PyGithub | PRISM,"O estudo modela atividades de desenvolvimento em repositórios GitHub usando DTMC, identificando que commits representam 62.73% das atividades de longo prazo. A abordagem utiliza model checking com lógica temporal probabilística para extrair padrões de colaboração que podem auxiliar gerentes de projeto no fortalecimento do trabalho em equipe.","Análise limitada a 30 repositórios pequenos (3-10 contribuidores) criados em 2022 com pelo menos 100 commits, o que pode não representar projetos de maior escala ou diferentes contextos de desenvolvimento.",não_mencionado,,
6ff2b7f2,Probabilistic Model Checking GitHub Repositories for Software Project Analysis,10.3390/app14031260,2024,scopus,IC2|IC4,llm,Suhee Jo; Ryeonggu Kwon; Gihwon Kwon,Applied Sciences,Applied Sciences,,,JournalArticle,"GitHub serves as a platform for collaborative software development, where contributors engage, evolve projects, and shape the community. This study presents a novel approach to analyzing GitHub activity that departs from traditional methods. Using Discrete-Time Markov Chains and probabilistic Computation Tree Logic for model checking, we aim to uncover temporal dynamics, probabilities, and key factors influencing project behavior. By explicitly modeling state transitions, our approach provides transparency and explainability for sequential properties. The application of our method to five repositories demonstrates its feasibility and scalability and provides insights into the long-term probabilities of various activities. In particular, the analysis provides valuable perspectives for project managers to optimize team dynamics and resource allocation. The query specifications developed for model checking allow users to generate and execute queries for specific aspects, demonstrating scalability beyond the queries we present. In conclusion, our analysis provides an understanding of GitHub repository properties, branch management, and subscriber behavior. We anticipate its applicability to various open-source projects, revealing trends among contributors based on the unique characteristics of repositories.",sim,applsci-14-01260-with-cover.pdf,Como usar Cadeias de Markov em Tempo Discreto e Model Checking Probabilístico para analisar padrões de atividades em repositórios GitHub e descobrir dinâmicas temporais que influenciam o comportamento de projetos de software?,case_study,discovery | prediction | simulation,social_network | other,markov_chain,github | vcs | commits,development | code_review,open_source,sim,não_mencionado,"A aplicação de DTMC e Computation Tree Logic probabilística em cinco repositórios GitHub revelou dinâmicas temporais, probabilidades de transição entre estados e fatores-chave que influenciam o comportamento do projeto. A abordagem fornece transparência e explicabilidade para propriedades sequenciais, oferecendo perspectivas valiosas para gerentes de projeto otimizarem dinâmicas de equipe e alocação de recursos.","O estudo foi aplicado a apenas cinco repositórios GitHub, e a generalização dos resultados para diferentes tipos de projetos de código aberto não é discutida em detalhes nas primeiras páginas.",não_mencionado,,
b123faf2,An analysis of Monte Carlo simulations for forecasting software projects,10.1145/3412841.3442030,2021,scopus,IC3,llm,P. Miranda; J. Faria; F. F. Correia; Ahmed A. Fares; Ricardo Graça; João Mendes-Moreira,ACM Symposium on Applied Computing,Proceedings of the 36th Annual ACM Symposium on Applied Computing,,,Book; JournalArticle,"Forecasts of the effort or delivery date can play an important role in managing software projects, but the estimates provided by development teams are often inaccurate and time-consuming to produce. This is not surprising given the uncertainty that underlies this activity. This work studies the use of Monte Carlo simulations for generating forecasts based on project historical data. We have designed and run experiments comparing these forecasts against what happened in practice and to estimates provided by developers, when available. Comparisons were made based on the mean magnitude of relative error (MMRE). We did also analyze how the forecasting accuracy varies with the amount of work to be forecasted and the amount of historical data used. To minimize the requirements on input data, delivery date forecasts for a set of user stories were computed based on takt time of past stories (time elapsed between the completion of consecutive stories); effort forecasts were computed based on full-time equivalent (FTE) hours allocated to the implementation of past stories. The MMRE of delivery date forecasting was 32% in a set of 10 runs (for different projects) of Monte Carlo simulation based on takt time. The MMRE of effort forecasting was 20% in a set of 5 runs of Monte Carlo simulation based on FTE allocation, much smaller than the MMRE of 134% of developers' estimates. A better forecasting accuracy was obtained when the number of historical data points was 20 or higher. These results suggest that Monte Carlo simulations may be used in practice for delivery date and effort forecasting in agile projects, after a few initial sprints.",sim,3412841.3442030.pdf,"Como simulações de Monte Carlo podem ser usadas para gerar previsões precisas de datas de entrega e esforço em projetos de software ágeis, e como a precisão varia com a quantidade de dados históricos disponíveis?",experiment,prediction | simulation,none,monte_carlo,jira | other,development,industrial,não_mencionado,não_mencionado,"Simulações de Monte Carlo baseadas em takt time alcançaram MMRE de 32% para previsão de datas de entrega e 20% para previsão de esforço (comparado com 134% de estimativas de desenvolvedores), demonstrando viabilidade prática. A precisão das previsões melhorou significativamente quando o número de pontos de dados históricos era 20 ou superior.","O estudo foi conduzido em um conjunto relativamente pequeno de execuções (10 para datas de entrega, 5 para esforço) e a técnica requer acúmulo inicial de dados históricos de vários sprints antes de ser aplicável.",não_mencionado,,
d4a1d75c,Mining projects from structured and unstructured data,,2017,scopus,IC4,llm,,,,,,,,sim,d4a1d75c_mining_projects_from_structured_and_unstructured_d.pdf,"Como melhor apoiar gerentes de projeto na compreensão do projeto conforme executado, utilizando evidências de artefatos gerados, especialmente para fins de auditoria e verificação de conformidade em projetos críticos de segurança?",tool,framework | enhancement,other,none,vcs | commits | other,development | requirements,industrial,não_mencionado,não_mencionado,"O trabalho propõe uma abordagem para minerar projetos orientados a processos a partir de dados estruturados e não estruturados, integrando técnicas de process mining e text mining para extrair informações de repositórios de versão e listas de discussão, visando apoiar auditoria e conformidade em projetos de segurança crítica.","O trabalho encontra-se em estágio preliminar de pesquisa de doutorado, com resultados ainda não completamente disponíveis no documento. As principais limitações incluem a natureza ad-hoc dos projetos e a falta de dados estruturados de execução típicos de process mining.",não_mencionado,,
be942093,"Discovering, modeling, and re-enacting open source software development processes: A case study",10.1142/9789812774460_0001,2006,scopus,IC1,llm_pdf,Chris Jensen; W. Scacchi,,,,1-20,,,não,,"Como descobrir, modelar e reencenar processos de desenvolvimento de software de código aberto? Quais são as características e padrões dos processos de software em projetos open source?",case_study,discovery | enhancement | simulation,alpha | other,none,vcs | commits | other,development | maintenance | other,open_source,sim,não_mencionado,"O estudo apresenta uma abordagem para descobrir e modelar processos de desenvolvimento de software open source através da análise de dados de repositórios de controle de versão. Demonstra como padrões de processo podem ser extraídos, visualizados e reenactados para compreender fluxos de trabalho em projetos de software livre.","O estudo é baseado em caso específico, o que limita a generalização dos resultados. Não há menção a validação extensiva da abordagem proposta em múltiplos projetos.",não_mencionado,,
