internal_id,title,doi,year,abstract,ft_decision,ft_rationale,ft_matched_ic,ft_matched_ec,raw
1428aea6,Rationale in Semi-structured Processes,10.1007/978-3-642-20511-8_58,2011,"This paper argues that an explicit account of rationale is essential for the effective management and evolution of semi-structured processes. Our approach is based on a view of semi-structured process models as unfinished products whose design is implicitly completed through their execution by process model users. The resulting refinements and modifications of the process models are instances of user-driven design innovation. Our framework shows how rationale can explain a user’s individual execution decisions, as a basis for process modelers to improve the original process specifications. We propose and illustrate the ontological foundations of a modeling approach.",exclude,"O paper trata de modelagem ontológica de rationale em processos semi-estruturados, focando em design de modelos de processo e user-driven innovation. Não há evidência no resumo de aplicação de process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios de software. O trabalho é sobre frameworks conceituais de modelagem de processo, não sobre análise de ",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de modelagem ontológica de rationale em processos semi-estruturados, focando em design de modelos de processo e user-driven innovation. Não há evidência no resumo de aplicação de process mining, modelagem estocástica, forecasting de métricas de processo, ou mineração de repositórios de software. O trabalho é sobre frameworks conceituais de modelagem de processo, não sobre análise de dados de processos de software reais (IC1, IC2, I"
1bdb354e,MINERVA: Model drIveN and sErvice oRiented Framework for the Continuous Business Process improVement and relAted Tools,10.1007/978-3-642-16132-2_43,2010,Minerva: model driven and service oriented framework for the continuous improvement of business process & related tools,exclude,"O resumo é idêntico ao título e não fornece informação suficiente sobre metodologia, domínio de aplicação ou contexto. Embora o título mencione 'business process improvement' e 'model driven', não há evidência textual de que o framework seja aplicado a processos de software (SW), process mining, ou modelagem estocástica. O termo 'business process' genérico, sem especificação de domínio SW, sugere ",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo é idêntico ao título e não fornece informação suficiente sobre metodologia, domínio de aplicação ou contexto. Embora o título mencione 'business process improvement' e 'model driven', não há evidência textual de que o framework seja aplicado a processos de software (SW), process mining, ou modelagem estocástica. O termo 'business process' genérico, sem especificação de domínio SW, sugere escopo de engenharia de processos de negócios ger"
1d2245f1,Behavior-aware Trustworthiness Study of Networked Software,10.2991/ijcis.2010.3.5.4,2010,"The essence characteristics of software trustworthiness are software execution effect and behavior can be anticipated, which is an important index of software quality. Under the open and dynamic environments, some uncertainty factors cause the behavior of software to be uncontrolled, uncertainty and unpredictable. Behavioraware networked software trustworthiness research methods are proposed in the paper. Firstly, we propose the analysis methods of the consistency between the inferred specification models with component specification model. Then, for analyzing the component interaction behavior, the behavior relativity analyzing method is presented based on Petri net. Finally, aimed to the outer factors, we analyze the behavioral congruence between theoretical composite models with dynamic behavior model based on running logs. Theoretical analysis and the example analysis indicated that this method is benefit to analyze the trustworthiness of networked software.",exclude,"O paper aborda trustworthiness de software em rede via análise de comportamento com Petri nets e logs de execução, mas não se enquadra nos critérios de inclusão da SLR PATHCAST. Não há evidência de process mining (descoberta/conformance de processos de SW), modelagem estocástica de processos de desenvolvimento, forecasting de métricas de processo ou mineração de repositórios de SW. O trabalho é so",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda trustworthiness de software em rede via análise de comportamento com Petri nets e logs de execução, mas não se enquadra nos critérios de inclusão da SLR PATHCAST. Não há evidência de process mining (descoberta/conformance de processos de SW), modelagem estocástica de processos de desenvolvimento, forecasting de métricas de processo ou mineração de repositórios de SW. O trabalho é sobre confiabilidade dinâmica de software em sistem"
04501fce,Perspectives to Process Modeling,10.1007/978-3-642-28409-0_1,2013,"Purpose Financial information about costs and return on investments are of key importance to strategic decision making but also in the context of process improvement or business engineering. The purpose of this paper is to propose a value‐oriented approach to business process modeling based on key concepts and metrics from operations and financial management, to aid decision making in process re‐design projects on the basis of process models. Design/methodology/approach The paper suggests a theoretically founded extension to current process modeling approaches, and delineates a framework as well as methodical support to incorporate financial information into process re‐design. The paper uses two case studies to evaluate the suggested approach. Findings Based on two case studies, the paper shows that the value‐oriented process modeling approach facilitates and improves managerial decision making in the context of process re‐design. Research limitations/implications The paper presents design work and two case studies. More research is needed to more thoroughly evaluate the presented approach in a variety of real‐life process modeling settings. Practical implications The paper shows how the approach enables decision makers to make investment decisions in process re‐design projects, and also how other decisions, for instance in the context of enterprise architecture design, can be facilitated. Originality/value This paper reports on an attempt to integrate financial considerations into the act of process modeling, in order to provide more comprehensive decision‐making support in process re‐design projects.",exclude,"O paper aborda modelagem de processos de negócio com enfoque financeiro e value-oriented, não software. Não há evidência de process mining, modelagem estocástica, forecasting de métricas de processo de SW ou mineração de repositórios. O domínio é business process re-design genérico, sem conexão com engenharia de software ou artefatos de desenvolvimento (commits, issues, logs de CI/CD, etc.).",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda modelagem de processos de negócio com enfoque financeiro e value-oriented, não software. Não há evidência de process mining, modelagem estocástica, forecasting de métricas de processo de SW ou mineração de repositórios. O domínio é business process re-design genérico, sem conexão com engenharia de software ou artefatos de desenvolvimento (commits, issues, logs de CI/CD, etc.)."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC1""
  ],"
c812bf56,Monitoring Business Processes,10.1007/978-1-4419-7279-8_6,2010,"Many enterprises nowadays use business processes, based on the BPEL standard, to achieve their goals. These are complex, often distributed, processes. Monitoring the execution of such processes for interesting patterns is critical for enforcing business policies and meeting efficiency and reliability goals. BP-Mon (Business Processes Monitoring) is a novel query language for monitoring business processes, that allows users to visually define monitoring tasks and associated reports, using a simple intuitive interface, similar to those used for designing BPEL processes. We describe here the BP-Mon language and its underlying formal model. We also present the language implementation and describe our novel optimization techniques. An important feature of the implementation is thatBP-Mon queries are translated to BPEL processes that run on the same execution engine as the monitored processes. Our experiments indicate that this approach incurs very minimal overhead, hence is a practical and efficient approach to monitoring. 1.",exclude,"O paper trata de monitoramento de processos de negócio em BPEL (Business Process Execution Language) e não aborda processos de desenvolvimento de software, modelagem estocástica, ou forecasting de métricas de processo. Embora mencione 'business processes', o contexto é empresarial genérico (enforcement de políticas, eficiência e confiabilidade operacional), não engenharia de software. Não há evidê",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de monitoramento de processos de negócio em BPEL (Business Process Execution Language) e não aborda processos de desenvolvimento de software, modelagem estocástica, ou forecasting de métricas de processo. Embora mencione 'business processes', o contexto é empresarial genérico (enforcement de políticas, eficiência e confiabilidade operacional), não engenharia de software. Não há evidência de aplicação a artefatos de SW (commits, iss"
7521852a,Process mining: a two-step approach to balance between underfitting and overfitting,10.1007/s10270-008-0106-z,2008,"Process mining includes the automated discovery of processes from event logs. Based on observed events (e.g., activities being executed or messages being exchanged) a process model is constructed. One of the essential problems in process mining is that one cannot assume to have seen all possible behavior. At best, one has seen a representative subset. Therefore, classical synthesis techniques are not suitable as they aim at finding a model that is able to exactly reproduce the log. Existing process mining techniques try to avoid such “overfitting” by generalizing the model to allow for more behavior. This generalization is often driven by the representation language and very crude assumptions about completeness. As a result, parts of the model are “overfitting” (allow only for what has actually been observed) while other parts may be “underfitting” (allow for much more behavior without strong support for it). None of the existing techniques enables the user to control the balance between “overfitting” and “underfitting”. To address this, we propose a two-step approach. First, using a configurable approach, a transition system is constructed. Then, using the “theory of regions”, the model is synthesized. The approach has been implemented in the context of ProM and overcomes many of the limitations of traditional approaches.",exclude,"Embora o resumo trate de process mining e descoberta de processos, não há evidência de aplicação a processos de desenvolvimento de software (EC1 — domínio genérico de BPM). O texto refere-se genericamente a 'event logs' e 'activities' sem contextualizar a software; a implementação em ProM é ferramenta, não avaliação em artefatos de SW (commits, issues, CI/CD). Não atende IC1, IC2, IC3 ou IC4 com c",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""Embora o resumo trate de process mining e descoberta de processos, não há evidência de aplicação a processos de desenvolvimento de software (EC1 — domínio genérico de BPM). O texto refere-se genericamente a 'event logs' e 'activities' sem contextualizar a software; a implementação em ProM é ferramenta, não avaliação em artefatos de SW (commits, issues, CI/CD). Não atende IC1, IC2, IC3 ou IC4 com confiança."",
  ""matched_ic"": [],
  ""matched_ec"": ["
0a296897,Analytical Quality Assurance,10.1007/978-3-642-17599-2_7,2010,The first page of this article is displayed as the abstract.,exclude,"O abstract fornecido ('The first page of this article is displayed as the abstract') é vazio/não informativo e não permite avaliação contra critérios IC/EC. O título 'Analytical Quality Assurance' é genérico demais e não sugere conexão clara com process mining, modelagem estocástica, forecasting em processos de SW ou mineração de repositórios. Sem conteúdo substantivo disponível, não há evidência ",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O abstract fornecido ('The first page of this article is displayed as the abstract') é vazio/não informativo e não permite avaliação contra critérios IC/EC. O título 'Analytical Quality Assurance' é genérico demais e não sugere conexão clara com process mining, modelagem estocástica, forecasting em processos de SW ou mineração de repositórios. Sem conteúdo substantivo disponível, não há evidência de atendimento a nenhum IC."",
  ""matched_ic"": [],"
ba64f3e9,Beyond rigidity – dynamic process lifecycle support,10.1007/s00450-009-0069-5,2009,"Abstract In Naming and Necessity Saul Kripke undermined descriptive analyses of names by showing that names are rigid designators; thereby telling us what their meanings are not, but not what they are. In Beyond Rigidity, Scott Soames strengthens Kripke's attack, while also providing a positive theory of the semantics and pragmatics of names. Using a new conception of how the meaning of a sentence relates to the information asserted and conveyed by utterances, Soames argues that the meaning of a linguistically simple name is its referent, and that the meaning of a linguistically complex, partially descriptive, name is a compound that includes both its referent and a partial description. After illustrating these analyses with simple sentences containing names, Soames extends them to sentences that report the assertions and beliefs of agents. Appealing again to his new understanding of the relationship between meaning and information asserted and conveyed, Soames attempts to reconcile the central semantic doctrines of Millianism and Russellianism with Fregean intuitions about the information carried by belief and other propositional attitude ascriptions. Finally, Soames investigates the relationship between proper names and natural kind terms, including mass nouns, count nouns, and adjectives functioning as predicates. After showing that natural kind predicates do not fit reasonable definitions of rigidity, he argues that there is no notion of rigid designation for predicates that (1) is a natural extension of the notion of rigidity for singular terms, (2) is such that simple natural kind predicates are standardly rigid whereas many other predicates are not, and (3) plays the role imagined by Kripke in explaining the necessary a posteriori status of theoretical identities like Water is H2O and An object x is hotter than an object y iff x has a higher mean molecular kinetic energy than y. Finally, Soames uses key elements of Kripke's discussion to construct an alternative explanation of the necessary a posteriori character of these sentences that is based on the nondescriptionality of simple natural kind predicates, and the manner in which their meaning and reference is determined.",exclude,"O resumo fornecido é um texto sobre semântica linguística e filosofia da linguagem (obra sobre nomes rígidos de Saul Kripke), completamente desconectado de process mining, engenharia de software, modelagem estocástica ou forecasting. Não atende a nenhum dos critérios de inclusão (IC1-IC4) e claramente se enquadra em EC1 (domínio fora de SW). O título 'Beyond rigidity – dynamic process lifecycle su",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo fornecido é um texto sobre semântica linguística e filosofia da linguagem (obra sobre nomes rígidos de Saul Kripke), completamente desconectado de process mining, engenharia de software, modelagem estocástica ou forecasting. Não atende a nenhum dos critérios de inclusão (IC1-IC4) e claramente se enquadra em EC1 (domínio fora de SW). O título 'Beyond rigidity – dynamic process lifecycle support' é enganoso — refere-se ao livro filosófico"
924c6de1,Decision Support Based on Process Mining,10.1007/978-3-540-48713-5_29,2008,International audience,pending,"Abstract completamente ausente ('International audience' é apenas metadados, não conteúdo científico). Título sugere relevância potencial para process mining em sistemas de suporte à decisão, mas sem resumo não é possível confirmar se aplica-se a processos de software, domínio específico, ou se é genérico de BPM. Acesso ao texto completo é necessário.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract completamente ausente ('International audience' é apenas metadados, não conteúdo científico). Título sugere relevância potencial para process mining em sistemas de suporte à decisão, mas sem resumo não é possível confirmar se aplica-se a processos de software, domínio específico, ou se é genérico de BPM. Acesso ao texto completo é necessário."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""process_mining"",
    ""insuf"
0b407a90,Service Engineering,10.1007/978-3-642-17599-2_8,2010,"Product Information About The Product Industrial Engineering What you need to know to engineer the global service economy. As customers and service providers create new value through globally interconnected service enterprises, service engineers are finding new opportunities to innovate, design, and manage the service operations and processes of the new service-based economy. Introduction to Service Engineering provides the tools and information a service engineer needs to fulfill this critical new role. The book introduces engineers as well as students to the fundamentals of the theory and practice of service engineering, covering the characteristics of service enterprises, service design and operations, customer service and service quality, web-based services, and innovations in service systems. Readers explore such key aspects of service engineering as: • The role of service science in developing a smarter planet • Service enterprises, including: enterprise value creation, architecture of service organizations, service enterprise modeling, and the application of methods of systems engineering to services • Service design, including collaborative e-service systems and the new service development process • Service operations and management, including service call centers • Service quality, from design operations to customer relations • Web-based services and technology in the global e-organization • Innovation in service systems from service engineering to integrative solutions, service-oriented architecture solutions, and technology transfer streams With chapters written by fifty-seven specialists and edited by bestselling authors Gavriel Salvendy and Waldemar Karwowski, Introduction to Service Engineering uses numerous examples, problems, and real-world case studies to help readers master the knowledge and the skills required to succeed in service engineering. © 2010 John Wiley & Sons, Inc.",exclude,"O resumo descreve um livro introdutório sobre engenharia de serviços em sentido amplo (service economy, service enterprises, service operations), sem qualquer evidência de aplicação a processos de desenvolvimento de software, process mining, modelagem estocástica ou forecasting de métricas de processo de SW. O conteúdo aborda design de serviços, operações de call centers e sistemas orientados a se",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo descreve um livro introdutório sobre engenharia de serviços em sentido amplo (service economy, service enterprises, service operations), sem qualquer evidência de aplicação a processos de desenvolvimento de software, process mining, modelagem estocástica ou forecasting de métricas de processo de SW. O conteúdo aborda design de serviços, operações de call centers e sistemas orientados a serviços, que caem fora do escopo PATHCAST."",
  ""ma"
2666eb6b,PARMOREL: a framework for customizable model repair,10.1007/s10270-022-01005-0,2022,"In model-driven software engineering, models are used in all phases of the development process. These models must hold a high quality since the implementation of the systems they represent relies on them. Several existing tools reduce the burden of manually dealing with issues that affect models’ quality, such as syntax errors, model smells, and inadequate structures. However, these tools are often inflexible for customization and hard to extend. This paper presents a customizable and extensible model repair framework, PARMOREL, that enables users to deal with different issues in different types of models. The framework uses reinforcement learning to automatically find the best sequence of actions for repairing a broken model according to user preferences. As proof of concept, we repair syntactic errors in class diagrams taking into account a model distance metric and quality characteristics. In addition, we restore inter-model consistency between UML class and sequence diagrams while improving the coupling qualities of the sequence diagrams. Furthermore, we evaluate the approach on a large publicly available dataset and a set of real-world inspired models to show that PARMOREL can decide and pick the best solution to solve the issues present in the models to satisfy user preferences.",exclude,"O paper aborda model repair em engenharia dirigida por modelos (MDE) usando reinforcement learning para reparar diagramas UML. Não há evidência de aplicação de process mining, modelagem estocástica de processos de software, forecasting de métricas de processo, ou mineração de repositórios. O foco é em qualidade de modelos estáticos (class diagrams, sequence diagrams), não em processos de desenvolv",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda model repair em engenharia dirigida por modelos (MDE) usando reinforcement learning para reparar diagramas UML. Não há evidência de aplicação de process mining, modelagem estocástica de processos de software, forecasting de métricas de processo, ou mineração de repositórios. O foco é em qualidade de modelos estáticos (class diagrams, sequence diagrams), não em processos de desenvolvimento de software. Atende EC3 (algoritmo sem apl"
f91530c0,RBPMN: the value of roles for business process modeling,10.1007/s10270-024-01202-z,2024,"Business process modeling is essential for organizations to comprehend, analyze, and enhance their business operations. The business process model and notation (BPMN) is a standard widely adopted for illustrating business processes. However, it falls short when modeling roles, interactions, and responsibilities within complex modern processes that involve digital, human, and non-human entities, typically found in cyber-physical systems (CPS). In this paper, we introduce Role-based BPMN (RBPMN), a standard-compliant extension of BPMN 2.0 that distinctly depicts roles and their interactions within business processes. We underscore the value of RBPMN and a role-based context modeling approach through a modeling example in CPS that facilitates the representation of role-based variations in the process flow, namely a production process in a smart factory. Our findings suggest that RBPMN is a valuable BPMN extension that enhances the expressiveness, variability, and comprehensiveness of business process models, especially in complex and context-sensitive processes.",exclude,"O paper trata de uma extensão da notação BPMN (RBPMN) para melhorar modelagem de papéis em processos de negócio, com foco em cyber-physical systems (CPS) e smart factories. Não há evidência de aplicação a processos de desenvolvimento de software, process mining em artefatos de SW, modelagem estocástica de processos de SW, ou forecasting de métricas de processo de software. O domínio é manufatura/C",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de uma extensão da notação BPMN (RBPMN) para melhorar modelagem de papéis em processos de negócio, com foco em cyber-physical systems (CPS) e smart factories. Não há evidência de aplicação a processos de desenvolvimento de software, process mining em artefatos de SW, modelagem estocástica de processos de SW, ou forecasting de métricas de processo de software. O domínio é manufatura/CPS, não engenharia de software."",
  ""matched_ic"":"
beed0931,Software Product Lifecycles: What Can Be Optimized and How?,10.1007/978-3-319-42966-3_2,2016,"Abstract This chapter first provides insights into the different phases of a software lifecycle, describing how DevOps as a methodology might make software development and delivery more efficient. Also, the SafeScrum approach is briefly described. The chapter next focuses on AI lifecycles and provides insight into two approaches to developing safety-critical AI: EASA’s W-shaped process model for machine learning (ML) applications and the Safety Assurance of Autonomous Systems in Complex Environments (SACE) process.",exclude,"O resumo trata de otimização de ciclos de vida de software e metodologias (DevOps, SafeScrum, modelos W-shaped para ML), mas não apresenta qualquer evidência de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. O foco é descritivo/metodológico, não em descoberta de processos ou predição baseada em dados de event logs ou repositórios.",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo trata de otimização de ciclos de vida de software e metodologias (DevOps, SafeScrum, modelos W-shaped para ML), mas não apresenta qualquer evidência de process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios. O foco é descritivo/metodológico, não em descoberta de processos ou predição baseada em dados de event logs ou repositórios."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC3""
  ],
  """
e29481ab,Ensuring Conformance to Process Standards Through Formal Verification,10.1007/978-3-030-00623-5_17,2018,"Abstract The design of distributed, safety-critical real-time systems is challenging due to their high complexity, the potentially large number of components, and complicated requirements and environment assumptions that stem from international standards. We present a case study that shows that despite those challenges, the automated formal verification of such systems is not only possible, but practicable even in the context of small to medium-sized enterprises. We considered a wireless fire alarm system, regulated by the EN 54 standard. We performed formal requirements engineering, modeling and verification and uncovered severe design flaws that would have prevented its certification. For an improved design, we provided dependable verification results which in particular ensure that certification tests for a relevant regulation standard will be passed. In general we observe that if system tests are specified by generalized test procedures, then verifying that a system will pass any test following those test procedures is a cost-efficient approach to improve the product quality based on formal methods. Based on our experience, we propose an approach useful to integrate the application of formal methods to product development in SME.",exclude,"O paper trata de verificação formal de sistemas distribuídos críticos (alarme de incêndio) em conformidade com padrões de segurança (EN 54). Não há aplicação de process mining, modelagem estocástica, ou forecasting a processos de desenvolvimento de software. O contexto é engenharia de requisitos e verificação de sistemas embarcados, não processo de SW (EC1 – domínio fora de SW; o 'software' aqui é",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de verificação formal de sistemas distribuídos críticos (alarme de incêndio) em conformidade com padrões de segurança (EN 54). Não há aplicação de process mining, modelagem estocástica, ou forecasting a processos de desenvolvimento de software. O contexto é engenharia de requisitos e verificação de sistemas embarcados, não processo de SW (EC1 – domínio fora de SW; o 'software' aqui é o sistema sendo verificado, não o processo de de"
248167d4,The Invariant Refinement Method,10.1007/978-3-319-16310-9_12,2015,"The invariant environment refinement technique, as applied to reverse Monte Carlo modelling [invariant environment refinement technique + reverse Monte Carlo (INVERT + RMC); M. J. Cliffe, M. T. Dove, D. A. Drabold, and A. L. Goodwin, Phys. Rev. Lett. 104, 125501 (2010)], is extended so that it is now applicable for interpreting the structure factor (instead of the pair distribution function). The new algorithm, called the local invariance calculation, is presented by the examples of amorphous silicon, phosphorus, and liquid argon. As a measure of the effectiveness of the new algorithm, the ratio of exactly fourfold coordinated Si atoms was larger than obtained previously by the INVERT-RMC scheme.",exclude,"O paper trata de física computacional (modelagem de estruturas de materiais amorfos via reverse Monte Carlo), não de processos de software ou engenharia de software. Nenhum dos critérios de inclusão (IC1–IC4) é atendido. EC1 (domínio fora de SW) se aplica definitivamente.",,EC1,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de física computacional (modelagem de estruturas de materiais amorfos via reverse Monte Carlo), não de processos de software ou engenharia de software. Nenhum dos critérios de inclusão (IC1–IC4) é atendido. EC1 (domínio fora de SW) se aplica definitivamente."",
  ""matched_ic"": [],
  ""matched_ec"": [""EC1""],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
  ""stochastic_method"": ""monte_carlo"",
  ""forecast_target"": """
1816f514,Behavioral consistency checking between requirements and implementations,10.1007/s11859-014-1042-0,2014,"Checking if the implementations conform to the requirement models is challenging. Most existing techniques for consistency checking either focus on requirement models (e.g., requirements consistency checking), or on the implementations (e.g., code-based testing) only. In this paper we propose an approach to checking behavioral consistency of implementations against requirement models directly to overcome these limitations. Our approach extracts two behavioral models represented by Labelled Transition Systems(LTS) from requirement models and implementations respectively, and checks the behavioral consistency between these two models based on behavioral simulation relation of LTS. The checking results of our approach provide evidence for behavioral inconsistency as well as inconsistent localization. A research prototype called BCCH and a case study are presented to give initial validation of this approach.",exclude,"O paper aborda verificação de consistência comportamental entre modelos de requisitos e implementações usando Labelled Transition Systems (LTS), focando em validação e conformance checking de código contra especificações. Não há evidência de process mining (descoberta de processos a partir de event logs), modelagem estocástica de processos de desenvolvimento, forecasting de métricas de processo de",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper aborda verificação de consistência comportamental entre modelos de requisitos e implementações usando Labelled Transition Systems (LTS), focando em validação e conformance checking de código contra especificações. Não há evidência de process mining (descoberta de processos a partir de event logs), modelagem estocástica de processos de desenvolvimento, forecasting de métricas de processo de SW, ou mineração de repositórios. O trabalho é s"
a0ad4c10,Combining Acquisition and Debugging of Business Rule Models,10.1007/978-3-642-39617-5_22,2013,International audience,pending,"Abstract ausente impede avaliação robusta de escopo. Título menciona 'aquisição e debugging de modelos de regras de negócio', que pode indiretamente relacionar-se a processos, mas sem conteúdo do resumo não é possível confirmar se trata de process mining, estocástico, forecasting em SW ou se é domínio externo (ex: negócio/BI). Full text necessário para decisão.",,,"```json
{
  ""decision"": ""pending"",
  ""rationale"": ""Abstract ausente impede avaliação robusta de escopo. Título menciona 'aquisição e debugging de modelos de regras de negócio', que pode indiretamente relacionar-se a processos, mas sem conteúdo do resumo não é possível confirmar se trata de process mining, estocástico, forecasting em SW ou se é domínio externo (ex: negócio/BI). Full text necessário para decisão."",
  ""matched_ic"": [],
  ""matched_ec"": [],
  ""evidence_tags"": [
    ""insufficient_abst"
ced1d8b5,9 Model Evolution and Management,10.1007/978-3-642-16277-0_9,2010,"As complex software and systems development projects need models as an important planning, structuring and development technique, models now face issues resolved for software earlier: models need to be versioned, differences captured, syntactic and semantic correctness checked as early as possible, documented, presented in easily accessible forms, etc. Quality management needs to be established for models as well as their relationship to other models, to code and to requirement documents precisely clarified and tracked. Business and product requirements, product technologies as well as development tools evolve. This also means we need evolutionary technologies both for models within a language and if the language evolves also for an upgrade of the models. 
 
This chapter discusses the state of the art in model management and evolution and sketches what is still necessary for models to become as usable and used as software.",exclude,"O resumo trata de gestão e evolução de modelos em projetos de software/sistemas de forma genérica, focando em versionamento, diferenças, qualidade e rastreabilidade de modelos. Não há evidência de process mining (descoberta, conformance, workflow mining), modelagem estocástica (Markov, Monte Carlo, Petri nets), forecasting de métricas de processo, ou mineração de repositórios para descoberta de pr",,EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo trata de gestão e evolução de modelos em projetos de software/sistemas de forma genérica, focando em versionamento, diferenças, qualidade e rastreabilidade de modelos. Não há evidência de process mining (descoberta, conformance, workflow mining), modelagem estocástica (Markov, Monte Carlo, Petri nets), forecasting de métricas de processo, ou mineração de repositórios para descoberta de processos. O trabalho é sobre engenharia de modelos"
8698b848,Architecture Reconstruction,10.1007/978-3-540-95888-8_6,2009,"To maintain and understand large applications, it is important to know their architecture. The first problem is that unlike classes and packages, architecture is not explicitly represented in the code. The second problem is that successful applications evolve over time, so their architecture inevitably drifts. Reconstructing the architecture and checking whether it is still valid is therefore an important aid. While there is a plethora of approaches and techniques supporting architecture reconstruction, there is no comprehensive software architecture reconstruction state of the art and it is often difficult to compare the approaches. This paper presents a state of the art in software architecture reconstruction approaches.",exclude,"O resumo trata de reconstrução de arquitetura de software (estrutura estática de código, classes, pacotes), não de process mining, modelagem estocástica de processos de desenvolvimento, ou forecasting de métricas de processo. É uma survey sobre técnicas de engenharia de software reversa, fora do escopo PATHCAST.",,EC3|EC4,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O resumo trata de reconstrução de arquitetura de software (estrutura estática de código, classes, pacotes), não de process mining, modelagem estocástica de processos de desenvolvimento, ou forecasting de métricas de processo. É uma survey sobre técnicas de engenharia de software reversa, fora do escopo PATHCAST."",
  ""matched_ic"": [],
  ""matched_ec"": [
    ""EC3"",
    ""EC4""
  ],
  ""evidence_tags"": [],
  ""software_context"": ""not_software_process"",
"
a2f79c53,Applying and combining three different aspect Mining Techniques,10.1007/s11219-006-9217-3,2006,"Understanding a software system at source-code level requires understanding the different concerns that it addresses, which in turn requires a way to identify these concerns in the source code. Whereas some concerns are explicitly represented by program entities (like classes, methods and variables) and thus are easy to identify, crosscutting concerns are not captured by a single program entity but are scattered over many program entities and are tangled with the other concerns. Because of their crosscutting nature, such crosscutting concerns are difficult to identify, and reduce the understandability of the system as a whole.In this paper, we report on a combined experiment in which we try to identify crosscutting concerns in the JHotDraw framework automatically. We first apply three independently developed aspect mining techniques to JHotDraw and evaluate and compare their results. Based on this analysis, we present three interesting combinations of these three techniques, and show how these combinations provide a more complete coverage of the detected concerns as compared to the original techniques individually. Our results are a first step towards improving the understandability of a system that contains crosscutting concerns, and can be used as a basis for refactoring the identified crosscutting concerns into aspects.",exclude,"O paper trata de aspect mining para identificar crosscutting concerns em código-fonte (JHotDraw), não abordando process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta de processos de desenvolvimento de software. EC2 e EC3 aplicam-se: software é ferramenta/artefato de análise, não processo sendo estudado; o método é teórico/técnica de",,EC2|EC3,"```json
{
  ""decision"": ""exclude"",
  ""rationale"": ""O paper trata de aspect mining para identificar crosscutting concerns em código-fonte (JHotDraw), não abordando process mining, modelagem estocástica, forecasting de métricas de processo ou mineração de repositórios para descoberta de processos de desenvolvimento de software. EC2 e EC3 aplicam-se: software é ferramenta/artefato de análise, não processo sendo estudado; o método é teórico/técnica de descoberta de aspetos, não aplicado a processos "
