internal_id,source_db,source_query_id,source_query_label,doi,title,authors,year,abstract,venue,doc_type,keywords,url,publisher,ta_decision,ta_rationale,ta_matched_ic,ta_matched_ec,ta_screened_at,ta_batch_id
9d1c6c3c,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/PRDC.2017.16,"Mercury: Performance and dependability evaluation of systems with exponential, expolynomial, and general distributions",Maciel P.,2017,,Proceedings of IEEE Pacific Rim International Symposium on Dependable Computing Prdc,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85019645010,,exclude,"O título sugere um trabalho sobre avaliação de performance e dependabilidade de sistemas com distribuições matemáticas. Sem abstract, não há evidência de aplicação a processos de software ou process mining. Trata-se aparentemente de um estudo de modelagem estocástica genérica (não especificamente para SW) e não atende aos critérios de inclusão.",,EC1|EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
49fff2f7,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1145/3030207.3030209,Analytic models of checkpointing for concurrent component-based software systems,Bajunaid N.,2017,,Icpe 2017 Proceedings of the 2017 ACM Spec International Conference on Performance Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85019012867,,exclude,"O artigo trata de modelagem analítica de checkpointing em sistemas de software concorrentes, focando em engenharia de performance. Não há evidência de aplicação de process mining, modelagem estocástica de processos de desenvolvimento de SW, forecasting de métricas de processo ou mineração de repositórios. O domínio é performance de sistemas runtime, não processos de desenvolvimento de software.",,EC1|EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
21e4eb3d,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1007/s10015-016-0329-y,Asymmetric mutation model in genetic algorithm,Du Y.,2017,,Artificial Life and Robotics,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84992365569,,exclude,"O título 'Asymmetric mutation model in genetic algorithm' é puramente sobre algoritmos evolutivos sem indicação de aplicação a processos de software ou process mining. Sem abstract disponível e sem qualquer menção a engenharia de software, processos de desenvolvimento ou event logs, não há evidência de atendimento aos critérios de inclusão (IC1-IC4). Classifica-se como EC3 (algoritmo sem aplicação a processos de SW).",,EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
ff0bdc3a,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1007/s10270-015-0479-8,Statistical prioritization for software product line testing: an experience report,Devroey X.,2017,,Software and Systems Modeling,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84937933560,,maybe,"Título sugere otimização de testes em linhas de produtos de software, potencialmente relacionado a predição/priorização em processos de SW, mas sem resumo não é possível confirmar se aplica process mining, modelagem estocástica ou forecasting de métricas de processo conforme escopo PATHCAST.",,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
e1e55770,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1002/mp.12045,Segmentation of organs-at-risks in head and neck CT images using convolutional neural networks:,Ibragimov B.,2017,,Medical Physics,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85015598280,,exclude,"O artigo trata de segmentação de órgãos em imagens médicas usando redes neurais convolucionais. Não há evidência de relação com process mining, modelagem estocástica de processos de software, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento de software. Claramente fora do escopo da SLR PATHCAST.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
19e3139a,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/CloudCom.2016.0051,Efficiency analysis of provisioning microservices,Khazaei H.,2017,,Proceedings of the International Conference on Cloud Computing Technology and Science Cloudcom,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85012982815,,exclude,"O título sugere análise de eficiência em provisionamento de microsserviços, que é um problema de arquitetura e infraestrutura de cloud computing, não de process mining ou modelagem estocástica de processos de desenvolvimento de software. Sem abstract disponível, não há evidência de que o trabalho aborda descoberta de processos, forecasting de métricas de processo de SW, ou mineração de repositórios.",,EC1|EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
10188251,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/ISSSR.2016.018,A new intrusion detection mechanism in SELinux,Zhang R.,2017,,Proceedings 2016 International Symposium on System and Software Reliability Isssr 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85014104928,,exclude,"O artigo trata de mecanismo de detecção de intrusão em SELinux, que é uma ferramenta/sistema de segurança, não um estudo sobre processos de desenvolvimento de software. Não há evidência de aplicação de process mining, modelagem estocástica ou forecasting a processos de SW.",,EC1|EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
3ab3ab16,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1063/1.4972444,The probability estimation of the electronic lesson implementation taking into account software reliability,Gurov V.,2017,,Aip Conference Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85011994179,,exclude,"O título sugere foco em confiabilidade de software e implementação de lições eletrônicas, não em process mining, modelagem estocástica de processos de SW, ou forecasting de métricas de processo. Sem resumo disponível, não há evidência de atendimento aos critérios de inclusão da SLR PATHCAST. O domínio aparenta ser educação/e-learning, não engenharia de processos de software.",,EC1|EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
b68bc0d5,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),,On Bayesian estimation for software reliability assessment based on a discrete NHPP model,Inoue S.,2017,,Conference Proceedings 23rd Issat International Conference on Reliability and Quality in Design,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85029720285,,exclude,"O artigo trata de confiabilidade de software (NHPP - Non-Homogeneous Poisson Process) com foco em estimação Bayesiana, mas não aborda process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. É centrado em confiabilidade de código/produto, não em processos de desenvolvimento de software.",,EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
05089e5a,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.18293/SEKE2017-091,A simpler and more direct derivation of system reliability using markov chain usage models,Lin L.,2017,,Proceedings of the International Conference on Software Engineering and Knowledge Engineering Seke,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85029525714,,maybe,"Título sugere aplicação de Markov chain a modelos de uso em engenharia de software (IC2 potencial), mas sem abstract não é possível confirmar se o foco é em processos de desenvolvimento de SW ou em confiabilidade de produto de software (sistema). Ausência de abstract cria incerteza crítica sobre escopo e aplicabilidade.",,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
e001cfd7,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),,Multi-fragment Markov model guided online test generation for MPSoC,Vain J.,2017,,Ceur Workshop Proceedings,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85020540459,,exclude,"O título refere-se a geração de testes para MPSoC (Multi-Processor System-on-Chip) usando modelos de Markov, um domínio de hardware/sistemas embarcados, não de processo de desenvolvimento de software. Embora use modelagem estocástica (Markov), não há evidência de aplicação a processos de SW.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
3d967450,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),,A probabilistic approach to building defect prediction model for platform-based product lines,Jeon C.K.,2017,,International Arab Journal of Information Technology,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85021256645,,maybe,"O título sugere modelagem probabilística aplicada a predição de defeitos em linhas de produto de software, o que potencialmente atende IC2 (modelagem estocástica) e IC3 (forecasting de métricas). Porém, sem resumo disponível, não é possível confirmar se o artigo: (1) efetivamente usa process mining ou event logs, (2) foca em processos de desenvolvimento de SW (vs. apenas características de produto), ou (3) se está fora do escopo (EC1/EC3). A avaliação requer acesso ao texto completo.",IC2|IC3,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
314d0231,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1117/12.2266224,Joint object and action recognition via fusion of partially observable surveillance imagery data,Shirkhodaie A.,2017,,Proceedings of SPIE the International Society for Optical Engineering,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85023166642,,exclude,"O artigo trata de reconhecimento de objetos e ações em imagens de vigilância, que é um problema de visão computacional. Não há evidência de relação com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento de software. Domínio fora do escopo (EC1).",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
a5a1a220,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/IEEM.2016.7797899,Simulation approach for practical testing improvement of logistics professional qualification system level 1 in Thailand,Manisri C.,2016,,IEEE International Conference on Industrial Engineering and Engineering Management,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85009904415,,exclude,"O título indica foco em simulação de qualificação profissional em logística (domínio não-SW), sem evidência de relação com processos de desenvolvimento de software ou mineração de repositórios. Atende EC1 (domínio fora de SW).",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
f3711f40,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/ISSREW.2016.20,Analysis of Software Aging in Android,Weng C.,2016,,Proceedings 2016 IEEE 27th International Symposium on Software Reliability Engineering Workshops Issrew 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85009786167,,exclude,"O paper trata de 'software aging' (degradação de software) em Android, que é um fenômeno de qualidade/confiabilidade de sistemas, não um estudo sobre descoberta, modelagem ou previsão de processos de desenvolvimento de software. Não há evidência de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios para compreender fluxos de desenvolvimento.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
6cfb0539,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/ISSREW.2016.51,A Model Based Systems Engineering Approach to Resiliency Analysis of a Cyberphysical System,Hecht M.,2016,,Proceedings 2016 IEEE 27th International Symposium on Software Reliability Engineering Workshops Issrew 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85009799978,,exclude,"O título indica foco em engenharia de sistemas baseada em modelos e análise de resiliência de sistemas ciber-físicos, sem evidência clara de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Domínio aparenta ser sistemas ciber-físicos em geral, não processos de desenvolvimento de software.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
93ebfca2,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/SATE.2016.8,Analysis of the runtime linux operating system as a complex weighted network,Wang H.,2016,,Proceedings 2016 International Conference on Software Analysis Testing and Evolution Sate 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85010572501,,exclude,"O título refere-se a análise de sistema operacional Linux como rede complexa, não a processos de desenvolvimento de software. Sem resumo disponível, não há evidência de aplicação a process mining, modelagem estocástica ou forecasting em processos de SW (IC1-IC4). Enquadra-se em EC1 (domínio fora de SW) ou EC2 (software como ferramenta/sistema, não como processo sendo estudado).",,EC1|EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
d0ca7eef,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1186/s40064-016-2539-0,Towards early software reliability prediction for computer forensic tools (case study),Abu Talib M.,2016,"Versatility, flexibility and robustness are essential requirements for software forensic tools. Researchers and practitioners need to put more effort into assessing this type of tool. A Markov model is a robust means for analyzing and anticipating the functioning of an advanced component based system. It is used, for instance, to analyze the reliability of the state machines of real time reactive systems. This research extends the architecture-based software reliability prediction model for computer forensic tools, which is based on Markov chains and COSMIC-FFP. Basically, every part of the computer forensic tool is linked to a discrete time Markov chain. If this can be done, then a probabilistic analysis by Markov chains can be performed to analyze the reliability of the components and of the whole tool. The purposes of the proposed reliability assessment method are to evaluate the tool’s reliability in the early phases of its development, to improve the reliability assessment process for large computer forensic tools over time, and to compare alternative tool designs. The reliability analysis can assist designers in choosing the most reliable topology for the components, which can maximize the reliability of the tool and meet the expected reliability level specified by the end-user. The approach of assessing component-based tool reliability in the COSMIC-FFP context is illustrated with the Forensic Toolkit Imager case study.",Springerplus,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84976253664,,exclude,"O artigo aplica Markov chains para predição de confiabilidade de ferramentas forenses de computador, mas não trata processos de desenvolvimento de software (IC2 requer modelagem estocástica em processos de SW). O foco é em confiabilidade de componentes de software (produto), não em descoberta, análise ou previsão de características de processos de desenvolvimento. Atende EC2: software é a ferramenta/implementação sendo analisada, não o processo de SW.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
4ac7046b,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1145/2976749.2978428,Coverage-based Greybox Fuzzing as Markov chain,Böhme M.,2016,"Coverage-based Greybox Fuzzing (CGF) is a random testing approach that requires no program analysis. A new test is generated by slightly mutating a seed input. If the test exercises a new and interesting path, it is added to the set of seeds; otherwise, it is discarded. We observe that most tests exercise the same few “high-frequency” paths and develop strategies to explore significantly more paths with the same number of tests by gravitating towards low-frequency paths. We explain the challenges and opportunities of CGF using a Markov chain model which specifies the probability that fuzzing the seed that exercises path $i$ i generates an input that exercises path $j$ j . Each state (i.e., seed) has an energy that specifies the number of inputs to be generated from that seed. We show that CGF is considerably more efficient if energy is inversely proportional to the density of the stationary distribution and increases monotonically every time that seed is chosen. Energy is controlled with a power schedule. We implemented several schedules by extending AFL. In 24 hours, AFLFast exposes 3 previously unreported CVEs that are not exposed by AFL and exposes 6 previously unreported CVEs 7x faster than AFL. AFLFast produces at least an order of magnitude more unique crashes than AFL. We compared AFLFast to the symbolic executor Klee. In terms of vulnerability detection, AFLFast is significantly more effective than Klee on the same subject programs that were discussed in the original Klee paper. In terms of code coverage, AFLFast only slightly outperforms Klee while a combination of both tools achieves best results by mitigating the individual weaknesses.",Proceedings of the ACM Conference on Computer and Communications Security,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84995450940,,exclude,"O paper trata de fuzzing e detecção de vulnerabilidades em software, não de process mining, modelagem estocástica de processos de desenvolvimento de SW, forecasting de métricas de processo ou mineração de repositórios. Embora use Markov chain, a aplicação é ao teste de software (caminho em execução), não ao processo de desenvolvimento de SW.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
685cb858,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/QRS.2016.40,Quantifying the Impact of Replication on the Quality-of-Service in Cloud Databases,Osman R.,2016,"Cloud databases achieve high availability by automatically replicating data on multiple nodes. However, the overhead caused by the replication process can lead to an increase in the mean and variance of transaction response times, causing unforeseen impacts on the offered quality-of-service (QoS). In this paper, we propose a measurement-driven methodology to predict the impact of replication on Database-as-a-Service (DBaaS) environments. Our methodology uses operational data to parameterize a closed queueing network model of the database cluster together with a Markov model that abstracts the dynamic replication process. Experiments on Amazon RDS show that our methodology predicts response time mean and percentiles with errors of just 1% and 15% respectively, and under operational conditions that are significantly different from the ones used for model parameterization. We show that our modeling approach surpasses standard modeling methods and illustrate the applicability of our methodology for automated DBaaS provisioning.",Proceedings 2016 IEEE International Conference on Software Quality Reliability and Security Qrs 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84995403894,,exclude,"O artigo trata de modelagem estocástica (Markov, queueing network) aplicada a sistemas de banco de dados em cloud, não a processos de desenvolvimento de software. Embora use técnicas relevantes (EC2), o domínio é infraestrutura/QoS de DBaaS, não engenharia de software ou processos de SW.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
fb12d8c1,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/ICTCK.2015.7582709,Automated generation of software testing path based on ant colony,Sayyari F.,2016,,2nd International Congress on Technology Communication and Knowledge Ictck 2015,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84994403405,,exclude,"O artigo trata de geração automatizada de caminhos de teste usando algoritmo de colônia de formigas, que é um método de otimização algorítmica. Não há evidência de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo, ou mineração de repositórios. Sem resumo disponível, não é possível confirmar que aborda processos de desenvolvimento de software conforme escopo PATHCAST.",,EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
3441a926,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1093/mnras/stw1622,Finding binaries from phase modulation of pulsating stars with kepler - IV. detection limits and radial velocity verification,Murphy S.J.,2016,"We explore the detection limits of the phase modulation (PM) method of finding binary systems among multi-periodic pulsating stars. The method is an attractive way of finding non-transiting planets in the habitable zones of intermediate mass stars, whose rapid rotation inhibits detections via the radial velocity (RV) method. While oscillation amplitudes of a few mmag are required to find planets, many $\delta$ Scuti stars have these amplitudes. In sub-optimal cases where the signal-to-noise of the oscillations is lower, low-mass brown dwarfs ($\sim$13 M$_{\rm Jup}$) are detectable at orbital periods longer than about 1 yr, and the lowest mass main-sequence stars (0.1-0.2 M$_{\odot}$) are detectable at all orbital periods where the PM method can be applied. We use purpose-written Markov chain Monte Carlo (MCMC) software for the calculation of the PM orbits, which offers robust uncertainties for comparison with RV solutions. Using Kepler data and ground-based RVs, we verify that these two methods are in agreement, even at short orbital periods where the PM method undersamples the orbit. We develop new theory to account for the undersampling of the time delays, which is also necessary for the inclusion of RVs as observational data in the MCMC software. We show that combining RVs with time delays substantially refines the orbits because of the complementarity of working in both the spatial (PM) and velocity (RV) domains simultaneously. Software outputs were tested through an extensive hare and hounds exercise, covering a wide range of orbital configurations including binaries containing two pulsators.",Monthly Notices of the Royal Astronomical Society,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84982308247,,exclude,"O paper trata de detecção de sistemas binários em estrelas pulsantes usando modulação de fase e métodos de Monte Carlo, com foco em astrofísica/astronomia. Não há qualquer conexão com processos de desenvolvimento de software, process mining de artefatos de SW, ou modelagem de processos de engenharia de software. O domínio está completamente fora do escopo da SLR PATHCAST.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
a6b1e30d,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/QRS-C.2016.42,Model-Based Software Product Line Testing by Coupling Feature Models with Hierarchical Markov Chain Usage Models,Gebizli C.S.,2016,,Proceedings 2016 IEEE International Conference on Software Quality Reliability and Security Companion Qrs C 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84991769535,,maybe,"O título sugere uso de Markov Chain (modelagem estocástica) em contexto de teste de software, potencialmente atendendo IC2. Porém, sem resumo disponível, não é possível confirmar se o foco é em análise de processos de desenvolvimento de SW (escopo PATHCAST) ou apenas em testing/verificação de product lines como aplicação de modelos. A ausência de abstract impede avaliação conclusiva.",IC2,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
bb02179c,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/QRS-C.2016.52,Performance Analysis of Cloud Service Considering Reliability,Sun P.,2016,,Proceedings 2016 IEEE International Conference on Software Quality Reliability and Security Companion Qrs C 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84991758403,,exclude,"O título sugere análise de desempenho e confiabilidade de serviços em nuvem, sem indicação clara de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Sem resumo disponível, não é possível confirmar alinhamento com nenhum IC. O foco parece ser em qualidade/confiabilidade de sistemas cloud, não em análise ou previsão de processos de desenvolvimento de software.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
d252afe8,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/QRS-C.2016.69,"A Resource Optimization Algorithm of Cloud Data Center Based on Correlated Model of Reliability, Performance and Energy",Luo L.,2016,,Proceedings 2016 IEEE International Conference on Software Quality Reliability and Security Companion Qrs C 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84991818066,,exclude,"O título aborda otimização de recursos em data centers de nuvem com foco em confiabilidade, desempenho e energia. Sem abstract disponível, mas o tema não demonstra relação com process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. Atende EC1 (domínio fora de SW - infraestrutura de cloud) e EC2 (software como ferramenta/sistema, não como processo sendo estudado).",,EC1|EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
5601b3af,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1002/9781119285441,"Probability and Statistics with Reliability, Queuing and Computer Science Applications",Trivedi K.S.,2016,,Probability and Statistics with Reliability Queuing and Computer Science Applications,chapter,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85017362404,,exclude,"Sem resumo disponível, o título sugere um livro genérico de probabilidade e estatística com aplicações em confiabilidade e ciência da computação, sem indicação clara de foco em process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. A ausência de abstract impede confirmação de relevância ao escopo PATHCAST.",,EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
ed81f924,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1002/stvr.1600,A general modeling and analysis framework for software fault detection and correction process,Liu Y.,2016,,Software Testing Verification and Reliability,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84960154316,,maybe,"Título sugere modelagem de processo de detecção e correção de falhas em software, potencialmente relevante para IC2 (modelagem estocástica de processos de SW), mas sem abstract não é possível confirmar se aplica process mining, forecasting ou análise de event logs. Requer verificação do texto completo.",,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
2eb1a388,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/ICSTW.2016.10,Successive Refinement of Models for Model-Based Testing to Increase System Test Effectiveness,Gebizli C.,2016,,Proceedings 2016 IEEE International Conference on Software Testing Verification and Validation Workshops Icstw 2016,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84992200193,,exclude,"O artigo trata de model-based testing e refinement de modelos para teste de sistemas, não abordando process mining, modelagem estocástica de processos de desenvolvimento de SW, forecasting de métricas de processo ou mineração de repositórios. Foca em teste de software (engineering artifact), não em processos de SW.",,EC2|EC3,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
75fb7099,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1145/2908080.2908095,Coverage-directed differential testing of JVM implementations,Chen Y.,2016,,ACM SIGPLAN Notices,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-85119289186,,exclude,"O título indica um estudo sobre teste diferencial de implementações de JVM, focando em cobertura de testes. Não há evidência de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios. Trata-se de teste de software (EC2: SW como ferramenta/implementação, não o processo de desenvolvimento sendo estudado).",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
6f0c46cb,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/RAMS.2016.7447984,A research of architecture-based reliability with fault propagation for software-intensive systems,Shu S.,2016,,Proceedings Annual Reliability and Maintainability Symposium,conference paper,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84968750692,,exclude,"O paper trata de confiabilidade arquitetural e propagação de falhas em sistemas software-intensivos, mas sem resumo disponível não é possível confirmar se aborda process mining, modelagem estocástica de processos de desenvolvimento de SW, forecasting de métricas de processo ou mineração de repositórios. O título sugere foco em análise de confiabilidade do produto/sistema (EC2), não em processos de desenvolvimento.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
900ba83f,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1002/qre.1793,Computing Transition Probability in Markov Chain for Early Prediction of Software Reliability,Singh L.,2016,,Quality and Reliability Engineering International,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84924973859,,maybe,"Título sugere uso de Markov chains para predição em processos de software (IC2 potencial), mas sem abstract não é possível confirmar se (a) aplica-se especificamente a processos de desenvolvimento de SW ou (b) se é apenas sobre confiabilidade de código/sistema. A ausência de resumo impede avaliação clara dos critérios de inclusão/exclusão.",,,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
5aeab7b5,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1016/j.engstruct.2016.01.020,Numerical and monitoring based Markov Chain approaches for the fatigue life prediction of concrete structures,Strauss A.,2016,,Engineering Structures,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84957807956,,exclude,"O artigo trata de predição de fadiga em estruturas de concreto usando cadeias de Markov, domínio claramente fora de engenharia de software. Não há qualquer conexão com processos de desenvolvimento de software, event logs de SW, repositórios de código ou métricas de processo de desenvolvimento.",,EC1,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
3a65f925,scopus,scopus_markov_testing,Markov + Software Testing (focal V6),10.1109/TR.2015.2452933,Recovery from Software Failures Caused by Mandelbugs,Grottke M.,2016,,IEEE Transactions on Reliability,article,,https://www.scopus.com/record/display.uri?eid=2-s2.0-84938767073,,exclude,"O artigo trata de recuperação de falhas de software causadas por mandelbugs (bugs não-reproduzíveis), focando em confiabilidade de sistemas. Não há evidência no título de abordagem de process mining, modelagem estocástica de processos de SW, forecasting de métricas de processo ou mineração de repositórios de desenvolvimento. EC2 se aplica: 'software' é o artefato/sistema sendo estudado, não o processo de desenvolvimento.",,EC2,2026-04-12T20:01:56.462945+00:00,msgbatch_012oLPExHALeSFoTt5jvCfo9
